"species_sci","First or Duplicate Entry?","KEY (species name & group size) _duplicates in red","Taxon","Group Size","Reference from 38 (see last tab)","Source(s) in reference from 38","Notes"
"Pithecia pithecia","ok","Pithecia_pithecia2.7","Pithecia_pithecia",2.7,"Smuts et al. 1987",,
"Pithecia pithecia","ok","Pithecia_pithecia2.6","Pithecia_pithecia",2.6,"Rowe 1996",,
"Pongo sp.","ok","Pongo_abelii2","Pongo_abelii",2,"Rowe 1996",,
"Pongo pygmaeus","ok","Pongo_pygmaeus1.8","Pongo_pygmaeus",1.8,"Wrangham et al. 1993","Rodman & Mitani 1986",
"Pongo pygmaeus","ok","Pongo_pygmaeus1","Pongo_pygmaeus",1,"Dunbar 1991","Mackinnon 1974",
"Pongo pygmaeus","ok","Pongo_pygmaeus2","Pongo_pygmaeus",2,"Rowe 1996",,
"Presbytis comata","ok","Presbytis_comata7","Presbytis_comata",7,"Rowe 1996",,
"Presbytis melalophos","ok","Presbytis_melalophos14","Presbytis_melalophos",14,"Wrangham et al. 1993","Struhsaker & Leland 1986",
"Presbytis melalophos","ok","Presbytis_melalophos9.3","Presbytis_melalophos",9.3,"Wrangham et al. 1993","Struhsaker & Leland 1986",
"Presbytis melalophos","dup","Presbytis_melalophos14","Presbytis_melalophos",14,"Smuts et al. 1987",,
"Presbytis melalophos","ok","Presbytis_melalophos15","Presbytis_melalophos",15,"Smuts et al. 1987",,
"Presbytis melalophos","dup","Presbytis_melalophos9.3","Presbytis_melalophos",9.3,"Smuts et al. 1987",,
"Presbytis melalophos","dup","Presbytis_melalophos15","Presbytis_melalophos",15,"Rowe 1996",,
"Presbytis potenziani","ok","Presbytis_potenziani4","Presbytis_potenziani",4,"Rowe 1996",,
"Procolobus verus","ok","Procolobus_verus8","Procolobus_verus",8,"Rowe 1996",,
"Propithecus diadema","ok","Propithecus_diadema5.1","Propithecus_diadema",5.1,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Propithecus diadema","ok","Propithecus_diadema6","Propithecus_diadema",6,"Rowe 1996",,
"Propithecus verreauxi","ok","Propithecus_verreauxi6","Propithecus_verreauxi",6,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Propithecus verreauxi","ok","Propithecus_verreauxi6.5","Propithecus_verreauxi",6.5,"Wrangham et al. 1993","Clutton-Brock & Harvey 1977a",
"Propithecus verreauxi","ok","Propithecus_verreauxi5","Propithecus_verreauxi",5,"Smuts et al. 1987",,
"Propithecus verreauxi","ok","Propithecus_verreauxi5.1","Propithecus_verreauxi",5.1,"Dunbar 1991","Howarth et al 1986",
"Propithecus verreauxi","dup","Propithecus_verreauxi6.5","Propithecus_verreauxi",6.5,"Clutton-Brock & Harvey 1997",,
"Propithecus verreauxi","ok","Propithecus_verreauxi7","Propithecus_verreauxi",7,"Rowe 1996",,
"Pygathrix nemaeus","ok","Pygathrix_nemaeus14.5","Pygathrix_nemaeus",14.5,"Rowe 1996",,
"Pygathrix nemaeus","ok","Pygathrix_nemaeus19","Pygathrix_nemaeus",19,"Patterson et al. 2014","Phiapalath et al. 2011",
"Pygathrix nemaeus","dup","Pygathrix_nemaeus19","Pygathrix_nemaeus",19,"Patterson et al. 2014","Phiapalath et al. 2011",
"Pygathrix nemaeus","ok","Pygathrix_nemaeus43","Pygathrix_nemaeus",43,"Patterson et al. 2014","Phiapalath et al. 2011",
"Pygathrix nemaeus","ok","Pygathrix_nemaeus9.3","Pygathrix_nemaeus",9.3,"Patterson et al. 2014","Lippold 1977","Patterson et al. supplementary material; from Hill & Lee 1998"
"Rhinopithecus roxellana","ok","Rhinopithecus_roxellana110","Rhinopithecus_roxellana",110,"Rowe 1996",,
"Saguinus fuscicollis","ok","Saguinus_fuscicollis4.7","Saguinus_fuscicollis",4.7,"Wrangham et al. 1993","Goldizen 1986",
"Saguinus fuscicollis","ok","Saguinus_fuscicollis6.5","Saguinus_fuscicollis",6.5,"Wrangham et al. 1993","Goldizen 1986",
"Saguinus fuscicollis","ok","Saguinus_fuscicollis5.9","Saguinus_fuscicollis",5.9,"Rowe 1996",,
"Saguinus geoffroyi","ok","Saguinus_geoffroyi5.15","Saguinus_geoffroyi",5.15,"Rowe 1996",,
"Saguinus imperator","ok","Saguinus_imperator4","Saguinus_imperator",4,"Wrangham et al. 1993","Goldizen 1986",
"Saguinus imperator","dup","Saguinus_imperator4","Saguinus_imperator",4,"Rowe 1996",,
"Saguinus leucopus","ok","Saguinus_leucopus8.5","Saguinus_leucopus",8.5,"Rowe 1996",,
"Saguinus midas","ok","Saguinus_midas5","Saguinus_midas",5,"Rowe 1996",,
"Saguinus mystax","ok","Saguinus_mystax5.3","Saguinus_mystax",5.3,"Smuts et al. 1987",,
"Saguinus mystax","dup","Saguinus_mystax5.3","Saguinus_mystax",5.3,"Rowe 1996",,
"Saguinus oedipus","ok","Saguinus_oedipus7.4","Saguinus_oedipus",7.4,"Wrangham et al. 1993","Goldizen 1986",
"Saguinus oedipus","ok","Saguinus_oedipus6.39","Saguinus_oedipus",6.39,"Smuts et al. 1987",,
"Saguinus oedipus","dup","Saguinus_oedipus7.4","Saguinus_oedipus",7.4,"Rowe 1996",,
"Saguinus oedipus","ok","Saguinus_oedipus3","Saguinus_oedipus",3,"Patterson et al. 2014","Savage et al. 1996",
"Saguinus oedipus","dup","Saguinus_oedipus3","Saguinus_oedipus",3,"Patterson et al. 2014","Savage et al. 1996",
"Saguinus oedipus","dup","Saguinus_oedipus3","Saguinus_oedipus",3,"Patterson et al. 2014","Savage et al. 1996",
"Saguinus oedipus","ok","Saguinus_oedipus6","Saguinus_oedipus",6,"Patterson et al. 2014","Savage et al. 1996",
"Saguinus oedipus","ok","Saguinus_oedipus7","Saguinus_oedipus",7,"Patterson et al. 2014","Savage et al. 1996",
"Saguinus oedipus","dup","Saguinus_oedipus7.4","Saguinus_oedipus",7.4,"Patterson et al. 2014","Goldizen 1987","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Saguinus oedipus","ok","Saguinus_oedipus8","Saguinus_oedipus",8,"Patterson et al. 2014","Savage et al. 1996",
"Saguinus oedipus","dup","Saguinus_oedipus8","Saguinus_oedipus",8,"Patterson et al. 2014","Savage et al. 1996",
"Saimiri boliviensis","ok","Saimiri_boliviensis20","Saimiri_boliviensis",20,"Rowe 1996",,
"Saimiri oerstedii","ok","Saimiri_oerstedii23","Saimiri_oerstedii",23,"Wrangham et al. 1993","Robinson & Janson 1986",
"Saimiri oerstedii","dup","Saimiri_oerstedii23","Saimiri_oerstedii",23,"Smuts et al. 1987",,
"Saimiri oerstedii","ok","Saimiri_oerstedii25","Saimiri_oerstedii",25,"Clutton-Brock & Harvey 1997",,
"Saimiri oerstedii","dup","Saimiri_oerstedii23","Saimiri_oerstedii",23,"Rowe 1996",,
"Saimiri sciureus","ok","Saimiri_sciureus42","Saimiri_sciureus",42,"Wrangham et al. 1993","Robinson & Janson 1986",
"Saimiri sciureus","ok","Saimiri_sciureus19","Saimiri_sciureus",19,"Smuts et al. 1987",,
"Saimiri sciureus","ok","Saimiri_sciureus22","Saimiri_sciureus",22,"Smuts et al. 1987",,
"Saimiri sciureus","ok","Saimiri_sciureus25","Saimiri_sciureus",25,"Smuts et al. 1987",,
"Saimiri sciureus","ok","Saimiri_sciureus30","Saimiri_sciureus",30,"Smuts et al. 1987",,
"Saimiri sciureus","ok","Saimiri_sciureus35","Saimiri_sciureus",35,"Smuts et al. 1987",,
"Saimiri sciureus","ok","Saimiri_sciureus41.7","Saimiri_sciureus",41.7,"Smuts et al. 1987",,
"Saimiri sciureus","ok","Saimiri_sciureus48","Saimiri_sciureus",48,"Smuts et al. 1987",,
"Saimiri sciureus","dup","Saimiri_sciureus35","Saimiri_sciureus",35,"Dunbar 1991","Terborgh 1983",
"Saimiri sciureus","ok","Saimiri_sciureus32","Saimiri_sciureus",32,"Rowe 1996",,
"Saimiri sciureus","dup","Saimiri_sciureus42","Saimiri_sciureus",42,"Patterson et al. 2014","Robinson & Janson 1987","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Saimiri sciureus","ok","Saimiri_sciureus44","Saimiri_sciureus",44,"Patterson et al. 2014","Stone 2008",
"Saimiri sciureus","ok","Saimiri_sciureus50","Saimiri_sciureus",50,"Patterson et al. 2014","Stone 2008",
"Saimiri sciureus","ok","Saimiri_sciureus65","Saimiri_sciureus",65,"Patterson et al. 2014","Boinski & Mitchell 1995",
"Semnopithecus entellus","ok","Semnopithecus_entellus19","Semnopithecus_entellus",19,"Wrangham et al. 1993","Struhsaker & Leland 1986",
"Semnopithecus entellus","ok","Semnopithecus_entellus33","Semnopithecus_entellus",33,"Dunbar 1991","Sugiyama 1976",
"Semnopithecus entellus","dup","Semnopithecus_entellus19","Semnopithecus_entellus",19,"Clutton-Brock & Harvey 1997",,
"Semnopithecus entellus","ok","Semnopithecus_entellus37.5","Semnopithecus_entellus",37.5,"Rowe 1996",,
"Semnopithecus entellus","ok","Semnopithecus_entellus9.5","Semnopithecus_entellus",9.5,"Kudo & Dunbar 2001","Sugiyama 1965; Hrdy 1977",
"Symphalangus syndactylus","ok","Symphalangus_syndactylus3","Symphalangus_syndactylus",3,"Wrangham et al. 1993","Leighton 1986",
"Symphalangus syndactylus","ok","Symphalangus_syndactylus3.8","Symphalangus_syndactylus",3.8,"Wrangham et al. 1993","Leighton 1986",
"Symphalangus syndactylus","ok","Symphalangus_syndactylus4","Symphalangus_syndactylus",4,"Wrangham et al. 1993","Leighton 1986",
"Symphalangus syndactylus","ok","Symphalangus_syndactylus5","Symphalangus_syndactylus",5,"Wrangham et al. 1993","Leighton 1986",
"Symphalangus syndactylus","dup","Symphalangus_syndactylus3","Symphalangus_syndactylus",3,"Smuts et al. 1987",,
"Symphalangus syndactylus","dup","Symphalangus_syndactylus3.8","Symphalangus_syndactylus",3.8,"Smuts et al. 1987",,
"Symphalangus syndactylus","dup","Symphalangus_syndactylus4","Symphalangus_syndactylus",4,"Smuts et al. 1987",,
"Symphalangus syndactylus","dup","Symphalangus_syndactylus5","Symphalangus_syndactylus",5,"Smuts et al. 1987",,
"Symphalangus syndactylus","dup","Symphalangus_syndactylus3.8","Symphalangus_syndactylus",3.8,"Dunbar 1991","Chivers 1974",
"Symphalangus syndactylus","dup","Symphalangus_syndactylus3.8","Symphalangus_syndactylus",3.8,"Clutton-Brock & Harvey 1997",,
"Symphalangus syndactylus","ok","Symphalangus_syndactylus3.5","Symphalangus_syndactylus",3.5,"Rowe 1996",,
"Tarsius bancanus","ok","Tarsius_bancanus2","Tarsius_bancanus",2,"Rowe 1996",,
"Tarsius syrichta","ok","Tarsius_syrichta2","Tarsius_syrichta",2,"Rowe 1996",,
"Theropithecus gelada","ok","Theropithecus_gelada320","Theropithecus_gelada",320,"Wrangham et al. 1993","Clutton-Brock & Harvey 1977a",
"Theropithecus gelada","ok","Theropithecus_gelada113","Theropithecus_gelada",113,"Dunbar 1991","Iwamoto & Dunbar 1983",
"Theropithecus gelada","dup","Theropithecus_gelada113","Theropithecus_gelada",113,"Clutton-Brock & Harvey 1997",,
"Theropithecus gelada","ok","Theropithecus_gelada165","Theropithecus_gelada",165,"Rowe 1996",,"band"
"Theropithecus gelada","ok","Theropithecus_gelada7.2","Theropithecus_gelada",7.2,"Kudo & Dunbar 2001","Dunbar & Dunbar 1975, unpublished data",
"Trachypithecus cristatus","ok","Trachypithecus_cristatus28","Trachypithecus_cristatus",28,"Clutton-Brock & Harvey 1997",,
"Trachypithecus cristatus","ok","Trachypithecus_cristatus21.5","Trachypithecus_cristatus",21.5,"Rowe 1996",,
"Trachypithecus geei","ok","Trachypithecus_geei11.5","Trachypithecus_geei",11.5,"Clutton-Brock & Harvey 1997",,
"Trachypithecus geei","ok","Trachypithecus_geei16.7","Trachypithecus_geei",16.7,"Rowe 1996",,
"Trachypithecus johnii","ok","Trachypithecus_johnii32","Trachypithecus_johnii",32,"Smuts et al. 1987",,
"Trachypithecus johnii","ok","Trachypithecus_johnii9","Trachypithecus_johnii",9,"Clutton-Brock & Harvey 1997",,
"Trachypithecus johnii","ok","Trachypithecus_johnii17","Trachypithecus_johnii",17,"Rowe 1996",,
"Trachypithecus johnii","ok","Trachypithecus_johnii8","Trachypithecus_johnii",8,"Kudo & Dunbar 2001","Poirier 1970",
"Trachypithecus obscurus","ok","Trachypithecus_obscurus10.3","Trachypithecus_obscurus",10.3,"Wrangham et al. 1993","Struhsaker & Leland 1986",
"Trachypithecus obscurus","dup","Trachypithecus_obscurus10.3","Trachypithecus_obscurus",10.3,"Smuts et al. 1987",,
"Trachypithecus obscurus","dup","Trachypithecus_obscurus10.3","Trachypithecus_obscurus",10.3,"Rowe 1996",,
"Trachypithecus phayrei","ok","Trachypithecus_phayrei8.8","Trachypithecus_phayrei",8.8,"Rowe 1996",,
"Trachypithecus pileatus","ok","Trachypithecus_pileatus6.4","Trachypithecus_pileatus",6.4,"Rowe 1996",,
"Trachypithecus pileatus","ok","Trachypithecus_pileatus6","Trachypithecus_pileatus",6,"Kudo & Dunbar 2001","Stanford 1990",
"Trachypithecus vetulus","ok","Trachypithecus_vetulus13","Trachypithecus_vetulus",13,"Rowe 1996",,
"Varecia variegata","ok","Varecia_variegata_variegata5.3","Varecia_variegata_variegata",5.3,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Varecia variegata","ok","Varecia_variegata_variegata2","Varecia_variegata_variegata",2,"Smuts et al. 1987",,
"Varecia variegata","ok","Varecia_variegata_variegata10.5","Varecia_variegata_variegata",10.5,"Rowe 1996",,
