Species,Variable,Source,Value,priority
Condylura cristata,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,139912,8
Condylura cristata,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,39720,8
Condylura cristata,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.184,8
Condylura cristata,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Condylura cristata,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Sarko et al., 2009",8
Condylura cristata,Species_Source,HerculanoHouzel_etal_2015_Table2,Condylura cristata,8
Mesocricetus auratus,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Mesocricetus auratus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.145,8
Mesocricetus auratus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.03,8
Mesocricetus auratus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,61210000,8
Mesocricetus auratus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,12351246,8
Mesocricetus auratus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,7430000,8
Mesocricetus auratus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,1713108,8
Mesocricetus auratus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,424002,8
Mesocricetus auratus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,3743,8
Mesocricetus auratus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,51332,8
Mesocricetus auratus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,1054,8
Mesocricetus auratus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.121,8
Mesocricetus auratus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.004,8
Mesocricetus auratus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2006",8
Mesocricetus auratus,Species_Source,HerculanoHouzel_etal_2015_Table2,Mesocricetus auratus,8
Scalopus aquaticus,Order,HerculanoHouzel_etal_2015_Table2,Eulipotyphla,8
Scalopus aquaticus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.153,8
Scalopus aquaticus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.008,8
Scalopus aquaticus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,158550000,8
Scalopus aquaticus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,13630000,8
Scalopus aquaticus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,17510000,8
Scalopus aquaticus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,3160000,8
Scalopus aquaticus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,1037390,8
Scalopus aquaticus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,63570,8
Scalopus aquaticus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,114660,8
Scalopus aquaticus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,20790,8
Scalopus aquaticus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.11,8
Scalopus aquaticus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Scalopus aquaticus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Sarko et al., 2009",8
Scalopus aquaticus,Species_Source,HerculanoHouzel_etal_2015_Table2,Scalopus aquaticus,8
Elephantulus myurus,Order,HerculanoHouzel_etal_2015_Table2,Afrotheria,8
Elephantulus myurus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.168,8
Elephantulus myurus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Elephantulus myurus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,89312372,8
Elephantulus myurus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,2852000,8
Elephantulus myurus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,23368628,8
Elephantulus myurus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,1279000,8
Elephantulus myurus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,531494,8
Elephantulus myurus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,10651,8
Elephantulus myurus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,139028,8
Elephantulus myurus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,5956,8
Elephantulus myurus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.261,8
Elephantulus myurus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.005,8
Elephantulus myurus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Neves et al., 2014",8
Elephantulus myurus,Species_Source,HerculanoHouzel_etal_2015_Table2,Elephantulus myurus,8
Rattus norvegicus,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Rattus norvegicus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.272,8
Rattus norvegicus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.038,8
Rattus norvegicus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,139171882,8
Rattus norvegicus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,11185675,8
Rattus norvegicus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,29005617,8
Rattus norvegicus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,6282204,8
Rattus norvegicus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,522688,8
Rattus norvegicus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,108847,8
Rattus norvegicus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,108555,8
Rattus norvegicus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,29355,8
Rattus norvegicus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.209,8
Rattus norvegicus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.047,8
Rattus norvegicus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2006",8
Rattus norvegicus,Species_Source,HerculanoHouzel_etal_2015_Table2,Rattus norvegicus,8
Petrodromus tetradactylus,Order,HerculanoHouzel_etal_2015_Table2,Afrotheria,8
Petrodromus tetradactylus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.304,8
Petrodromus tetradactylus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Petrodromus tetradactylus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,110653150,8
Petrodromus tetradactylus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,14948000,8
Petrodromus tetradactylus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,34657851,8
Petrodromus tetradactylus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,15801000,8
Petrodromus tetradactylus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,362537,8
Petrodromus tetradactylus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,15780,8
Petrodromus tetradactylus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,110153,8
Petrodromus tetradactylus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,41831,8
Petrodromus tetradactylus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.299,8
Petrodromus tetradactylus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.102,8
Petrodromus tetradactylus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Neves et al., 2014",8
Petrodromus tetradactylus,Species_Source,HerculanoHouzel_etal_2015_Table2,Petrodromus tetradactylus,8
Tupaia glis,Order,HerculanoHouzel_etal_2015_Table2,Scandentia,8
Tupaia glis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.326,8
Tupaia glis,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.018,8
Tupaia glis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,185280000,8
Tupaia glis,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,16980000,8
Tupaia glis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,19980000,8
Tupaia glis,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,1510000,8
Tupaia glis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,571460,8
Tupaia glis,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,83200,8
Tupaia glis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,61600,8
Tupaia glis,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,7990,8
Tupaia glis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.108,8
Tupaia glis,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Tupaia glis,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2007",8
Tupaia glis,Species_Source,HerculanoHouzel_etal_2015_Table2,Tupaia glis,8
Proechimys guyannensis,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Proechimys guyannensis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.33,8
Proechimys guyannensis,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.026,8
Proechimys guyannensis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,162512050,8
Proechimys guyannensis,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,3553848,8
Proechimys guyannensis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,36372950,8
Proechimys guyannensis,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,5094068,8
Proechimys guyannensis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,494338,8
Proechimys guyannensis,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,28466,8
Proechimys guyannensis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,110122,8
Proechimys guyannensis,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,6716,8
Proechimys guyannensis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.224,8
Proechimys guyannensis,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.026,8
Proechimys guyannensis,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2011",8
Proechimys guyannensis,Species_Source,HerculanoHouzel_etal_2015_Table2,Proechimys cayennensis,8
Microcebus murinus,Order,HerculanoHouzel_etal_2015_Table2,Primata,8
Microcebus murinus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.391,8
Microcebus murinus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Microcebus murinus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,221386140,8
Microcebus murinus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Microcebus murinus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,17433860,8
Microcebus murinus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Microcebus murinus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,566205,8
Microcebus murinus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Microcebus murinus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,44588,8
Microcebus murinus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Microcebus murinus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.079,8
Microcebus murinus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Microcebus murinus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Gabi et al., 2010",8
Microcebus murinus,Species_Source,HerculanoHouzel_etal_2015_Table2,Microcebus murinus,8
Cavia porcellus,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Cavia porcellus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.5,8
Cavia porcellus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.077,8
Cavia porcellus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,167854925,8
Cavia porcellus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,2175973,8
Cavia porcellus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,36290075,8
Cavia porcellus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,4506186,8
Cavia porcellus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,339755,8
Cavia porcellus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,48069,8
Cavia porcellus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,72824,8
Cavia porcellus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,2216,8
Cavia porcellus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.216,8
Cavia porcellus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.024,8
Cavia porcellus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2006",8
Cavia porcellus,Species_Source,HerculanoHouzel_etal_2015_Table2,Cavia porcellus,8
Callithrix jacchus,Order,HerculanoHouzel_etal_2015_Table2,Primata,8
Callithrix jacchus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.73,8
Callithrix jacchus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.039,8
Callithrix jacchus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,361370000,8
Callithrix jacchus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,28530000,8
Callithrix jacchus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,49490000,8
Callithrix jacchus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,6770000,8
Callithrix jacchus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,494970,8
Callithrix jacchus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,25740,8
Callithrix jacchus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,68170,8
Callithrix jacchus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,12210,8
Callithrix jacchus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.137,8
Callithrix jacchus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Callithrix jacchus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2007",8
Callithrix jacchus,Species_Source,HerculanoHouzel_etal_2015_Table2,Callithrix jacchus,8
Cynomys sp.,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Cynomys sp.,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.789,8
Cynomys sp.,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.093,8
Cynomys sp.,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,350084813,8
Cynomys sp.,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,72177851,8
Cynomys sp.,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,66155187,8
Cynomys sp.,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,39268821,8
Cynomys sp.,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,440658,8
Cynomys sp.,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,39554,8
Cynomys sp.,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,84802,8
Cynomys sp.,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,54286,8
Cynomys sp.,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.192,8
Cynomys sp.,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.123,8
Cynomys sp.,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2011",8
Cynomys sp.,Species_Source,HerculanoHouzel_etal_2015_Table2,Cynomys sp.,8
Sciurus carolinensis,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Sciurus carolinensis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.874,8
Sciurus carolinensis,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.069,8
Sciurus carolinensis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,342832180,8
Sciurus carolinensis,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,71181798,8
Sciurus carolinensis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,110797820,8
Sciurus carolinensis,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,9070639,8
Sciurus carolinensis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,392363,8
Sciurus carolinensis,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,74294,8
Sciurus carolinensis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,127682,8
Sciurus carolinensis,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,19212,8
Sciurus carolinensis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.336,8
Sciurus carolinensis,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.09,8
Sciurus carolinensis,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2011",8
Sciurus carolinensis,Species_Source,HerculanoHouzel_etal_2015_Table2,Sciurus carolinensis,8
Otolemur garnettii,Order,HerculanoHouzel_etal_2015_Table2,Primata,8
Otolemur garnettii,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1.196,8
Otolemur garnettii,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.105,8
Otolemur garnettii,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,743500000,8
Otolemur garnettii,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,52450000,8
Otolemur garnettii,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,65960000,8
Otolemur garnettii,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,20290000,8
Otolemur garnettii,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,623080,8
Otolemur garnettii,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,45720,8
Otolemur garnettii,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,54460,8
Otolemur garnettii,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,11890,8
Otolemur garnettii,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.089,8
Otolemur garnettii,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Otolemur garnettii,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2007",8
Otolemur garnettii,Species_Source,HerculanoHouzel_etal_2015_Table2,Otolemur garnettii,8
Oryctolagus cuniculus,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Oryctolagus cuniculus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1.412,8
Oryctolagus cuniculus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Oryctolagus cuniculus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,396671250,8
Oryctolagus cuniculus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Oryctolagus cuniculus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,124578750,8
Oryctolagus cuniculus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Oryctolagus cuniculus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,280929,8
Oryctolagus cuniculus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Oryctolagus cuniculus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,88229,8
Oryctolagus cuniculus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Oryctolagus cuniculus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,1.222,8
Oryctolagus cuniculus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Oryctolagus cuniculus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2011",8
Oryctolagus cuniculus,Species_Source,HerculanoHouzel_etal_2015_Table2,Oryctolagus cuniculus,8
Aotus trivirgatus,Order,HerculanoHouzel_etal_2015_Table2,Primata,8
Aotus trivirgatus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1.732,8
Aotus trivirgatus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.218,8
Aotus trivirgatus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,1.04e+09,8
Aotus trivirgatus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,2e+07,8
Aotus trivirgatus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,145270000,8
Aotus trivirgatus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,45030000,8
Aotus trivirgatus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,605080,8
Aotus trivirgatus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,90570,8
Aotus trivirgatus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,82890,8
Aotus trivirgatus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,15580,8
Aotus trivirgatus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.14,8
Aotus trivirgatus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Aotus trivirgatus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2007",8
Aotus trivirgatus,Species_Source,HerculanoHouzel_etal_2015_Table2,Aotus trivirgatus,8
Dendrohyrax dorsalis,Order,HerculanoHouzel_etal_2015_Table2,Afrotheria,8
Dendrohyrax dorsalis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,1.918,8
Dendrohyrax dorsalis,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Dendrohyrax dorsalis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,360929350,8
Dendrohyrax dorsalis,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Dendrohyrax dorsalis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,77570650,8
Dendrohyrax dorsalis,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Dendrohyrax dorsalis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,188180,8
Dendrohyrax dorsalis,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Dendrohyrax dorsalis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,40444,8
Dendrohyrax dorsalis,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Dendrohyrax dorsalis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.215,8
Dendrohyrax dorsalis,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Dendrohyrax dorsalis,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Neves et al., 2014",8
Dendrohyrax dorsalis,Species_Source,HerculanoHouzel_etal_2015_Table2,Dendrohyrax dorsalis,8
Procavia capensis,Order,HerculanoHouzel_etal_2015_Table2,Afrotheria,8
Procavia capensis,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,2.058,8
Procavia capensis,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Procavia capensis,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,488373000,8
Procavia capensis,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,42322000,8
Procavia capensis,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,91005000,8
Procavia capensis,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,30180000,8
Procavia capensis,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,242415,8
Procavia capensis,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,46950,8
Procavia capensis,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,46365,8
Procavia capensis,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,19711,8
Procavia capensis,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.182,8
Procavia capensis,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.046,8
Procavia capensis,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Neves et al., 2014",8
Procavia capensis,Species_Source,HerculanoHouzel_etal_2015_Table2,Procavia capensis,8
Dasyprocta prymnolopha,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Dasyprocta prymnolopha,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,2.742,8
Dasyprocta prymnolopha,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Dasyprocta prymnolopha,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,673488085,8
Dasyprocta prymnolopha,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,48145960,8
Dasyprocta prymnolopha,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,155986915,8
Dasyprocta prymnolopha,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,32978520,8
Dasyprocta prymnolopha,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,253208,8
Dasyprocta prymnolopha,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,39447,8
Dasyprocta prymnolopha,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,57945,8
Dasyprocta prymnolopha,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,7405,8
Dasyprocta prymnolopha,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.234,8
Dasyprocta prymnolopha,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.066,8
Dasyprocta prymnolopha,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2006",8
Dasyprocta prymnolopha,Species_Source,HerculanoHouzel_etal_2015_Table2,Dasyprocta prymnolopha,8
