Species_canonical,source_column,variant_name
Indri indri,Species_Frahm98,Indri indri
Indri indri,Species_Frahm_1984,Indri indri
Indri indri,Species_Matano1985a,Indri indri
Indri indri,Species_Matano1985b,lndri indri
Indri indri,Species_Sherwood_2005,Indri indri
Indri indri,Species_Stephan1981,Indri indri
Indri indri,Species_Stephan1982,Indri indri
Indri indri,Species_Stephan1984,Indri indri
Indri indri,Species_Stephan1987,Indri indri
Indri indri,Species_deSousa2010,Indri indri
Lagothrix lagothricha,Species_Baron1983,Lagothrix lagothricha
Lagothrix lagothricha,Species_Baron1987,Lagothrix lagothricha
Lagothrix lagothricha,Species_Baron1988,Lagothrix lagothricha
Lagothrix lagothricha,Species_Baron1990,Lagothrix lagothricha
Lagothrix lagothricha,Species_Frahm1982,Lagothrix lagothricha
Lagothrix lagothricha,Species_Frahm1994,Lagothrix lagothricha
Lagothrix lagothricha,Species_Frahm_1984,Lagothrix lagothricha
Lagothrix lagothricha,Species_Matano1985a,Lagothrix lagothricha
Lagothrix lagothricha,Species_Matano1985b,Lagothrix lagothricha
Lagothrix lagothricha,Species_Sherwood_2005,Lagothrix lagothricha
Lagothrix lagothricha,Species_Stephan1981,Lagothrix lagotricha
Lagothrix lagothricha,Species_Stephan1982,Lagothrix lagothr.
Lagothrix lagothricha,Species_Stephan1984,Lagothrix lagothricha
Lagothrix lagothricha,Species_Stephan1987,Lagothrix lagothricha
Lagothrix lagothricha,Species_deSousa2010,Lagothix lagathricha
Leontopithecus rosalia,Species_Bauernfeind2013,Leontopithecus rosalia
Lepilemur ruficaudatus,Species_Baron1983,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Baron1987,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Baron1988,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Baron1990,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Frahm1982,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Frahm1994,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Frahm_1984,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Matano1985a,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Matano1985b,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Sherwood_2005,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Stephan1981,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Stephan1982,Lepilemur ruficaud.
Lepilemur ruficaudatus,Species_Stephan1984,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_Stephan1987,Lepilemur ruficaudatus
Lepilemur ruficaudatus,Species_deSousa2010,Lepilemur ruficaudatus
Lophocebus albigena,Species_Baron1983,Cercocebus albigena
Lophocebus albigena,Species_Baron1987,Cercocebus albigena
Lophocebus albigena,Species_Baron1988,Cercocebus albigena
Lophocebus albigena,Species_Baron1990,Cercocebus albigena
Lophocebus albigena,Species_Bauernfeind2013,Lophocebus albigena
Lophocebus albigena,Species_Frahm1994,Cercocebus albigena
Lophocebus albigena,Species_Frahm98,Cercocebus albigena
Lophocebus albigena,Species_Frahm_1984,Cercocebus albigena
Lophocebus albigena,Species_Matano1985a,Cercocebus albigena
Lophocebus albigena,Species_Matano1985b,Cercocebus albigena
Lophocebus albigena,Species_Sherwood_2005,Lophocebus albigena
Lophocebus albigena,Species_Stephan1981,Cercocebus albigena
Lophocebus albigena,Species_Stephan1984,Cercocebus albigena
Lophocebus albigena,Species_Stephan1987,Cercocebus albigena
Lophocebus albigena,Species_deSousa2010,Lophocebus albigena
Lophocebus albigena,Species_deSousa2013,Lophocebus albigena
Loris tardigradus,Species_Baron1983,Loris tardigradus
Loris tardigradus,Species_Baron1987,Loris tardigradus
Loris tardigradus,Species_Baron1988,Loris tardigradus
Loris tardigradus,Species_Baron1990,Loris tardigradus
Loris tardigradus,Species_Bauernfeind2013,Loris tardigradus
Loris tardigradus,Species_Frahm1994,Loris tardigradus
Loris tardigradus,Species_Frahm98,Loris tardigradus
Loris tardigradus,Species_Frahm_1984,Loris tardigradus
Loris tardigradus,Species_Matano1985a,Loris tardigradus
Loris tardigradus,Species_Matano1985b,Loris tardigradus
Loris tardigradus,Species_Sherwood_2005,Loris tardigradus
Loris tardigradus,Species_Stephan1981,Loris tardigradus
Loris tardigradus,Species_Stephan1982,Loris tardigradus
Loris tardigradus,Species_Stephan1984,Loris tardigradus
Loris tardigradus,Species_Stephan1987,Loris tardigradus
Loris tardigradus,Species_deSousa2010,Loris tardigradus
Macaca fascicularis,Species_deSousa2010,Macaca fascicularis
Macaca fascicularis,Species_deSousa2013,Macaca fascicularis
Macaca maura,Species_Bauernfeind2013,Macaca maura
Macaca mulatta,Species_Baron1983,Macaca mulatta
Macaca mulatta,Species_Baron1987,Macaca mulatta
Macaca mulatta,Species_Baron1988,Macaca mulatta
Macaca mulatta,Species_Baron1990,Macaca mulatta
Macaca mulatta,Species_Frahm98,Macaca mulatta
Macaca mulatta,Species_Frahm_1984,Macaca mulatta
Macaca mulatta,Species_Matano1985a,Macaca mulatta
Macaca mulatta,Species_Matano1985b,Macaca mulatta
Macaca mulatta,Species_Sherwood_2005,Macaca mulatta
Macaca mulatta,Species_Stephan1981,Macaca mulatta
Macaca mulatta,Species_Stephan1984,Macaca mulatta
Macaca mulatta,Species_Stephan1987,Macaca mulatta
Macaca mulatta,Species_deSousa2010,Macaca mulatta
Macaca mulatta,Species_deSousa2013,Macaca mulatta
Microcebus murinus,Species_Baron1983,Microcebus murinus
Microcebus murinus,Species_Baron1987,Microcebus murinus
Microcebus murinus,Species_Baron1988,Microcebus murinus
Microcebus murinus,Species_Baron1990,Microcebus murinus
Microcebus murinus,Species_Frahm1982,Microceblls murinus
Microcebus murinus,Species_Frahm1994,Microcebus murinus
Microcebus murinus,Species_Frahm98,Microcebus murinus
Microcebus murinus,Species_Frahm_1984,Microcebus murinus
Microcebus murinus,Species_Matano1985a,Microcebus murinus
Microcebus murinus,Species_Matano1985b,Microcebus murinus
Microcebus murinus,Species_Sherwood_2005,Microcebus murinus
Microcebus murinus,Species_Stephan1981,Microcebus murinus
Microcebus murinus,Species_Stephan1982,Microcebus murinus
Microcebus murinus,Species_Stephan1984,Microcebus murinus
Microcebus murinus,Species_Stephan1987,Microcebus murinus
Microcebus murinus,Species_deSousa2010,Microcebus murinus
Microgale cowani,Species_Baron1983,Microgale cowani
Microgale cowani,Species_Baron1987,Microgale cowani
Microgale cowani,Species_Stephan1981,Microgale cowani
Microgale cowani,Species_Stephan1982,Microgale cowani
Microgale cowani,Species_Stephan1987,Microgale cowani
Microgale mergulus,Species_Baron1983,Limnogale mergulus
Microgale mergulus,Species_Baron1987,Limnogale mergulus
Microgale mergulus,Species_Stephan1981,Limnogale mergulus
Microgale mergulus,Species_Stephan1982,Limnogale mergulus
Microgale mergulus,Species_Stephan1987,Limnogale mergulus
Micropotamogale lamottei,Species_Baron1983,Micropotamogale lamottei
Micropotamogale lamottei,Species_Baron1987,Micropotamogale lamottei
Micropotamogale lamottei,Species_Stephan1981,Micropotamogale lamottei
Micropotamogale lamottei,Species_Stephan1982,Micropotamogale lam.
Micropotamogale lamottei,Species_Stephan1987,Micropotamogale lamottei
Micropotamogale ruwenzorii,Species_Baron1987,Micropotamogale ruwenzorii
Micropotamogale ruwenzorii,Species_Baron1988,Micropotamogale ruwenzorii
Micropotamogale ruwenzorii,Species_Baron1990,Micropotamogale ruwenzorii
Micropotamogale ruwenzorii,Species_Stephan1987,Micropotamogale ruwenzorii
Microsorex hoyi,Species_Baron1987,Microsoex hoyi
Microsorex hoyi,Species_Baron1988,Microsorex hoyi
Microsorex hoyi,Species_Baron1990,Microsorex hoyi
Microsorex hoyi,Species_Stephan1987,Microsorex hoyi
Miopithecus talapoin,Species_Baron1983,Miopithecus talapoin
Miopithecus talapoin,Species_Baron1987,Miopithecus talapoin
Miopithecus talapoin,Species_Baron1988,Miopithecus talapoin
Miopithecus talapoin,Species_Baron1990,Miopithecus talapoin
Miopithecus talapoin,Species_Frahm1994,Miopithecus talapoin
Miopithecus talapoin,Species_Frahm98,Miopithecus talapoin
Miopithecus talapoin,Species_Frahm_1984,Miopithecus talapoin
Miopithecus talapoin,Species_Matano1985a,Miopithecus talapoin
Miopithecus talapoin,Species_Matano1985b,Miopithecus talapoin
Miopithecus talapoin,Species_Sherwood_2005,Miopithecus talapoin
Miopithecus talapoin,Species_Stephan1981,Cercopithecus talapoin
Miopithecus talapoin,Species_Stephan1984,Miopithecus talapoin
Miopithecus talapoin,Species_Stephan1987,Miopithecus talapoin
Miopithecus talapoin,Species_deSousa2010,Miopithecus talapoin
Miopithecus talapoin,Species_deSousa2013,Miopithecus talapoin
Myosorex babaulti,Species_Baron1987,Myosorex babaulti
Myosorex babaulti,Species_Stephan1987,Myosorex babaulti
Nasalis larvatus,Species_Baron1983,Nasalis larvatus
Nasalis larvatus,Species_Baron1987,Nasalis larvatus
Nasalis larvatus,Species_Baron1988,Nasalis larvatus
Nasalis larvatus,Species_Baron1990,Nasalis larvatus
Nasalis larvatus,Species_Frahm1994,Nasalis larvatus
Nasalis larvatus,Species_Frahm98,Nasalis larvatus
Nasalis larvatus,Species_Matano1985a,Nasalis larvatus
Nasalis larvatus,Species_Matano1985b,Nasalis larvatus
Nasalis larvatus,Species_Sherwood_2005,Nasalis larvatus
Nasalis larvatus,Species_Stephan1981,Nasalis larvatus
Nasalis larvatus,Species_Stephan1984,Nasalis larvatus
Nasalis larvatus,Species_Stephan1987,Nasalis larvatus
Nasalis larvatus,Species_deSousa2013,Nasalis larvatus
Neomys fodiens,Species_Baron1983,Neomys fodiens
Neomys fodiens,Species_Baron1987,Neomys fodiens
Neomys fodiens,Species_Baron1988,Neomys fodiens
Neomys fodiens,Species_Baron1990,Neomys fodiens
Neomys fodiens,Species_Frahm1982,Neomys fodiens
Neomys fodiens,Species_Stephan1981,Neomys fodiens
Neomys fodiens,Species_Stephan1982,Neomys fodiens
Neomys fodiens,Species_Stephan1984,Neomys fodiens
Neomys fodiens,Species_Stephan1987,Neomys fodiens
Nesogale dobsoni,Species_Baron1983,Microgale dobsoni
Nesogale dobsoni,Species_Baron1987,Microgale dobsoni
Nesogale dobsoni,Species_Stephan1981,Nesogale dobsoni
Nesogale dobsoni,Species_Stephan1982,Microgale dobsoni
Nesogale dobsoni,Species_Stephan1987,Microgale dobsoni
Nesogale talazaci,Species_Baron1983,Microgale talazaci
Nesogale talazaci,Species_Baron1987,Microgale talazaci
Nesogale talazaci,Species_Baron1988,Microgale talazaci
Nesogale talazaci,Species_Baron1990,Microgale talazaci
Nesogale talazaci,Species_Stephan1981,Nesogale talazaci
Nesogale talazaci,Species_Stephan1982,Microgale talazaci
Nesogale talazaci,Species_Stephan1987,Microgale talazaci
Nycticebus coucang,Species_Baron1983,Nycticebus coucang
Nycticebus coucang,Species_Baron1987,Nycticebus coucang
Nycticebus coucang,Species_Baron1988,Nycticebus coucang
Nycticebus coucang,Species_Baron1990,Nycticebus coucang
Nycticebus coucang,Species_Frahm1982,Nycticebus coucang
Nycticebus coucang,Species_Frahm1994,Nycticebus coucang
Nycticebus coucang,Species_Frahm_1984,Nycticebus coucang
Nycticebus coucang,Species_Matano1985a,Nycticebus coucang
Nycticebus coucang,Species_Matano1985b,Nycticebus coucang
Nycticebus coucang,Species_Sherwood_2005,Nycticebus coucang
Nycticebus coucang,Species_Stephan1981,Nycticebus coucang
Nycticebus coucang,Species_Stephan1982,Nycticebus coucang
Nycticebus coucang,Species_Stephan1984,Nycticebus coucang
Nycticebus coucang,Species_Stephan1987,Nycticebus coucang
Nycticebus coucang,Species_deSousa2010,Nycticebus coucang
Oryzorictes hova,Species_Baron1983,Oryzoricles talpoides
Oryzorictes hova,Species_Baron1987,Oryzorictes talpoides
Oryzorictes hova,Species_Stephan1981,Oryzorictes talpoides
Oryzorictes hova,Species_Stephan1982,Oryzorictes talpoid.
Oryzorictes hova,Species_Stephan1987,Oryzorictes talpoides
Otolemur crassicaudatus,Species_Baron1983,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Baron1987,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Baron1988,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Baron1990,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Frahm1994,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Frahm98,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Frahm_1984,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Matano1985a,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Matano1985b,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Sherwood_2005,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Stephan1981,Galago crassicaudatus
Otolemur crassicaudatus,Species_Stephan1982,Otolemur crassic.
Otolemur crassicaudatus,Species_Stephan1984,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_Stephan1987,Otolemur crassicaudatus
Otolemur crassicaudatus,Species_deSousa2010,Otolemur crassicaudatus
Pan paniscus,Species_Bauernfeind2013,Pan paniscus
Pan paniscus,Species_Sherwood_2005,Pan paniscus
Pan paniscus,Species_deSousa2010,Pan paniscus
Pan paniscus,Species_deSousa2013,Pan paniscus
Pan troglodytes,Species_Baron1983,Pan troglodytes
Pan troglodytes,Species_Baron1987,Pan troglodytes
Pan troglodytes,Species_Baron1988,Pan troglodytes
Pan troglodytes,Species_Baron1990,Pan troglodytes
Pan troglodytes,Species_Bauernfeind2013,Pan troglodytes
Pan troglodytes,Species_Frahm1982,Pan troglodytes
Pan troglodytes,Species_Frahm1994,Pan troglodytes
Pan troglodytes,Species_Frahm98,Pan troglodytes
Pan troglodytes,Species_Frahm_1984,Pan troglodytes
Pan troglodytes,Species_Matano1985a,Pan troglodytes
Pan troglodytes,Species_Matano1985b,Pan troglodytes
Pan troglodytes,Species_Sherwood_2005,Pan troglodytes
Pan troglodytes,Species_Stephan1981,Pan troglodytes
Pan troglodytes,Species_Stephan1984,Pan troglodytes
Pan troglodytes,Species_Stephan1987,Pan troglodytes
Pan troglodytes,Species_deSousa2010,Pan troglodytes
Pan troglodytes,Species_deSousa2013,Pan troglodytes
Papio anubis,Species_Baron1983,Papio anubis
Papio anubis,Species_Baron1987,Papio anubis
Papio anubis,Species_Baron1988,Papio anubis
Papio anubis,Species_Baron1990,Papio anubis
Papio anubis,Species_Frahm1982,Papio anubis
Papio anubis,Species_Frahm1994,Papio anubis
Papio anubis,Species_Frahm98,Papio anubis
Papio anubis,Species_Frahm_1984,Papio anubis
Papio anubis,Species_Matano1985a,Papio anubis
Papio anubis,Species_Matano1985b,Papio anubis
Papio anubis,Species_Sherwood_2005,Papio anubis
Papio anubis,Species_Stephan1981,Papio anubis
Papio anubis,Species_Stephan1984,Papio anubis
Papio anubis,Species_Stephan1987,Papio anubis
Papio anubis,Species_deSousa2010,Papio anubis
Papio anubis,Species_deSousa2013,Papio anubis
Perodicticus potto,Species_Baron1983,Perodicticus potto
Perodicticus potto,Species_Baron1987,Perodicticus potto
Perodicticus potto,Species_Baron1988,Perodicticus potto
Perodicticus potto,Species_Baron1990,Perodicticus potto
Perodicticus potto,Species_Bauernfeind2013,Perodicticus potto
Perodicticus potto,Species_Frahm1994,Perodicticus potto
Perodicticus potto,Species_Frahm_1984,Perodicticus potto
Perodicticus potto,Species_Matano1985a,Perodicticus potto
Perodicticus potto,Species_Matano1985b,Perodicticus potto
Perodicticus potto,Species_Sherwood_2005,Perodicticus potto
Perodicticus potto,Species_Stephan1981,Perodicticus potto
Perodicticus potto,Species_Stephan1982,Perodicticus potto
Perodicticus potto,Species_Stephan1984,Perodicticus potto
Perodicticus potto,Species_Stephan1987,Perodicticus potto
Perodicticus potto,Species_deSousa2010,Perodicticus potto
Piliocolobus badius,Species_Baron1983,Colobus badius
Piliocolobus badius,Species_Baron1987,Colobus badius
Piliocolobus badius,Species_Baron1988,Colobus badius
Piliocolobus badius,Species_Baron1990,Colobus badius
Piliocolobus badius,Species_Bauernfeind2013,Piliocolobus badius
Piliocolobus badius,Species_Frahm1982,Colobus badius
Piliocolobus badius,Species_Frahm1994,Colobus badius
Piliocolobus badius,Species_Frahm_1984,Colobus badius
Piliocolobus badius,Species_Matano1985a,Colobus badius
Piliocolobus badius,Species_Matano1985b,Colobus badius
Piliocolobus badius,Species_Sherwood_2005,Procolobus badius
Piliocolobus badius,Species_Stephan1981,Colobus badius
Piliocolobus badius,Species_Stephan1984,Colobus badius
Piliocolobus badius,Species_Stephan1987,Colobus badius
Piliocolobus badius,Species_deSousa2010,Procolobus badius
Piliocolobus badius,Species_deSousa2013,Piliocolobus badius
Pithecia monachus,Species_Baron1983,Pithecia monachus
Pithecia monachus,Species_Baron1987,Pithecia monachus
Pithecia monachus,Species_Baron1988,Pithecia monachus
Pithecia monachus,Species_Baron1990,Pithecia monachus
Pithecia monachus,Species_Frahm1994,Pithecia monachus
Pithecia monachus,Species_Frahm98,Pithecia monachus
Pithecia monachus,Species_Frahm_1984,Pithecia monachus
Pithecia monachus,Species_Matano1985a,Pithecia monachus
Pithecia monachus,Species_Matano1985b,Pithecia monachus
Pithecia monachus,Species_Sherwood_2005,Pithecia monachus
Pithecia monachus,Species_Stephan1981,Pithecia monacha
Pithecia monachus,Species_Stephan1982,Pithecia monachus
Pithecia monachus,Species_Stephan1984,Pithecia monachus
Pithecia monachus,Species_Stephan1987,Pithecia monachus
Pithecia monachus,Species_deSousa2010,Pithecia monachus
Pithecia pithecia,Species_Bauernfeind2013,Pithecia pithecia
Pongo sp.,Species_Bauernfeind2013,Pongo pygmaeus and Pongo abelii
Pongo sp.,Species_Sherwood_2005,Pongo pygmaeus
Pongo sp.,Species_Stephan1981,Pongo abelii
Pongo sp.,Species_Zilles1988,Pongo sp.
Pongo sp.,Species_deSousa2010,Pongo pygmaeus
Pongo sp.,Species_deSousa2013,Pongo pygmaeus
Potamogale velox,Species_Baron1983,Potamogale velox
Potamogale velox,Species_Baron1987,Potamogale velox
Potamogale velox,Species_Baron1988,Potamogale velox
Potamogale velox,Species_Baron1990,Potamogale velox
Potamogale velox,Species_Stephan1981,Potamogale velox
Potamogale velox,Species_Stephan1982,Potamogale velox
Potamogale velox,Species_Stephan1987,Potamogale velox
Propithecus verreauxi,Species_Baron1983,Propithecus verreauxi
Propithecus verreauxi,Species_Baron1987,Propithecus verreauxi
Propithecus verreauxi,Species_Baron1988,Propithecus verreauxi
Propithecus verreauxi,Species_Baron1990,Propithecus verreauxi
Propithecus verreauxi,Species_Frahm1982,Propithecus verreauxi
Propithecus verreauxi,Species_Frahm1994,Propithecus verreauxi
Propithecus verreauxi,Species_Frahm_1984,Propithecus verreauxi
Propithecus verreauxi,Species_Matano1985a,Propithecus verreauxi
Propithecus verreauxi,Species_Matano1985b,Propithecus verreauxi
Propithecus verreauxi,Species_Sherwood_2005,Propithecus verreauxi
Propithecus verreauxi,Species_Stephan1981,Propithecus verreauxi
Propithecus verreauxi,Species_Stephan1982,Propithecus verreau.
Propithecus verreauxi,Species_Stephan1984,Propithecus verreauxi
Propithecus verreauxi,Species_Stephan1987,Propithecus verreauxi
Propithecus verreauxi,Species_deSousa2010,Propithecus verreauxi
Pygathrix nemaeus,Species_Baron1983,Pygathrix nemaeus
Pygathrix nemaeus,Species_Baron1987,Pygathrix nemaeus
Pygathrix nemaeus,Species_Baron1988,Pygathrix nemaeus
Pygathrix nemaeus,Species_Baron1990,Pygathrix nemaeus
Pygathrix nemaeus,Species_Frahm1994,Pygathrix nemaeus
Pygathrix nemaeus,Species_Matano1985a,Pygathrix nemaeus
Pygathrix nemaeus,Species_Matano1985b,Pygathrix nemaeus
Pygathrix nemaeus,Species_Sherwood_2005,Pygathrix nemaeus
Pygathrix nemaeus,Species_Stephan1981,Pygathrix nemaeus
Pygathrix nemaeus,Species_Stephan1987,Pygathrix nemaeus
Pygathrix nemaeus,Species_deSousa2013,Pygathrix nemaeus
Rattus norvegicus,Species_Frahm1997,Rattus norvegicus
Rhynchocyon cirnei,Species_Baron1983,Rhynchocyon cirnei
Rhynchocyon cirnei,Species_Baron1987,Rhynchocyon cirnei
Rhynchocyon cirnei,Species_Stephan1981,Rhynchocyon stuhlmanni
Rhynchocyon cirnei,Species_Stephan1982,Rhynchocyon cirnei
Rhynchocyon cirnei,Species_Stephan1987,Rhynchocyon cirnei
Ruwenzorisorex suncoides,Species_Baron1987,Ruwensorisorex suncoides
Ruwenzorisorex suncoides,Species_Baron1988,Ruwenzorisorex suncoides
Ruwenzorisorex suncoides,Species_Baron1990,Ruwenzorisorex suncoides
Ruwenzorisorex suncoides,Species_Stephan1987,Ruwenzorisorex suncoides
Saguinus geoffroyi,Species_Bauernfeind2013,Saguinus geoffroyi
Saguinus midas,Species_Baron1983,Saguinus midas
Saguinus midas,Species_Baron1987,Saguinus midas tamarin
Saguinus midas,Species_Baron1988,Saguinus midas tamarin
Saguinus midas,Species_Baron1990,Saguinus midas
Saguinus midas,Species_Frahm1994,Saguinus midas tamarin
Saguinus midas,Species_Frahm98,Saguinus midas
Saguinus midas,Species_Frahm_1984,Saguinus midas
Saguinus midas,Species_Matano1985a,Saguinus midas
Saguinus midas,Species_Matano1985b,Saguinus midas
Saguinus midas,Species_Sherwood_2005,Saguinus midas
Saguinus midas,Species_Stephan1981,Saguinus tamarin
Saguinus midas,Species_Stephan1982,Saguinus midas
Saguinus midas,Species_Stephan1987,Saguinus midas tamarin
Saguinus midas,Species_deSousa2010,Sanguinus midas
Saguinus oedipus,Species_Baron1983,Saguinus oedipus
Saguinus oedipus,Species_Baron1987,Saguinus oedipus
Saguinus oedipus,Species_Baron1988,Saguinus oedipus
Saguinus oedipus,Species_Baron1990,Saguinus oedipus
Saguinus oedipus,Species_Bauernfeind2013,Saguinus oedipus
Saguinus oedipus,Species_Frahm1994,Saguinus oedipus
Saguinus oedipus,Species_Frahm98,Saguinus oedipus
Saguinus oedipus,Species_Frahm_1984,Saguinus oedipus
Saguinus oedipus,Species_Matano1985a,Saguinus oedipus
Saguinus oedipus,Species_Matano1985b,Saguinus oedipus
Saguinus oedipus,Species_Sherwood_2005,Saguinus oedipus
Saguinus oedipus,Species_Stephan1981,Saguinus oedipus
Saguinus oedipus,Species_Stephan1982,Saguinus oedipus
Saguinus oedipus,Species_Stephan1984,Saguinus oedipus
Saguinus oedipus,Species_Stephan1987,Saguinus oedipus
Saguinus oedipus,Species_deSousa2010,Sanguinus oedipus
Saimiri sciureus,Species_Baron1983,Saimiri sciureus
Saimiri sciureus,Species_Baron1987,Saimiri sciureus
Saimiri sciureus,Species_Baron1988,Saimiri sciureus
Saimiri sciureus,Species_Baron1990,Saimiri sciureus
Saimiri sciureus,Species_Frahm1982,Saimiri sciureus
Saimiri sciureus,Species_Frahm1994,Saimiri sciureus
Saimiri sciureus,Species_Frahm_1984,Saimiri sciureus
Saimiri sciureus,Species_Matano1985a,Saimiri sciureus
Saimiri sciureus,Species_Matano1985b,Saimiri sciureus
Saimiri sciureus,Species_Sherwood_2005,Saimiri sciureus
Saimiri sciureus,Species_Stephan1981,Saimiri sciureus
Saimiri sciureus,Species_Stephan1982,Saimiri sciureus
Saimiri sciureus,Species_Stephan1984,Saimiri sciureus
Saimiri sciureus,Species_Stephan1987,Saimiri sciureus
Saimiri sciureus,Species_deSousa2010,Saimiri sciureus
ScutisorexÊsomereni,Species_Baron1987,Scuisorex somereni
ScutisorexÊsomereni,Species_Baron1988,ScutisorexÊsomereni
ScutisorexÊsomereni,Species_Baron1990,ScutisorexÊsomereni
ScutisorexÊsomereni,Species_Stephan1987,Scutisorex somereni
Setifer setosus,Species_Baron1983,Setifer setosus
Setifer setosus,Species_Baron1987,Setifer setosus
Setifer setosus,Species_Baron1988,Setifer setosus
Setifer setosus,Species_Baron1990,Setifer setosus
Setifer setosus,Species_Frahm1982,Setifer setosus
Setifer setosus,Species_Frahm1994,Setifer setosus
Setifer setosus,Species_Matano1985b,Setifer setosus
Setifer setosus,Species_Stephan1981,Setifer setosus
Setifer setosus,Species_Stephan1982,Setifer setosus
Setifer setosus,Species_Stephan1984,Setifer setosus
Setifer setosus,Species_Stephan1987,Setifer setosus
Solenodon paradoxus,Species_Baron1983,Solenodon paradoxus
Solenodon paradoxus,Species_Baron1987,Solenodon paradoxus
Solenodon paradoxus,Species_Baron1988,Solenodon paradoxus
Solenodon paradoxus,Species_Baron1990,Solenodon paradoxus
Solenodon paradoxus,Species_Stephan1981,Solenodon paradoxus
Solenodon paradoxus,Species_Stephan1982,Solenodon paradoxus
Solenodon paradoxus,Species_Stephan1987,Solenodon paradoxus
Sorex araneus,Species_Baron1983,Sorex araneus
Sorex araneus,Species_Baron1987,Sorex araneus
Sorex araneus,Species_Baron1988,Sorex araneus
Sorex araneus,Species_Baron1990,Sorex araneus
Sorex araneus,Species_Frahm1982,Sorex araneus
Sorex araneus,Species_Matano1985b,Sorex araneus
Sorex araneus,Species_Stephan1981,Sorex araneus
Sorex araneus,Species_Stephan1982,Sorex araneus
Sorex araneus,Species_Stephan1984,Sorex araneus
Sorex araneus,Species_Stephan1987,Sorex araneus
Sorex cinereus,Species_Baron1987,Sorex cinereus
Sorex cinereus,Species_Baron1988,Sorex cinereus
Sorex cinereus,Species_Baron1990,Sorex cinereus
Sorex cinereus,Species_Stephan1987,Sorex cinereus
Sorex fumeus,Species_Baron1987,Sorex fumeus
Sorex fumeus,Species_Stephan1987,Sorex fumeus
Sorex minutus,Species_Baron1983,Sorex minutus
Sorex minutus,Species_Baron1987,Sorex minutus
Sorex minutus,Species_Frahm1982,Sorex minutus
Sorex minutus,Species_Matano1985b,Sorex minutus
Sorex minutus,Species_Stephan1981,Sorex minutus
Sorex minutus,Species_Stephan1982,Sorex minutus
Sorex minutus,Species_Stephan1984,Sorex minutus
Sorex minutus,Species_Stephan1987,Sorex minutus
Spalax ehrenbergi,Species_Frahm1997,Spalax ehrenbergi
Suncus etruscus,Species_Baron1987,Suncus etruscus
Suncus etruscus,Species_Baron1988,Suncus etruscus
Suncus etruscus,Species_Baron1990,Suncus etruscus
Suncus etruscus,Species_Stephan1987,Suncus etruscus
Suncus megalura,Species_Baron1987,Suncus megalura
Suncus megalura,Species_Baron1988,Sylvisorex megalura
Suncus megalura,Species_Baron1990,Sylvisorex megalura
Suncus megalura,Species_Stephan1987,Sylvisorex megalura
Suncus murinus,Species_Baron1983,Suncus murinus
Suncus murinus,Species_Baron1987,Suncus murinus
Suncus murinus,Species_Baron1988,Suncus murinus
Suncus murinus,Species_Baron1990,Suncus murinus
Suncus murinus,Species_Frahm1982,Suncus murinus
Suncus murinus,Species_Matano1985b,Suncus murinus
Suncus murinus,Species_Stephan1981,Suncus murinus
Suncus murinus,Species_Stephan1982,Suncus murinus
Suncus murinus,Species_Stephan1984,Suncus murinus
Suncus murinus,Species_Stephan1987,Suncus murinus
Sylvisorex granti,Species_Baron1987,Sylvisorex granti
Sylvisorex granti,Species_Stephan1987,Sylvisorex granti
Symphalangus syndactylus,Species_Bauernfeind2013,Symphalangus syndactylus
Symphalangus syndactylus,Species_deSousa2013,Symphalangus syndactylus
Talpa europaea,Species_Baron1983,Talpa europaea
Talpa europaea,Species_Baron1987,Talpa europaea
Talpa europaea,Species_Baron1988,Talpa europaea
Talpa europaea,Species_Baron1990,Talpa europea
Talpa europaea,Species_Stephan1981,Talpa europaea
Talpa europaea,Species_Stephan1982,Talpa europaea
Talpa europaea,Species_Stephan1984,Talpa europaea
Talpa europaea,Species_Stephan1987,Talpa europaea
Tarsius sp.,Species_Baron1983,Tarsius spp.
Tarsius sp.,Species_Baron1987,Tarsius spp.
Tarsius sp.,Species_Baron1988,Tarsius spp.
