"Species","Variable","Source","Value"
"Papio cynocephalus","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","23916"
"Papio cynocephalus","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Papio cynocephalus","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","62969"
"Papio cynocephalus","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Papio cynocephalus","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","2.633"
"Papio cynocephalus","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Papio cynocephalus","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Gabi et al., 2010"
"Papio cynocephalus","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","10444780000"
"Papio cynocephalus","Species_Source","HerculanoHouzel_etal_2015_Table1","Papio anubis cynocephalus"
"Tragelaphus strepsiceros","Order","HerculanoHouzel_etal_2015_Table1","Artiodactyla"
"Tragelaphus strepsiceros","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","213.37"
"Tragelaphus strepsiceros","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Tragelaphus strepsiceros","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","762567178"
"Tragelaphus strepsiceros","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Tragelaphus strepsiceros","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","12302304448"
"Tragelaphus strepsiceros","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Tragelaphus strepsiceros","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","3574"
"Tragelaphus strepsiceros","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Tragelaphus strepsiceros","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","57657"
"Tragelaphus strepsiceros","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Tragelaphus strepsiceros","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","16.133"
"Tragelaphus strepsiceros","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Tragelaphus strepsiceros","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Kazu et al., 2014"
"Tragelaphus strepsiceros","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","13064871626"
"Tragelaphus strepsiceros","Species_Source","HerculanoHouzel_etal_2015_Table1","Tragelaphus strepsiceros"
"Giraffa camelopardalis","Order","HerculanoHouzel_etal_2015_Table1","Artiodactyla"
"Giraffa camelopardalis","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","398.808"
"Giraffa camelopardalis","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Giraffa camelopardalis","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","1730513460"
"Giraffa camelopardalis","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Giraffa camelopardalis","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","27513706540"
"Giraffa camelopardalis","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Giraffa camelopardalis","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","4339"
"Giraffa camelopardalis","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Giraffa camelopardalis","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","68990"
"Giraffa camelopardalis","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Giraffa camelopardalis","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","15.9"
"Giraffa camelopardalis","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Giraffa camelopardalis","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Kazu et al., 2014"
"Giraffa camelopardalis","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","29244220000"
"Giraffa camelopardalis","Species_Source","HerculanoHouzel_etal_2015_Table1","Giraffa camelopardalis"
"Homo sapiens","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Homo sapiens","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","1232.93"
"Homo sapiens","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1","233.68"
"Homo sapiens","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","1.634e+10"
"Homo sapiens","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1","2.17e+09"
"Homo sapiens","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","6.084e+10"
"Homo sapiens","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1","7.02e+09"
"Homo sapiens","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","13520"
"Homo sapiens","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1","3636"
"Homo sapiens","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","49230"
"Homo sapiens","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1","3755"
"Homo sapiens","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","3.723"
"Homo sapiens","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1","0.675"
"Homo sapiens","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Azevedo et al., 2009"
"Homo sapiens","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","7.718e+10"
"Homo sapiens","Species_Source","HerculanoHouzel_etal_2015_Table1","Homo sapiens"
"Loxodonta africana","Order","HerculanoHouzel_etal_2015_Table1","Afrotheria"
"Loxodonta africana","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","2847.594"
"Loxodonta africana","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Loxodonta africana","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","5593241033"
"Loxodonta africana","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Loxodonta africana","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","55698998687"
"Loxodonta africana","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Loxodonta africana","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","1964"
"Loxodonta africana","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Loxodonta africana","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","52721"
"Loxodonta africana","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Loxodonta africana","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","26.844"
"Loxodonta africana","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Loxodonta africana","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2014"
"Loxodonta africana","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","61292239720"
"Loxodonta africana","Species_Source","HerculanoHouzel_etal_2015_Table1","Loxodonta africana"
"Sorex fumeus","Order","HerculanoHouzel_etal_2015_Table2","Eulipotyphla"
"Sorex fumeus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.02"
"Sorex fumeus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.002"
"Sorex fumeus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","20870000"
"Sorex fumeus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","4660000"
"Sorex fumeus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","5290000"
"Sorex fumeus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","2120000"
"Sorex fumeus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","1038666"
"Sorex fumeus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","214440"
"Sorex fumeus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","258073"
"Sorex fumeus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","85510"
"Sorex fumeus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.253"
"Sorex fumeus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Sorex fumeus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Sarko et al., 2009"
"Sorex fumeus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","26160000"
"Sorex fumeus","Species_Source","HerculanoHouzel_etal_2015_Table2","Sorex fumeus"
"Blarina brevicauda","Order","HerculanoHouzel_etal_2015_Table2","Eulipotyphla"
"Blarina brevicauda","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.037"
"Blarina brevicauda","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.005"
"Blarina brevicauda","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","33430000"
"Blarina brevicauda","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","5821000"
"Blarina brevicauda","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","4410000"
"Blarina brevicauda","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","1280000"
"Blarina brevicauda","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","919942"
"Blarina brevicauda","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","19721"
"Blarina brevicauda","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","118736"
"Blarina brevicauda","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","25620"
"Blarina brevicauda","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.132"
"Blarina brevicauda","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Blarina brevicauda","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Sarko et al., 2009"
"Blarina brevicauda","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","37840000"
"Blarina brevicauda","Species_Source","HerculanoHouzel_etal_2015_Table2","Blarina brevicauda"
"Heterocephalus glaber","Order","HerculanoHouzel_etal_2015_Table2","Glires"
"Heterocephalus glaber","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.048"
"Heterocephalus glaber","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.004"
"Heterocephalus glaber","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","15742270"
"Heterocephalus glaber","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","2849254"
"Heterocephalus glaber","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","5482730"
"Heterocephalus glaber","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","1274352"
"Heterocephalus glaber","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","327280"
"Heterocephalus glaber","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","48331"
"Heterocephalus glaber","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","115748"
"Heterocephalus glaber","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","32952"
"Heterocephalus glaber","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.356"
"Heterocephalus glaber","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2","0.106"
"Heterocephalus glaber","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Herculano-Houzel et al., 2011"
"Heterocephalus glaber","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","21225000"
"Heterocephalus glaber","Species_Source","HerculanoHouzel_etal_2015_Table2","Heterocephalus glaber"
"Mus musculus","Order","HerculanoHouzel_etal_2015_Table2","Glires"
"Mus musculus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.056"
"Mus musculus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.005"
"Mus musculus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","42219708"
"Mus musculus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","9277647"
"Mus musculus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","6947791"
"Mus musculus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","1502773"
"Mus musculus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","746691"
"Mus musculus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","128541"
"Mus musculus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","123493"
"Mus musculus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","25715"
"Mus musculus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.165"
"Mus musculus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2","0.017"
"Mus musculus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Herculano-Houzel et al., 2006"
"Mus musculus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","49167499"
"Mus musculus","Species_Source","HerculanoHouzel_etal_2015_Table2","Mus musculus"
"Amblysomus hottentotus","Order","HerculanoHouzel_etal_2015_Table2","Afrotheria"
"Amblysomus hottentotus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.084"
"Amblysomus hottentotus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Amblysomus hottentotus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","34488379"
"Amblysomus hottentotus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","3207000"
"Amblysomus hottentotus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","8155621"
"Amblysomus hottentotus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","813000"
"Amblysomus hottentotus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","409687"
"Amblysomus hottentotus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","18667"
"Amblysomus hottentotus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","96849"
"Amblysomus hottentotus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","5069"
"Amblysomus hottentotus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.236"
"Amblysomus hottentotus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2","0.002"
"Amblysomus hottentotus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Neves et al., 2014"
"Amblysomus hottentotus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","42644000"
"Amblysomus hottentotus","Species_Source","HerculanoHouzel_etal_2015_Table2","Amblysomus hottentotus"
"Parascalops breweri","Order","HerculanoHouzel_etal_2015_Table2","Eulipotyphla"
"Parascalops breweri","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.102"
"Parascalops breweri","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.005"
"Parascalops breweri","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","100780000"
"Parascalops breweri","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","13850000"
"Parascalops breweri","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","7010000"
"Parascalops breweri","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","1100000"
"Parascalops breweri","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","997370"
"Parascalops breweri","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","173030"
"Parascalops breweri","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","68795"
"Parascalops breweri","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","7910"
"Parascalops breweri","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.07"
"Parascalops breweri","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Parascalops breweri","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Sarko et al., 2009"
"Parascalops breweri","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","107790000"
"Parascalops breweri","Species_Source","HerculanoHouzel_etal_2015_Table2","Parascalops breweri"
"Condylura cristata","Order","HerculanoHouzel_etal_2015_Table2","Eulipotyphla"
"Condylura cristata","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.138"
"Condylura cristata","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.012"
"Condylura cristata","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","105920000"
"Condylura cristata","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","22100000"
"Condylura cristata","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","19480000"
"Condylura cristata","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","6420000"
"Condylura cristata","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","776460"
"Condylura cristata","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","181530"
"Condylura cristata","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","139912"
"Condylura cristata","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","39720"
"Condylura cristata","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.184"
"Condylura cristata","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Condylura cristata","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Sarko et al., 2009"
"Condylura cristata","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","125400000"
"Condylura cristata","Species_Source","HerculanoHouzel_etal_2015_Table2","Condylura cristata"
"Mesocricetus auratus","Order","HerculanoHouzel_etal_2015_Table2","Glires"
"Mesocricetus auratus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.145"
"Mesocricetus auratus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.03"
"Mesocricetus auratus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","61210000"
"Mesocricetus auratus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","12351246"
"Mesocricetus auratus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","7430000"
"Mesocricetus auratus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","1713108"
"Mesocricetus auratus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","424002"
"Mesocricetus auratus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","3743"
"Mesocricetus auratus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","51332"
"Mesocricetus auratus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","1054"
"Mesocricetus auratus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.121"
"Mesocricetus auratus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2","0.004"
"Mesocricetus auratus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Herculano-Houzel et al., 2006"
"Mesocricetus auratus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","68640000"
"Mesocricetus auratus","Species_Source","HerculanoHouzel_etal_2015_Table2","Mesocricetus auratus"
"Scalopus aquaticus","Order","HerculanoHouzel_etal_2015_Table2","Eulipotyphla"
"Scalopus aquaticus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.153"
"Scalopus aquaticus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.008"
"Scalopus aquaticus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","158550000"
"Scalopus aquaticus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","13630000"
"Scalopus aquaticus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","17510000"
"Scalopus aquaticus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","3160000"
"Scalopus aquaticus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","1037390"
"Scalopus aquaticus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","63570"
"Scalopus aquaticus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","114660"
"Scalopus aquaticus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","20790"
"Scalopus aquaticus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.11"
"Scalopus aquaticus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Scalopus aquaticus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Sarko et al., 2009"
"Scalopus aquaticus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","176060000"
"Scalopus aquaticus","Species_Source","HerculanoHouzel_etal_2015_Table2","Scalopus aquaticus"
"Elephantulus myurus","Order","HerculanoHouzel_etal_2015_Table2","Afrotheria"
"Elephantulus myurus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.168"
"Elephantulus myurus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Elephantulus myurus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","89312372"
"Elephantulus myurus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","2852000"
"Elephantulus myurus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","23368628"
"Elephantulus myurus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","1279000"
"Elephantulus myurus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","531494"
"Elephantulus myurus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","10651"
"Elephantulus myurus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","139028"
"Elephantulus myurus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","5956"
"Elephantulus myurus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.261"
"Elephantulus myurus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2","0.005"
"Elephantulus myurus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Neves et al., 2014"
"Elephantulus myurus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","112681000"
"Elephantulus myurus","Species_Source","HerculanoHouzel_etal_2015_Table2","Elephantulus myurus"
"Rattus norvegicus","Order","HerculanoHouzel_etal_2015_Table2","Glires"
"Rattus norvegicus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","0.272"
"Rattus norvegicus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","0.038"
"Rattus norvegicus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","139171882"
