"Species","Variable","Source","Value"
"Hydrochoerus hydrochaeris","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Herculano-Houzel et al., 2006"
"Hydrochoerus hydrochaeris","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","1728750000"
"Hydrochoerus hydrochaeris","Species_Source","HerculanoHouzel_etal_2015_Table2","Hydrochoerus hydrochaeris"
"Macaca mulatta","Order","HerculanoHouzel_etal_2015_Table2","Primata"
"Macaca mulatta","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","7.694"
"Macaca mulatta","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Macaca mulatta","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","4.55e+09"
"Macaca mulatta","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Macaca mulatta","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","931030000"
"Macaca mulatta","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Macaca mulatta","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","590800"
"Macaca mulatta","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Macaca mulatta","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","121010"
"Macaca mulatta","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Macaca mulatta","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.205"
"Macaca mulatta","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Macaca mulatta","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Herculano-Houzel et al., 2007"
"Macaca mulatta","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","5481030000"
"Macaca mulatta","Species_Source","HerculanoHouzel_etal_2015_Table2","Macaca mulatta"
"Sus scrofa domesticus","Order","HerculanoHouzel_etal_2015_Table2","Artiodactyla"
"Sus scrofa domesticus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","8.128"
"Sus scrofa domesticus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Sus scrofa domesticus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","1858320313"
"Sus scrofa domesticus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Sus scrofa domesticus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","348710938"
"Sus scrofa domesticus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Sus scrofa domesticus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","228632"
"Sus scrofa domesticus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Sus scrofa domesticus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","42902"
"Sus scrofa domesticus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Sus scrofa domesticus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.188"
"Sus scrofa domesticus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Sus scrofa domesticus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Kazu et al., 2014"
"Sus scrofa domesticus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","2207031251"
"Sus scrofa domesticus","Species_Source","HerculanoHouzel_etal_2015_Table2","Sus scrofa domesticus"
"Antidorcas marsupialis","Order","HerculanoHouzel_etal_2015_Table2","Artiodactyla"
"Antidorcas marsupialis","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","11.458"
"Antidorcas marsupialis","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Antidorcas marsupialis","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","2257214074"
"Antidorcas marsupialis","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Antidorcas marsupialis","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","467244676"
"Antidorcas marsupialis","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Antidorcas marsupialis","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","196999"
"Antidorcas marsupialis","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Antidorcas marsupialis","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","40779"
"Antidorcas marsupialis","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Antidorcas marsupialis","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.207"
"Antidorcas marsupialis","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Antidorcas marsupialis","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Kazu et al., 2014"
"Antidorcas marsupialis","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","2724458750"
"Antidorcas marsupialis","Species_Source","HerculanoHouzel_etal_2015_Table2","Antidorcas marsupialis"
"Damaliscus pygargus phillipsi","Order","HerculanoHouzel_etal_2015_Table2","Artiodactyla"
"Damaliscus pygargus phillipsi","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","13.402"
"Damaliscus pygargus phillipsi","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Damaliscus pygargus phillipsi","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","2401712670"
"Damaliscus pygargus phillipsi","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Damaliscus pygargus phillipsi","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","443918456"
"Damaliscus pygargus phillipsi","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Damaliscus pygargus phillipsi","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","179206"
"Damaliscus pygargus phillipsi","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Damaliscus pygargus phillipsi","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","33123"
"Damaliscus pygargus phillipsi","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Damaliscus pygargus phillipsi","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.184"
"Damaliscus pygargus phillipsi","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Damaliscus pygargus phillipsi","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Kazu et al., 2014"
"Damaliscus pygargus phillipsi","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","2845631126"
"Damaliscus pygargus phillipsi","Species_Source","HerculanoHouzel_etal_2015_Table2","Damaliscus dorcas phillipsi"
"Papio cynocephalus","Order","HerculanoHouzel_etal_2015_Table2","Primata"
"Papio cynocephalus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","13.745"
"Papio cynocephalus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Papio cynocephalus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","7794907300"
"Papio cynocephalus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Papio cynocephalus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","525977700"
"Papio cynocephalus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Papio cynocephalus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","567109"
"Papio cynocephalus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Papio cynocephalus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","38267"
"Papio cynocephalus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Papio cynocephalus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.067"
"Papio cynocephalus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Papio cynocephalus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Gabi et al., 2010"
"Papio cynocephalus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","8320885000"
"Papio cynocephalus","Species_Source","HerculanoHouzel_etal_2015_Table2","Papio anubis cynocephalus"
"Tragelaphus strepsiceros","Order","HerculanoHouzel_etal_2015_Table2","Artiodactyla"
"Tragelaphus strepsiceros","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","31.776"
"Tragelaphus strepsiceros","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Tragelaphus strepsiceros","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","4042494141"
"Tragelaphus strepsiceros","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Tragelaphus strepsiceros","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","1266099609"
"Tragelaphus strepsiceros","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Tragelaphus strepsiceros","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","127218"
"Tragelaphus strepsiceros","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Tragelaphus strepsiceros","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","39845"
"Tragelaphus strepsiceros","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Tragelaphus strepsiceros","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.313"
"Tragelaphus strepsiceros","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Tragelaphus strepsiceros","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Kazu et al., 2014"
"Tragelaphus strepsiceros","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","5308593750"
"Tragelaphus strepsiceros","Species_Source","HerculanoHouzel_etal_2015_Table2","Tragelaphus strepsiceros"
"Pongo pygmaeus","Order","HerculanoHouzel_etal_2015_Table2","Primata"
"Pongo pygmaeus","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","35.06"
"Pongo pygmaeus","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","4.34"
"Pongo pygmaeus","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","2.63e+10"
"Pongo pygmaeus","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","2.47e+09"
"Pongo pygmaeus","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","2.2e+09"
"Pongo pygmaeus","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Pongo pygmaeus","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","750143"
"Pongo pygmaeus","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Pongo pygmaeus","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","62750"
"Pongo pygmaeus","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Pongo pygmaeus","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.084"
"Pongo pygmaeus","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Pongo pygmaeus","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Herculano-Houzel and Kaas, 2011"
"Pongo pygmaeus","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","2.85e+10"
"Pongo pygmaeus","Species_Source","HerculanoHouzel_etal_2015_Table2","Pongo pygmaeus"
"Gorilla gorilla","Order","HerculanoHouzel_etal_2015_Table2","Primata"
"Gorilla gorilla","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","37.56"
"Gorilla gorilla","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Gorilla gorilla","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","2.64e+10"
"Gorilla gorilla","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Gorilla gorilla","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","2.9e+09"
"Gorilla gorilla","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Gorilla gorilla","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","702875"
"Gorilla gorilla","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Gorilla gorilla","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","77210"
"Gorilla gorilla","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Gorilla gorilla","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.11"
"Gorilla gorilla","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Gorilla gorilla","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Herculano-Houzel and Kaas, 2011"
"Gorilla gorilla","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","2.93e+10"
"Gorilla gorilla","Species_Source","HerculanoHouzel_etal_2015_Table2","Gorilla gorilla"
"Giraffa camelopardalis","Order","HerculanoHouzel_etal_2015_Table2","Artiodactyla"
"Giraffa camelopardalis","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","67.73"
"Giraffa camelopardalis","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Giraffa camelopardalis","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","8878076563"
"Giraffa camelopardalis","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Giraffa camelopardalis","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","5520360938"
"Giraffa camelopardalis","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Giraffa camelopardalis","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","131080"
"Giraffa camelopardalis","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Giraffa camelopardalis","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","81505"
"Giraffa camelopardalis","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Giraffa camelopardalis","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.622"
"Giraffa camelopardalis","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Giraffa camelopardalis","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Kazu et al., 2014"
"Giraffa camelopardalis","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","14398437501"
"Giraffa camelopardalis","Species_Source","HerculanoHouzel_etal_2015_Table2","Giraffa camelopardalis"
"Homo sapiens","Order","HerculanoHouzel_etal_2015_Table2","Primata"
"Homo sapiens","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","154.02"
"Homo sapiens","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2","19.29"
"Homo sapiens","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","6.903e+10"
"Homo sapiens","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2","6.65e+09"
"Homo sapiens","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","1.604e+10"
"Homo sapiens","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2","2170000"
"Homo sapiens","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","471660"
"Homo sapiens","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2","90393"
"Homo sapiens","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","101020"
"Homo sapiens","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2","19800"
"Homo sapiens","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.232"
"Homo sapiens","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2","0.019"
"Homo sapiens","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Azevedo et al., 2009"
"Homo sapiens","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","8.507e+10"
"Homo sapiens","Species_Source","HerculanoHouzel_etal_2015_Table2","Homo sapiens"
"Loxodonta africana","Order","HerculanoHouzel_etal_2015_Table2","Afrotheria"
"Loxodonta africana","Cerebellum_Mass.g","HerculanoHouzel_etal_2015_Table2","1171.628"
"Loxodonta africana","Cerebellum_Mass.g_SD","HerculanoHouzel_etal_2015_Table2",NA
"Loxodonta africana","Cerebellum_N.n","HerculanoHouzel_etal_2015_Table2","250708527536"
"Loxodonta africana","Cerebellum_N.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Loxodonta africana","Cerebellum_O.n","HerculanoHouzel_etal_2015_Table2","38507229964"
"Loxodonta africana","Cerebellum_O.n_SD","HerculanoHouzel_etal_2015_Table2",NA
"Loxodonta africana","Cerebellum_N.p.mg","HerculanoHouzel_etal_2015_Table2","213983"
"Loxodonta africana","Cerebellum_N.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Loxodonta africana","Cerebellum_O.p.mg","HerculanoHouzel_etal_2015_Table2","32866"
"Loxodonta africana","Cerebellum_O.p.mg_SD","HerculanoHouzel_etal_2015_Table2",NA
"Loxodonta africana","Cerebellum_O.p.N","HerculanoHouzel_etal_2015_Table2","0.154"
"Loxodonta africana","Cerebellum_O.p.N_SD","HerculanoHouzel_etal_2015_Table2",NA
"Loxodonta africana","Cerebellum_Source","HerculanoHouzel_etal_2015_Table2","Herculano-Houzel et al., 2014"
"Loxodonta africana","Cerebellum_C.n","HerculanoHouzel_etal_2015_Table2","289215757500"
"Loxodonta africana","Species_Source","HerculanoHouzel_etal_2015_Table2","Loxodonta africana"
"Sorex fumeus","Order","HerculanoHouzel_etal_2015_Table3","Eulipotyphla"
"Sorex fumeus","RoB_Mass.g","HerculanoHouzel_etal_2015_Table3","0.072"
"Sorex fumeus","RoB_Mass.g_SD","HerculanoHouzel_etal_2015_Table3","0.01"
"Sorex fumeus","RoB_N.n","HerculanoHouzel_etal_2015_Table3","5560000"
"Sorex fumeus","RoB_N.n_SD","HerculanoHouzel_etal_2015_Table3","1490000"
"Sorex fumeus","RoB_O.n","HerculanoHouzel_etal_2015_Table3","8280000"
"Sorex fumeus","RoB_O.n_SD","HerculanoHouzel_etal_2015_Table3","1440000"
"Sorex fumeus","RoB_N.p.mg","HerculanoHouzel_etal_2015_Table3","75941"
"Sorex fumeus","RoB_N.p.mg_SD","HerculanoHouzel_etal_2015_Table3","11870"
"Sorex fumeus","RoB_O.p.mg","HerculanoHouzel_etal_2015_Table3","114880"
"Sorex fumeus","RoB_O.p.mg_SD","HerculanoHouzel_etal_2015_Table3","17860"
"Sorex fumeus","RoB_O.p.N","HerculanoHouzel_etal_2015_Table3","1.489"
"Sorex fumeus","RoB_O.p.N_SD","HerculanoHouzel_etal_2015_Table3","0.294"
"Sorex fumeus","RoB_Source","HerculanoHouzel_etal_2015_Table3","Sarko et al., 2009"
"Sorex fumeus","RoB_C.n","HerculanoHouzel_etal_2015_Table3","13840000"
"Sorex fumeus","Species_Source","HerculanoHouzel_etal_2015_Table3","Sorex fumeus"
"Blarina brevicauda","Order","HerculanoHouzel_etal_2015_Table3","Eulipotyphla"
"Blarina brevicauda","RoB_Mass.g","HerculanoHouzel_etal_2015_Table3","0.113"
"Blarina brevicauda","RoB_Mass.g_SD","HerculanoHouzel_etal_2015_Table3","0.009"
"Blarina brevicauda","RoB_N.n","HerculanoHouzel_etal_2015_Table3","6340000"
"Blarina brevicauda","RoB_N.n_SD","HerculanoHouzel_etal_2015_Table3","636200"
"Blarina brevicauda","RoB_O.n","HerculanoHouzel_etal_2015_Table3","13320000"
"Blarina brevicauda","RoB_O.n_SD","HerculanoHouzel_etal_2015_Table3","1120000"
"Blarina brevicauda","RoB_N.p.mg","HerculanoHouzel_etal_2015_Table3","55924"
"Blarina brevicauda","RoB_N.p.mg_SD","HerculanoHouzel_etal_2015_Table3","2130"
"Blarina brevicauda","RoB_O.p.mg","HerculanoHouzel_etal_2015_Table3","117736"
"Blarina brevicauda","RoB_O.p.mg_SD","HerculanoHouzel_etal_2015_Table3","5840"
"Blarina brevicauda","RoB_O.p.N","HerculanoHouzel_etal_2015_Table3","2.102"
"Blarina brevicauda","RoB_O.p.N_SD","HerculanoHouzel_etal_2015_Table3","0.096"
"Blarina brevicauda","RoB_Source","HerculanoHouzel_etal_2015_Table3","Sarko et al., 2009"
"Blarina brevicauda","RoB_C.n","HerculanoHouzel_etal_2015_Table3","19660000"
"Blarina brevicauda","Species_Source","HerculanoHouzel_etal_2015_Table3","Blarina brevicauda"
"Heterocephalus glaber","Order","HerculanoHouzel_etal_2015_Table3","Glires"
"Heterocephalus glaber","RoB_Mass.g","HerculanoHouzel_etal_2015_Table3","0.16"
"Heterocephalus glaber","RoB_Mass.g_SD","HerculanoHouzel_etal_2015_Table3","0.019"
"Heterocephalus glaber","RoB_N.n","HerculanoHouzel_etal_2015_Table3","4981317"
"Heterocephalus glaber","RoB_N.n_SD","HerculanoHouzel_etal_2015_Table3","853026"
"Heterocephalus glaber","RoB_O.n","HerculanoHouzel_etal_2015_Table3","10310350"
"Heterocephalus glaber","RoB_O.n_SD","HerculanoHouzel_etal_2015_Table3","1843572"
"Heterocephalus glaber","RoB_N.p.mg","HerculanoHouzel_etal_2015_Table3","31674"
"Heterocephalus glaber","RoB_N.p.mg_SD","HerculanoHouzel_etal_2015_Table3","8484"
"Heterocephalus glaber","RoB_O.p.mg","HerculanoHouzel_etal_2015_Table3","64145"
"Heterocephalus glaber","RoB_O.p.mg_SD","HerculanoHouzel_etal_2015_Table3","3790"
"Heterocephalus glaber","RoB_O.p.N","HerculanoHouzel_etal_2015_Table3","2.125"
"Heterocephalus glaber","RoB_O.p.N_SD","HerculanoHouzel_etal_2015_Table3",NA
"Heterocephalus glaber","RoB_Source","HerculanoHouzel_etal_2015_Table3","Herculano-Houzel et al., 2011"
"Heterocephalus glaber","RoB_C.n","HerculanoHouzel_etal_2015_Table3","15291667"
"Heterocephalus glaber","Species_Source","HerculanoHouzel_etal_2015_Table3","Heterocephalus glaber"
"Mus musculus","Order","HerculanoHouzel_etal_2015_Table3","Glires"
"Mus musculus","RoB_Mass.g","HerculanoHouzel_etal_2015_Table3","0.172"
"Mus musculus","RoB_Mass.g_SD","HerculanoHouzel_etal_2015_Table3","0.019"
"Mus musculus","RoB_N.n","HerculanoHouzel_etal_2015_Table3","11960000"
"Mus musculus","RoB_N.n_SD","HerculanoHouzel_etal_2015_Table3","1577022"
"Mus musculus","RoB_O.n","HerculanoHouzel_etal_2015_Table3","14850000"
"Mus musculus","RoB_O.n_SD","HerculanoHouzel_etal_2015_Table3","3590591"
"Mus musculus","RoB_N.p.mg","HerculanoHouzel_etal_2015_Table3","64301"
"Mus musculus","RoB_N.p.mg_SD","HerculanoHouzel_etal_2015_Table3","6623"
"Mus musculus","RoB_O.p.mg","HerculanoHouzel_etal_2015_Table3","79839"
"Mus musculus","RoB_O.p.mg_SD","HerculanoHouzel_etal_2015_Table3","11249"
"Mus musculus","RoB_O.p.N","HerculanoHouzel_etal_2015_Table3","1.242"
"Mus musculus","RoB_O.p.N_SD","HerculanoHouzel_etal_2015_Table3",NA
"Mus musculus","RoB_Source","HerculanoHouzel_etal_2015_Table3","Herculano-Houzel et al., 2006"
"Mus musculus","RoB_C.n","HerculanoHouzel_etal_2015_Table3","26810000"
"Mus musculus","Species_Source","HerculanoHouzel_etal_2015_Table3","Mus musculus"
"Parascalops breweri","Order","HerculanoHouzel_etal_2015_Table3","Eulipotyphla"
"Parascalops breweri","RoB_Mass.g","HerculanoHouzel_etal_2015_Table3","0.228"
"Parascalops breweri","RoB_Mass.g_SD","HerculanoHouzel_etal_2015_Table3","0.009"
"Parascalops breweri","RoB_N.n","HerculanoHouzel_etal_2015_Table3","7130000"
"Parascalops breweri","RoB_N.n_SD","HerculanoHouzel_etal_2015_Table3","920000"
"Parascalops breweri","RoB_O.n","HerculanoHouzel_etal_2015_Table3","31380000"
"Parascalops breweri","RoB_O.n_SD","HerculanoHouzel_etal_2015_Table3","1500000"
"Parascalops breweri","RoB_N.p.mg","HerculanoHouzel_etal_2015_Table3","31276"
"Parascalops breweri","RoB_N.p.mg_SD","HerculanoHouzel_etal_2015_Table3","3180"
"Parascalops breweri","RoB_O.p.mg","HerculanoHouzel_etal_2015_Table3","137960"
"Parascalops breweri","RoB_O.p.mg_SD","HerculanoHouzel_etal_2015_Table3","7180"
"Parascalops breweri","RoB_O.p.N","HerculanoHouzel_etal_2015_Table3","4.401"
"Parascalops breweri","RoB_O.p.N_SD","HerculanoHouzel_etal_2015_Table3","0.375"
"Parascalops breweri","RoB_Source","HerculanoHouzel_etal_2015_Table3","Sarko et al., 2009"
"Parascalops breweri","RoB_C.n","HerculanoHouzel_etal_2015_Table3","38510000"
"Parascalops breweri","Species_Source","HerculanoHouzel_etal_2015_Table3","Parascalops breweri"
"Condylura cristata","Order","HerculanoHouzel_etal_2015_Table3","Eulipotyphla"
"Condylura cristata","RoB_Mass.g","HerculanoHouzel_etal_2015_Table3","0.244"
"Condylura cristata","RoB_Mass.g_SD","HerculanoHouzel_etal_2015_Table3","0.026"
"Condylura cristata","RoB_N.n","HerculanoHouzel_etal_2015_Table3","8160000"
"Condylura cristata","RoB_N.n_SD","HerculanoHouzel_etal_2015_Table3","2180000"
"Condylura cristata","RoB_O.n","HerculanoHouzel_etal_2015_Table3","31550000"
"Condylura cristata","RoB_O.n_SD","HerculanoHouzel_etal_2015_Table3","5950000"
"Condylura cristata","RoB_N.p.mg","HerculanoHouzel_etal_2015_Table3","33475"
"Condylura cristata","RoB_N.p.mg_SD","HerculanoHouzel_etal_2015_Table3","8560"
"Condylura cristata","RoB_O.p.mg","HerculanoHouzel_etal_2015_Table3","128990"
"Condylura cristata","RoB_O.p.mg_SD","HerculanoHouzel_etal_2015_Table3","17820"
"Condylura cristata","RoB_O.p.N","HerculanoHouzel_etal_2015_Table3","3.866"
"Condylura cristata","RoB_O.p.N_SD","HerculanoHouzel_etal_2015_Table3","1.692"
"Condylura cristata","RoB_Source","HerculanoHouzel_etal_2015_Table3","Sarko et al., 2009"
"Condylura cristata","RoB_C.n","HerculanoHouzel_etal_2015_Table3","39710000"
"Condylura cristata","Species_Source","HerculanoHouzel_etal_2015_Table3","Condylura cristata"
"Amblysomus hottentotus","Order","HerculanoHouzel_etal_2015_Table3","Afrotheria"
"Amblysomus hottentotus","RoB_Mass.g","HerculanoHouzel_etal_2015_Table3","0.289"
"Amblysomus hottentotus","RoB_Mass.g_SD","HerculanoHouzel_etal_2015_Table3","0.013"
"Amblysomus hottentotus","RoB_N.n","HerculanoHouzel_etal_2015_Table3","9070358"
"Amblysomus hottentotus","RoB_N.n_SD","HerculanoHouzel_etal_2015_Table3","1069000"
"Amblysomus hottentotus","RoB_O.n","HerculanoHouzel_etal_2015_Table3","16834642"
"Amblysomus hottentotus","RoB_O.n_SD","HerculanoHouzel_etal_2015_Table3","3276000"
"Amblysomus hottentotus","RoB_N.p.mg","HerculanoHouzel_etal_2015_Table3","31616"
"Amblysomus hottentotus","RoB_N.p.mg_SD","HerculanoHouzel_etal_2015_Table3","5124"
"Amblysomus hottentotus","RoB_O.p.mg","HerculanoHouzel_etal_2015_Table3","58880"
"Amblysomus hottentotus","RoB_O.p.mg_SD","HerculanoHouzel_etal_2015_Table3","13983"
