species	reference	group	specimen	region	cell_type	measure	value	units
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Non-neurons	cell_number	6.9828563320312504	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Total	cell_number	5.5234375	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Neurons	cell_number	0.85999921875	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Non-neurons	cell_number	4.66343828125	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Total	cell_number	19.1071484375	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Neurons	cell_number	3.0762508984375008	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Non-neurons	cell_number	16.0308975390625	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Total	cell_number	40.10015625	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Neurons	cell_number	38.53625015624999	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Non-neurons	cell_number	1.5639060937500062	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Total	cell_number	15.6510546875	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Neurons	cell_number	3.2241172656249995	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Non-neurons	cell_number	12.426937421875	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Total	cell_number	8.419296875	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Neurons	cell_number	3.9570695312500006	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Olfactory	Non-neurons	cell_number	4.4622273437499995	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Total	cell_number	5.0815625	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Neurons	cell_number	0.8537025000000001	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Non-neurons	cell_number	4.227860000000001	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Total	cell_number	24.800234375	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Neurons	cell_number	5.7734945625	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Non-neurons	cell_number	19.026739812499997	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Total	cell_number	43.579921875	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Neurons	cell_number	39.4354713046875	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cerebellum	Non-neurons	cell_number	4.144450570312493	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Total	cell_number	15.0908203125	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Neurons	cell_number	4.4668828125	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Cortex	Non-neurons	cell_number	10.6239375	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Total	cell_number	4.39423828125	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Neurons	cell_number	1.3622138671875	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Hippocampus	Non-neurons	cell_number	3.0320244140624997	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Total	cell_number	21.707109375	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Neurons	cell_number	5.361656015625	cells
Mus musculus	BarbeitoAndres_etal_2019	C		Rest	Non-neurons	cell_number	16.345453359375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_number	24.9965625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_number	23.66674537499999	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_number	1.3298171250000053	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_number	12.4840625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_number	6.728909687500001	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_number	5.7551528124999995	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_number	10.465	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_number	3.5089145000000004	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_number	6.9560854999999995	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_number	2.4171875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_number	0.7592385937499998	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_number	1.65794890625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_number	16.3109375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_number	4.9536317187500005	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_number	11.357305781250002	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_number	28.77875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_number	24.528128624999994	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_number	4.250621375000005	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_number	14.2675	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_number	5.53579	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_number	8.73171	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_number	4.77140625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_number	1.257265546875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_number	3.5141407031250003	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_number	3.2540625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_number	0.6377962500000001	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_number	2.61626625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_number	16.81875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_number	5.561960625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_number	11.256789375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_number	28.6863671875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_number	24.78502125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_number	3.9013459375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_number	15.38671875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_number	6.84708984375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_number	8.53962890625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_number	10.8990234375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_number	5.5911990234375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_number	5.3078244140625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_number	5.405078125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_number	1.5366637109375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_number	3.8684144140625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_number	25.6484765625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_number	6.2325798046875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_number	19.4158967578125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_number	25.463046875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_number	19.96302875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_number	5.500018125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_number	11.5005859375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_number	6.7738451171875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_number	4.7267408203125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_number	7.638125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_number	3.536451875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_number	4.101673125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_number	3.976875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_number	1.0892660624999997	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_number	2.8876089375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_number	16.404609375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_number	5.500465523437501	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_number	10.904143851562498	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_number	36.288984375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_number	32.7000038203125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_number	3.5889805546874953	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_number	10.14837890625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Neurons	cell_number	2.313830390625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Non-neurons	cell_number	7.834548515625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Total	cell_number	10.163125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Neurons	cell_number	2.7430274375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Olfactory	Non-neurons	cell_number	7.4200975625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_number	4.74423828125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_number	0.8349859375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_number	3.90925234375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_number	15.189453125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_number	2.8905529296875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_number	12.2989001953125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_number	30.7103125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_number	23.56402278125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_number	7.146289718750001	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cortex	Total	cell_number	10.3801171875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_number	5.2196484375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_number	1.2474959765625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_number	3.9721524609375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_number	18.25890625	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_number	6.427134999999998	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_number	11.83177125	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Total	cell_number	28.998046875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Neurons	cell_number	23.297030859375	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Cerebellum	Non-neurons	cell_number	5.701016015625001	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Total	cell_number	4.52921875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Neurons	cell_number	1.3016974687499998	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Hippocampus	Non-neurons	cell_number	3.2275212812500005	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Total	cell_number	20.602421875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Neurons	cell_number	4.734436546875	cells
Mus musculus	BarbeitoAndres_etal_2019	LP		Rest	Non-neurons	cell_number	15.867985328125002	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Total	cell_number	31.7242578125	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Neurons	cell_number	20.7603543125	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Non-neurons	cell_number	10.9639035	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Total	cell_number	14.40039	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Neurons	cell_number	5.8775	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Non-neurons	cell_number	8.52289	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Total	cell_number	9.1845703125	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Neurons	cell_number	5.218672851562501	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Non-neurons	cell_number	3.9658974609374993	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Total	cell_number	2.84203125	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Neurons	cell_number	0.8071368749999999	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Non-neurons	cell_number	2.034894375	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Total	cell_number	18.22734375	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Neurons	cell_number	3.8277421875	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Non-neurons	cell_number	14.3996015625	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Total	cell_number	33.969140625	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Neurons	cell_number	30.3786024609375	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cerebellum	Non-neurons	cell_number	3.590538164062501	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Total	cell_number	14.73376953125	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Neurons	cell_number	4.99474787109375	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Cortex	Non-neurons	cell_number	9.739021660156249	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Total	cell_number	9.808046875	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Neurons	cell_number	0.9337260625000001	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Olfactory	Non-neurons	cell_number	8.8743208125	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Total	cell_number	6.2691015625	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Neurons	cell_number	1.1986522187500002	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Hippocampus	Non-neurons	cell_number	5.07044934375	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Total	cell_number	16.90171875	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Neurons	cell_number	3.5662626562499997	cells
Mus musculus	BarbeitoAndres_etal_2019	LCP		Rest	Non-neurons	cell_number	13.33545609375	cells
