key,Species,col,snap,csv_col,csv,match
solenodonparadoxus,Solenodon paradoxus,Tractus_opticus,NA,Tractus_opticus,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Area_striata,NA,Area_striata,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Corpus_geniculatum_laterale,NA,Corpus_geniculatum_laterale,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Palaeocortex,NA,Palaeocortex,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Amygdala,NA,Amygdala,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Complexus_centromedialis,NA,Complexus_centromedialis,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Nucleus_tractus_olfactorius,NA,Nucleus_tractus_olfactorius,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Complexus_corticobasolateralis,NA,Complexus_corticobasolateralis,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Nucleus_amygdalae_basalis_pars_magnocellularis,NA,Nucleus_amygdalae_basalis_pars_magnocellularis,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Complexus_vestibularis,NA,Complexus_vestibularis,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Nucleus_vestibularis_superior,NA,Nucleus_vestibularis_superior,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Nucleus_vestibularis_lateralis,NA,Nucleus_vestibularis_lateralis,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Nucleus_vestibularis_medialis,NA,Nucleus_vestibularis_medialis,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Nucleus_vestibularis_descendens,NA,Nucleus_vestibularis_descendens,NA,TRUE
solenodonparadoxus,Solenodon paradoxus,Nucleus_septalis_triangularis,0.8700000000000001,Nucleus_septalis_triangularis,0.8700000000000001,TRUE
solenodonparadoxus,Solenodon paradoxus,Corpus_subfornicale,0.083,Corpus_subfornicale,0.083,TRUE
solenodonparadoxus,Solenodon paradoxus,Nucleus_habenularis_medialis,2.08,Nucleus_habenularis_medialis,2.08,TRUE
solenodonparadoxus,Solenodon paradoxus,Corpus_pineal,1.27,Corpus_pineal,1.27,TRUE
solenodonparadoxus,Solenodon paradoxus,Corpus_subcommissurale,0.043500000000000004,Corpus_subcommissurale,0.043500000000000004,TRUE
tenrececaudatus,Tenrec ecaudatus,Body_weight,832,Body_weight,832,TRUE
tenrececaudatus,Tenrec ecaudatus,Brain_weight,2570,Brain_weight,2570,TRUE
tenrececaudatus,Tenrec ecaudatus,Ventricles,65.3,Ventricles,65.3,TRUE
tenrececaudatus,Tenrec ecaudatus,Meninges_hypophysis_nerves_etc.,101,Meninges_hypophysis_nerves_etc.,101,TRUE
tenrececaudatus,Tenrec ecaudatus,Total_brain_net_volume,2315,Total_brain_net_volume,2315,TRUE
tenrececaudatus,Tenrec ecaudatus,Medulla_oblongata,313,Medulla_oblongata,313,TRUE
tenrececaudatus,Tenrec ecaudatus,Cerebellum,309,Cerebellum,309,TRUE
tenrececaudatus,Tenrec ecaudatus,Mesencephalon,132,Mesencephalon,132,TRUE
tenrececaudatus,Tenrec ecaudatus,Diencephalon,153,Diencephalon,153,TRUE
tenrececaudatus,Tenrec ecaudatus,Telencephalon,1407,Telencephalon,1407,TRUE
tenrececaudatus,Tenrec ecaudatus,Bulbus_olfactorius,314,Bulbus_olfactorius,314,TRUE
tenrececaudatus,Tenrec ecaudatus,Bulbus_olfactorius_accessorius,0.715,Bulbus_olfactorius_accessorius,0.715,TRUE
tenrececaudatus,Tenrec ecaudatus,Lobus_piriformis,464,Lobus_piriformis,464,TRUE
tenrececaudatus,Tenrec ecaudatus,Septum,36.9,Septum,36.9,TRUE
tenrececaudatus,Tenrec ecaudatus,Striatum,98.1,Striatum,98.1,TRUE
tenrececaudatus,Tenrec ecaudatus,Schizo_cortex,76.5,Schizo_cortex,76.5,TRUE
tenrececaudatus,Tenrec ecaudatus,Hippocampus,146,Hippocampus,146,TRUE
tenrececaudatus,Tenrec ecaudatus,Neocortex,271,Neocortex,271,TRUE
tenrececaudatus,Tenrec ecaudatus,Epithalamus,2.7,Epithalamus,2.7,TRUE
tenrececaudatus,Tenrec ecaudatus,Thalamus,62.1,Thalamus,62.1,TRUE
tenrececaudatus,Tenrec ecaudatus,Hypothalamus,51.4,Hypothalamus,51.4,TRUE
tenrececaudatus,Tenrec ecaudatus,Subthalamus,11.5,Subthalamus,11.5,TRUE
tenrececaudatus,Tenrec ecaudatus,Pallidum,11,Pallidum,11,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_subthalamicus,0.48100000000000004,Nucleus_subthalamicus,0.48100000000000004,TRUE
tenrececaudatus,Tenrec ecaudatus,Capsula_interna,13.2,Capsula_interna,13.2,TRUE
tenrececaudatus,Tenrec ecaudatus,Tractus_opticus,2.73,Tractus_opticus,2.73,TRUE
tenrececaudatus,Tenrec ecaudatus,Area_striata,NA,Area_striata,NA,TRUE
tenrececaudatus,Tenrec ecaudatus,Corpus_geniculatum_laterale,NA,Corpus_geniculatum_laterale,NA,TRUE
tenrececaudatus,Tenrec ecaudatus,Palaeocortex,364,Palaeocortex,364,TRUE
tenrececaudatus,Tenrec ecaudatus,Amygdala,88.1,Amygdala,88.1,TRUE
tenrececaudatus,Tenrec ecaudatus,Complexus_centromedialis,39.9,Complexus_centromedialis,39.9,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_tractus_olfactorius,3.18,Nucleus_tractus_olfactorius,3.18,TRUE
tenrececaudatus,Tenrec ecaudatus,Complexus_corticobasolateralis,48.1,Complexus_corticobasolateralis,48.1,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_amygdalae_basalis_pars_magnocellularis,8.9,Nucleus_amygdalae_basalis_pars_magnocellularis,8.9,TRUE
tenrececaudatus,Tenrec ecaudatus,Complexus_vestibularis,7.59,Complexus_vestibularis,7.59,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_vestibularis_superior,1.23,Nucleus_vestibularis_superior,1.23,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_vestibularis_lateralis,1.33,Nucleus_vestibularis_lateralis,1.33,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_vestibularis_medialis,2.68,Nucleus_vestibularis_medialis,2.68,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_vestibularis_descendens,2.3499999999999996,Nucleus_vestibularis_descendens,2.3499999999999996,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_septalis_triangularis,0.704,Nucleus_septalis_triangularis,0.704,TRUE
tenrececaudatus,Tenrec ecaudatus,Corpus_subfornicale,0.12400000000000001,Corpus_subfornicale,0.12400000000000001,TRUE
tenrececaudatus,Tenrec ecaudatus,Nucleus_habenularis_medialis,0.988,Nucleus_habenularis_medialis,0.988,TRUE
tenrececaudatus,Tenrec ecaudatus,Corpus_pineal,0.48000000000000004,Corpus_pineal,0.48000000000000004,TRUE
tenrececaudatus,Tenrec ecaudatus,Corpus_subcommissurale,0.0112,Corpus_subcommissurale,0.0112,TRUE
setifersetosus,Setifer setosus,Body_weight,248,Body_weight,248,TRUE
setifersetosus,Setifer setosus,Brain_weight,1510,Brain_weight,1510,TRUE
setifersetosus,Setifer setosus,Ventricles,21.3,Ventricles,21.3,TRUE
setifersetosus,Setifer setosus,Meninges_hypophysis_nerves_etc.,32.3,Meninges_hypophysis_nerves_etc.,32.3,TRUE
setifersetosus,Setifer setosus,Total_brain_net_volume,1404,Total_brain_net_volume,1404,TRUE
setifersetosus,Setifer setosus,Medulla_oblongata,183,Medulla_oblongata,183,TRUE
setifersetosus,Setifer setosus,Cerebellum,142,Cerebellum,142,TRUE
setifersetosus,Setifer setosus,Mesencephalon,75.7,Mesencephalon,75.7,TRUE
setifersetosus,Setifer setosus,Diencephalon,99.7,Diencephalon,99.7,TRUE
setifersetosus,Setifer setosus,Telencephalon,903,Telencephalon,903,TRUE
setifersetosus,Setifer setosus,Bulbus_olfactorius,209,Bulbus_olfactorius,209,TRUE
setifersetosus,Setifer setosus,Bulbus_olfactorius_accessorius,0.534,Bulbus_olfactorius_accessorius,0.534,TRUE
setifersetosus,Setifer setosus,Lobus_piriformis,336,Lobus_piriformis,336,TRUE
setifersetosus,Setifer setosus,Septum,26,Septum,26,TRUE
setifersetosus,Setifer setosus,Striatum,56.6,Striatum,56.6,TRUE
setifersetosus,Setifer setosus,Schizo_cortex,41.9,Schizo_cortex,41.9,TRUE
setifersetosus,Setifer setosus,Hippocampus,99.2,Hippocampus,99.2,TRUE
setifersetosus,Setifer setosus,Neocortex,134,Neocortex,134,TRUE
setifersetosus,Setifer setosus,Epithalamus,1.62,Epithalamus,1.62,TRUE
setifersetosus,Setifer setosus,Thalamus,41.5,Thalamus,41.5,TRUE
setifersetosus,Setifer setosus,Hypothalamus,38.3,Hypothalamus,38.3,TRUE
setifersetosus,Setifer setosus,Subthalamus,5.81,Subthalamus,5.81,TRUE
setifersetosus,Setifer setosus,Pallidum,5.49,Pallidum,5.49,TRUE
setifersetosus,Setifer setosus,Nucleus_subthalamicus,0.316,Nucleus_subthalamicus,0.316,TRUE
setifersetosus,Setifer setosus,Capsula_interna,8.57,Capsula_interna,8.57,TRUE
setifersetosus,Setifer setosus,Tractus_opticus,1.07,Tractus_opticus,1.07,TRUE
setifersetosus,Setifer setosus,Area_striata,NA,Area_striata,NA,TRUE
setifersetosus,Setifer setosus,Corpus_geniculatum_laterale,NA,Corpus_geniculatum_laterale,NA,TRUE
setifersetosus,Setifer setosus,Palaeocortex,269,Palaeocortex,269,TRUE
setifersetosus,Setifer setosus,Amygdala,67.2,Amygdala,67.2,TRUE
setifersetosus,Setifer setosus,Complexus_centromedialis,30.9,Complexus_centromedialis,30.9,TRUE
setifersetosus,Setifer setosus,Nucleus_tractus_olfactorius,2.71,Nucleus_tractus_olfactorius,2.71,TRUE
setifersetosus,Setifer setosus,Complexus_corticobasolateralis,36.2,Complexus_corticobasolateralis,36.2,TRUE
setifersetosus,Setifer setosus,Nucleus_amygdalae_basalis_pars_magnocellularis,7.46,Nucleus_amygdalae_basalis_pars_magnocellularis,7.46,TRUE
setifersetosus,Setifer setosus,Complexus_vestibularis,3.75,Complexus_vestibularis,3.75,TRUE
setifersetosus,Setifer setosus,Nucleus_vestibularis_superior,0.6889999999999998,Nucleus_vestibularis_superior,0.689,TRUE
setifersetosus,Setifer setosus,Nucleus_vestibularis_lateralis,0.48300000000000004,Nucleus_vestibularis_lateralis,0.48300000000000004,TRUE
setifersetosus,Setifer setosus,Nucleus_vestibularis_medialis,1.44,Nucleus_vestibularis_medialis,1.44,TRUE
setifersetosus,Setifer setosus,Nucleus_vestibularis_descendens,1.1400000000000001,Nucleus_vestibularis_descendens,1.1400000000000001,TRUE
setifersetosus,Setifer setosus,Nucleus_septalis_triangularis,0.329,Nucleus_septalis_triangularis,0.329,TRUE
setifersetosus,Setifer setosus,Corpus_subfornicale,0.06,Corpus_subfornicale,0.06,TRUE
setifersetosus,Setifer setosus,Nucleus_habenularis_medialis,0.42600000000000005,Nucleus_habenularis_medialis,0.42600000000000005,TRUE
setifersetosus,Setifer setosus,Corpus_pineal,0.445,Corpus_pineal,0.445,TRUE
setifersetosus,Setifer setosus,Corpus_subcommissurale,0.0031,Corpus_subcommissurale,0.0031,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Body_weight,110,Body_weight,110,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Brain_weight,830,Brain_weight,830,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Ventricles,15.5,Ventricles,15.5,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Meninges_hypophysis_nerves_etc.,29,Meninges_hypophysis_nerves_etc.,29,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Total_brain_net_volume,757,Total_brain_net_volume,757,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Medulla_oblongata,108,Medulla_oblongata,108,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Cerebellum,117,Cerebellum,117,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Mesencephalon,44.8,Mesencephalon,44.8,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Diencephalon,48.5,Diencephalon,48.5,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Telencephalon,438,Telencephalon,438,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Bulbus_olfactorius,93.6,Bulbus_olfactorius,93.6,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Bulbus_olfactorius_accessorius,0.196,Bulbus_olfactorius_accessorius,0.196,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Lobus_piriformis,148,Lobus_piriformis,148,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Septum,12.8,Septum,12.8,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Striatum,29.8,Striatum,29.8,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Schizo_cortex,17.4,Schizo_cortex,17.4,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Hippocampus,63.7,Hippocampus,63.7,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Neocortex,73.40000000000002,Neocortex,73.4,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Epithalamus,1.1600000000000001,Epithalamus,1.1600000000000001,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Thalamus,19,Thalamus,19,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Hypothalamus,17.1,Hypothalamus,17.1,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Subthalamus,3.3099999999999996,Subthalamus,3.3099999999999996,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Pallidum,3.12,Pallidum,3.12,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_subthalamicus,0.188,Nucleus_subthalamicus,0.188,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Capsula_interna,2.8099999999999996,Capsula_interna,2.8099999999999996,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Tractus_opticus,0.507,Tractus_opticus,0.507,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Area_striata,NA,Area_striata,NA,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Corpus_geniculatum_laterale,NA,Corpus_geniculatum_laterale,NA,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Palaeocortex,125,Palaeocortex,125,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Amygdala,22.3,Amygdala,22.3,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Complexus_centromedialis,10.4,Complexus_centromedialis,10.4,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_tractus_olfactorius,1.3,Nucleus_tractus_olfactorius,1.3,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Complexus_corticobasolateralis,11.9,Complexus_corticobasolateralis,11.9,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_amygdalae_basalis_pars_magnocellularis,2.3899999999999997,Nucleus_amygdalae_basalis_pars_magnocellularis,2.3899999999999997,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Complexus_vestibularis,2.5,Complexus_vestibularis,2.5,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_vestibularis_superior,0.384,Nucleus_vestibularis_superior,0.384,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_vestibularis_lateralis,0.552,Nucleus_vestibularis_lateralis,0.552,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_vestibularis_medialis,0.8520000000000001,Nucleus_vestibularis_medialis,0.8520000000000001,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_vestibularis_descendens,0.709,Nucleus_vestibularis_descendens,0.709,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_septalis_triangularis,0.33799999999999997,Nucleus_septalis_triangularis,0.33799999999999997,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Corpus_subfornicale,0.032,Corpus_subfornicale,0.032,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Nucleus_habenularis_medialis,0.42500000000000004,Nucleus_habenularis_medialis,0.42500000000000004,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Corpus_pineal,0.181,Corpus_pineal,0.181,TRUE
hemicentetessemispinosus,Hemicentetes semispinosus,Corpus_subcommissurale,0.00382,Corpus_subcommissurale,0.00382,TRUE
echinopstelfairi,Echinops telfairi,Body_weight,87.5,Body_weight,87.5,TRUE
echinopstelfairi,Echinops telfairi,Brain_weight,620,Brain_weight,620,TRUE
echinopstelfairi,Echinops telfairi,Ventricles,8.34,Ventricles,8.34,TRUE
echinopstelfairi,Echinops telfairi,Meninges_hypophysis_nerves_etc.,23.9,Meninges_hypophysis_nerves_etc.,23.9,TRUE
echinopstelfairi,Echinops telfairi,Total_brain_net_volume,566,Total_brain_net_volume,566,TRUE
echinopstelfairi,Echinops telfairi,Medulla_oblongata,89.90000000000002,Medulla_oblongata,89.9,TRUE
echinopstelfairi,Echinops telfairi,Cerebellum,57.9,Cerebellum,57.9,TRUE
echinopstelfairi,Echinops telfairi,Mesencephalon,43.8,Mesencephalon,43.8,TRUE
echinopstelfairi,Echinops telfairi,Diencephalon,40.1,Diencephalon,40.1,TRUE
echinopstelfairi,Echinops telfairi,Telencephalon,335,Telencephalon,335,TRUE
echinopstelfairi,Echinops telfairi,Bulbus_olfactorius,71.2,Bulbus_olfactorius,71.2,TRUE
echinopstelfairi,Echinops telfairi,Bulbus_olfactorius_accessorius,0.24900000000000003,Bulbus_olfactorius_accessorius,0.24900000000000003,TRUE
echinopstelfairi,Echinops telfairi,Lobus_piriformis,116,Lobus_piriformis,116,TRUE
echinopstelfairi,Echinops telfairi,Septum,11.5,Septum,11.5,TRUE
echinopstelfairi,Echinops telfairi,Striatum,24.1,Striatum,24.1,TRUE
echinopstelfairi,Echinops telfairi,Schizo_cortex,13.1,Schizo_cortex,13.1,TRUE
echinopstelfairi,Echinops telfairi,Hippocampus,46.4,Hippocampus,46.4,TRUE
echinopstelfairi,Echinops telfairi,Neocortex,51.5,Neocortex,51.5,TRUE
echinopstelfairi,Echinops telfairi,Epithalamus,0.977,Epithalamus,0.977,TRUE
echinopstelfairi,Echinops telfairi,Thalamus,17.9,Thalamus,17.9,TRUE
echinopstelfairi,Echinops telfairi,Hypothalamus,16.4,Hypothalamus,16.4,TRUE
echinopstelfairi,Echinops telfairi,Subthalamus,2.68,Subthalamus,2.68,TRUE
echinopstelfairi,Echinops telfairi,Pallidum,2.44,Pallidum,2.44,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_subthalamicus,0.24200000000000002,Nucleus_subthalamicus,0.24200000000000002,TRUE
echinopstelfairi,Echinops telfairi,Capsula_interna,2.23,Capsula_interna,2.23,TRUE
echinopstelfairi,Echinops telfairi,Tractus_opticus,0.605,Tractus_opticus,0.605,TRUE
echinopstelfairi,Echinops telfairi,Area_striata,NA,Area_striata,NA,TRUE
echinopstelfairi,Echinops telfairi,Corpus_geniculatum_laterale,NA,Corpus_geniculatum_laterale,NA,TRUE
echinopstelfairi,Echinops telfairi,Palaeocortex,93.1,Palaeocortex,93.1,TRUE
echinopstelfairi,Echinops telfairi,Amygdala,22.1,Amygdala,22.1,TRUE
echinopstelfairi,Echinops telfairi,Complexus_centromedialis,10.8,Complexus_centromedialis,10.8,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_tractus_olfactorius,0.71,Nucleus_tractus_olfactorius,0.71,TRUE
echinopstelfairi,Echinops telfairi,Complexus_corticobasolateralis,11.3,Complexus_corticobasolateralis,11.3,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_amygdalae_basalis_pars_magnocellularis,3.19,Nucleus_amygdalae_basalis_pars_magnocellularis,3.19,TRUE
echinopstelfairi,Echinops telfairi,Complexus_vestibularis,1.6900000000000002,Complexus_vestibularis,1.6900000000000002,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_vestibularis_superior,0.29100000000000004,Nucleus_vestibularis_superior,0.29100000000000004,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_vestibularis_lateralis,0.281,Nucleus_vestibularis_lateralis,0.281,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_vestibularis_medialis,0.615,Nucleus_vestibularis_medialis,0.615,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_vestibularis_descendens,0.505,Nucleus_vestibularis_descendens,0.505,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_septalis_triangularis,0.33799999999999997,Nucleus_septalis_triangularis,0.33799999999999997,TRUE
echinopstelfairi,Echinops telfairi,Corpus_subfornicale,0.028999999999999998,Corpus_subfornicale,0.028999999999999998,TRUE
echinopstelfairi,Echinops telfairi,Nucleus_habenularis_medialis,0.365,Nucleus_habenularis_medialis,0.365,TRUE
echinopstelfairi,Echinops telfairi,Corpus_pineal,0.24300000000000002,Corpus_pineal,0.24300000000000002,TRUE
echinopstelfairi,Echinops telfairi,Corpus_subcommissurale,2.12e-4,Corpus_subcommissurale,2.12e-4,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Body_weight,44.2,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Brain_weight,580,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Ventricles,4.83,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Meninges_hypophysis_nerves_etc.,17.3,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Total_brain_net_volume,538,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Medulla_oblongata,61,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Cerebellum,81.3,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Mesencephalon,26.6,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Diencephalon,36.9,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Telencephalon,332,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Bulbus_olfactorius,46.9,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Bulbus_olfactorius_accessorius,0.12000000000000001,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Lobus_piriformis,88,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Septum,10,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Striatum,32.5,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Schizo_cortex,23.5,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Hippocampus,64.3,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Neocortex,66.5,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Epithalamus,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Thalamus,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Hypothalamus,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Subthalamus,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Pallidum,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_subthalamicus,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Capsula_interna,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Tractus_opticus,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Area_striata,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Corpus_geniculatum_laterale,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Palaeocortex,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Amygdala,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Complexus_centromedialis,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_tractus_olfactorius,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Complexus_corticobasolateralis,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_amygdalae_basalis_pars_magnocellularis,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Complexus_vestibularis,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_vestibularis_superior,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_vestibularis_lateralis,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_vestibularis_medialis,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_vestibularis_descendens,NA,NA,NA,TRUE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_septalis_triangularis,0.33099999999999996,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Corpus_subfornicale,0.018000000000000002,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Nucleus_habenularis_medialis,0.257,NA,NA,FALSE
oryzorictestalpoides,Oryzorictes talpoides,Corpus_pineal,0.051000000000000004,NA,NA,FALSE
