Species,Region_Kaskan,Area.mm2,Source__Page
Callithrix_jacchus,VPP,8.620216009750276,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Cheirogaleus_medius,A1+R,9.890625,Preuss & Kaas   (1996__Fig 1
Cheirogaleus_medius,MT,5.1640625,Preuss & Kaas   (1996__Fig 1
Cheirogaleus_medius,S1/3b,18.08984375,Preuss & Kaas   (1996__Fig 1
Cheirogaleus_medius,V1,61.48046875,Preuss & Kaas   (1996__Fig 1
Dasyurus_hallucatus,A1,3.81772697394143,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Dasyurus_hallucatus,R,39.273757404069,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Dasyurus_hallucatus,S1/3b,13.8822667054613,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Dasyurus_hallucatus,V1,25.3354476272856,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Dasyurus_hallucatus,V2,7.5442596010569,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Didelphis_marsupialis,A1,4.32668875213415,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Didelphis_marsupialis,CT (visual area),4.04120632077188,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Didelphis_marsupialis,PV,11.1664131630421,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Didelphis_marsupialis,S1/3b,22.065124807402,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Didelphis_marsupialis,SII,16.4236363454298,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Didelphis_marsupialis,V1,29.6348544666723,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Didelphis_marsupialis,V2,14.9774554474562,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Echinops_telfairi,1,1.01731938970462,"Krubitzer, Kunzle & Kaas, 1997__96-81"
Echinops_telfairi,RV,31.895275447391,"Krubitzer, Kunzle & Kaas, 1997__96-81"
Echinops_telfairi,S1/3b,2.41782008799825,"Krubitzer, Kunzle & Kaas, 1997__96-81"
Echinops_telfairi,SII+PV,1.19676697436074,"Krubitzer, Kunzle & Kaas, 1997__96-81"
Echinops_telfairi,V1,1.27704615697006,"Krubitzer, Kunzle & Kaas, 1997__96-81"
Erinaceus_europaeus,A1,6.48979591836735,"Krubitzer et al., 1995__88-5"
Erinaceus_europaeus,M1,10.4591836734694,"Krubitzer et al., 1995__88-5"
Erinaceus_europaeus,PV,8.40816326530612,"Krubitzer et al., 1995__88-5"
Erinaceus_europaeus,S1/3b,15.5051020408163,"Krubitzer et al., 1995__88-5"
Erinaceus_europaeus,V1,11.1632653061224,"Krubitzer et al., 1995__88-5"
Erinaceus_europaeus,V2,6.48469387755102,"Krubitzer et al., 1995__88-5"
Galago_senegalensis,A1,3.92933065211146,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,DL,12.8925596093077,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,DM,3.32605573111175,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,FEF,1.4966963516231,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,FST,9.66561332950302,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,FV,3.67968974432634,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,M1,11.9118069520253,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,MST,9.89255960930767,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,MT,10.3352484918127,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,PV,2.64780235564493,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,S1/3b,20.5748348175812,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,SII,2.61763860959494,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,V1,90.1473714449871,krubitzer    &   Kaas   (1990);__88-5
Galago_senegalensis,V2,31.180695202528,krubitzer    &   Kaas   (1990);__88-5
Homo_sapiens,A1,139.68253968254,"Brecht, M., & Freiwald, W. A. (2012). The many facets of facial interactions in mammals. Current Opinion in Neurobiology, 22(2), 259-266.__Fig 1"
Homo_sapiens,M1,669.103837964194,Van   Essen    &   Drury    (1997);__Fig 1
Homo_sapiens,MT,316.937083477573,"Pitzalis, S., Fattori, P., & Galletti, C. (2015). The human cortical areas V6 and V6A. Visual neuroscience, 32.__Fig 1"
Homo_sapiens,S1/3b,1234.46712018141,"Brecht, M., & Freiwald, W. A. (2012). The many facets of facial interactions in mammals. Current Opinion in Neurobiology, 22(2), 259-266.__Fig 1"
Homo_sapiens,V1,2325.5322553002566,"Van   Essen    &   Drury    (1997);__Fig 1___Pitzalis, S., Fattori, P., & Galletti, C. (2015). The human cortical areas V6 and V6A. Visual neuroscience, 32.__Fig 1___Brecht, M., & Freiwald, W. A. (2012). The many facets of facial interactions in mammals. Current Opinion in Neurobiology, 22(2), 259-266.__Fig 1"
Homo_sapiens,V2,2057.970600725565,"Van   Essen    &   Drury    (1997);__Fig 1___Pitzalis, S., Fattori, P., & Galletti, C. (2015). The human cortical areas V6 and V6A. Visual neuroscience, 32.__Fig 1"
Homo_sapiens,VP,565.029975649207,"Pitzalis, S., Fattori, P., & Galletti, C. (2015). The human cortical areas V6 and V6A. Visual neuroscience, 32.__Fig 1"
Macaca_mulatta,1,126.578931554594,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,3a,114.247941830419,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,A1,23.84472087014,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,FEF,75.2358632293732,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,FST,63.5057989303527,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,MST,32.1855657712878,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,MT,58.5541734270777,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,R,224.186046511628,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,S1/3b,136.00144222102,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,SII,107.541614085692,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,SMA,81.5575987020011,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,V1,24.1426952057876,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,V2,10.1978790662311,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,VP,86.9418905113875,Felleman    &   Van   Essen   (1991)__Fig 2
Macaca_mulatta,mef,41.3196322336398,Felleman    &   Van   Essen   (1991)__Fig 2
Monodelphis_domestica,A1,1.846683859,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Monodelphis_domestica,CT (visual area),2.162340628,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Monodelphis_domestica,S1/3b,7.691839727,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Monodelphis_domestica,V1,11.28381188,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Mus_musculus,A1,0.782643938564356,"Krubitzer and  Huffman, 2000__88-5"
Mus_musculus,A2,0.24982701993721,"Krubitzer and  Huffman, 2000__88-5"
Mus_musculus,S1/3b,8.25313509226199,"Krubitzer and  Huffman, 2000__88-5"
Mus_musculus,SII,1.88475694244665,"Krubitzer and  Huffman, 2000__88-5"
Mus_musculus,V1,2.63865971942531,"Krubitzer and  Huffman, 2000__88-5"
Mus_musculus,V2,1.66146022551162,"Krubitzer and  Huffman, 2000__88-5"
Mustela_putorius,A1,7.82010595338081,"Manger et al., 2002__88-5"
Mustela_putorius,S1/3b,29.5517688133022,"Manger et al., 2002__88-5"
Mustela_putorius,V1,12.4654491199979,"Manger et al., 2002__88-5"
Mustela_putorius,V2,15.720304030324,"Manger et al., 2002__88-5"
Nannospalax_galili,A1,2.33865665261556,Krubitzer and Prescott 2018__88-5
Nannospalax_galili,S1/3b,21.0095712398906,Krubitzer and Prescott 2018__88-5
Nannospalax_galili,V1,3.69648326103306,Krubitzer and Prescott 2018__88-5
Nycticebus_coucang,3a,19.3149423270909,"Preuss, T. M., Beck, P. D. & Kaas, J. H. 1993__Fig 2"
Nycticebus_coucang,A1,26.9111003903338,"Preuss, T. M., Beck, P. D. & Kaas, J. H. 1993__Fig 2"
Nycticebus_coucang,M1,49.3487127757555,"Preuss, T. M., Beck, P. D. & Kaas, J. H. 1993__Fig 2"
Nycticebus_coucang,MT,18.486031314416,"Preuss, T. M., Beck, P. D. & Kaas, J. H. 1993__Fig 2"
Nycticebus_coucang,S1/3b,75.6019472830139,"Preuss, T. M., Beck, P. D. & Kaas, J. H. 1993__Fig 2"
Nycticebus_coucang,V1,166.48392614359,"Preuss, T. M., Beck, P. D. & Kaas, J. H. 1993__Fig 2"
