"Species Name"	"Species name adjusted to 10kTrees"	"Species name in Perelman tree"	"Subfamily"	"Family"	"Terrestriality"	"logECV"	"logBodyMass"	"logInsects"	"logFruit"	"logLeaves"	"logCombiGroupSize"	"logHRS"	"Diurnality"	"ECV"	"N ECV"	"Sex ECV"	"Source ECV"	"Body mass"	"N Body mass"	"Sex Body mass"	"Source Body mass"	"Original source Body mass"	"%animal prey"	"%fruit"	"% seeds"	"%fruit and seeds"	"%nectar"	"%flowers"	"%nectar and flowers"	"% reproductive plant parts (fruits, flowers and nectar)"	"%gum"	"%leaves"	"%young leaves"	"%mature leaves"	"%nonreproctive plant parts (gum and leaves, bark etc.)"	"%other"	"sum"	"Calculation"	"Source diet composition"	"Sleeping group size"	"Remarks Sleeping group size"	"Foraging Group size: mean"	"Group size: range"	"Group size combined"	"Source group size"	"Day range (m)"	"male Home range (HR) size: mean (ha)"	"female Home range size: mean"	"HR size average"	"HR range"	"Source Home range size"
"Presbytis_potenziani"	"Presbytis_potenziani"	"Presbytis_potenziani"	"Colobinae"	"Cercopithecidae"	0	1.75568433385241	3.80641741385963	NA	1.61278385671974	1.5854607295085	0.602059991327962	1.37106786227174	1	56.975	8	"fem"	"van Woerden compilation"	6403.5	NA	"fem"	"Smith&Jungers 1997"	"Brandon-Jones 93, Tilson & Tenaza 76"	0	41	10	51	NA	7	7	58	NA	38.5	NA	NA	38.5	3.5	100	"two studies"	"Kirkpatrick 07 review"	NA	NA	"4"	"2 to 6"	4	"3 Kirkpatrick 07 review, range Sasimar 2004 PhD thesis in ATWP 2011"	NA	NA	NA	23.5	NA	NA
"Presbytis_rubicunda"	"Presbytis_rubicunda"	"Presbytis_rubicunda"	"Colobinae"	"Cercopithecidae"	0	1.83742863200971	3.79388875946565	NA	1.28330122870355	1.57518784492766	0.839478047374198	1.84972644419633	1	68.7746884977784	31	"fem"	"van Woerden compilation"	6221.40909090909	22	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	19.2	30.1	49.3	NA	11.1	11.1	60.4	NA	37.6	36.5	1.1	37.6	1	99	"single study"	"Kirkpatrick 07 review, Davies 1988 in ATWP 2011"	NA	NA	"6.9099999999999993"	"2 to 12"	6.91	"ATWP 2011 (Kirkpatrick 07 review: 6)"	NA	NA	NA	70.75	NA	NA
"Presbytis_siamensis"	"Presbytis_siamensis"	"Presbytis_siamensis"	"Colobinae"	"Cercopithecidae"	0	1.7572656918596	3.80389587084509	NA	1.72015930340596	1.55022835305509	1.17609125905568	1.38021124171161	1	57.1828361761279	7	"fem"	"Isler et al. 2008"	6366.42857142857	7	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	52.5	NA	52.5	NA	9	9	61.5	NA	35.5	26	9.5	35.5	3	100	"single study"	"Kirkpatrick 07 review"	NA	NA	"15"	"14 to 16"	15	"Kirkpatrick 07 review"	NA	NA	NA	24	NA	NA
"Presbytis_thomasi"	"Presbytis_thomasi"	"Presbytis_thomasi"	"Colobinae"	"Cercopithecidae"	0	1.81598265753769	3.80280108156309	0.806179973983887	1.55750720190566	1.64542226934909	0.819543935541869	1.43775056282039	1	65.4610033333333	6	"fem"	"van Woerden compilation"	6350.4	2	"fem"	"van Woerden compilation (matching)"	"matching ECV"	6.4	36.1	NA	36.1	NA	3.6	3.6	39.7	NA	44.2	30.8	13.4	44.2	9.7	100	"single study"	"Sterck 1995"	NA	NA	"6.6"	"3 to 11"	6.6	"Steenbeek and van Schaik 2001, 8 Kirkpatrick 07 review"	NA	NA	NA	27.4	NA	NA
"Procolobus_badius"	"Piliocolobus_badius"	"Procolobus_badius"	"red colobus group"	"Cercopithecidae"	0	1.78901567149513	3.85324178032911	NA	1.38201704257487	1.62736585659273	1.5327543789925	1.74429298312268	1	61.5199071737742	31	"fem"	"van Woerden compilation"	7132.5	8	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	24.1	14.1666666666667	38.2666666666667	NA	16.8	16.8	55.0666666666667	NA	42.4	32.8	9.6	42.4	2.5	99.9666666666667	"average"	"Fashing 07 review"	NA	NA	"20.875"	"14 to 32"	34.1	"34.1 Fashing 07 review, ATWP diverse 2011"	NA	NA	NA	55.5	NA	NA
"Procolobus_kirkii"	"Piliocolobus_kirkii"	"Procolobus_kirkii"	"red colobus group"	"Cercopithecidae"	0	1.74429298312268	3.7103994661168	NA	1.32221929473392	1.84302503139139	1.53529412004277	1.39794000867204	1	55.5	8	"female"	"Isler et al. 2008"	5133.33333333333	3	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	21	0.666666666666667	21.6666666666667	NA	6.33333333333333	6.33333333333333	28	NA	69.6666666666667	52	7.66666666666667	69.6666666666667	2.33333333333333	100	"average"	"Fashing 07 review (herbs are here regrouped as leaves)"	NA	NA	"34.299999999999997"	"20 to 65"	34.3	"Fashing 07 review"	NA	NA	NA	25	NA	NA
"Procolobus_pennantii"	"Piliocolobus_pennantii"	"Procolobus_pennantii"	"red colobus group"	"Cercopithecidae"	0	1.85524374537136	3.91907809237607	NA	0.602059991327962	1.81954393554187	1.66275783168157	1.86332286012046	1	71.6545454545455	11	"fem"	"van Woerden compilation"	8300	NA	"indet"	"Waltert 2002 in ATWP 2011"	NA	0	4	12	16	NA	9	9	25	NA	66	56	10	66	9	100	"single study"	"Fashing 07 review"	NA	NA	"46"	"15 to 80"	46	"Fashing 07 review"	NA	NA	NA	73	NA	NA
"Procolobus_preussi"	"Piliocolobus_preussi"	"Procolobus_preussi"	"red colobus group"	"Cercopithecidae"	0	NA	NA	NA	-0.0604807473813815	1.94895061024555	1.60205999132796	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.87	NA	0.87	NA	10.2	10.2	11.07	NA	88.91	88.91	NA	88.91	0.02	100	"single study"	"Usongo 2001 in ATWP 2012"	NA	NA	"40"	"20 to 64"	40	"Usongo 2001, Waltert 2002 in ATWP 2012"	NA	NA	NA	NA	NA	NA
"Procolobus_rufomitratus"	"Piliocolobus_rufomitratus"	"Procolobus_rufomitratus"	"red colobus group"	"Cercopithecidae"	0	1.84859190381484	3.8750612633917	NA	0.550228353055094	1.87617452448722	1.55473137667597	2.33877512493357	1	70.5654156211403	10	"fem"	"van Woerden compilation"	7500	NA	"fem"	"ATWP 2011"	NA	0	3.55	16.165	19.715	NA	3.1275	3.1275	22.8425	NA	75.1925	55.77	12.3825	75.1925	1.96	99.995	"average"	"Maisels 1994, Struhsaker 1975 (buds included in young leaves) in ATWP 2012"	NA	NA	"35.869999999999997"	"2 to 50"	35.87	"diverse in ATWP 2012"	"583.5"	NA	NA	218.16	NA	NA
"Procolobus_rufomitratus_tephrosceles"	"Piliocolobus_tephrosceles"	"Procolobus_tephrosceles"	"red colobus group"	"Cercopithecidae"	0	1.86006330309782	3.86081696386454	NA	NA	NA	NA	NA	1	72.4541562114034	1	"fem"	"van Woerden compilation"	7258	1	"fem"	"van Woerden compilation (matching)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Struhsaker 1975 is this subspecies, various other data in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Procolobus_verus"	"Procolobus_verus"	"Procolobus_verus"	"olive group"	"Cercopithecidae"	0	1.71289201880699	3.6232492903979	NA	0.903089986991944	1.90036712865647	0.89209460269048	1.6232492903979	1	51.6287985591947	14	"fem"	"Isler et al. 2008"	4200	14	"fem"	"Isler et al. 2008"	"Oates et al. 90 in Smith and Jungers 1997"	0	8	7	15	NA	5.5	5.5	20.5	NA	79.5	71	6	79.5	0	100	"average"	"Fashing 07 review"	NA	NA	"7.8"	"2 to 12"	7.8	"Fashing 07 review"	NA	NA	NA	42	NA	NA
"Prolemur_simus"	"Hapalemur_simus"	"Prolemur_simus"	NA	"Lemuridae"	0	1.41874745711379	3.35102285258412	NA	-0.301029995663981	1.9912260756925	0.903089986991944	1.79239168949825	1	26.22693	5	"all individuals"	"van Woerden compilation"	2244	9	"all individuals"	"Tan 2000 in ATWP 2011"	NA	0	0.5	NA	0.5	NA	0.5	0.5	1	NA	98	NA	NA	98	1	100	"single study"	"Rowe 96, bamboo stems and pith (Tan 1999)"	NA	NA	"8"	"4 to 12, up to 28"	8	"Gould and Sauther 07 review"	NA	NA	NA	62	NA	NA
"Propithecus_candidus"	NA	NA	NA	"Indridae"	0	1.5705429398819	NA	NA	1.53147891704226	1.7160033436348	NA	1.60745502321467	1	37.2	1	"fem"	"van Woerden compilation"	NA	NA	NA	NA	NA	NA	34	11	45	NA	NA	NA	NA	NA	52	NA	NA	NA	3	100	NA	"HMW vol. 3"	NA	NA	NA	"3 to 9"	NA	NA	"712"	NA	NA	40.5	NA	NA
"Propithecus_coquereli"	"Propithecus_coquereli"	"Propithecus_coquereli"	NA	"Indridae"	0	1.4603228486096	3.58658730467176	NA	1.54406804435028	1.67669360962487	0.716003343634799	0.800201391126718	1	28.8617625	8	"all individuals"	"van Woerden compilation"	3860	33	"all individuals"	"Kappeler 1991, Ravosa 1993 (captive???)"	NA	0	35	NA	35	NA	8.55	8.55	43.55	NA	47.5	26.75	20.75	47.5	8.9	99.95	"single study"	"Richard 1974 in ATWP 2012"	NA	NA	"5.2"	"3 to 10"	5.2	"Petter 1962, Richard 1974 in ATWP 2012, range HMW 3"	"925"	NA	NA	6.3125	NA	NA
"Propithecus_coronatus"	NA	NA	NA	"Indridae"	0	NA	NA	NA	NA	NA	0.633468455579587	0.130333768495006	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4.3"	"2 to 8"	4.3	"HMW vol. 3"	NA	NA	NA	1.35	NA	NA
"Propithecus_deckenii"	"Propithecus_deckenii"	"Propithecus_deckenii"	NA	"Indridae"	0	1.44728708415945	3.46446470718562	NA	NA	NA	0.602059991327962	NA	1	28.0083215789474	19	"all individuals"	"van Woerden compilation"	2913.83333333333	4	"all individuals"	"Pastorini, pers comm; Junge 2005 in ATWP 2011"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4"	"2 to 10"	4	"Mittermeier2006 in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Propithecus_diadema"	"Propithecus_diadema"	"Propithecus_diadema"	NA	"Indridae"	0	1.56656418538666	3.8132473008976	NA	1.37948681371727	1.73239375982297	0.683947130751512	1.57978359661681	1	36.8607515184826	23	"all individuals"	"van Woerden compilation"	6505	11	"all individuals"	"Powzyk & Thalmann 2003"	"Powzyk 1997"	0	23.96	NA	23.96	NA	14.5625	14.5625	38.5225	NA	54	42.68	0.6	54	7.48	100.0025	"average"	"Irwin 2008, Powzyk 1997 for young and mature leaves"	NA	NA	"4.83"	"3 to 8, at least 8"	4.83	"Gould and Sauther 07 review, HMW 3"	"1308"	NA	NA	38	NA	NA
"Propithecus_edwardsi"	"Propithecus_edwardsi"	"Propithecus_edwardsi"	NA	"Indridae"	0	1.57915756362113	3.7680211179333	0	1.66275783168157	1.69019608002851	0.724275869600789	1.40654018043396	1	37.9452626799879	10	"all individuals"	"van Woerden compilation"	5861.66666666667	21	"all individuals"	"ATWP 2011: Glander 1992, Lehmann 2005"	NA	1	46	NA	46	NA	4	4	50	NA	49	25	24	49	0	100	"single study, pristine forest"	"Arrigo-Nelson 2006 PhD thesis in ATWP 2011"	NA	NA	"5.3"	"2 to 9"	5.3	"Gould and Sauther 07 review"	"670"	NA	NA	25.5	NA	NA
"Propithecus_perrieri"	NA	NA	NA	"Indridae"	0	NA	NA	NA	NA	NA	NA	1.47712125471966	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2 to 6"	NA	"HMW vol. 3"	NA	NA	NA	30	NA	NA
"Propithecus_tattersalli"	"Propithecus_tattersalli"	"Propithecus_tattersalli"	NA	"Indridae"	0	NA	3.54282542695918	NA	0.929418925714293	1.5910646070265	0.7481880270062	1	1	NA	NA	NA	NA	3490	18	"all individuals"	"Ravosa 1993"	"ATWP 2011"	0	8.5	36	44.5	NA	14	14	58.5	NA	39	23	16	39	2.5	100	NA	"Meyers 1993 PhD thesis in ATWP 2011"	NA	NA	"5.6"	"3 to10"	5.6	"Meyers 1993 PhD thesis in ATWP 2011"	NA	NA	NA	10	NA	NA
"Propithecus_verreauxi"	"Propithecus_verreauxi"	"Propithecus_verreauxi"	NA	"Indridae"	0	1.41494605523138	3.44452100889568	NA	1.56848333727166	1.67130246351351	0.740362689494244	0.812913356642856	1	25.9983661111111	36	"all individuals"	"van Woerden compilation"	2783.05	386	"all individuals"	"Brockman et al. Sifaka database in ATWP 2011"	NA	0	37.024	NA	37.024	NA	8.506	8.506	45.53	NA	46.914	13.848	33.066	46.914	7.556	100	"average"	"Norscia etal 2006, Richard 1978,"	NA	NA	"5.5"	"2 to 14"	5.5	"Gould and Sauther 07 review, HMW vol. 3"	NA	NA	NA	6.5	NA	NA
"Pygathrix_nemaeus"	"Pygathrix_nemaeus"	"Pygathrix_nemaeus"	"Colobinae"	"Cercopithecidae"	0	1.97703733522468	3.99913054128737	NA	1.40654018043396	1.86033800657099	1.19033169817029	NA	1	94.85	5	"all individuals"	"van Woerden compilation, 89 N=4 females in Lippold in press ATwo 2011"	9980	8	"fem"	"Lippold (Vietnam field and museum notes) in ATWP 2011"	NA	0	25.5	NA	25.5	NA	2	2	27.5	NA	72.5	72.5	0	72.5	0	100	"two studies"	"Lippold 1998, Pham Nat 2000 in ATWP 2011"	NA	NA	"15.5"	"15.5, wide range"	15.5	"9 Kirkpatrick 07 review,15.5  Lippold 1977 in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Pygathrix_nigripes"	"Pygathrix_nigripes"	"Pygathrix_nigripes"	"Colobinae"	"Cercopithecidae"	0	1.92273937214355	3.94861832676958	NA	1.46239799789896	1.73239375982297	1.38021124171161	NA	1	83.7026816666667	6	"all individuals"	"van Woerden compilation"	8884.2	5	"fem"	"Vu and Willis in ATWP 2011"	NA	0	29	NA	29	NA	14	14	43	NA	54	NA	NA	54	3	100	"single study"	"Hoang 2006 in ATWP 2011"	NA	NA	"24"	NA	24	"Hoang 2003 in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Rhinopithecus_avunculus"	"Rhinopithecus_avunculus"	"Rhinopithecus_avunculus"	"Colobinae"	"Cercopithecidae"	0	NA	3.92941892571429	NA	1.46299661202806	1.65403207401105	1.08635983067475	3.04139268515822	1	NA	NA	NA	NA	8500	NA	"fem"	"Ratajszczak 1992 in ATWP 2012"	NA	0	29.04	10.7575	39.7975	NA	12.38	12.38	52.1775	NA	45.085	36.005	9.08	45.085	2.7	99.9625	"average"	"diverse in ATWP 2012"	NA	NA	"12.2"	NA	12.2	"diverse in ATWP 2012"	NA	NA	NA	1100	NA	NA
"Rhinopithecus_bieti"	"Rhinopithecus_bieti"	"Rhinopithecus_bieti"	"Colobinae"	"Cercopithecidae"	0	2.05961750526442	3.95904139232109	-0.221848749616356	1.05690485133647	1.93951925261862	1.17609125905568	3.50933695801764	1	114.714285714286	7	"all individuals"	"van Woerden compilation"	9100	7	"fem"	"Kirkpatrick 1998, single males ATWP 2011"	NA	0.6	11.4	0.1	11.5	NA	0	0	11.5	NA	87	12.4	4.1	87	0.9	100	"single study"	"Grueter et al. 2009, 66.9% lichens, 3.6% buds here included in leaves"	NA	NA	"15"	"band size 175-407"	15	"Kirkpatrick 07 review, Grueter et al. 2009"	NA	NA	NA	3231	NA	NA
"Rhinopithecus_brelichi"	"Rhinopithecus_brelichi"	"Rhinopithecus_brelichi"	"Colobinae"	"Cercopithecidae"	0	2.04727486738418	NA	NA	NA	NA	NA	NA	1	111.5	1	"fem"	"van Woerden compilation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bleisch 1998 in ATWP 2012, strange numbers"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Rhinopithecus_roxellana"	"Rhinopithecus_roxellana"	"Rhinopithecus_roxellana"	"Colobinae"	"Cercopithecidae"	0	2.06271427871075	3.92610224898406	-0.301029995663981	1.17114115102838	1.8348020540487	1.07918124604762	3.35218251811136	1	115.535188888889	9	"all individuals"	"van Woerden compilation"	8435.33333333333	NA	"fem"	"Liu 1989, Quan 2002 in ATWP 2011"	NA	0.5	14.83	14.57	29.4	NA	1.13	1.13	30.53	NA	68.36	28.71	3.51	68.36	0.6	99.99	"single study"	"Guo 2007 and Li ??? in ATWP 2011: lichens 36.12%  included in Leaves,buds 4.78% not , Bark 6.23% not included"	NA	NA	"12"	"band size 340"	12	"Kirkpatrick 07 review"	NA	NA	NA	2250	NA	NA
"Saguinus_bicolor"	"Saguinus_bicolor"	"Saguinus_bicolor"	NA	"Callitrichidae"	0	0.963787827345555	2.63245729218472	NA	1.98272338766855	NA	0.690196080028514	1.07918124604762	1	9.2	1	"all individuals"	"van Woerden compilation"	429	8	"all individuals"	"Smith&Jungers 1997"	NA	0	96.1	NA	96.1	NA	0.9	0.9	97	3	0	NA	NA	NA	0	100	"single study"	"Egler 1992 in ATWP 2012, monthly data?"	NA	NA	"4.9000000000000004"	"2 to 11"	4.9	"Vidal 2008, Bocorni de Azevedo pers comm in ATWP 2012"	NA	NA	NA	12	NA	NA
"Saguinus_fuscicollis"	"Saguinus_fuscicollis"	"Saguinus_fuscicollis"	NA	"Callitrichidae"	0	0.911782169101303	2.60329906344351	1.5792117802315	1.5910646070265	NA	0.783456912071063	1.92941892571429	1	8.16172897424527	43	"all individuals"	"van Woerden compilation"	401.142857142857	21	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	37.95	39	0	44.75	5	NA	5	49.75	12.25	0	0	0	0	0	99.95	"average"	"Garber 1993, Digby et al. 07 review"	NA	NA	"6.0737500000000004"	"2 to 10"	6.07375	"diverse ATWP 2012, 6 Digby et al. 07 review"	"1610.75"	NA	NA	85	NA	NA
"Saguinus_geoffroyi"	"Saguinus_geoffroyi"	"Saguinus_geoffroyi"	NA	"Callitrichidae"	0	1.00376913511337	2.71154362084985	1.59549622182557	1.54157924394658	0.602059991327962	0.788875115775417	1.41719480796478	1	10.0871652389906	27	"all individuals"	"van Woerden compilation"	514.6875	16	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	39.4	34.8	1.5	36.3	NA	0.1	0.1	36.4	14.4	4	NA	NA	4	5.8	100	NA	"Garber 1980"	NA	NA	"6.15"	"2 to 19"	6.15	"Dawson 1978, Lindsay 1980 in ATWP 2012"	"2061"	NA	NA	26.1333333333333	NA	NA
"Saguinus_imperator"	"Saguinus_imperator"	"Saguinus_imperator"	NA	"Callitrichidae"	0	1.02938377768521	NA	0.57978359661681	1.83884909073726	NA	0.602059991327962	1.47712125471966	1	10.7	1	"all individuals"	"van Woerden compilation"	NA	NA	NA	NA	NA	3.8	69	NA	69	26	NA	26	95	1.2	NA	NA	NA	NA	0	100	"single study"	"HMW vol. 3"	NA	NA	"4"	"2 to 10"	4	"HMW vol. 3"	NA	NA	NA	30	NA	NA
"Saguinus_inustus"	NA	NA	NA	"Callitrichidae"	0	NA	NA	NA	NA	NA	0.778151250383644	1.54406804435028	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"3 to 7"	6	"HMW vol. 3"	"961"	NA	NA	35	NA	NA
"Saguinus_labiatus"	"Saguinus_labiatus"	"Saguinus_labiatus"	NA	"Callitrichidae"	0	1.00050996948752	2.7160033436348	1.04139268515823	1.76342799356294	NA	NA	1.51188336097887	1	10.0117493783912	2	"all individuals"	"van Woerden compilation"	520	2	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	11	58	NA	58	15	NA	15	73	8	0	NA	NA	0	8	100	"single study"	"Porter 2000 in ATWP 2012"	NA	NA	NA	"2 to 13, 4-10"	NA	"BuchananSmith 2000 in ATWP 2012, HMW vol. 3"	"1800"	NA	NA	32.5	NA	NA
"Saguinus_leucopus"	"Saguinus_leucopus"	"Saguinus_leucopus"	NA	"Callitrichidae"	0	0.989080223921682	2.71572486046918	1.17609125905568	NA	NA	0.667452952889954	1.24797326636181	1	9.75169756784756	14	"all individuals"	"van Woerden compilation"	519.666666666667	3	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	15	NA	NA	82	NA	1	1	83	NA	0	NA	NA	0	2	100	"single study"	"Poveda 2004 in ATWP 2012, 1 bark"	NA	NA	"4.6500000000000004"	"2 to 9"	4.65	"Defler 2004, Green 1978 in ATWP 2012"	"1585"	NA	NA	17.7	NA	NA
"Saguinus_midas"	"Saguinus_midas"	"Saguinus_midas"	NA	"Callitrichidae"	0	0.991694160370902	2.72835378202123	1.55850857307078	1.74896286125616	NA	0.773786444981194	1.56584781867352	1	9.81056818126224	25	"all individuals"	"van Woerden compilation"	535	13	"all individuals"	"Isler et al. 2008"	"Gordon 2006"	36.1833333333333	56.1	NA	56.1	NA	7.7	7.7	63.8	0	0	NA	NA	NA	0	99.9833333333333	"average"	"Mittermeier and van Roosmalen 1981 (Surinam), Pack 1999, Youlatos 2004"	NA	NA	"5.9399999999999995"	"2 to 12"	5.94	"diverse ATWP 2012"	"<2000"	NA	NA	36.8	NA	NA
"Saguinus_mystax"	"Saguinus_mystax"	"Saguinus_mystax"	NA	"Callitrichidae"	0	1.0177501913575	2.76370869667423	1.57557268720531	1.72509452108147	-1.39794000867204	0.875832656990425	1.86289770640867	1	10.4171805491055	24	"all individuals"	"van Woerden compilation"	580.375	8	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	37.6333333333333	53.1	NA	53.1	2.36666666666667	2.06666666666667	4.43333333333333	57.5333333333333	4.6	0.04	0.04	0	0.04	0.2	100.006666666667	"average"	"Garber, Peres in ATWP 2012 (includes S. mystax pileatus)"	NA	NA	"7.5133333333333328"	"1 to 16"	7.51333333333333	"Castro 1991, Peres pers comm in ATWP 2012"	"1841.2"	NA	NA	72.9285714285714	NA	NA
"Saguinus_mystax_pileatus"	"Saguinus_pileatus"	"Saguinus_pileatus"	NA	"Callitrichidae"	0	0.985251852432802	2.71974549252958	1.09342168516224	1.8488047010518	-1.39794000867204	0.939519252618618	2.07857763999924	1	9.66611265627852	4	"all individuals"	"van Woerden compilation"	524.5	324	"all individuals"	"Smith&Jungers 1997"	NA	12.4	70.6	NA	70.6	6.2	NA	6.2	76.8	10.4	0.04	0.04	NA	0.04	0.4	100.04	"single study"	"Peres 1991 in ATWP 2012"	NA	NA	"8.6999999999999993"	NA	8.7	"Peres 1991 in ATWP 2012"	"1991"	NA	NA	119.833333333333	NA	NA
"Saguinus_niger"	"Saguinus_niger"	"Saguinus_niger"	NA	"Callitrichidae"	0	0.96059556342493	2.57403126772772	1.18939672583522	1.77048380943111	NA	0.778151250383644	1.98000337158375	1	9.13262370101747	10	"all individuals"	"van Woerden compilation"	375	3	"all individuals"	"Isler et al. 2008 (matching)"	"matching ECV"	15.4666666666667	58.95	0	58.95	14.15	NA	14.15	73.1	11.4666666666667	0	0	0	0	0	100.033333333333	"average"	"Oliveira 2000, Veracini 2001 in ATWP 2012, Digby review 2007"	NA	NA	"6"	"2 to 8"	6	"Digby et al. 07 review"	"1109"	NA	NA	95.5	NA	NA
"Saguinus_nigricollis"	"Saguinus_nigricollis"	"Saguinus_nigricollis"	NA	"Callitrichidae"	0	0.949390006644913	2.67760695272049	NA	NA	NA	0.812913356642856	1.65297117201759	1	8.9	NA	"mean m/f, no dim"	"Isler et al. 2008"	476	14	"all individuals"	"Isler et al. 2008"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"de la Torre pers comm in ATWP 2012"	NA	NA	"6.5"	"4 to 12"	6.5	"Sussman 2000"	"1000"	NA	NA	44.975	NA	NA
"Saguinus_oedipus"	"Saguinus_oedipus"	"Saguinus_oedipus"	NA	"Callitrichidae"	0	0.986678384047401	2.63051089428108	NA	NA	NA	0.763427993562937	1.1430148002541	1	9.69791523988764	55	"all individuals"	"van Woerden compilation"	427.081632653061	49	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5.8"	"2 to 15"	5.8	"Savage 1996, in ATWP 2012, 6 Digby et al. 07 review, HMW vol.3"	"1700"	NA	NA	13.9	NA	NA
"Saguinus_tripartitus"	"Saguinus_tripartitus"	"Saguinus_tripartitus"	NA	"Callitrichidae"	0	0.929418925714293	NA	1.32221929473392	1.79239168949825	NA	0.799340549453582	NA	1	8.5	1	"all individuals"	"van Woerden compilation"	NA	NA	NA	NA	NA	21	62	NA	62	1	NA	1	63	12	0	NA	NA	0	4	100	NA	"Kostrub 2003"	NA	NA	"6.3"	"4 to 10"	6.3	"HMW vol. 3"	NA	NA	NA	NA	NA	NA
"Saimiri_boliviensis"	"Saimiri_boliviensis"	"Saimiri_boliviensis"	NA	"Cebidae"	0	1.33288711127979	2.8750612633917	NA	NA	NA	1.73239375982297	2.57403126772772	1	21.5222222222222	27	"fem"	"van Woerden compilation"	750	13	"fem"	"Isler et al. 2008"	"Gordon 2006, Boinski 2002?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"single study"	"Soini 1986, 91% of plant food is fruits, 2% seeds, 6% nectar, 1% flowers!!! but also lots of insects"	NA	NA	"54"	"45 to 75"	54	"Jack 07 review"	NA	NA	NA	375	NA	NA
"Saimiri_oerstedii"	"Saimiri_oerstedii"	"Saimiri_oerstedii"	NA	"Cebidae"	0	1.38446739475915	2.83250891270624	NA	NA	NA	1.61278385671974	2.45863784902565	1	24.23636	9	"fem"	"van Woerden compilation"	680	7	"fem"	"Isler et al. 2008"	"Crile&Quiring 40, Schultz 41 in Smith and Jungers 1997"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"41"	"35 to 65"	41	"Jack 07 review (from Wong 1990)"	NA	NA	NA	287.5	NA	NA
"Saimiri_sciureus"	"Saimiri_sciureus"	"Saimiri_sciureus"	NA	"Cebidae"	0	1.37149579521096	2.91423865421321	1.78922805726734	1.49136169383427	NA	1.36172783601759	1.98900461569854	1	23.523167184198	48	"fem"	"van Woerden compilation"	820.802469135802	81	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	61.55	31	NA	31	NA	7.4	7.4	38.4	NA	0	NA	NA	0	0	99.95	"average"	"Lima and Ferrari 2003, Mittermeier and van Roosmalen 1981 (Surinam), Boinski 2002 in ATWP 2012"	NA	NA	"23"	"15 to 50"	23	"Jack 07 review"	"1500"	NA	NA	97.5	NA	NA
"Saimiri_ustus"	NA	NA	NA	"Cebidae"	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"38-76"	NA	"HMW vol. 3, two groups"	NA	NA	NA	NA	NA	NA
"Saimiri_vanzolinii"	NA	NA	NA	"Cebidae"	0	NA	NA	NA	NA	NA	1.37106786227174	1.8750612633917	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"20-50"	23.5	"HMW vol. 3"	NA	NA	NA	75	NA	NA
