"Species","Reference","n","Anesthesia","Mode","Region","CMRgl_umol_100g_min","CMRgl_SD","CMRO2_umol_100g_min","CMRO2_SD","CBF_ml_100g_min","CBF_SD","source"
"Homo","(Felding et al., 1995)",9,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,93.8,13.4,33,8,"Kaufman__2004"
"Homo","(Frackowiak et al., 1980)",11,"none","PET","Whole Brain (direct measurement)",NA,NA,201.79,46.4,49.8,12.5,"Kaufman__2004"
"Homo","(Jakobsen et al., 1990)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,142.86,17.9,52.6,8.3,"Kaufman__2004"
"Homo","(Carpenter et al., 1991)",20,"none","PET","Whole Brain (direct measurement)",NA,NA,117.86,22.8,47.7,9,"Kaufman__2004"
"Homo","(Lassen and Munck, 1955)",10,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,156.7,15.6,51,6.7,"Kaufman__2004"
"Homo","(Lassen and Munck, 1955)",10,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,145.98,33,52.1,10.5,"Kaufman__2004"
"Homo","(Madsen et al., 1990b)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,151.8,17.9,57,8,"Kaufman__2004"
"Homo","(Madsen et al., 1991b)",11,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,156.25,18.3,56.7,8,"Kaufman__2004"
"Homo","(Madsen et al., 1991a)",9,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,121.88,25,49.8,6.3,"Kaufman__2004"
"Homo","(Madsen et al., 1992)",10,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,171.43,25.4,56.35,14.4,"Kaufman__2004"
"Homo","(Madsen et al., 1993)",12,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,162.05,21,46.9,7,"Kaufman__2004"
"Homo","(Meyer et al., 1987)",3,"none","PET","Whole Brain (direct measurement)",NA,NA,165,NA,63,NA,"Kaufman__2004"
"Homo","(Mintun et al., 2002)",7,"none","PET","Whole Brain (direct measurement)",NA,NA,191.96,47.2,53.5,14.6,"Kaufman__2004"
"Homo","(Olsen etal., 1992a)",19,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,162.9,33.5,52,NA,"Kaufman__2004"
"Homo","(Olsen et al., 1992b)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,174.1,19.2,58,9.3,"Kaufman__2004"
"Homo","(Olsen etal., 1993)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,161.16,NA,59.9,NA,"Kaufman__2004"
"Homo","(Olsen etal., 1995)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,129.5,22.3,67,13,"Kaufman__2004"
"Homo","(Renou et al., 1978)",7,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,138.84,31.3,56.8,10.4,"Kaufman__2004"
"Homo","(Sari et al., 1976)",13,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,138.4,26.8,46,7,"Kaufman__2004"
"Homo","(Schmidt et al., 1990)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,165.18,NA,52,NA,"Kaufman__2004"
"Homo","(Schmidt et al., 1991)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,156.25,15.62,52,4.4,"Kaufman__2004"
"Homo","(Seitz and Roland, 1992)",5,"none","PET","Whole Brain (direct measurement)",NA,NA,160.7,31.3,54.6,9.3,"Kaufman__2004"
"Homo","(Vafaee etal., 1998)",6,"none","PET","Whole Brain (direct measurement)",NA,NA,159.9,19.6,NA,NA,"Kaufman__2004"
"Homo","(Vemhiet et al., 1978)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,127.2,35.7,55,8,"Kaufman__2004"
"Homo","(Vorstmp et al., 1984)",6,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,158.04,39.3,56,6,"Kaufman__2004"
"Homo","(Wessen et al., 1997)",6,"none","PET","Whole Brain (direct measurement)",NA,NA,187,58,52,15,"Kaufman__2004"
"Homo","(Wolff etal., 1994)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,183,NA,64,NA,"Kaufman__2004"
"Homo","(Wollman et al., 1964)",13,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,137.95,8.5,44.4,2.2,"Kaufman__2004"
"Homo","(Mintun et al., 1984)",5,"none","PET","Whole Brain (direct measurement)",NA,NA,191.9,16.5,NA,NA,"Kaufman__2004"
"Homo","(Elman et al., 1999)",13,"none","PET","Whole Brain (direct measurement)",NA,NA,NA,NA,38.1,7.76,"Kaufman__2004"
"Papio","(Hamar et al., 1979)",5,"Phencyclidine","Kety-Schmidt","Whole Brain (direct measurement)",24.64,1.7,175.4,34.9,39.4,4.76,"Kaufman__2004"
"Papio","(Harper and MacKenzie, 1977)",7,"Phencyclidine, N 20","Kety-Schmidt","Whole Brain (direct measurement)",25.3,5.6,144.2,20.1,51,5.3,"Kaufman__2004"
"Papio","(McCulloch and Harper, 1977)",4,"Phencyclidine, N 20","Kety-Schmidt","Whole Brain (direct measurement)",18.3,NA,143.8,NA,44,NA,"Kaufman__2004"
"Papio","(Reivich et al., 1972)",3,"Phencyclidine","Kety-Schmidt","Whole Brain (direct measurement)",24.6,2.9,175.4,27,38,5.2,"Kaufman__2004"
"Papio","(Tagashira et al., 1977)",17,"Pentobarbital","Kety-Schmidt","Whole Brain (direct measurement)",23.2,9,124.6,25.4,37.9,8.5,"Kaufman__2004"
"Papio","(Van Aken et al., 1986)",6,"Phencyclidine, N 20","Kety-Schmidt","Whole Brain (direct measurement)",24.42,6.53,162.5,44.6,48.3,3.5,"Kaufman__2004"
"Papio","(Van Hemelrijck et al., 1990)",7,"Phencyclidine, N 20","Kety-Schmidt","Whole Brain (direct measurement)",20.76,3.7,90.6,19.7,50.01,4.49,"Kaufman__2004"
"Papio","(Brussel et al., 1991)",8,"Phencyclidine, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,151.8,35.7,55.8,8,"Kaufman__2004"
"Papio","(Pappata et al., 1993)",5,"Midazolam, N 20","PET","Whole Brain (direct measurement)",NA,NA,122.3,15.6,35.6,4.6,"Kaufman__2004"
"Papio","(Sahlin et al., 1986)",11,"Phencyclidine, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,145.5,6.25,58.2,10.7,"Kaufman__2004"
"Papio","(Schumann et al., 1998)",10,"Fentanyl, N 20","PET","Whole Brain (direct measurement)",NA,NA,134.4,16.1,29.3,3,"Kaufman__2004"
"Papio","(TouzanietaL, 1995)",7,"Etomidate, N 20","PET","Whole Brain (direct measurement)",NA,NA,124.6,42.4,32.5,14.6,"Kaufman__2004"
"Papio","(Sahlin et al., 1987)",13,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,143.75,5.8,63.2,4.4,"Kaufman__2004"
"Papio","(Kawamura et al., 1975)",11,"Pentobarbital","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,110.16,10.8,41.3,4.5,"Kaufman__2004"
"Papio","(Aoyagi et al., 1975)",12,"Pentobarbital","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,115.4,12.5,36.5,5.4,"Kaufman__2004"
"Papio","(Harper et al., 1981)",4,"Phencyclidine, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,195.5,12.1,62.6,3.6,"Kaufman__2004"
"Papio","(Young et al., 1996)",4,"Etomidate, N 20","PET","Whole Brain (direct measurement)",NA,NA,148.66,1.04,36.95,9.25,"Kaufman__2004"
"Papio","Present Study",2,"N 20","PET","Whole Brain (direct measurement)",35.52,NA,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Fein, 1975)",19,"N20","Kety-Schmidt","Whole Brain (direct measurement)",32.75,NA,165.18,NA,40.6,NA,"Kaufman__2004"
"M mulatta","(Mehta et al., 1980)",5,"none","Kety-Schmidt","Whole Brain (direct measurement)",61.3,12.3,270.1,60.2,100.6,14.1,"Kaufman__2004"
"M mulatta","(Nemoto et al., 1994)",3,"none","Kety-Schmidt","Whole Brain (direct measurement)",44.9,15.4,265.6,24.1,76.1,20.5,"Kaufman__2004"
"M mulatta","(Yao et al., 1992)",4,"none","Kety-Schmidt","Whole Brain (direct measurement)",43.3,9.6,304.9,32.3,80,12,"Kaufman__2004"
"M mulatta","(Schmidt et al., 1945)",11,"Thiopentone","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,165.18,31.25,46.9,11.7,"Kaufman__2004"
"M mulatta","(Kliefothetal., 1979)",10,"Ketamine","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,151.8,20,48.7,8.5,"Kaufman__2004"
"M mulatta","(Cross et al., 2000)",6,"none","PET","Whole Brain (direct measurement)",34.6,6.9,NA,NA,NA,NA,"Kaufman__2004"
"M fascic","(Rockoff et al., 1980)",10,"none","Kety-Schmidt","Whole Brain (direct measurement)",31.64,11.4,136.16,70.5,43,3.2,"Kaufman__2004"
"Canis","(Michenfelder, 1974)",7,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",26.1,3.3,178.1,37.8,40,10.6,"Kaufman__2004"
"Canis","(Roald etal., 1986a)",6,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",24.6,1.8,208.04,19.6,50.9,9.8,"Kaufman__2004"
"Canis","(Zimmer, 1975)",13,"& Ethylene urea","Kety-Schmidt","Whole Brain (direct measurement)",27.67,3.99,167.4,53,45.6,7.2,"Kaufman__2004"
"Canis","(Hamer etal., 1978)",10,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",28.9,4.3,169.6,34.8,60.3,8.1,"Kaufman__2004"
"Canis","(Sieberetal., 1993)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",44.5,5,205.4,22.3,NA,NA,"Kaufman__2004"
"Canis","(Frizzell et al., 1993)",13,"Isoflurane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",35.9,7.8,147.3,12.1,NA,NA,"Kaufman__2004"
"Canis","(Astrup et al., 1981)",12,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,46.5,4.8,19.6,1.8,"Kaufman__2004"
"Canis","(McPherson et al., 1997)",5,"Isoflurane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,156.25,30,66,17.9,"Kaufman__2004"
"Canis","(McPherson et al., 1997)",6,"Isoflurane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,160.7,8.9,74,7,"Kaufman__2004"
"Canis","(Roald et al., 1986b)",6,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,188.4,40.4,45,12.5,"Kaufman__2004"
"Canis","(Sakabe et al., 1974)",16,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,263.4,64.5,62.7,16.9,"Kaufman__2004"
"Canis","(Nakanishi et al., 1997)",7,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,272.77,9.38,63,5,"Kaufman__2004"
"Canis","(Nakanishi et al., 1997)",7,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,317,17.4,173,26,"Kaufman__2004"
"Canis","(Lanier et al., 1994)",6,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,170.98,17.9,66,8,"Kaufman__2004"
"Canis","(Lanier et al., 1990)",6,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,173.21,7.59,70,6,"Kaufman__2004"
"Canis","(Roald et al., 1991)",6,"Isoflurane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,163.39,10.27,103,15,"Kaufman__2004"
"Canis","(Milde et al., 1990)",18,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,180.8,5.36,83,6,"Kaufman__2004"
"Canis","(Roald etal., 1988)",6,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,141.52,13.4,51.5,6.4,"Kaufman__2004"
"Canis","(Roald et al., 1989)",5,"Isoflurane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,200.45,4.5,58.8,4.8,"Kaufman__2004"
"Canis","(Fleischer et al., 1988)",9,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,236.6,17.9,66,4,"Kaufman__2004"
NA,"(McPherson and Traystman,",NA,NA,NA,"Whole Brain (direct measurement)",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Canis","1988)",12,"Isoflurane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,162.95,17.9,69.5,11,"Kaufman__2004"
"Canis","(Milde et al., 1985)",6,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,246.43,12.1,145,23,"Kaufman__2004"
"Canis","(Lanier et al., 1985)",12,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,191.07,7.4,62.6,4.3,"Kaufman__2004"
"Canis","(Lanier et al., 1986)",12,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,159.2,8,67,6,"Kaufman__2004"
"Canis","(Nugent et al., 1982)",12,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,240.85,13.4,112,11,"Kaufman__2004"
"Canis","(Steen et al., 1983)",6,"Spinal Anesthesia","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,220.98,14.3,56,7,"Kaufman__2004"
"Canis","(Miyauchi et al., 1985)",10,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,267.9,8.9,59,3,"Kaufman__2004"
"Canis","(Artru and Michenfelder, 1980)",14,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,205.4,8.9,78,7,"Kaufman__2004"
"Canis","(Boarini et al., 1984)",10,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,218.75,20,57,4,"Kaufman__2004"
"Canis","(Kassell et al., 1983)",6,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,151.8,17.9,68,6,"Kaufman__2004"
"Canis","(Qureshi et al., 1999)",10,"Pentobarbital","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,73.2,9,22.9,1.9,"Kaufman__2004"
"Canis","(Rhodes et al., 1981)",6,"Pentobarbital","PET","Whole Brain (direct measurement)",NA,NA,159.82,36.2,39.9,8.3,"Kaufman__2004"
"Canis","(Forsman et al., 1986)",6,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,243.3,4,62,11,"Kaufman__2004"
"Canis","(Artru and Michenfelder, 1981)",6,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,220.98,17.9,124,12,"Kaufman__2004"
"Canis","(Chen et al., 1984)",9,"Pentobarbital","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,156.25,26.8,49.5,5.3,"Kaufman__2004"
"Canis","(Sturaitis et al., 1994)",10,"Isoflurane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,151.8,22.3,NA,NA,"Kaufman__2004"
"Canis","(Roth et al., 1970)",12,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,NA,NA,30.8,6.6,"Kaufman__2004"
"Sus","(Poulsen et al., 1997)",7,"Ketamine, Midazolam","PET","Whole Brain (direct measurement)",25.25,3,171,18,37,3,"Kaufman__2004"
"Sus","(Akeson et al., 1992)",9,"Fentanyl, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,194,24,56.1,9.9,"Kaufman__2004"
"Sus","(Miller et al., 1987)",4,"Pentobarbital","Microspheres","Whole Brain (direct measurement)",NA,NA,84.8,26.8,30,10,"Kaufman__2004"
"Sus","(Sakoh et al., 2000)",11,"Fentanyl, Midazolam","PET","Whole Brain (direct measurement)",NA,NA,197,7.7,42.3,1.2,"Kaufman__2004"
"Sus","(Stange et al., 1989)",8,"Droperidol, N 20","Microspheres","Whole Brain (direct measurement)",NA,NA,102.7,50.6,34,17,"Kaufman__2004"
"Sus","(Madsen et al., 1990a)",18,"Ketamine, Midazolam","Microspheres","Whole Brain (direct measurement)",NA,NA,NA,NA,45.6,NA,"Kaufman__2004"
"Lepus","(Drummond et al., 1986)",12,"Morphine, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,143.3,38.8,46.5,27.7,"Kaufman__2004"
"Lepus","(Kaieda et al., 1989)",8,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,165.2,62.5,71,30,"Kaufman__2004"
"Lepus","(Kaieda et al., 1989)",8,"Isoflurane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,120.5,49.1,65,23,"Kaufman__2004"
"Lepus","(Pearce et al., 1981)",38,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,205.4,107.1,48,18.5,"Kaufman__2004"
"Lepus","(Todd etal., 1994)",7,"Isoflurane","Microspheres","Whole Brain (direct measurement)",NA,NA,145.5,46,77,19,"Kaufman__2004"
"Felis","(Van Zijl et al., 1997)",10,"Isoflurane, N 20","NMR","Whole Brain (direct measurement)",21.9,3.3,NA,NA,NA,NA,"Kaufman__2004"
"Felis","(Haller et al., 1990)",7,"Alpha Chloralose","Kety-Schmidt","Whole Brain (direct measurement)",35.2,13.2,147.32,5.4,38,16,"Kaufman__2004"
"Felis","(Unterberg et al., 1988)",7,"Alpha Chloralose","Microspheres","Whole Brain (direct measurement)",32,6,117,14,29.6,2.2,"Kaufman__2004"
"Felis","(Andersen et al., 1988)",24,"Alpha Chloralose","Microspheres","Whole Brain (direct measurement)",29,4,107,13,29.9,2.8,"Kaufman__2004"
"Felis","(Fiat and Kang, 1993)",5,"Pentobarbital","NMR","Whole Brain (direct measurement)",NA,NA,120,60,38,12,"Kaufman__2004"
"Felis","(Kobayashi et al., 1992)",20,"Alpha Chloralose","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,232.14,40.2,60,6,"Kaufman__2004"
"Felis","(Stingele et al., 1996)",9,"Fentanyl","Microspheres","Whole Brain (direct measurement)",NA,NA,258.9,26.8,76,9,"Kaufman__2004"
"Felis","(Frewen et al., 1989)",6,"Ketamine","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,91.1,26.2,52.6,16.7,"Kaufman__2004"
"Felis","(Todd and Drummond, 1984)",18,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,196.4,15.6,51,4,"Kaufman__2004"
"Felis","(Pekar et al., 1995)",7,"Pentobarbital","NMR","Whole Brain (direct measurement)",NA,NA,150,50,NA,NA,"Kaufman__2004"
"Meriones","(Van Uitert and Levy, 1978)",10,"none","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,NA,NA,102,12.6,"Kaufman__2004"
"Rattus","(B linetal., 1991)",10,"none","Sokoloff","Whole Brain (direct measurement)",56.1,7.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Borgstrom et al., 1976)",7,"none","Sokoloff","Whole Brain (direct measurement)",60,15.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Duelli et al., 2000)",5,"none","Sokoloff","Whole Brain (direct measurement)",72,5.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Hawkins et al., 1974)",27,"none","Sokoloff","Whole Brain (direct measurement)",62,8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Schwartz and Crosby, 1985)",6,"none","Sokoloff","Whole Brain (direct measurement)",74,4.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Soncrant et al., 1992)",16,"none","Sokoloff","Whole Brain (direct measurement)",84,2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Linde et al., 1999)",8,"none","Kety-Schmidt","Whole Brain (direct measurement)",66,17,374,84,106,23,"Kaufman__2004"
"Rattus","(Madsen et al., 1998)",31,"none","Kety-Schmidt","Whole Brain (direct measurement)",66,NA,392,NA,108,25,"Kaufman__2004"
"Rattus","(Meldrum and Nilsson, 1976)",10,"none","Kety-Schmidt","Whole Brain (direct measurement)",77,19,440,NA,100,9.5,"Kaufman__2004"
"Rattus","(Takei etal., 1983)",15,"none","Kety-Schmidt","Whole Brain (direct measurement)",92,31,495,85.2,104,15.5,"Kaufman__2004"
"Rattus","(TakeietaL, 1983)",15,"none","Kety-Schmidt","Whole Brain (direct measurement)",97,38.7,485,77.5,107,15.5,"Kaufman__2004"
"Rattus","(Takei etal., 1983)",15,"none","Kety-Schmidt","Whole Brain (direct measurement)",84,27.1,498,89.1,103,11.6,"Kaufman__2004"
"Rattus","(Magata et al., 1995)",7,"Pentobarbital","PET","Whole Brain (direct measurement)",51,14,NA,NA,61,7,"Kaufman__2004"
"Rattus","(Gjedde and Hindfelt, 1975)",6,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,352.7,76.3,106,17.1,"Kaufman__2004"
"Rattus","(Gjedde etal., 1977)",10,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,357.1,84.8,108,6.3,"Kaufman__2004"
"Rattus","(Hauerberg and Juhler, 1997)",8,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,321.4,84.8,130,29,"Kaufman__2004"
"Rattus","(Nemoto et al., 1996a)",17,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,342.19,63.2,111.5,27,"Kaufman__2004"
"Rattus","(Nilsson and Siesjo, 1975)",5,"Fentanyl","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,495.5,17.9,135,13,"Kaufman__2004"
"Rattus","(Harp et al., 1976)",9,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,459.8,8.9,108,5,"Kaufman__2004"
"Rattus","(Harp et al., 1976)",6,"Fentanyl","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,509.82,19.64,133,11,"Kaufman__2004"
"Rattus","(Harp et al., 1976)",8,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,363.39,37.5,136,9,"Kaufman__2004"
"Rattus","(Harp et al., 1976)",6,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,243.75,25,97,8,"Kaufman__2004"
"Rattus","(Carlsson et al., 1976)",5,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,455.4,8.9,121,8,"Kaufman__2004"
"Rattus","(Hemmingsen et al., 1979a)",10,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,549.1,NA,97,NA,"Kaufman__2004"
"Rattus","(Hemmingsen et al., 1979a)",8,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,522.3,NA,107,NA,"Kaufman__2004"
"Rattus","(Hemmingsen et al., 1979a)",9,"Pentobarbital","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,540.2,NA,78,NA,"Kaufman__2004"
"Rattus","(Nilsson and Siesjo, 1976)",8,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,338.39,8.03,79.5,2.4,"Kaufman__2004"
"Rattus","(Dahlgren et al., 1981b)",8,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,391,28,110,11,"Kaufman__2004"
"Rattus","(Hemmingsen et al., 1979b)",7,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,584.8,NA,103,NA,"Kaufman__2004"
"Rattus","(Klementavicius etal., 1996b)",17,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,305.8,31.3,131.8,20.2,"Kaufman__2004"
"Rattus","(Nemoto et al., 1996b)",14,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,346.88,66.3,110.5,28,"Kaufman__2004"
"Rattus","(Fiat and Kang, 1993)",5,"Pentobarbital","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,209,35,140,NA,"Kaufman__2004"
