"Species","Reference","n","Anesthesia","Mode","Region","CMRgl_umol_100g_min","CMRgl_SD","CMRO2_umol_100g_min","CMRO2_SD","CBF_ml_100g_min","CBF_SD","source"
"Homo","Present Study",5,"none","PET","Occipital Cortex",28,5,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(De Voider et al., 1997)",3,"none","PET","Occipital Cortex",36.5,5.7,156.7,23.3,NA,NA,"Kaufman__2004"
"Homo","(Fukuyama et al., 1994)",9,"none","PET","Occipital Cortex",36.6,3.7,111.4,19.8,NA,NA,"Kaufman__2004"
"Homo","(Sasaki et al., 1986)",7,"none","PET","Occipital Cortex",35.4,3.3,174.9,23.1,NA,NA,"Kaufman__2004"
"Homo","(Yamaki et al., 1996)",20,"none","PET","Occipital Cortex",28,2.8,118.3,22.3,NA,NA,"Kaufman__2004"
"Homo","(Bums and Tyrrell, 1992)",4,"none","PET","Occipital Cortex",NA,NA,150.9,12.5,NA,NA,"Kaufman__2004"
"Homo","(Ishiietal., 1996a)",15,"none","PET","Occipital Cortex",NA,NA,194.6,46,NA,NA,"Kaufman__2004"
"Homo","(Ishii et al., 1996b)",14,"none","PET","Occipital Cortex",NA,NA,190.2,29.5,NA,NA,"Kaufman__2004"
"Homo","(Kaisti et al., 2003)",8,"none","PET","Occipital Cortex",NA,NA,187.1,29.9,NA,NA,"Kaufman__2004"
"Homo","(Kaisti et al., 2003)",8,"Sevoflurane","PET","Occipital Cortex",NA,NA,105.8,18.8,NA,NA,"Kaufman__2004"
"Homo","(Langsjo et al., 2003)",10,"none","PET","Occipital Cortex",NA,NA,167,16.5,NA,NA,"Kaufman__2004"
"Homo","(Leenders et al., 1990)",34,"none","PET","Occipital Cortex",NA,NA,155.4,19.6,NA,NA,"Kaufman__2004"
"Homo","(Lenzi et al., 1981)",27,"none","PET","Occipital Cortex",NA,NA,210,NA,NA,NA,"Kaufman__2004"
"Homo","(Meyer et al., 1987)",3,"none","PET","Occipital Cortex",NA,NA,170,NA,NA,NA,"Kaufman__2004"
"Homo","(Pantano et al., 1984)",18,"none","PET","Occipital Cortex",NA,NA,227.7,58,NA,NA,"Kaufman__2004"
"Homo","(Perlmutter et al., 1987)",32,"none","PET","Occipital Cortex",NA,NA,113.4,27.7,NA,NA,"Kaufman__2004"
"Homo","(Tohgi et al., 1998)",6,"none","PET","Occipital Cortex",NA,NA,151.8,17.9,NA,NA,"Kaufman__2004"
"Homo","(Wessen et al., 1997)",6,"none","PET","Occipital Cortex",NA,NA,210,38.5,NA,NA,"Kaufman__2004"
"Homo","(Yamaguchi et al., 1986)",14,"none","PET","Occipital Cortex",NA,NA,162.5,22.5,NA,NA,"Kaufman__2004"
"Homo","(Yamaguchi et al., 1992a)",10,"none","PET","Occipital Cortex",NA,NA,159.8,26.3,NA,NA,"Kaufman__2004"
"Papio","(Kiyosawa et al., 1989)",9,"Phencyclidine","PET","Occipital Cortex",24.4,3.3,NA,NA,NA,NA,"Kaufman__2004"
"Papio","(Meguro et al., 1999)",8,"Phencyclidine","PET","Occipital Cortex",31.6,5.1,NA,NA,NA,NA,"Kaufman__2004"
"Papio","(Millien et al., 2002)",10,"Phencyclidine","PET","Occipital Cortex",35,10.6,NA,NA,NA,NA,"Kaufman__2004"
"Papio","(Yamaguchi et al., 1990)",4,"Phencyclidine","PET","Occipital Cortex",23.1,3.4,NA,NA,NA,NA,"Kaufman__2004"
"Papio","Present Study",2,"N 20","PET","Occipital Cortex",33.7,5.1,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Cross et al., 2000)",6,"none","PET","Occipital Cortex",37.5,8.9,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Noda et al., 2002)",6,"none","PET","Occipital Cortex",39.7,9.4,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Palombo et al., 1988)",3,"none","Sokoloff","Occipital Cortex",65,4.3,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Palombo et al., 1990)",4,"none","Sokoloff","Occipital Cortex",66,4,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Porrino et al., 1987)",3,"none","Sokoloff","Occipital Cortex",63.5,2,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Enlund et al., 1997)",4,"Ketamine","PET","Occipital Cortex",NA,NA,247.5,24,NA,NA,"Kaufman__2004"
"M fascic","(Lyons et al., 1996)",3,"none","Sokoloff","Occipital Cortex",58,5.2,NA,NA,NA,NA,"Kaufman__2004"
"M fascic","(Schwartzman et al., 1988)",6,"none","Sokoloff","Occipital Cortex",60.8,7.3,NA,NA,NA,NA,"Kaufman__2004"
"Saimiri","(Delgado-Zygmunt et al., 1993)",4,"Fentanyl, N 20","Sokoloff","Occipital Cortex",46,12,NA,NA,NA,NA,"Kaufman__2004"
"Lepus","(Passero et al., 1981)",5,"none","Sokoloff","Occipital Cortex",76.4,19.7,NA,NA,NA,NA,"Kaufman__2004"
"Felis","(Petitjean et al., 1982)",4,"none","Sokoloff","Occipital Cortex",58,8,NA,NA,NA,NA,"Kaufman__2004"
"Felis","(Triolo et al., 1990)",6,"N 20","Sokoloff","Occipital Cortex",37,4.6,NA,NA,NA,NA,"Kaufman__2004"
"Meriones","(Choki et al., 1983)",6,"none","Sokoloff","Occipital Cortex",69.4,20.6,NA,NA,NA,NA,"Kaufman__2004"
"Meriones","(Choki et al., 1984)",3,"N 20","Sokoloff","Occipital Cortex",123,38,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bassant et al., 1996)",7,"none","Sokoloff","Occipital Cortex",97,7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bassant et al., 1996)",8,"none","Sokoloff","Occipital Cortex",78,4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Blin et al., 1991)",10,"none","Sokoloff","Occipital Cortex",82.6,9.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bryan et al., 1983)",6,"none","Sokoloff","Occipital Cortex",71,7.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bryan and Lehman, 1988)",10,"none","Sokoloff","Occipital Cortex",87,6.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crane and Porrino, 1989)",6,"none","Sokoloff","Occipital Cortex",98,4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crane and Porrino, 1989)",6,"none","Sokoloff","Occipital Cortex",98,2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crosby et al., 1982)",8,"none","Sokoloff","Occipital Cortex",94,8.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crosby et al., 1984)",5,"none","Sokoloff","Occipital Cortex",81,8.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crosby et al., 1984)",5,"N 20","Sokoloff","Occipital Cortex",100,8.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Cudennec et al., 1997)",7,"none","Sokoloff","Occipital Cortex",114,13.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Dam et al., 1990)",5,"none Sokoldff 92.0 17.9","","Occipital Cortex",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Davis et al., 1986)",10,"none","Sokoloff","Occipital Cortex",94,14.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Dow-Edwards et al., 1986)",4,"none","Sokoloff","Occipital Cortex",110,14,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Duelli et al., 2000)",5,"none","Sokoloff","Occipital Cortex",95.6,8.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Eintrei et al., 1999)",6,"none","Sokoloff","Occipital Cortex",93,9.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Frietsch et al., 2000)",12,"none","Sokoloff","Occipital Cortex",84,12,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Frietsch et al., 2000)",12,"Isoflurane","Sokoloff","Occipital Cortex",41,9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Furlow et al., 1983)",5,"none","Sokoloff","Occipital Cortex",82,20,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Hakim et al., 1983)",7,"none","Sokoloff","Occipital Cortex",103,10.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Hawkins et al., 1979)",19,"none","Sokoloff","Occipital Cortex",107,21.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Hawkins et al., 1985)",9,"none","Sokoloff","Occipital Cortex",96,9.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Ingvar et al., 1980)",10,"N 20","Sokoloff","Occipital Cortex",65,9.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Ingvar and Siesjo, 1982)",6,"none","Sokoloff","Occipital Cortex",69,9.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Ingvar and Siesjo, 1982)",10,"N 20","Sokoloff","Occipital Cortex",66,9.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Lear et al., 1981)",4,"none","Sokoloff","Occipital Cortex",122,26,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Lenz et al., 1998)",6,"none","Sokoloff","Occipital Cortex",79,5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Lu et al., 1983)",10,"none","Sokoloff","Occipital Cortex",84,9.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(MacNeill and Bryan, 1988)",10,"none","Sokoloff","Occipital Cortex",95,6.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Maekawa et al., 1986)",6,"none","Sokoloff","Occipital Cortex",75,8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Nehlig et al., 1985)",6,"none","Sokoloff","Occipital Cortex",117,14.7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Ori et al., 1986)",6,"none","Sokoloff","Occipital Cortex",94,19.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(O rzietal., 1983)",5,"none","Sokoloff","Occipital Cortex",98,15.7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Otori et al., 2003)",6,"none","Sokoloff","Occipital Cortex",74.3,20.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Poindessous-Jazat et al., 1998)",7,"none","Sokoloff","Occipital Cortex",97,9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Poindessous-Jazat et al., 1998)",NA,"none","Sokoloff","Occipital Cortex",83.3,10,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Sakurada et al., 1978)",5,"N 20","Sokoloff","Occipital Cortex",76,4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Savaki et al., 1983)",7,"none","Sokoloff","Occipital Cortex",83,10.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Schwartz and Crosby, 1985)",6,"none","Sokoloff","Occipital Cortex",116,17.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(",NA,"","Sokoloff","Occipital Cortex",1977,10,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Soncrant et al., 1992)",16,"none","Sokoloff","Occipital Cortex",96.2,16,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Wechsler et al., 1979)",5,"none","Sokoloff","Occipital Cortex",102,17.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Walker et al., 1999)",5,"none","Sokoloff","Occipital Cortex",114.4,5,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Jay etal., 1985)",8,"none","Sokoloff","Occipital Cortex",89,17,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Niwa et al., 2002)",6,"none","Sokoloff","Occipital Cortex",124,9,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Niwa et al., 2002)",6,"none","Sokoloff","Occipital Cortex",125,15,NA,NA,NA,NA,"Kaufman__2004"
"Mus","1981)",4,"none","Sokoloff","Occipital Cortex",53,10,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Yamaguchi et al., 1992b)",6,"none","Sokoloff","Occipital Cortex",70.4,NA,NA,NA,NA,NA,"Kaufman__2004"
