Species,Reference,n,Anesthesia,Mode,Glucose,Glucose_SD,Oxygen,Oxygen_SD,BloodFlow,BloodFlow_SD
Homo,"(Wessen et al., 1997)",6,none,PET,,,238.0,30.0,,
Homo,"(Yamaguchi et al., 1986)",14,none,PET,,,176.8,28.3,,
Papio,"(Meguro et al., 1999)",8,"Phencyclidine, N 20",PET,47.7,6.1,,,,
Papio,Present Study,2,70% N 20,PET,44.6,5.8,,,,
M mulatta,"(Brownell et al., 1994)",2,Ketamine,PET,50.6,2.4,,,,
M mulatta,"(Enlund et al., 1997)",4,"Ketamine, N 20",PET,37.1,8.1,,,,
M mulatta,"(Palombo et al., 1988)",3,none,Sokoloff,40.0,3.0,,,,
M mulatta,"(Palombo et al., 1990)",4,none,Sokoloff,51.3,4.0,,,,
M mulatta,"(Palombo et al., 1991)",4,none,Sokoloff,46.0,3.0,,,,
M mulatta,"(Porrino et al., 1987)",3,none,Sokoloff,40.8,3.0,,,,
M mulatta,"(Noda et al., 2002)",6,none,PET,40.9,9.1,,,60.5,11.1
M mulatta,"(Cross et al., 2000)",6,none,PET,,,255.0,32.0,,
M fascic,"(Brownell et al., 1994)",1,Ketamine,PET,57.8,4.8,,,,
M fascic,"(Deuel and Collins, 1984)",4,none,Sokoloff,55.8,,,,,
M fascic,"(Kennedy et al., 1978)",7,none,Sokoloff,45.5,,,,,
M fascic,"(Kuge et al., 2001)",4,"Sevoflurane, N 20",PET,35.5,8.8,,,,
M fascic,"(Lyons et al., 1996)",3,none,Sokoloff,42.2,3.0,,,,
M fascic,"(Schwartzman et al., 1988)",6,none,Sokoloff,38.0,1.6,,,,
Saimiri,1993),4,"Fentanyl, N 20",Sokoloff,97.0,6.0,,,,
Sus,"(Manohar, 1986)",6,none,Microspheres,,,,,102.6,5.8
Sus,"(Manohar, 1986)",6,Sevoflurane,MicTospheres,,,,,86.0,7.3
Sus,"(Manohar, 1986)",6,Sevoflurane,Microspheres,,,,,83.7,7.2
Lepus,"(Passero et al., 1981)",5,none,Sokoloff,58.7,3.6,,,,
Felis,"(Hovda et al., 1996)",7,none,Sokoloff,59.4,12.0,,,,
Felis,"(Petitjean et al., 1982)",4,none,Sokoloff,49.7,7.0,,,,
Felis,"(Triolo et al., 1990)",6,N 20,Sokoloff,37.3,1.6,,,,
Meriones,"(Paschen et al., 1992)",5,none,Sokoloff,75.0,nr,,,,
Rattus,"(Bassant et al., 1996)",7,none,Sokoloff,68.0,6.0,,,,
Rattus,"(Bassant et a l, 1996)",8,none,Sokoloff,56.5,6.0,,,,
Rattus,"(Blin et al., 1991)",10,none,Sokoloff,62.8,7.7,,,,
Rattus,"(Bryan et al., 1983)",6,none,Sokoloff,60.0,1.0,,,,
Rattus,"(Bryan and Lehman, 1988)",10,none,Sokoloff,58.0,1.5,,,,
Rattus,"(Crane andPorrino, 1989)",6,none,Sokoloff,81.5,1.5,,,,
Rattus,"(Crane and Porrino, 1989)",6,none,Sokoloff,82.0,2.0,,,,
Rattus,"(Crosby et al., 1982)",8,none,Sokoloff,74.5,2.5,,,,
Rattus,"(Crosby et al., 1984)",5,none,Sokoloff,67.5,2.5,,,,
Rattus,"(Crosby et al., 1984)",5,N 20,Sokoloff,82.5,4.0,,,,
Rattus,"(Cudennec et al., 1997)",7,none,Sokoloff,81.5,3.0,,,,
Rattus,"(Dam et al., 1990)",5,none,Sokoloff,65.0,7.5,,,,
Rattus,"(Davis et al., 1986)",10,none,Sokoloff,69.0,3.8,,,,
Rattus,"(Dow-Edwards et al., 1986)",4,none,Sokoloff,83.5,2.5,,,,
Rattus,"(Eintrei et al., 1999)",6,none,Sokoloff,81.5,3.0,,,,
Rattus,"(Fomai and Orzi, 2001)",5,none,Sokoloff,69.7,9.0,,,,
Rattus,"(Freedland et al., 2002)",5,none,Sokoloff,83.8,3.0,,,,
Rattus,"(Frietsch et al., 2000)",12,none,Sokoloff,63.5,6.5,,,,
Rattus,"(Frietsch et al., 2000)",12,Isoflurane,Sokoloff,32.0,5.5,,,,
Rattus,"(Furlow et al., 1983)",5,none,Sokoloff,66.0,14.0,,,,
Rattus,"(Grome and McCulloch, 1983) 6",,none,Sokoloff,68.0,2.5,,,,
Rattus,"(Hakim et al., 1983)",7,none,Sokoloff,79.5,4.5,,,,
Rattus,"(Hawkins et al., 1979)",19,none,Sokoloff,85.0,3.0,,,,
Rattus,"(Hawkins et al., 1985)",9,none,Sokoloff,72.0,1.5,,,,
Rattus,"(Ingvar et al., 1980)",10,N 20,Sokoloff,80.0,4.0,,,,
Rattus,"(Ingvar and Siesjo, 1982)",6,none,Sokoloff,51.5,1.5,,,,
Rattus,"(Ingvar and Siesjo, 1982)",10,N 20,Sokoloff,53.0,2.5,,,,
Rattus,"(Kadekaro et al., 1983)",7,none,Sokoloff,75.5,2.5,,,,
Rattus,"(Lenz et al., 1998)",6,none,Sokoloff,60.5,7.5,,,,
Rattus,"(L uetal., 1983)",10,none,Sokoloff,60.5,2.5,,,,
Rattus,"(MacNeill and Bryan, 1988)",10,none,Sokoloff,85.0,2.0,,,,
Rattus,"(Maekawa et al., 1986)",6,none,Sokoloff,60.5,9.5,,,,
Rattus,"(Moore et al., 2000)",6,none,PET,84.5,17.0,,,,
Rattus,"(Moore et al., 2000)",6,none,PET,75.8,12.6,,,,
Rattus,"(Nehlig et al., 1985)",6,none,PET,76.5,2.5,,,,
Rattus,"(Ori et al., 1986)",6,none,Sokoloff,64.5,2.5,,,,
Rattus,"(Orzi et al., 1983)",5,none,Sokoloff,75.5,6.0,,,,
Rattus,"(Otori et al., 2003)",6,none,Sokoloff,56.7,13.0,,,,
Rattus,1998),7,none,Sokoloff,73.5,8.0,,,,
Rattus,1998),5,none,Sokoloff,59.0,7.0,,,,
Rattus,"(Savaki et al., 1983)",7,none,Sokoloff,67.0,3.0,,,,
Rattus,"(Schwartz and Crosby, 1985) 6",,none,Sokoloff,74.5,3.0,,,,
Rattus,(,,,Sokoloff,1977,10,84.5,2.5,,
Rattus,"(Wechsler et al., 1979)",5,none,Sokoloff,81.0,4.0,,,,
Rattus,"(Grome and McCulloch, 1981) 16",,none,Sokoloff,65.0,1.5,,,,
Rattus,"(Whitlow et al., 2002)",5,none,Sokoloff,91.8,4.0,,,,
Rattus,"(Walker et al., 1999)",5,none,Sokoloff,85.9,5.2,,,,
Rattus,"(Lear et al., 1981)",4,none,Sokoloff,,,,,112.0,18.0
Rattus,"(Cremer and Seville, 1983)",8,none,Sokoloff,,,,,123.0,7.0
Mus,"(Jay etal., 1985)",8,none,Sokoloff,66.5,3.0,,,,
Mus,"(Niwa et al., 2002)",6,none,Sokoloff,118.5,18.5,,,,
Mus,"(Niwa et al., 2002)",6,none,Sokoloff,119.0,18.0,,,,
Mus,"(Yamaguchi et a l, 1992b)",6,none,Sokoloff,54.7,2.6,,,,
Mus,"(Zocchi et al., 2001)",4,none,Sokoloff,73,4,5.2,,,
Mus,"(Zocchi et al., 2001)",6,none,Sokoloff,50.9,4.5,,,,
