"Species","Reference","n","Anesthesia","Mode","Region","CMRgl_umol_100g_min","CMRgl_SD","CMRO2_umol_100g_min","CMRO2_SD","CBF_ml_100g_min","CBF_SD","source"
"Homo","(Gilman et al., 1990)",10,"none","PET","Neocortex",34.1,6.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Hasselbalch et al., 1994)",9,"none","PET","Neocortex",29.4,5.4,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Haxby et al., 1985)",26,"none","PET","Neocortex",27.8,7.2,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Heiss et al., 1985)",6,"none","PET","Neocortex",41.1,2.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Hirono et al., 2000)",15,"none","PET","Neocortex",40.7,6.3,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Hu et al., 2000)",9,"none","PET","Neocortex",48,7.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Ishii et al., 1998)",22,"none","PET","Neocortex",40.9,5.1,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Kaye et al., 1990)",12,"none","PET","Neocortex",31.8,5,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Kuhl etal., 1979)",8,"none","PET","Neocortex",37.8,4.3,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Kuhl et al., 1982)",25,"none","PET","Neocortex",36.6,8.3,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Ludolph et al., 1992)",12,"none","PET","Neocortex",44.1,9,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Martinot et al., 1990)",8,"none","PET","Neocortex",36.1,6.8,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Mazziotta et al., 1981)",7,"none","PET","Neocortex",42.8,10.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(McNamara et al., 1987)",14,"none","PET","Neocortex",33.7,7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Perani et al., 1995)",15,"none","PET","Neocortex",36.4,4.3,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Phillips et al., 1991)",14,"none","PET","Neocortex",37.1,7.2,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Redies et al., 1989)",4,"none","PET","Neocortex",30,4,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Sachs et al., 1986)",25,"none","PET","Neocortex",45.1,6.2,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Schapiro et al., 1990)",13,"none","PET","Neocortex",49.6,7.3,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Tedeschi et al., 1995)",11,"none","PET","Neocortex",33.4,2.6,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Tommasino et al., 1995)",10,"none","PET","Neocortex",37.5,5,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Volkow et al., 1992)",11,"none","PET","Neocortex",38.4,4.5,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Wolkin et al., 1988)",8,"none","PET","Neocortex",40.9,5.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Wu et al., 1992)",15,"none","PET","Neocortex",24,6.6,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Yoshii et al., 1988)",30,"none","PET","Neocortex",42.9,12.1,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Yoshii et al., 1988)",46,"none","PET","Neocortex",37.3,8.3,NA,NA,NA,NA,"Kaufman__2004"
"Homo","Present Study",5,"none","PET","Neocortex",34.7,5.2,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(De Voider et al., 1997)",3,"none","PET","Neocortex",37,6.4,157,24.4,48.9,4.8,"Kaufman__2004"
"Homo","(Frackowiak et al., 1988)",7,"none","PET","Neocortex",27.4,2.4,153,14.5,43.9,7.4,"Kaufman__2004"
"Homo","(Hatazawa et al., 1988)",7,"none","PET","Neocortex",28.7,5.4,139.7,25.9,44.2,4.2,"Kaufman__2004"
"Homo","(Yamaki et al., 1996)",20,"none","PET","Neocortex",38.9,4.4,147.3,22,43,7,"Kaufman__2004"
"Homo","(Shishido et al., 1996)",7,"none","PET","Neocortex",33.5,4.3,147,13.3,44.9,3.9,"Kaufman__2004"
"Homo","(Sasaki et al., 1986)",7,"none","PET","Neocortex",35.6,3.8,149.6,16.4,42.2,4.1,"Kaufman__2004"
"Homo","(Yamaguchi etal., 1986)",14,"none","PET","Neocortex",NA,NA,154.5,17.9,42.6,7.8,"Kaufman__2004"
"Homo","(Yamaguchi et al., 1992a)",10,"none","PET","Neocortex",NA,NA,146.9,22.3,47.5,6.9,"Kaufman__2004"
"Homo","(Leenders et al., 1990)",34,"none","PET","Neocortex",NA,NA,138.8,13.8,42.8,7,"Kaufman__2004"
"Homo","(Hayashi et al., 2000)",16,"none","PET","Neocortex",NA,NA,147.3,17.9,46.1,8.6,"Kaufman__2004"
"Homo","(Perlmutter et al., 1987)",32,"none","PET","Neocortex",NA,NA,122,30.6,NA,NA,"Kaufman__2004"
"Homo","(Tohgi et al., 1998)",6,"none","PET","Neocortex",NA,NA,145.1,20.1,NA,NA,"Kaufman__2004"
"Homo","(Wessen et al., 1997)",6,"none","PET","Neocortex",NA,NA,211.4,33.4,NA,NA,"Kaufman__2004"
"Papio","(MacKenzie et al., 1976)",6,"Phencyclidine, N 20","Kety-Schmidt","Neocortex",33.1,NA,145,NA,52.3,NA,"Kaufman__2004"
"Papio","Present Study",2,"N 20","PET","Neocortex",49,6.4,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Cross et al., 2000)",6,"none","PET","Neocortex",37.2,7.9,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Palombo et al., 1991)",4,"none","PET","Neocortex",51.1,3,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","(Enlund et al., 1997)",4,"Ketamine, N 20","PET","Neocortex",NA,NA,218.9,23.5,58.5,10.4,"Kaufman__2004"
"M mulatta","(Noda et al., 2002)",6,"none","PET","Neocortex",NA,NA,NA,NA,53,7.5,"Kaufman__2004"
"M fascic","(Kennedy et al., 1978)",7,"none","Sokoloff","Neocortex",55.8,3,NA,NA,NA,NA,"Kaufman__2004"
"M fascic","(Kuge et al., 2001)",4,"Sevoflurane, N 20","PET","Neocortex",NA,NA,NA,NA,34,NA,"Kaufman__2004"
"Saimiri","(Delgado-Zygmunt et al., 1993)",4,"Fentanyl, N 20","Sokoloff","Neocortex",NA,NA,NA,NA,114,NA,"Kaufman__2004"
"Sus","(Miller et al., 1987)",4,"Pentobarbital","Microspheres","Neocortex",NA,NA,NA,NA,29,5,"Kaufman__2004"
"Sus","(Manohar, 1986)",6,"342.0 20.1 108.2 6.3",NA,"Neocortex",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Sus","(Manohar, 1986)",6,"Sevoflurane 171.9 7.6 68.4 3.5",NA,"Neocortex",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Sus","(Manohar, 1986)",6,"Sevoflurane 162.5 19.2 77.7 8.7",NA,"Neocortex",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Lepus","(Passero et al., 1981)",5,"none","Sokoloff","Neocortex",77.4,8,NA,NA,NA,NA,"Kaufman__2004"
"Lepus","(Drummond et al., 1986)",12,"Morphine 55.0 12.0",NA,"Neocortex",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Lepus","(Kaieda et al., 1989)",8,"Halothane 69.0 23.0",NA,"Neocortex",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Lepus","(Kaieda et al., 1989)",8,"Isoflurane 41.0 16.0",NA,"Neocortex",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Felis","Hovda",7,"none","Sokoloff","Neocortex",77.6,12.4,NA,NA,NA,NA,"Kaufman__2004"
"Felis","Petitjean 82",4,"none","Sokoloff","Neocortex",47,11.8,NA,NA,NA,NA,"Kaufman__2004"
"Felis","Triolo 90",6,"N20","Sokoloff","Neocortex",40.8,4.2,NA,NA,NA,NA,"Kaufman__2004"
"Gerbil","(Mies et al., 1984)",2,"none","Sokoloff","Neocortex",97.4,8,NA,NA,135.6,NA,"Kaufman__2004"
"Gerbil","(Paschen et al., 1992)",5,"none","Sokoloff","Neocortex",70,NA,NA,NA,90,NA,"Kaufman__2004"
"Gerbil","(Suzuki et al., 1983)",7,"Halothane","Sokoloff","Neocortex",NA,NA,NA,NA,137,NA,"Kaufman__2004"
"Gerbil","(Mies et al., 1990)",4,"Halothane","Sokoloff","Neocortex",NA,NA,NA,NA,131.5,NA,"Kaufman__2004"
"Rattus","(Bassant et al., 1996)",7,"none","Sokoloff","Neocortex",98.2,8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bassant et al., 1996)",8,"none","Sokoloff","Neocortex",87.2,9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Blin et al., 1991)",10,"none","Sokoloff","Neocortex",79.4,9.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Borgstrom et al., 1976)",7,"none","Sokoloff","Neocortex",77,15.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bryan etal., 1983)",6,"none","Sokoloff","Neocortex",81,9.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bryan and Lehman, 1988)",10,"none","Sokoloff","Neocortex",92.5,7.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Chang et al., 2001)",8,"none","Sokoloff","Neocortex",96,21.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crane and Porrino, 1989)",6,"none","Sokoloff","Neocortex",115.3,2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crane and Porrino, 1989)",6,"none","Sokoloff","Neocortex",111.6,3.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crosby et al., 1982)",8,"none","Sokoloff","Neocortex",95.8,9.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crosby et al., 1984)",5,"none","Sokoloff","Neocortex",96.7,7.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Crosby et al., 1984)",5,"N20","Sokoloff","Neocortex",103.3,9.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Cudennec et al., 1997)",7,"none","Sokoloff","Neocortex",123.8,15.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Dam etal., 1990)",5,"none","Sokoloff","Neocortex",99,18.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Davis et al., 1986)",10,"none","Sokoloff","Neocortex",93.8,14.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Dow-Edwards et al., 1986)",4,"none","Sokoloff","Neocortex",120.8,11.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Duelli et al., 2000)",5,"none","Sokoloff","Neocortex",91.1,6.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Eintrei et al., 1999)",6,"none","Sokoloff","Neocortex",106,9.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Fomai and Orzi, 2001)",5,"none","Sokoloff","Neocortex",89.9,9.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Freedland et al., 2002)",5,"none","Sokoloff","Neocortex",120,10.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Frietsch et al., 2000)",12,"none","Sokoloff","Neocortex",95.8,10.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Frietsch et al., 2000)",12,"Isoflurane","Sokoloff","Neocortex",38.8,6.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Furlow et al., 1983)",5,"none","Sokoloff","Neocortex",80.3,19.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Grome and McCulloch, 1983)",6,"none","Sokoloff","Neocortex",96.8,10.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Hakim et al., 1983)",7,"none","Sokoloff","Neocortex",122.2,18.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Hawkins et al., 1979)",19,"none","Sokoloff","Neocortex",113.5,21.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Hawkins et al., 1985)",9,"none","Sokoloff","Neocortex",100,8.7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Ingvar et al., 1980)",10,"N 20","Sokoloff","Neocortex",72.6,9.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Ingvar and Siesjo, 1982)",6,"none","Sokoloff","Neocortex",70.2,5.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Ingvar and Siesjo, 1982)",10,"N 20","Sokoloff","Neocortex",69.3,10.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Kadekaro et al., 1983)",7,"none","Sokoloff","Neocortex",112,8.7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Katsumata et al., 2001)",5,"none","Sokoloff","Neocortex",89.2,11.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Knapp et al., 2002)",8,"none","Sokoloff","Neocortex",97,NA,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Lenz et al., 1998)",6,"none","Sokoloff","Neocortex",85.8,9.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Lu et al., 1983)",10,"none","Sokoloff","Neocortex",93.5,8.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(MacNeill and Bryan, 1988)",10,"none","Sokoloff","Neocortex",98,7.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Maekawa et al., 1986)",6,"none","Sokoloff","Neocortex",81.5,8.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Moore et al., 2000)",6,"none","PET","Neocortex",77,9.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Moore et al., 2000)",6,"none","PET","Neocortex",63.1,11.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Nehlig et al., 1985)",6,"none","Sokoloff","Neocortex",118.7,13,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(O rietal., 1986)",6,"none","Sokoloff","Neocortex",96.8,12.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Orzi et al., 1983)",5,"none","Sokoloff","Neocortex",99.5,14.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Otori et al., 2003)",6,"none","Sokoloff","Neocortex",75.4,20.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Ouchi et al., 1996)",5,"Pentobarbital","PET","Neocortex",65.7,1.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Poindessous-Jazat et al., 1998)",7,"none","Sokoloff","Neocortex",103.1,8.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Poindessous-Jazat et al., 1998)",5,"none","Sokoloff","Neocortex",91,13.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Sakurada et al., 1978)",5,"N 20","Sokoloff","Neocortex",86.4,3.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Savaki et al., 1983)",7,"none","Sokoloff","Neocortex",91.4,13,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Schwartz and Crosby, 1985)",6,"none","Sokoloff","Neocortex",115.3,14.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(",NA,NA,"Sokoloff","Neocortex",1977,10,124.4,3.6,NA,NA,"Kaufman__2004"
"Rattus","(Soncrant et al., 1992)",16,"none","Sokoloff","Neocortex",93.5,13.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Wechsler et al., 1979)",5,"none","Sokoloff","Neocortex",124,20.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Grome and McCulloch, 1981)",16,"none","Sokoloff","Neocortex",98.3,5.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Whitlow et al., 2002)",5,"none","Sokoloff","Neocortex",123,7.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Walker et al., 1999)",5,"none","Sokoloff","Neocortex",117.9,6.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Lear et al., 1981)",4,"none","Sokoloff","Neocortex",115,23,NA,NA,124.5,26,"Kaufman__2004"
"Rattus","(Mies et al., 1981)",6,"Halothane","Sokoloff","Neocortex",67.2,5.1,NA,NA,77.5,4.7,"Kaufman__2004"
"Rattus","(Baughman et al., 1990)",20,"none","Kety-Schmidt","Neocortex",NA,NA,464.3,93.8,130.5,53.7,"Kaufman__2004"
"Rattus","(Gjedde et al., 1977)",10,"N 20","Kety-Schmidt","Neocortex",NA,NA,263.4,26.8,145,10,"Kaufman__2004"
"Rattus","(Naughton et al., 1985)",7,"N 20","Kety-Schmidt","Neocortex",NA,NA,452.2,8.9,170,4,"Kaufman__2004"
"Rattus","(Norberg and Siesjo, 1974)",6,"N 20","Kety-Schmidt","Neocortex",NA,NA,455.4,32.6,100,7.3,"Kaufman__2004"
"Rattus","(Cremer and Seville, 1983)",8,"none","Kety-Schmidt","Neocortex",NA,NA,NA,NA,193.8,36.8,"Kaufman__2004"
"Mus","(Bouilleret et al., 2000)",4,"none","Sokoloff","Neocortex",116.7,10.3,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Ito et al., 1994)",5,"none","Sokoloff","Neocortex",94,13.4,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Jay et al., 1985)",8,"none","Sokoloff","Neocortex",92.6,13.6,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Niwa et al., 2002)",6,"none","Sokoloff","Neocortex",132.8,11.6,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Niwa et al., 2002)",6,"none","Sokoloff","Neocortex",130.2,17,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Nowaczyk and Des Rosiers, 1981)",4,"none","Sokoloff","Neocortex",63,11,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Yamaguchi et al., 1992b)",6,"none","Sokoloff","Neocortex",74.2,9.1,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Zocchi et al., 2001)",4,"none","Sokoloff","Neocortex",88.8,5.6,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Zocchi et al., 2001)",6,"none","Sokoloff","Neocortex",65,6.2,NA,NA,NA,NA,"Kaufman__2004"
