Species,Reference,n,Anesthesia,Mode,Glucose,Glucose_SD,Oxygen,Oxygen_SD,BloodFlow,BloodFlow_SD
Canis,"(Forsman et al., 1986)",6,"Halothane, N 20",Kety-Schmidt,,,243.30,4.00,62.00,11.00
Canis,"(Artru and Michenfelder, 1981)",6,"Halothane, N 20",Kety-Schmidt,,,220.98,17.90,124.00,12.00
Canis,"(Chen et al., 1984)",9,Pentobarbital,Kety-Schmidt,,,156.25,26.80,49.50,5.30
Canis,"(Sturaitis et al., 1994)",10,Isoflurane,Kety-Schmidt,,,151.80,22.30,,
Canis,"(Roth et al., 1970)",12,none,Microspheres,,,,,30.80,6.60
Sus,"(Poulsen et al., 1997)",7,"Ketamine, Midazolam",PET,25.25,3.00,171.00,18.00,37.00,3.00
Sus,"(Akeson et al., 1992)",9,"Fentanyl, N 20",Kety-Schmidt,,,194.00,24.00,56.10,9.90
Sus,"(Miller et al., 1987)",4,Pentobarbital,Microspheres,,,84.80,26.80,30.00,10.00
Sus,"(Sakoh et al., 2000)",11,"Fentanyl, Midazolam",PET,,,197.00,7.70,42.30,1.20
Sus,"(Stange et al., 1989)",8,"Droperidol, N 20",Microspheres,,,102.70,50.60,34.00,17.00
Sus,"(Madsen et al., 1990a)",18,"Ketamine, Midazolam",Microspheres,,,,,45.60,
Lepus,"(Drummond et al., 1986)",12,"Morphine, N 20",Kety-Schmidt,,,143.30,38.80,46.50,27.70
Lepus,"(Kaieda et al., 1989)",8,Halothane,Kety-Schmidt,,,165.20,62.50,71.00,30.00
Lepus,"(Kaieda et al., 1989)",8,Isoflurane,Kety-Schmidt,,,120.50,49.10,65.00,23.00
Lepus,"(Pearce et al., 1981)",38,Halothane,Kety-Schmidt,,,205.40,107.10,48.00,18.50
Lepus,"(Todd etal., 1994)",7,Isoflurane,Microspheres,,,145.50,46.00,77.00,19.00
Felis,"(Van Zijl et al., 1997)",10,"Isoflurane, N 20",NMR,21.90,3.30,,,,
Felis,"(Haller et al., 1990)",7,Alpha Chloralose,Kety-Schmidt,35.20,13.20,147.32,5.40,38.00,16.00
Felis,"(Unterberg et al., 1988)",7,Alpha Chloralose,Microspheres,32.00,6.00,117.00,14.00,29.60,2.20
Felis,"(Andersen et al., 1988)",24,Alpha Chloralose,Microspheres,29.00,4.00,107.00,13.00,29.90,2.80
Felis,"(Fiat and Kang, 1993)",5,Pentobarbital,NMR,,,120.00,60.00,38.00,12.00
Felis,"(Kobayashi et al., 1992)",20,Alpha Chloralose,Kety-Schmidt,,,232.14,40.20,60.00,6.00
Felis,"(Stingele et al., 1996)",9,Fentanyl,Microspheres,,,258.90,26.80,76.00,9.00
Felis,"(Frewen et al., 1989)",6,Ketamine,Kety-Schmidt,,,91.10,26.20,52.60,16.70
Felis,"(Todd and Drummond, 1984)",18,N 20,Kety-Schmidt,,,196.40,15.60,51.00,4.00
Felis,"(Pekar et al., 1995)",7,Pentobarbital,NMR,,,150.00,50.00,,
Meriones,"(Van Uitert and Levy, 1978)",10,none,Kety-Schmidt,,,,,102.00,12.60
Rattus,"(B linetal., 1991)",10,none,Sokoloff,56.10,7.10,,,,
Rattus,"(Borgstrom et al., 1976)",7,none,Sokoloff,60.00,15.90,,,,
Rattus,"(Duelli et al., 2000)",5,none,Sokoloff,72.00,5.60,,,,
Rattus,"(Hawkins et al., 1974)",27,none,Sokoloff,62.00,8.00,,,,
Rattus,"(Schwartz and Crosby, 1985)",6,none,Sokoloff,74.00,4.90,,,,
Rattus,"(Soncrant et al., 1992)",16,none,Sokoloff,84.00,2.00,,,,
Rattus,"(Linde et al., 1999)",8,none,Kety-Schmidt,66.00,17.00,374.00,84.00,106.00,23.00
Rattus,"(Madsen et al., 1998)",31,none,Kety-Schmidt,66.00,nr,392.00,nr,108.00,25.00
Rattus,"(Meldrum and Nilsson, 1976)",10,none,Kety-Schmidt,77.00,19.00,440.00,,100.00,9.50
Rattus,"(Takei etal., 1983)",15,none,Kety-Schmidt,92.00,31.00,495.00,85.20,104.00,15.50
Rattus,"(TakeietaL, 1983)",15,none,Kety-Schmidt,97.00,38.70,485.00,77.50,107.00,15.50
Rattus,"(Takei etal., 1983)",15,none,Kety-Schmidt,84.00,27.10,498.00,89.10,103.00,11.60
Rattus,"(Magata et al., 1995)",7,Pentobarbital,PET,51.00,14.00,,,61.00,7.00
Rattus,"(Gjedde and Hindfelt, 1975)",6,N 20,Kety-Schmidt,,,352.70,76.30,106.00,17.10
Rattus,"(Gjedde etal., 1977)",10,N 20,Kety-Schmidt,,,357.10,84.80,108.00,6.30
Rattus,"(Hauerberg and Juhler, 1997)",8,"Halothane, N 20",Kety-Schmidt,,,321.40,84.80,130.00,29.00
Rattus,"(Nemoto et al., 1996a)",17,N 20,Kety-Schmidt,,,342.19,63.20,111.50,27.00
Rattus,"(Nilsson and Siesjo, 1975)",5,Fentanyl,Kety-Schmidt,,,495.50,17.90,135.00,13.00
Rattus,"(Harp et al., 1976)",9,N 20,Kety-Schmidt,,,459.80,8.90,108.00,5.00
Rattus,"(Harp et al., 1976)",6,Fentanyl,Kety-Schmidt,,,509.82,19.64,133.00,11.00
Rattus,"(Harp et al., 1976)",8,Halothane,Kety-Schmidt,,,363.39,37.50,136.00,9.00
Rattus,"(Harp et al., 1976)",6,Halothane,Kety-Schmidt,,,243.75,25.00,97.00,8.00
Rattus,"(Carlsson et al., 1976)",5,N 20,Kety-Schmidt,,,455.40,8.90,121.00,8.00
Rattus,"(Hemmingsen et al., 1979a)",10,N 20,Kety-Schmidt,,,549.10,nr,97.00,nr
Rattus,"(Hemmingsen et al., 1979a)",8,"Halothane, N 20",Kety-Schmidt,,,522.30,nr,107.00,nr
Rattus,"(Hemmingsen et al., 1979a)",9,Pentobarbital,Kety-Schmidt,,,540.20,nr,78.00,nr
Rattus,"(Nilsson and Siesjo, 1976)",8,N 20,Kety-Schmidt,,,338.39,8.03,79.50,2.40
Rattus,"(Dahlgren et al., 1981b)",8,N 20,Kety-Schmidt,,,391.00,28.00,110.00,11.00
Rattus,"(Hemmingsen et al., 1979b)",7,N 20,Kety-Schmidt,,,584.80,nr,103.00,nr
Rattus,"(Klementavicius etal., 1996b)",17,"Halothane, N 20",Kety-Schmidt,,,305.80,31.30,131.80,20.20
Rattus,"(Nemoto et al., 1996b)",14,N 20,Kety-Schmidt,,,346.88,66.30,110.50,28.00
Rattus,"(Fiat and Kang, 1993)",5,Pentobarbital,Kety-Schmidt,,,209.00,35.00,140.00,nr
Rattus,"(Wang et al., 1993)",12,N 20,Kety-Schmidt,,,316.96,13.40,85.00,17.00
Rattus,"(Kochanek et al., 1988)",17,"Halothane, N 20",Kety-Schmidt,,,424.10,55.80,149.00,17.00
Rattus,"(Singh etal., 1992)",16,N 20,Kety-Schmidt,,,455.36,148.40,141.30,40.50
Rattus,"(Kozniewska and Oseka, 1992)",10,Chloral Hydrate,Kety-Schmidt,,,334.80,22.30,85.00,4.00
Rattus,"(Nilsson and Siesjo, 1983)",4,Halothane,Kety-Schmidt,,,321.40,nr,76.00,nr
Rattus,"(Klementavicius et al., 1996a)",10,"Isoflurane, N 20",Kety-Schmidt,,,288.39,95.10,169.88,37.61
Rattus,"(Baughman et al., 1990)",8,N 20,Kety-Schmidt,,,511.16,53.60,,
Rattus,"(Nemoto et al., 1988)",10,N 20,Kety-Schmidt,,,261.16,107.10,,
Rattus,"(Matsumoto et al., 1975)",12,N 20,Kety-Schmidt,,,,,86.00,15.00
Mus,"(Itoh et al., 2001)",5,none,Sokoloff,58.00,6.00,,,117.00,20.00
Mus,"(Kamp et al., 1980)",10,none,Sokoloff,71.60,11.40,,,,
Mus,"(Kamp et al., 1980)",17,none,Sokoloff,65.00,9.00,,,,
Mus,"(Vannucci et al., 1997)",5,none,Sokoloff,77.53,3.40,,,,
Equus,"(Wagerle et al., 1983)",6,none,Microspheres,,,,,68.80,13.50
Equus,"(Busija et al., 1980)",12,none,Microspheres,,,,,62.00,14.50
Ovis,"(Rosenberg et al., 1982)",8,none,Microspheres,,,204.90,21.50,,
Ovis,"(Koehler et al., 1984)",7,none,Microspheres,,,221.00,47.40,,
Ovis,"(Donegan et al., 1985)",3,none,Microspheres,,,245.50,84.00,78.00,17.30
Ovis,"(Iwamoto et al., 1991)",8,none,Microspheres,,,,,66.40,5.80
Ovis,"(Yang and Krasney, 1995)",9,none,Microspheres,,,,,55.00,17.00
Ovis,"(Matalon et al., 1983)",10,none,Microspheres,,,,,60.00,3.50
Capra,"(Schwedler et al., 1982)",17,none Probe 192.40 16.10 77.00 7.00,,,,,,,
Capra,"(Stanley and Chemiack, 1976)",6,none Probe 154.46 4.50,,,,,,,
