Species,Species_printed,Compilation,Table,Region,Region_raw,Measure,Value,SD,n,Units,conscious,ref_raw,ref_keys_str
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,68,NA,7,umol/100g/min,conscious,"(Savaki et al., 1983)",savaki1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,80,NA,6,umol/100g/min,conscious,"(Schwartz and Crosby, 1985)",schwartz1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,1977,NA,NA,umol/100g/min,unknown,(,anonNA
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,58,NA,16,umol/100g/min,conscious,"(Soncrant et al., 1992)",soncrant1992
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,79,NA,5,umol/100g/min,conscious,"(Wechsler et al., 1979)",wechsler1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,73,NA,16,umol/100g/min,conscious,"(Grome and McCulloch, 1981)",grome1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,78.8,NA,5,umol/100g/min,conscious,"(Whitlow et al., 2002)",whitlow2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,74.7,NA,5,umol/100g/min,conscious,"(Walker et al., 1999)",walker1999
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,70,NA,4,umol/100g/min,conscious,"(Lear etal., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,52,NA,6,umol/100g/min,conscious,"(Lenz et al., 1998)",lenz1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,57,NA,6,umol/100g/min,conscious,"(Maekawa et al., 1986)",maekawa1986
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,48,2,NA,umol/100g/min,unknown,Nehling et al 1988,nehling1988
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,49,9,NA,umol/100g/min,unknown,Dube et al 2001,dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,44,3,NA,umol/100g/min,unknown,Levant et al 2004,levant2004
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,39,5,NA,umol/100g/min,unknown,Waschke et al 1993,waschke1993
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,54,5,NA,umol/100g/min,unknown,Nehling et al 2000,nehling2000
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,40,4,NA,umol/100g/min,unknown,Blin et al 1991,blin1991
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,103,4,NA,umol/100g/min,unknown,Nehling et al 1988,nehling1988
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,104,17,NA,umol/100g/min,unknown,Dube et al 2001,dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,76,5,NA,umol/100g/min,unknown,Waschke et al 1993,waschke1993
Rattus norvegicus,rat,Karbowski_2007,TableS11,Neocortex,Cerebral cortex,CMRgl,95,11,NA,umol/100g/min,unknown,NA,anonNA
Rattus norvegicus,rat,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,97,4,NA,umol/100g/min,unknown,Nehling et al 1988,nehling1988
Rattus norvegicus,rat,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,83,13,NA,umol/100g/min,unknown,Dube et al 2001,dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,88,6,NA,umol/100g/min,unknown,Levant et al 2004,levant2004
Rattus norvegicus,rat,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,95,13,NA,umol/100g/min,unknown,Zocchi et al 2001,zocchi2001
Rattus norvegicus,rat,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,88,10,NA,umol/100g/min,unknown,Waschke et al 1993,waschke1993
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,98.2,NA,7,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,87.2,NA,8,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,79.4,NA,10,umol/100g/min,conscious,"(Blin et al., 1991)",blin1991
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,77,NA,7,umol/100g/min,conscious,"(Borgstrom et al., 1976)",borgstrom1976
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,81,NA,6,umol/100g/min,conscious,"(Bryan etal., 1983)",bryan1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,92.5,NA,10,umol/100g/min,conscious,"(Bryan and Lehman, 1988)",bryan1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,96,NA,8,umol/100g/min,conscious,"(Chang et al., 2001)",chang2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,115.3,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,111.6,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,95.8,NA,8,umol/100g/min,conscious,"(Crosby et al., 1982)",crosby1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,96.7,NA,5,umol/100g/min,conscious,"(Crosby et al., 1984)",crosby1984
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,103.3,NA,5,umol/100g/min,anesthetized,"(Crosby et al., 1984)",crosby1984
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,123.8,NA,7,umol/100g/min,conscious,"(Cudennec et al., 1997)",cudennec1997
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,99,NA,5,umol/100g/min,conscious,"(Dam etal., 1990)",dam1990
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,93.8,NA,10,umol/100g/min,conscious,"(Davis et al., 1986)",davis1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,120.8,NA,4,umol/100g/min,conscious,"(Dow-Edwards et al., 1986)",dow1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,91.1,NA,5,umol/100g/min,conscious,"(Duelli et al., 2000)",duelli2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,106,NA,6,umol/100g/min,conscious,"(Eintrei et al., 1999)",eintrei1999
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,89.9,NA,5,umol/100g/min,conscious,"(Fomai and Orzi, 2001)",fomai2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,120,NA,5,umol/100g/min,conscious,"(Freedland et al., 2002)",freedland2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,95.8,NA,12,umol/100g/min,conscious,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,38.8,NA,12,umol/100g/min,anesthetized,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,80.3,NA,5,umol/100g/min,conscious,"(Furlow et al., 1983)",furlow1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,96.8,NA,6,umol/100g/min,conscious,"(Grome and McCulloch, 1983)",grome1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,122.2,NA,7,umol/100g/min,conscious,"(Hakim et al., 1983)",hakim1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,113.5,NA,19,umol/100g/min,conscious,"(Hawkins et al., 1979)",hawkins1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,100,NA,9,umol/100g/min,conscious,"(Hawkins et al., 1985)",hawkins1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,72.6,NA,10,umol/100g/min,anesthetized,"(Ingvar et al., 1980)",ingvar1980
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,70.2,NA,6,umol/100g/min,conscious,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,69.3,NA,10,umol/100g/min,anesthetized,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,112,NA,7,umol/100g/min,conscious,"(Kadekaro et al., 1983)",kadekaro1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,89.2,NA,5,umol/100g/min,conscious,"(Katsumata et al., 2001)",katsumata2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,97,NA,8,umol/100g/min,conscious,"(Knapp et al., 2002)",knapp2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,85.8,NA,6,umol/100g/min,conscious,"(Lenz et al., 1998)",lenz1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,93.5,NA,10,umol/100g/min,conscious,"(Lu et al., 1983)",lu1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,98,NA,10,umol/100g/min,conscious,"(MacNeill and Bryan, 1988)",macneill1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,81.5,NA,6,umol/100g/min,conscious,"(Maekawa et al., 1986)",maekawa1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,77,NA,6,umol/100g/min,conscious,"(Moore et al., 2000)",moore2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,63.1,NA,6,umol/100g/min,conscious,"(Moore et al., 2000)",moore2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,118.7,NA,6,umol/100g/min,conscious,"(Nehlig et al., 1985)",nehlig1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,96.8,NA,6,umol/100g/min,conscious,"(O rietal., 1986)",o1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,99.5,NA,5,umol/100g/min,conscious,"(Orzi et al., 1983)",orzi1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,75.4,NA,6,umol/100g/min,conscious,"(Otori et al., 2003)",otori2003
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,65.7,NA,5,umol/100g/min,anesthetized,"(Ouchi et al., 1996)",ouchi1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,103.1,NA,7,umol/100g/min,conscious,"(Poindessous-Jazat et al., 1998)",poindessous1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,91,NA,5,umol/100g/min,conscious,"(Poindessous-Jazat et al., 1998)",poindessous1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,86.4,NA,5,umol/100g/min,anesthetized,"(Sakurada et al., 1978)",sakurada1978
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,91.4,NA,7,umol/100g/min,conscious,"(Savaki et al., 1983)",savaki1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,115.3,NA,6,umol/100g/min,conscious,"(Schwartz and Crosby, 1985)",schwartz1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,1977,NA,NA,umol/100g/min,unknown,(,anonNA
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,93.5,NA,16,umol/100g/min,conscious,"(Soncrant et al., 1992)",soncrant1992
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,124,NA,5,umol/100g/min,conscious,"(Wechsler et al., 1979)",wechsler1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,98.3,NA,16,umol/100g/min,conscious,"(Grome and McCulloch, 1981)",grome1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,123,NA,5,umol/100g/min,conscious,"(Whitlow et al., 2002)",whitlow2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,117.9,NA,5,umol/100g/min,conscious,"(Walker et al., 1999)",walker1999
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,115,NA,4,umol/100g/min,conscious,"(Lear et al., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,67.2,NA,6,umol/100g/min,anesthetized,"(Mies et al., 1981)",mies1981
Rattus norvegicus,rat,Karbowski_2007,TableS9,Occipital_cortex,Occipital cortex,CMRgl,100,7.000000000000001,NA,umol/100g/min,unknown,Levant et al 2004,levant2004
Rattus norvegicus,rat,Karbowski_2007,TableS9,Occipital_cortex,Occipital cortex,CMRgl,83,9,NA,umol/100g/min,unknown,Blin et al 1991,blin1991
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,97,NA,7,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,78,NA,8,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,82.6,NA,10,umol/100g/min,conscious,"(Blin et al., 1991)",blin1991
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,71,NA,6,umol/100g/min,conscious,"(Bryan et al., 1983)",bryan1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,87,NA,10,umol/100g/min,conscious,"(Bryan and Lehman, 1988)",bryan1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,98,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,98,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,94,NA,8,umol/100g/min,conscious,"(Crosby et al., 1982)",crosby1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,81,NA,5,umol/100g/min,conscious,"(Crosby et al., 1984)",crosby1984
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,100,NA,5,umol/100g/min,anesthetized,"(Crosby et al., 1984)",crosby1984
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,114,NA,7,umol/100g/min,conscious,"(Cudennec et al., 1997)",cudennec1997
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,94,NA,10,umol/100g/min,conscious,"(Davis et al., 1986)",davis1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,110,NA,4,umol/100g/min,conscious,"(Dow-Edwards et al., 1986)",dow1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,95.6,NA,5,umol/100g/min,conscious,"(Duelli et al., 2000)",duelli2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,93,NA,6,umol/100g/min,conscious,"(Eintrei et al., 1999)",eintrei1999
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,84,NA,12,umol/100g/min,conscious,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,41,NA,12,umol/100g/min,anesthetized,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,82,NA,5,umol/100g/min,conscious,"(Furlow et al., 1983)",furlow1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,103,NA,7,umol/100g/min,conscious,"(Hakim et al., 1983)",hakim1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,107,NA,19,umol/100g/min,conscious,"(Hawkins et al., 1979)",hawkins1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,96,NA,9,umol/100g/min,conscious,"(Hawkins et al., 1985)",hawkins1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,65,NA,10,umol/100g/min,anesthetized,"(Ingvar et al., 1980)",ingvar1980
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,69,NA,6,umol/100g/min,conscious,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,66,NA,10,umol/100g/min,anesthetized,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,122,NA,4,umol/100g/min,conscious,"(Lear et al., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,79,NA,6,umol/100g/min,conscious,"(Lenz et al., 1998)",lenz1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,84,NA,10,umol/100g/min,conscious,"(Lu et al., 1983)",lu1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,95,NA,10,umol/100g/min,conscious,"(MacNeill and Bryan, 1988)",macneill1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,75,NA,6,umol/100g/min,conscious,"(Maekawa et al., 1986)",maekawa1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,117,NA,6,umol/100g/min,conscious,"(Nehlig et al., 1985)",nehlig1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,94,NA,6,umol/100g/min,conscious,"(Ori et al., 1986)",ori1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,98,NA,5,umol/100g/min,conscious,"(O rzietal., 1983)",o1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,74.3,NA,6,umol/100g/min,conscious,"(Otori et al., 2003)",otori2003
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,97,NA,7,umol/100g/min,conscious,"(Poindessous-Jazat et al., 1998)",poindessous1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,83.3,NA,NA,umol/100g/min,conscious,"(Poindessous-Jazat et al., 1998)",poindessous1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,76,NA,5,umol/100g/min,anesthetized,"(Sakurada et al., 1978)",sakurada1978
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,83,NA,7,umol/100g/min,conscious,"(Savaki et al., 1983)",savaki1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,116,NA,6,umol/100g/min,conscious,"(Schwartz and Crosby, 1985)",schwartz1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,1977,NA,NA,umol/100g/min,unknown,(,anonNA
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,96.2,NA,16,umol/100g/min,conscious,"(Soncrant et al., 1992)",soncrant1992
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,102,NA,5,umol/100g/min,conscious,"(Wechsler et al., 1979)",wechsler1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,114.4,NA,5,umol/100g/min,conscious,"(Walker et al., 1999)",walker1999
Rattus norvegicus,rat,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,46,2,NA,umol/100g/min,unknown,Nehling et al 1988,nehling1988
Rattus norvegicus,rat,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,42,4,NA,umol/100g/min,unknown,Dube et al 2001,dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,45,5,NA,umol/100g/min,unknown,Waschke et al 1993,waschke1993
Rattus norvegicus,rat,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,44,6,NA,umol/100g/min,unknown,Nehling et al 2000,nehling2000
Rattus norvegicus,rat,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,56.99999999999999,5,NA,umol/100g/min,unknown,Zocchi et al 2001,zocchi2001
Rattus norvegicus,rat,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,44,4,NA,umol/100g/min,unknown,Levant et al 2004,levant2004
Rattus norvegicus,rat,Karbowski_2007,TableS10,Parietal_cortex,Parietal cortex,CMRgl,77,8,NA,umol/100g/min,unknown,Waschke et al 1993,waschke1993
Rattus norvegicus,rat,Karbowski_2007,TableS10,Parietal_cortex,Parietal cortex,CMRgl,89,11,NA,umol/100g/min,unknown,Dube et al 2001,dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS10,Parietal_cortex,Parietal cortex,CMRgl,96,4,NA,umol/100g/min,unknown,Levant et al 2004,levant2004
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,97,NA,7,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,89,NA,8,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,76.4,NA,10,umol/100g/min,conscious,"(Blin et al., 1991)",blin1991
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,77,NA,6,umol/100g/min,conscious,"(Bryan et al., 1983)",bryan1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,90,NA,8,umol/100g/min,conscious,"(Crosby et al., 1982)",crosby1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,112,NA,7,umol/100g/min,conscious,"(Cudennec et al., 1997)",cudennec1997
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,96,NA,10,umol/100g/min,conscious,"(Davis et al., 1986)",davis1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,110,NA,4,umol/100g/min,conscious,"(Dow-Edwards et al., 1986)",dow1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,87,NA,5,umol/100g/min,conscious,"(Duelli et al., 2000)",duelli2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,85,NA,12,umol/100g/min,conscious,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,39,NA,12,umol/100g/min,conscious,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,76,NA,5,umol/100g/min,conscious,"(Furlow et al., 1983)",furlow1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,86,NA,16,umol/100g/min,conscious,"(Grome and McCulloch, 1981)",grome1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,89,NA,6,umol/100g/min,conscious,"(Grome and McCulloch, 1983)",grome1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,108,NA,7,umol/100g/min,conscious,"(Hakim et al., 1983)",hakim1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,123,NA,19,umol/100g/min,conscious,"(Hawkins et al., 1979)",hawkins1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,105,NA,9,umol/100g/min,conscious,"(Hawkins et al., 1985)",hawkins1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,69,NA,10,umol/100g/min,anesthetized,"(Ingvar et al., 1980)",ingvar1980
