status,species_key,species_snapshot,species_csv,n_measure_mismatch,AOB_volume_snap,AOB_layer_1_2_snap,AOB_layer_3_5_snap,AOB_layer_6_snap,n_snap,AOB_volume_csv,AOB_layer_1_2_csv,AOB_layer_3_5_csv,AOB_layer_6_csv,n_csv,AOB_volume_match,AOB_layer_1_2_match,AOB_layer_3_5_match,AOB_layer_6_match,n_match
matched_by_species,oryzorictes talpoid,Oryzorictes talpoid.,Oryzorictes talpoid.,0,0.12000000000000001,0.037,0.07600000000000001,0.007,1,0.12000000000000001,0.037,0.07600000000000001,0.007,1,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,otolemur crassic,Otolemur crassic.,Otolemur crassic.,0,2.518,0.647,1.147,0.724,2,2.518,0.647,1.147,0.724,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,perodicticus potto,Perodicticus potto,Perodicticus potto,0,2.735,0.695,1.358,0.682,2,2.735,0.695,1.358,0.6819999999999999,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,pithecia monachus,Pithecia monachus,Pithecia monachus,0,0.8460000000000001,0.279,0.456,0.111,2,0.8460000000000001,0.279,0.456,0.111,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,potamogale velox,Potamogale velox,Potamogale velox,0,2.307,1.251,0.735,0.321,2,2.307,1.251,0.735,0.321,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,propithecus verreau,Propithecus verreau.,Propithecus verreau.,0,3.3989999999999996,1.265,1.4089999999999998,0.725,2,3.3989999999999996,1.265,1.4089999999999998,0.725,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,rhynchocyon cirnei,Rhynchocyon cirnei,Rhynchocyon cirnei,0,0.6659999999999999,0.222,0.354,0.09,2,0.6659999999999999,0.222,0.354,0.09,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,saguinus midas,Saguinus midas,Saguinus midas,0,0.29000000000000004,0.116,0.132,0.042,2,0.29000000000000004,0.116,0.132,0.042,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,saguinus oedipus,Saguinus oedipus,Saguinus oedipus,0,0.406,0.168,0.188,0.05,2,0.406,0.168,0.188,0.05,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,saimiri sciureus,Saimiri sciureus,Saimiri sciureus,0,0.985,0.42900000000000005,0.452,0.10400000000000001,1,0.985,0.42900000000000005,0.452,0.10400000000000001,1,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,setifer setosus,Setifer setosus,Setifer setosus,0,0.534,0.271,0.181,0.082,2,0.534,0.271,0.181,0.082,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,solenodon paradoxus,Solenodon paradoxus,Solenodon paradoxus,0,0.21800000000000003,0.051000000000000004,0.14600000000000002,0.021,2,0.21800000000000003,0.051000000000000004,0.14600000000000002,0.021,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,sorex araneus,Sorex araneus,Sorex araneus,0,0.07800000000000001,0.022,0.036,0.02,2,0.07800000000000001,0.022,0.036,0.02,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,sorex minutus,Sorex minutus,Sorex minutus,0,0.02,0.006,0.01,0.004,1,0.02,0.006,0.01,0.004,1,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,suncus murinus,Suncus murinus,Suncus murinus,0,0.182,0.07600000000000001,0.07199999999999998,0.034,1,0.182,0.07600000000000001,0.07200000000000001,0.034,1,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,talpa europaea,Talpa europaea,Talpa europaea,0,0.29100000000000004,0.08699999999999998,0.137,0.067,2,0.29100000000000004,0.08700000000000001,0.137,0.067,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,tarsius sp,Tarsius sp.,Tarsius sp.,0,0.8200000000000001,0.275,0.391,0.15400000000000003,2,0.8200000000000001,0.275,0.391,0.15400000000000003,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,tenrec ecaudatus,Tenrec ecaudatus,Tenrec ecaudatus,0,0.715,0.385,0.21300000000000002,0.117,2,0.715,0.385,0.21300000000000002,0.117,2,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,tupaia glis,Tupaia glis,Tupaia glis,0,2.408,0.974,0.8320000000000001,0.602,5,2.408,0.974,0.8320000000000001,0.602,5,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,urogale everetti,Urogale everetti,Urogale everetti,0,2.098,0.816,0.917,0.365,1,2.098,0.8160000000000001,0.917,0.365,1,TRUE,TRUE,TRUE,TRUE,TRUE
matched_by_species,varecia variegata,Varecia variegata,Varecia variegata,0,5.2669999999999995,1.468,2.195,1.604,1,5.2669999999999995,1.468,2.195,1.604,1,TRUE,TRUE,TRUE,TRUE,TRUE
