Species,Variable,Value,Source,Team,Year
Pan paniscus,Hippocampus_Vol.mm3,3305,Barger_etal_2014_Table1,Zilles,2014
Pan paniscus,Striatum_Vol.mm3,10045,Barger_etal_2014_Table1,Zilles,2014
Pan paniscus,Amygdala_lateral_nucleus_Vol.mm3,288,Barger_etal_2014_Table1,Zilles,2014
Pan paniscus,Amygdala_basal_nucleus_Vol.mm3,414,Barger_etal_2014_Table1,Zilles,2014
Pan paniscus,Amygdala_accessory_basal_nucleus_Vol.mm3,136,Barger_etal_2014_Table1,Zilles,2014
Pan paniscus,Amygdala_central_nucleus_Vol.mm3,74,Barger_etal_2014_Table1,Zilles,2014
Pan troglodytes,Amygdala_Vol.mm3,1202.4,Barger_etal_2014_Table1,Zilles,2014
Pan troglodytes,Hippocampus_Vol.mm3,3292,Barger_etal_2014_Table1,Zilles,2014
Pan troglodytes,Striatum_Vol.mm3,9532,Barger_etal_2014_Table1,Zilles,2014
Pan troglodytes,Amygdala_lateral_nucleus_Vol.mm3,255.6,Barger_etal_2014_Table1,Zilles,2014
Pan troglodytes,Amygdala_basal_nucleus_Vol.mm3,385.2,Barger_etal_2014_Table1,Zilles,2014
Pan troglodytes,Amygdala_accessory_basal_nucleus_Vol.mm3,126.8,Barger_etal_2014_Table1,Zilles,2014
Pan troglodytes,Amygdala_central_nucleus_Vol.mm3,92.4,Barger_etal_2014_Table1,Zilles,2014
Pongo pygmaeus,Amygdala_Vol.mm3,1260,Barger_etal_2014_Table1,Zilles,2014
Pongo pygmaeus,Hippocampus_Vol.mm3,2876.66666666667,Barger_etal_2014_Table1,Zilles,2014
Pongo pygmaeus,Striatum_Vol.mm3,8187,Barger_etal_2014_Table1,Zilles,2014
Pongo pygmaeus,Amygdala_lateral_nucleus_Vol.mm3,271,Barger_etal_2014_Table1,Zilles,2014
Pongo pygmaeus,Amygdala_basal_nucleus_Vol.mm3,360.5,Barger_etal_2014_Table1,Zilles,2014
Pongo pygmaeus,Amygdala_accessory_basal_nucleus_Vol.mm3,126,Barger_etal_2014_Table1,Zilles,2014
Pongo pygmaeus,Amygdala_central_nucleus_Vol.mm3,79,Barger_etal_2014_Table1,Zilles,2014
Hylobates lar,Area_striata_grey_matter_Vol.mm3,4400,Bush_Allman_2004_b_TABLE1,Bush,2004
Hylobates lar,Corpus_geniculatum_laterale_Vol.mm3,150,Bush_Allman_2004_b_TABLE1,Bush,2004
Hylobates lar,Total_brain_net_volume_Vol.mm3,101280,Bush_Allman_2004_b_TABLE1,Bush,2004
Hylobates lar,Neocortex_white_matter_Vol.mm3,20500,Bush_Allman_2004_b_TABLE1,Bush,2004
Hylobates lar,Neocortex_grey_matter_Vol.mm3,45120,Bush_Allman_2004_b_TABLE1,Bush,2004
Pan troglodytes,Area_striata_grey_matter_Vol.mm3,11030,Bush_Allman_2004_b_TABLE1,Bush,2004
Pan troglodytes,Corpus_geniculatum_laterale_Vol.mm3,290,Bush_Allman_2004_b_TABLE1,Bush,2004
Pan troglodytes,Total_brain_net_volume_Vol.mm3,364140,Bush_Allman_2004_b_TABLE1,Bush,2004
Pan troglodytes,Neocortex_white_matter_Vol.mm3,103770,Bush_Allman_2004_b_TABLE1,Bush,2004
Pan troglodytes,Neocortex_grey_matter_Vol.mm3,163180,Bush_Allman_2004_b_TABLE1,Bush,2004
Homo sapiens,Area_striata_grey_matter_Vol.mm3,16140,Bush_Allman_2004_b_TABLE1,Bush,2004
Homo sapiens,Corpus_geniculatum_laterale_Vol.mm3,370,Bush_Allman_2004_b_TABLE1,Bush,2004
Homo sapiens,Total_brain_net_volume_Vol.mm3,1251850,Bush_Allman_2004_b_TABLE1,Bush,2004
Homo sapiens,Neocortex_white_matter_Vol.mm3,422480,Bush_Allman_2004_b_TABLE1,Bush,2004
Homo sapiens,Neocortex_grey_matter_Vol.mm3,555360,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercocebus torquatus,Area_striata_grey_matter_Vol.mm3,5120,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercocebus torquatus,Corpus_geniculatum_laterale_Vol.mm3,200,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercocebus torquatus,Total_brain_net_volume_Vol.mm3,117080,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercocebus torquatus,Neocortex_white_matter_Vol.mm3,40360,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercocebus torquatus,Neocortex_grey_matter_Vol.mm3,47920,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercopithecus nictitans,Area_striata_grey_matter_Vol.mm3,4140,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercopithecus nictitans,Corpus_geniculatum_laterale_Vol.mm3,120,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercopithecus nictitans,Total_brain_net_volume_Vol.mm3,64740,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercopithecus nictitans,Neocortex_white_matter_Vol.mm3,11810,Bush_Allman_2004_b_TABLE1,Bush,2004
Cercopithecus nictitans,Neocortex_grey_matter_Vol.mm3,35990,Bush_Allman_2004_b_TABLE1,Bush,2004
Macaca mulatta,Area_striata_grey_matter_Vol.mm3,3260,Bush_Allman_2004_b_TABLE1,Bush,2004
Macaca mulatta,Total_brain_net_volume_Vol.mm3,65760,Bush_Allman_2004_b_TABLE1,Bush,2004
Macaca mulatta,Neocortex_white_matter_Vol.mm3,16350,Bush_Allman_2004_b_TABLE1,Bush,2004
Macaca mulatta,Neocortex_grey_matter_Vol.mm3,30540,Bush_Allman_2004_b_TABLE1,Bush,2004
Papio hamadryas,Area_striata_grey_matter_Vol.mm3,7700,Bush_Allman_2004_b_TABLE1,Bush,2004
Papio hamadryas,Corpus_geniculatum_laterale_Vol.mm3,220,Bush_Allman_2004_b_TABLE1,Bush,2004
Papio hamadryas,Total_brain_net_volume_Vol.mm3,159110,Bush_Allman_2004_b_TABLE1,Bush,2004
Papio hamadryas,Neocortex_white_matter_Vol.mm3,39680,Bush_Allman_2004_b_TABLE1,Bush,2004
Papio hamadryas,Neocortex_grey_matter_Vol.mm3,79100,Bush_Allman_2004_b_TABLE1,Bush,2004
Semnopithecus entellus,Area_striata_grey_matter_Vol.mm3,4320,Bush_Allman_2004_b_TABLE1,Bush,2004
Semnopithecus entellus,Corpus_geniculatum_laterale_Vol.mm3,140,Bush_Allman_2004_b_TABLE1,Bush,2004
Semnopithecus entellus,Total_brain_net_volume_Vol.mm3,107540,Bush_Allman_2004_b_TABLE1,Bush,2004
Semnopithecus entellus,Neocortex_white_matter_Vol.mm3,24260,Bush_Allman_2004_b_TABLE1,Bush,2004
Semnopithecus entellus,Neocortex_grey_matter_Vol.mm3,51850,Bush_Allman_2004_b_TABLE1,Bush,2004
Alouatta palliata,Area_striata_grey_matter_Vol.mm3,1860,Bush_Allman_2004_b_TABLE1,Bush,2004
Alouatta palliata,Corpus_geniculatum_laterale_Vol.mm3,90,Bush_Allman_2004_b_TABLE1,Bush,2004
Alouatta palliata,Total_brain_net_volume_Vol.mm3,43520,Bush_Allman_2004_b_TABLE1,Bush,2004
Alouatta palliata,Neocortex_white_matter_Vol.mm3,11410,Bush_Allman_2004_b_TABLE1,Bush,2004
Alouatta palliata,Neocortex_grey_matter_Vol.mm3,17150,Bush_Allman_2004_b_TABLE1,Bush,2004
Aotus trivirgatus,Area_striata_grey_matter_Vol.mm3,630,Bush_Allman_2004_b_TABLE1,Bush,2004
Aotus trivirgatus,Total_brain_net_volume_Vol.mm3,11420,Bush_Allman_2004_b_TABLE1,Bush,2004
Aotus trivirgatus,Neocortex_white_matter_Vol.mm3,1740,Bush_Allman_2004_b_TABLE1,Bush,2004
Aotus trivirgatus,Neocortex_grey_matter_Vol.mm3,5230,Bush_Allman_2004_b_TABLE1,Bush,2004
Ateles sp.,Area_striata_grey_matter_Vol.mm3,3130,Bush_Allman_2004_b_TABLE1,Bush,2004
Ateles sp.,Corpus_geniculatum_laterale_Vol.mm3,120,Bush_Allman_2004_b_TABLE1,Bush,2004
Ateles sp.,Total_brain_net_volume_Vol.mm3,72410,Bush_Allman_2004_b_TABLE1,Bush,2004
Ateles sp.,Neocortex_white_matter_Vol.mm3,17950,Bush_Allman_2004_b_TABLE1,Bush,2004
Ateles sp.,Neocortex_grey_matter_Vol.mm3,30930,Bush_Allman_2004_b_TABLE1,Bush,2004
Callicebus sp.,Area_striata_grey_matter_Vol.mm3,840,Bush_Allman_2004_b_TABLE1,Bush,2004
Callicebus sp.,Corpus_geniculatum_laterale_Vol.mm3,30,Bush_Allman_2004_b_TABLE1,Bush,2004
Callicebus sp.,Total_brain_net_volume_Vol.mm3,11900,Bush_Allman_2004_b_TABLE1,Bush,2004
Callicebus sp.,Neocortex_white_matter_Vol.mm3,1940,Bush_Allman_2004_b_TABLE1,Bush,2004
Callicebus sp.,Neocortex_grey_matter_Vol.mm3,5120,Bush_Allman_2004_b_TABLE1,Bush,2004
Saimiri sciureus,Area_striata_grey_matter_Vol.mm3,1430,Bush_Allman_2004_b_TABLE1,Bush,2004
Saimiri sciureus,Total_brain_net_volume_Vol.mm3,21220,Bush_Allman_2004_b_TABLE1,Bush,2004
Saimiri sciureus,Neocortex_white_matter_Vol.mm3,3700,Bush_Allman_2004_b_TABLE1,Bush,2004
Saimiri sciureus,Neocortex_grey_matter_Vol.mm3,10440,Bush_Allman_2004_b_TABLE1,Bush,2004
Carlito syrichta,Area_striata_grey_matter_Vol.mm3,280,Bush_Allman_2004_b_TABLE1,Bush,2004
Carlito syrichta,Corpus_geniculatum_laterale_Vol.mm3,20,Bush_Allman_2004_b_TABLE1,Bush,2004
Carlito syrichta,Total_brain_net_volume_Vol.mm3,3060,Bush_Allman_2004_b_TABLE1,Bush,2004
Carlito syrichta,Neocortex_white_matter_Vol.mm3,150,Bush_Allman_2004_b_TABLE1,Bush,2004
Carlito syrichta,Neocortex_grey_matter_Vol.mm3,1470,Bush_Allman_2004_b_TABLE1,Bush,2004
Eulemur mongoz,Area_striata_grey_matter_Vol.mm3,1060,Bush_Allman_2004_b_TABLE1,Bush,2004
Eulemur mongoz,Corpus_geniculatum_laterale_Vol.mm3,50,Bush_Allman_2004_b_TABLE1,Bush,2004
Eulemur mongoz,Total_brain_net_volume_Vol.mm3,22240,Bush_Allman_2004_b_TABLE1,Bush,2004
Eulemur mongoz,Neocortex_white_matter_Vol.mm3,3830,Bush_Allman_2004_b_TABLE1,Bush,2004
Eulemur mongoz,Neocortex_grey_matter_Vol.mm3,8200,Bush_Allman_2004_b_TABLE1,Bush,2004
Galago senegalensis,Area_striata_grey_matter_Vol.mm3,220,Bush_Allman_2004_b_TABLE1,Bush,2004
Galago senegalensis,Corpus_geniculatum_laterale_Vol.mm3,10,Bush_Allman_2004_b_TABLE1,Bush,2004
Galago senegalensis,Total_brain_net_volume_Vol.mm3,3580,Bush_Allman_2004_b_TABLE1,Bush,2004
Galago senegalensis,Neocortex_white_matter_Vol.mm3,230,Bush_Allman_2004_b_TABLE1,Bush,2004
Galago senegalensis,Neocortex_grey_matter_Vol.mm3,1340,Bush_Allman_2004_b_TABLE1,Bush,2004
Lemur catta,Area_striata_grey_matter_Vol.mm3,1310,Bush_Allman_2004_b_TABLE1,Bush,2004
Lemur catta,Corpus_geniculatum_laterale_Vol.mm3,60,Bush_Allman_2004_b_TABLE1,Bush,2004
Lemur catta,Total_brain_net_volume_Vol.mm3,21000,Bush_Allman_2004_b_TABLE1,Bush,2004
Lemur catta,Neocortex_white_matter_Vol.mm3,2120,Bush_Allman_2004_b_TABLE1,Bush,2004
Lemur catta,Neocortex_grey_matter_Vol.mm3,8960,Bush_Allman_2004_b_TABLE1,Bush,2004
Microcebus murinus,Area_striata_grey_matter_Vol.mm3,110,Bush_Allman_2004_b_TABLE1,Bush,2004
Microcebus murinus,Corpus_geniculatum_laterale_Vol.mm3,10,Bush_Allman_2004_b_TABLE1,Bush,2004
Microcebus murinus,Total_brain_net_volume_Vol.mm3,1650,Bush_Allman_2004_b_TABLE1,Bush,2004
Microcebus murinus,Neocortex_white_matter_Vol.mm3,100,Bush_Allman_2004_b_TABLE1,Bush,2004
Microcebus murinus,Neocortex_grey_matter_Vol.mm3,590,Bush_Allman_2004_b_TABLE1,Bush,2004
Nycticebus coucang,Area_striata_grey_matter_Vol.mm3,580,Bush_Allman_2004_b_TABLE1,Bush,2004
Nycticebus coucang,Corpus_geniculatum_laterale_Vol.mm3,30,Bush_Allman_2004_b_TABLE1,Bush,2004
Nycticebus coucang,Total_brain_net_volume_Vol.mm3,11270,Bush_Allman_2004_b_TABLE1,Bush,2004
Nycticebus coucang,Neocortex_white_matter_Vol.mm3,1070,Bush_Allman_2004_b_TABLE1,Bush,2004
Nycticebus coucang,Neocortex_grey_matter_Vol.mm3,4400,Bush_Allman_2004_b_TABLE1,Bush,2004
Otolemur crassicaudatus,Area_striata_grey_matter_Vol.mm3,450,Bush_Allman_2004_b_TABLE1,Bush,2004
Otolemur crassicaudatus,Corpus_geniculatum_laterale_Vol.mm3,20,Bush_Allman_2004_b_TABLE1,Bush,2004
Otolemur crassicaudatus,Total_brain_net_volume_Vol.mm3,7110,Bush_Allman_2004_b_TABLE1,Bush,2004
Otolemur crassicaudatus,Neocortex_white_matter_Vol.mm3,570,Bush_Allman_2004_b_TABLE1,Bush,2004
Otolemur crassicaudatus,Neocortex_grey_matter_Vol.mm3,3100,Bush_Allman_2004_b_TABLE1,Bush,2004
Perodicticus potto,Area_striata_grey_matter_Vol.mm3,330,Bush_Allman_2004_b_TABLE1,Bush,2004
Perodicticus potto,Corpus_geniculatum_laterale_Vol.mm3,20,Bush_Allman_2004_b_TABLE1,Bush,2004
Perodicticus potto,Total_brain_net_volume_Vol.mm3,10160,Bush_Allman_2004_b_TABLE1,Bush,2004
Perodicticus potto,Neocortex_white_matter_Vol.mm3,640,Bush_Allman_2004_b_TABLE1,Bush,2004
Perodicticus potto,Neocortex_grey_matter_Vol.mm3,3910,Bush_Allman_2004_b_TABLE1,Bush,2004
Hylobates lar,Total_brain_net_volume_Vol.mm3,101280,Bush_Allman_2004_a_Table2,Bush,2004
Hylobates lar,Neocortex_grey_matter_Vol.mm3,45120,Bush_Allman_2004_a_Table2,Bush,2004
Hylobates lar,Neocortex_white_matter_Vol.mm3,20500,Bush_Allman_2004_a_Table2,Bush,2004
Hylobates lar,Neocortex_Vol.mm3,65620,Bush_Allman_2004_a_Table2,Bush,2004
Pan troglodytes,Total_brain_net_volume_Vol.mm3,364140,Bush_Allman_2004_a_Table2,Bush,2004
Pan troglodytes,Neocortex_grey_matter_Vol.mm3,163180,Bush_Allman_2004_a_Table2,Bush,2004
Pan troglodytes,Neocortex_white_matter_Vol.mm3,103770,Bush_Allman_2004_a_Table2,Bush,2004
Pan troglodytes,Neocortex_Vol.mm3,266950,Bush_Allman_2004_a_Table2,Bush,2004
Homo sapiens,Total_brain_net_volume_Vol.mm3,1251850,Bush_Allman_2004_a_Table2,Bush,2004
Homo sapiens,Neocortex_grey_matter_Vol.mm3,555360,Bush_Allman_2004_a_Table2,Bush,2004
Homo sapiens,Neocortex_white_matter_Vol.mm3,422480,Bush_Allman_2004_a_Table2,Bush,2004
Homo sapiens,Neocortex_Vol.mm3,977840,Bush_Allman_2004_a_Table2,Bush,2004
Cercocebus torquatus,Total_brain_net_volume_Vol.mm3,117080,Bush_Allman_2004_a_Table2,Bush,2004
Cercocebus torquatus,Neocortex_grey_matter_Vol.mm3,47920,Bush_Allman_2004_a_Table2,Bush,2004
Cercocebus torquatus,Neocortex_white_matter_Vol.mm3,40360,Bush_Allman_2004_a_Table2,Bush,2004
Cercocebus torquatus,Neocortex_Vol.mm3,88280,Bush_Allman_2004_a_Table2,Bush,2004
Cercopithecus nictitans,Total_brain_net_volume_Vol.mm3,64740,Bush_Allman_2004_a_Table2,Bush,2004
Cercopithecus nictitans,Neocortex_grey_matter_Vol.mm3,35990,Bush_Allman_2004_a_Table2,Bush,2004
Cercopithecus nictitans,Neocortex_white_matter_Vol.mm3,11810,Bush_Allman_2004_a_Table2,Bush,2004
Cercopithecus nictitans,Neocortex_Vol.mm3,47800,Bush_Allman_2004_a_Table2,Bush,2004
Macaca mulatta,Total_brain_net_volume_Vol.mm3,65760,Bush_Allman_2004_a_Table2,Bush,2004
Macaca mulatta,Neocortex_grey_matter_Vol.mm3,30540,Bush_Allman_2004_a_Table2,Bush,2004
Macaca mulatta,Neocortex_white_matter_Vol.mm3,16350,Bush_Allman_2004_a_Table2,Bush,2004
Macaca mulatta,Neocortex_Vol.mm3,46890,Bush_Allman_2004_a_Table2,Bush,2004
Mandrillus sphinx,Total_brain_net_volume_Vol.mm3,127610,Bush_Allman_2004_a_Table2,Bush,2004
Mandrillus sphinx,Neocortex_grey_matter_Vol.mm3,71330,Bush_Allman_2004_a_Table2,Bush,2004
Mandrillus sphinx,Neocortex_white_matter_Vol.mm3,27930,Bush_Allman_2004_a_Table2,Bush,2004
Mandrillus sphinx,Neocortex_Vol.mm3,99260,Bush_Allman_2004_a_Table2,Bush,2004
Papio hamadryas,Total_brain_net_volume_Vol.mm3,159110,Bush_Allman_2004_a_Table2,Bush,2004
Papio hamadryas,Neocortex_grey_matter_Vol.mm3,79100,Bush_Allman_2004_a_Table2,Bush,2004
Papio hamadryas,Neocortex_white_matter_Vol.mm3,39680,Bush_Allman_2004_a_Table2,Bush,2004
Papio hamadryas,Neocortex_Vol.mm3,118780,Bush_Allman_2004_a_Table2,Bush,2004
Semnopithecus entellus,Total_brain_net_volume_Vol.mm3,107540,Bush_Allman_2004_a_Table2,Bush,2004
Semnopithecus entellus,Neocortex_grey_matter_Vol.mm3,51850,Bush_Allman_2004_a_Table2,Bush,2004
Semnopithecus entellus,Neocortex_white_matter_Vol.mm3,24260,Bush_Allman_2004_a_Table2,Bush,2004
Semnopithecus entellus,Neocortex_Vol.mm3,76110,Bush_Allman_2004_a_Table2,Bush,2004
Alouatta palliata,Total_brain_net_volume_Vol.mm3,43520,Bush_Allman_2004_a_Table2,Bush,2004
Alouatta palliata,Neocortex_grey_matter_Vol.mm3,17150,Bush_Allman_2004_a_Table2,Bush,2004
Alouatta palliata,Neocortex_white_matter_Vol.mm3,11410,Bush_Allman_2004_a_Table2,Bush,2004
Alouatta palliata,Neocortex_Vol.mm3,28560,Bush_Allman_2004_a_Table2,Bush,2004
Aotus trivirgatus,Total_brain_net_volume_Vol.mm3,11420,Bush_Allman_2004_a_Table2,Bush,2004
Aotus trivirgatus,Neocortex_grey_matter_Vol.mm3,5230,Bush_Allman_2004_a_Table2,Bush,2004
Aotus trivirgatus,Neocortex_white_matter_Vol.mm3,1740,Bush_Allman_2004_a_Table2,Bush,2004
Aotus trivirgatus,Neocortex_Vol.mm3,6970,Bush_Allman_2004_a_Table2,Bush,2004
Ateles sp.,Total_brain_net_volume_Vol.mm3,72410,Bush_Allman_2004_a_Table2,Bush,2004
Ateles sp.,Neocortex_grey_matter_Vol.mm3,30930,Bush_Allman_2004_a_Table2,Bush,2004
Ateles sp.,Neocortex_white_matter_Vol.mm3,17950,Bush_Allman_2004_a_Table2,Bush,2004
Ateles sp.,Neocortex_Vol.mm3,48880,Bush_Allman_2004_a_Table2,Bush,2004
Callicebus sp.,Total_brain_net_volume_Vol.mm3,11900,Bush_Allman_2004_a_Table2,Bush,2004
Callicebus sp.,Neocortex_grey_matter_Vol.mm3,5120,Bush_Allman_2004_a_Table2,Bush,2004
Callicebus sp.,Neocortex_white_matter_Vol.mm3,1940,Bush_Allman_2004_a_Table2,Bush,2004
Callicebus sp.,Neocortex_Vol.mm3,7060,Bush_Allman_2004_a_Table2,Bush,2004
Saimiri sciureus,Total_brain_net_volume_Vol.mm3,21220,Bush_Allman_2004_a_Table2,Bush,2004
Saimiri sciureus,Neocortex_grey_matter_Vol.mm3,10440,Bush_Allman_2004_a_Table2,Bush,2004
Saimiri sciureus,Neocortex_white_matter_Vol.mm3,3700,Bush_Allman_2004_a_Table2,Bush,2004
Saimiri sciureus,Neocortex_Vol.mm3,14140,Bush_Allman_2004_a_Table2,Bush,2004
Tarsius sp.,Total_brain_net_volume_Vol.mm3,3060,Bush_Allman_2004_a_Table2,Bush,2004
Tarsius sp.,Neocortex_grey_matter_Vol.mm3,1470,Bush_Allman_2004_a_Table2,Bush,2004
Tarsius sp.,Neocortex_white_matter_Vol.mm3,150,Bush_Allman_2004_a_Table2,Bush,2004
Tarsius sp.,Neocortex_Vol.mm3,1620,Bush_Allman_2004_a_Table2,Bush,2004
Eulemur mongoz,Total_brain_net_volume_Vol.mm3,22240,Bush_Allman_2004_a_Table2,Bush,2004
Eulemur mongoz,Neocortex_grey_matter_Vol.mm3,8200,Bush_Allman_2004_a_Table2,Bush,2004
Eulemur mongoz,Neocortex_white_matter_Vol.mm3,3830,Bush_Allman_2004_a_Table2,Bush,2004
Eulemur mongoz,Neocortex_Vol.mm3,12030,Bush_Allman_2004_a_Table2,Bush,2004
Galago senegalensis,Total_brain_net_volume_Vol.mm3,3580,Bush_Allman_2004_a_Table2,Bush,2004
Galago senegalensis,Neocortex_grey_matter_Vol.mm3,1340,Bush_Allman_2004_a_Table2,Bush,2004
Galago senegalensis,Neocortex_white_matter_Vol.mm3,230,Bush_Allman_2004_a_Table2,Bush,2004
Galago senegalensis,Neocortex_Vol.mm3,1570,Bush_Allman_2004_a_Table2,Bush,2004
Lemur catta,Total_brain_net_volume_Vol.mm3,21000,Bush_Allman_2004_a_Table2,Bush,2004
Lemur catta,Neocortex_grey_matter_Vol.mm3,8960,Bush_Allman_2004_a_Table2,Bush,2004
Lemur catta,Neocortex_white_matter_Vol.mm3,2120,Bush_Allman_2004_a_Table2,Bush,2004
Lemur catta,Neocortex_Vol.mm3,11080,Bush_Allman_2004_a_Table2,Bush,2004
Microcebus murinus,Total_brain_net_volume_Vol.mm3,1650,Bush_Allman_2004_a_Table2,Bush,2004
Microcebus murinus,Neocortex_grey_matter_Vol.mm3,590,Bush_Allman_2004_a_Table2,Bush,2004
Microcebus murinus,Neocortex_white_matter_Vol.mm3,100,Bush_Allman_2004_a_Table2,Bush,2004
Microcebus murinus,Neocortex_Vol.mm3,690,Bush_Allman_2004_a_Table2,Bush,2004
Nycticebus coucang,Total_brain_net_volume_Vol.mm3,11270,Bush_Allman_2004_a_Table2,Bush,2004
Nycticebus coucang,Neocortex_grey_matter_Vol.mm3,4400,Bush_Allman_2004_a_Table2,Bush,2004
Nycticebus coucang,Neocortex_white_matter_Vol.mm3,1070,Bush_Allman_2004_a_Table2,Bush,2004
Nycticebus coucang,Neocortex_Vol.mm3,5470,Bush_Allman_2004_a_Table2,Bush,2004
Otolemur crassicaudatus,Total_brain_net_volume_Vol.mm3,7110,Bush_Allman_2004_a_Table2,Bush,2004
Otolemur crassicaudatus,Neocortex_grey_matter_Vol.mm3,3100,Bush_Allman_2004_a_Table2,Bush,2004
Otolemur crassicaudatus,Neocortex_white_matter_Vol.mm3,570,Bush_Allman_2004_a_Table2,Bush,2004
Otolemur crassicaudatus,Neocortex_Vol.mm3,3670,Bush_Allman_2004_a_Table2,Bush,2004
Perodicticus potto,Total_brain_net_volume_Vol.mm3,10160,Bush_Allman_2004_a_Table2,Bush,2004
Perodicticus potto,Neocortex_grey_matter_Vol.mm3,3910,Bush_Allman_2004_a_Table2,Bush,2004
Perodicticus potto,Neocortex_white_matter_Vol.mm3,640,Bush_Allman_2004_a_Table2,Bush,2004
Perodicticus potto,Neocortex_Vol.mm3,4550,Bush_Allman_2004_a_Table2,Bush,2004
Propithecus verreauxi,Total_brain_net_volume_Vol.mm3,25190,Bush_Allman_2004_a_Table2,Bush,2004
Propithecus verreauxi,Neocortex_grey_matter_Vol.mm3,9840,Bush_Allman_2004_a_Table2,Bush,2004
Propithecus verreauxi,Neocortex_white_matter_Vol.mm3,2350,Bush_Allman_2004_a_Table2,Bush,2004
Propithecus verreauxi,Neocortex_Vol.mm3,12190,Bush_Allman_2004_a_Table2,Bush,2004
Daubentonia madagascariensis,Total_brain_net_volume_Vol.mm3,41070,Bush_Allman_2004_a_Table2,Bush,2004
Daubentonia madagascariensis,Neocortex_grey_matter_Vol.mm3,19790,Bush_Allman_2004_a_Table2,Bush,2004
Daubentonia madagascariensis,Neocortex_white_matter_Vol.mm3,4280,Bush_Allman_2004_a_Table2,Bush,2004
Daubentonia madagascariensis,Neocortex_Vol.mm3,24070,Bush_Allman_2004_a_Table2,Bush,2004
Cheirogaleus medius,Total_brain_net_volume_Vol.mm3,2630,Bush_Allman_2004_a_Table2,Bush,2004
Cheirogaleus medius,Neocortex_grey_matter_Vol.mm3,890,Bush_Allman_2004_a_Table2,Bush,2004
Cheirogaleus medius,Neocortex_white_matter_Vol.mm3,130,Bush_Allman_2004_a_Table2,Bush,2004
Cheirogaleus medius,Neocortex_Vol.mm3,1020,Bush_Allman_2004_a_Table2,Bush,2004
Odocoileus virginianus,Total_brain_net_volume_Vol.mm3,140740,Bush_Allman_2004_a_Table2,Bush,2004
Odocoileus virginianus,Neocortex_grey_matter_Vol.mm3,51960,Bush_Allman_2004_a_Table2,Bush,2004
Odocoileus virginianus,Neocortex_white_matter_Vol.mm3,24380,Bush_Allman_2004_a_Table2,Bush,2004
Odocoileus virginianus,Neocortex_Vol.mm3,76340,Bush_Allman_2004_a_Table2,Bush,2004
Pecari tajacu,Total_brain_net_volume_Vol.mm3,48280,Bush_Allman_2004_a_Table2,Bush,2004
Pecari tajacu,Neocortex_grey_matter_Vol.mm3,18360,Bush_Allman_2004_a_Table2,Bush,2004
Pecari tajacu,Neocortex_white_matter_Vol.mm3,6960,Bush_Allman_2004_a_Table2,Bush,2004
Pecari tajacu,Neocortex_Vol.mm3,25320,Bush_Allman_2004_a_Table2,Bush,2004
Llama glama,Total_brain_net_volume_Vol.mm3,281270,Bush_Allman_2004_a_Table2,Bush,2004
Llama glama,Neocortex_grey_matter_Vol.mm3,104950,Bush_Allman_2004_a_Table2,Bush,2004
Llama glama,Neocortex_white_matter_Vol.mm3,58670,Bush_Allman_2004_a_Table2,Bush,2004
Llama glama,Neocortex_Vol.mm3,163620,Bush_Allman_2004_a_Table2,Bush,2004
Marmosa mitis,Total_brain_net_volume_Vol.mm3,770,Bush_Allman_2004_a_Table2,Bush,2004
Marmosa mitis,Neocortex_grey_matter_Vol.mm3,120,Bush_Allman_2004_a_Table2,Bush,2004
Marmosa mitis,Neocortex_white_matter_Vol.mm3,10,Bush_Allman_2004_a_Table2,Bush,2004
Marmosa mitis,Neocortex_Vol.mm3,130,Bush_Allman_2004_a_Table2,Bush,2004
Didelphis marsupialis,Total_brain_net_volume_Vol.mm3,5890,Bush_Allman_2004_a_Table2,Bush,2004
Didelphis marsupialis,Neocortex_grey_matter_Vol.mm3,940,Bush_Allman_2004_a_Table2,Bush,2004
Didelphis marsupialis,Neocortex_white_matter_Vol.mm3,150,Bush_Allman_2004_a_Table2,Bush,2004
Didelphis marsupialis,Neocortex_Vol.mm3,1090,Bush_Allman_2004_a_Table2,Bush,2004
Myrmecophaga tridactyla,Total_brain_net_volume_Vol.mm3,78040,Bush_Allman_2004_a_Table2,Bush,2004
Myrmecophaga tridactyla,Neocortex_grey_matter_Vol.mm3,19860,Bush_Allman_2004_a_Table2,Bush,2004
Myrmecophaga tridactyla,Neocortex_white_matter_Vol.mm3,8580,Bush_Allman_2004_a_Table2,Bush,2004
Myrmecophaga tridactyla,Neocortex_Vol.mm3,28440,Bush_Allman_2004_a_Table2,Bush,2004
Tamandua tetradactyla,Total_brain_net_volume_Vol.mm3,24640,Bush_Allman_2004_a_Table2,Bush,2004
Tamandua tetradactyla,Neocortex_grey_matter_Vol.mm3,7250,Bush_Allman_2004_a_Table2,Bush,2004
