Species,Variable,Value,Source,Team,Year
Propithecus verreauxi,Capsula_interna_Vol.mm3,324,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Tractus_opticus_Vol.mm3,125,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Area_striata_Vol.mm3,1559,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Corpus_geniculatum_laterale_Vol.mm3,68.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Palaeocortex_Vol.mm3,292,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Amygdala_Vol.mm3,251,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Complexus_centromedialis_Vol.mm3,78.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Nucleus_tractus_olfactorius_Vol.mm3,0.921,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Complexus_corticobasolateralis_Vol.mm3,172,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,18.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Complexus_vestibularis_unilateral_Vol.mm3,43.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Nucleus_vestibularis_superior_unilateral_Vol.mm3,8.18,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,7.37,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,15.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,12.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Nucleus_septalis_triangularis_Vol.mm3,1.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Corpus_subfornicale_Vol.mm3,0.507,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Nucleus_habenularis_medialis_Vol.mm3,3.65,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Corpus_pineal_Vol.mm3,3.26,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Propithecus verreauxi,Corpus_subcommissurale_Vol.mm3,0.357,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Body_Mass.g,6250,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Brain_Mass.mg,38300,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Ventricles_Vol.mm3,330,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Total_brain_net_volume_Vol.mm3,36285,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Medulla_oblongata_Vol.mm3,1342,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Cerebellum_Vol.mm3,5504,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Mesencephalon_Vol.mm3,978,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Diencephalon_Vol.mm3,2911,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Telencephalon_Vol.mm3,25551,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Bulbus_olfactorius_Vol.mm3,168,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Bulbus_olfactorius_accessorius_Vol.mm3,2.32,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Lobus_piriformis_Vol.mm3,838,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Septum_Vol.mm3,205,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Striatum_Vol.mm3,1855,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Schizo_cortex_Vol.mm3,848,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Hippocampus_Vol.mm3,1520,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Neocortex_Vol.mm3,20114,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Area_striata_Vol.mm3,1738,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Corpus_geniculatum_laterale_Vol.mm3,99.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Nucleus_septalis_triangularis_Vol.mm3,4.96,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Corpus_subfornicale_Vol.mm3,0.553,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Nucleus_habenularis_medialis_Vol.mm3,7.15,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Corpus_pineal_Vol.mm3,5.63,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Indri indri,Corpus_subcommissurale_Vol.mm3,0.366,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Body_Mass.g,2800,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Brain_Mass.mg,45150,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Ventricles_Vol.mm3,392,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Total_brain_net_volume_Vol.mm3,42611,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Medulla_oblongata_Vol.mm3,1517,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Cerebellum_Vol.mm3,6461,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Mesencephalon_Vol.mm3,897,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Diencephalon_Vol.mm3,3539,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Telencephalon_Vol.mm3,30196,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Bulbus_olfactorius_Vol.mm3,685,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Bulbus_olfactorius_accessorius_Vol.mm3,8.31,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Lobus_piriformis_Vol.mm3,1538,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Septum_Vol.mm3,254,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Striatum_Vol.mm3,2765,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Schizo_cortex_Vol.mm3,1044,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Hippocampus_Vol.mm3,1776,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Neocortex_Vol.mm3,22127,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Area_striata_Vol.mm3,1355,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Corpus_geniculatum_laterale_Vol.mm3,58.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Palaeocortex_Vol.mm3,1065,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Amygdala_Vol.mm3,473,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Complexus_centromedialis_Vol.mm3,122,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Nucleus_tractus_olfactorius_Vol.mm3,3.53,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Complexus_corticobasolateralis_Vol.mm3,351,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,24.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Nucleus_septalis_triangularis_Vol.mm3,2.65,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Corpus_subfornicale_Vol.mm3,0.593,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Nucleus_habenularis_medialis_Vol.mm3,7.75,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Corpus_pineal_Vol.mm3,3.32,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Daubentonia madagascariensis,Corpus_subcommissurale_Vol.mm3,1.83,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Body_Mass.g,322,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Brain_Mass.mg,6600,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Ventricles_Vol.mm3,51.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Total_brain_net_volume_Vol.mm3,6269,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Medulla_oblongata_Vol.mm3,233,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Cerebellum_Vol.mm3,728,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Mesencephalon_Vol.mm3,220,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Diencephalon_Vol.mm3,538,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Telencephalon_Vol.mm3,4551,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Bulbus_olfactorius_Vol.mm3,85.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Bulbus_olfactorius_accessorius_Vol.mm3,2.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Lobus_piriformis_Vol.mm3,256,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Septum_Vol.mm3,41.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Striatum_Vol.mm3,351,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Schizo_cortex_Vol.mm3,99.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Hippocampus_Vol.mm3,191,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Neocortex_Vol.mm3,3524,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Epithalamus_Vol.mm3,3.21,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Thalamus_Vol.mm3,348,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Hypothalamus_Vol.mm3,80.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Subthalamus_Vol.mm3,45.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Pallidum_Vol.mm3,41.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Nucleus_subthalamicus_Vol.mm3,3.79,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Capsula_interna_Vol.mm3,46.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Tractus_opticus_Vol.mm3,15.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Area_striata_Vol.mm3,588,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Corpus_geniculatum_laterale_Vol.mm3,24.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Complexus_vestibularis_unilateral_Vol.mm3,8.45,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.61,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.22,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,3.55,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,2.08,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Nucleus_septalis_triangularis_Vol.mm3,0.822,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Corpus_subfornicale_Vol.mm3,0.207,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Nucleus_habenularis_medialis_Vol.mm3,1.15,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Corpus_pineal_Vol.mm3,0.335,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Loris tardigradus,Corpus_subcommissurale_Vol.mm3,0.103,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Body_Mass.g,800,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Brain_Mass.mg,12500,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Ventricles_Vol.mm3,142,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Total_brain_net_volume_Vol.mm3,11755,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Medulla_oblongata_Vol.mm3,528,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Cerebellum_Vol.mm3,1310,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Mesencephalon_Vol.mm3,345,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Diencephalon_Vol.mm3,1077,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Telencephalon_Vol.mm3,8495,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Bulbus_olfactorius_Vol.mm3,159,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Bulbus_olfactorius_accessorius_Vol.mm3,4.28,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Lobus_piriformis_Vol.mm3,510,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Septum_Vol.mm3,92,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Striatum_Vol.mm3,760,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Schizo_cortex_Vol.mm3,212,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Hippocampus_Vol.mm3,566,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Neocortex_Vol.mm3,6192,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Area_striata_Vol.mm3,823,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Corpus_geniculatum_laterale_Vol.mm3,37.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Nucleus_septalis_triangularis_Vol.mm3,1.34,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Corpus_subfornicale_Vol.mm3,0.175,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Nucleus_habenularis_medialis_Vol.mm3,2.04,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Corpus_pineal_Vol.mm3,1.83,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nycticebus coucang,Corpus_subcommissurale_Vol.mm3,0.154,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Body_Mass.g,1150,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Brain_Mass.mg,14000,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Ventricles_Vol.mm3,127,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Total_brain_net_volume_Vol.mm3,13212,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Medulla_oblongata_Vol.mm3,680,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Cerebellum_Vol.mm3,1699,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Mesencephalon_Vol.mm3,391,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Diencephalon_Vol.mm3,1024,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Telencephalon_Vol.mm3,9418,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Bulbus_olfactorius_Vol.mm3,310,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Bulbus_olfactorius_accessorius_Vol.mm3,2.74,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Lobus_piriformis_Vol.mm3,661,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Septum_Vol.mm3,114,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Striatum_Vol.mm3,712,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Schizo_cortex_Vol.mm3,328,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Hippocampus_Vol.mm3,607,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Neocortex_Vol.mm3,6683,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Epithalamus_Vol.mm3,10.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Thalamus_Vol.mm3,587,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Hypothalamus_Vol.mm3,160,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Subthalamus_Vol.mm3,116,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Pallidum_Vol.mm3,107,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Nucleus_subthalamicus_Vol.mm3,8.19,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Capsula_interna_Vol.mm3,107,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Tractus_opticus_Vol.mm3,19.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Area_striata_Vol.mm3,552,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Corpus_geniculatum_laterale_Vol.mm3,24.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Complexus_vestibularis_unilateral_Vol.mm3,17.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.86,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.66,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,7.87,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,3.88,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Nucleus_septalis_triangularis_Vol.mm3,2.27,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Corpus_subfornicale_Vol.mm3,0.216,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Nucleus_habenularis_medialis_Vol.mm3,3.77,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Corpus_pineal_Vol.mm3,1.76,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Perodicticus potto,Corpus_subcommissurale_Vol.mm3,0.264,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Body_Mass.g,850,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Brain_Mass.mg,10300,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Ventricles_Vol.mm3,147,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Total_brain_net_volume_Vol.mm3,9668,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Medulla_oblongata_Vol.mm3,540,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Cerebellum_Vol.mm3,1414,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Mesencephalon_Vol.mm3,384,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Diencephalon_Vol.mm3,785,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Telencephalon_Vol.mm3,6545,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Bulbus_olfactorius_Vol.mm3,166,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Bulbus_olfactorius_accessorius_Vol.mm3,2.52,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Lobus_piriformis_Vol.mm3,386,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Septum_Vol.mm3,70,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Striatum_Vol.mm3,556,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Schizo_cortex_Vol.mm3,181,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Hippocampus_Vol.mm3,461,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Neocortex_Vol.mm3,4723,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Epithalamus_Vol.mm3,5.71,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Thalamus_Vol.mm3,437,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Hypothalamus_Vol.mm3,127,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Subthalamus_Vol.mm3,67.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Pallidum_Vol.mm3,63.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Nucleus_subthalamicus_Vol.mm3,4.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Capsula_interna_Vol.mm3,74.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Tractus_opticus_Vol.mm3,33.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Area_striata_Vol.mm3,571,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Corpus_geniculatum_laterale_Vol.mm3,22.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Complexus_vestibularis_unilateral_Vol.mm3,19.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.85,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.87,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,7.16,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,7.01,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Nucleus_septalis_triangularis_Vol.mm3,0.695,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Corpus_subfornicale_Vol.mm3,0.0948,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Nucleus_habenularis_medialis_Vol.mm3,1.64,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Corpus_pineal_Vol.mm3,1.02,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Otolemur crassicaudatus,Corpus_subcommissurale_Vol.mm3,0.102,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Body_Mass.g,81,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Brain_Mass.mg,3380,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Ventricles_Vol.mm3,30.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Total_brain_net_volume_Vol.mm3,3203,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Medulla_oblongata_Vol.mm3,169,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Cerebellum_Vol.mm3,413,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Mesencephalon_Vol.mm3,135,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Diencephalon_Vol.mm3,246,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Telencephalon_Vol.mm3,2240,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Bulbus_olfactorius_Vol.mm3,83.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Bulbus_olfactorius_accessorius_Vol.mm3,1.26,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Lobus_piriformis_Vol.mm3,181,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Septum_Vol.mm3,25.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Striatum_Vol.mm3,169,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Schizo_cortex_Vol.mm3,59.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Hippocampus_Vol.mm3,152,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Neocortex_Vol.mm3,1568,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Epithalamus_Vol.mm3,2.09,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Thalamus_Vol.mm3,153,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
