Species,Variable,Value,Teams
Monodelphis brevicaudata,CerebellarHemisphere_Vol.mm3,46.7,Ashwell
Monodelphis brevicaudata,CerebellarVermis_Vol.mm3,52.2,Ashwell
Monodelphis brevicaudata,Cerebellar_nuclei_total_Vol.mm3,2.47,Ashwell
Monodelphis brevicaudata,Cerebellum_Vol.mm3,114.0,Ashwell
Monodelphis brevicaudata,Cerebellum_white_matter_Vol.mm3,9.33,Ashwell
Monodelphis brevicaudata,FlocculonodularLobe_Vol.mm3,3.73,Ashwell
Monodelphis brevicaudata,Pontine_and_reticulotegmental_nuclei_Vol.mm3,5.28,Ashwell
Monodelphis brevicaudata,Total_brain_net_volume_Vol.mm3,1159.0,Ashwell
Mustela erminea,CerebellarCortex_Vol.mm3,398.0,Ashwell
Mustela erminea,CerebellarHemisphere_Vol.mm3,180.0,Ashwell
Mustela erminea,CerebellarVermis_Vol.mm3,191.0,Ashwell
Mustela erminea,Cerebellar_nuclei_total_Vol.mm3,29.7,Ashwell
Mustela erminea,Cerebellum_Vol.mm3,486.0,Ashwell
Mustela erminea,Cerebellum_white_matter_Vol.mm3,57.9,Ashwell
Mustela erminea,FlocculonodularLobe_Vol.mm3,27.8,Ashwell
Mustela erminea,Pontine_and_reticulotegmental_nuclei_Vol.mm3,11.8,Ashwell
Mustela erminea,Total_brain_net_volume_Vol.mm3,3153.0,Ashwell
Mustela putorius,CerebellarCortex_Vol.mm3,628.0,Ashwell
Mustela putorius,CerebellarHemisphere_Vol.mm3,318.0,Ashwell
Mustela putorius,CerebellarVermis_Vol.mm3,290.0,Ashwell
Mustela putorius,Cerebellar_nuclei_total_Vol.mm3,33.7,Ashwell
Mustela putorius,Cerebellum_Vol.mm3,742.0,Ashwell
Mustela putorius,Cerebellum_grey_matter_Vol.mm3,626.0,Bush
Mustela putorius,Cerebellum_white_matter_Vol.mm3,101.0,Ashwell; Bush
Mustela putorius,FlocculonodularLobe_Vol.mm3,20.2,Ashwell
Mustela putorius,Neocortex_grey_matter_Vol.mm3,2140.0,Bush
Mustela putorius,Neocortex_white_matter_Vol.mm3,569.0,Bush
Mustela putorius,Pontine_and_reticulotegmental_nuclei_Vol.mm3,16.4,Ashwell
Mustela putorius,Total_brain_net_volume_Vol.mm3,4987.0,Ashwell
Mustela vison,Cerebellum_grey_matter_Vol.mm3,859.0,Bush
Mustela vison,Cerebellum_white_matter_Vol.mm3,217.0,Bush
Mustela vison,Neocortex_grey_matter_Vol.mm3,4750.0,Bush
Mustela vison,Neocortex_white_matter_Vol.mm3,1210.0,Bush
Myosorex babaulti,Amygdala_Vol.mm3,12.1,Stephan_collection
Myosorex babaulti,Bulbus_olfactorius_Vol.mm3,34.5,Stephan_collection
Myosorex babaulti,Commissura_anterior_Vol.mm3,1.4,Stephan_collection
Myosorex babaulti,Complexus_centromedialis_Vol.mm3,6.2,Stephan_collection
Myosorex babaulti,Complexus_corticobasolateralis_Vol.mm3,5.9,Stephan_collection
Myosorex babaulti,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.1,Stephan_collection
Myosorex babaulti,Nucleus_tractus_olfactorius_Vol.mm3,0.58,Stephan_collection
Myosorex babaulti,Prepiriform_cortex_Vol.mm3,30.0,Stephan_collection
Myosorex babaulti,Retrobulbar_cortex_Vol.mm3,7.3,Stephan_collection
Myosorex babaulti,Substantia_innominata_Vol.mm3,1.2,Stephan_collection
Myosorex babaulti,Tractus_olfactorius_lateralis_Vol.mm3,1.4,Stephan_collection
Myosorex babaulti,Tuberculum_olfactorium_Vol.mm3,11.0,Stephan_collection
Myoxus glis,Cerebellum_grey_matter_Vol.mm3,245.0,Bush
Myoxus glis,Cerebellum_white_matter_Vol.mm3,48.099999999999994,Bush
Myoxus glis,Neocortex_grey_matter_Vol.mm3,490.0,Bush
Myoxus glis,Neocortex_white_matter_Vol.mm3,67.8,Bush
Myrmecophaga tridactyla,Cerebellum_grey_matter_Vol.mm3,9020.0,Bush
Myrmecophaga tridactyla,Cerebellum_white_matter_Vol.mm3,3190.0,Bush
Myrmecophaga tridactyla,Neocortex_grey_matter_Vol.mm3,19900.0,Bush
Myrmecophaga tridactyla,Neocortex_white_matter_Vol.mm3,8580.0,Bush
Myrmecophagia tridactyla,CerebellarCortex_Vol.mm3,6660.0,Ashwell
Myrmecophagia tridactyla,CerebellarHemisphere_Vol.mm3,4097.0,Ashwell
Myrmecophagia tridactyla,CerebellarVermis_Vol.mm3,2418.0,Ashwell
Myrmecophagia tridactyla,Cerebellar_nuclei_total_Vol.mm3,385.0,Ashwell
Myrmecophagia tridactyla,Cerebellum_Vol.mm3,8736.0,Ashwell
Myrmecophagia tridactyla,Cerebellum_white_matter_Vol.mm3,1691.0,Ashwell
Myrmecophagia tridactyla,FlocculonodularLobe_Vol.mm3,144.0,Ashwell
Myrmecophagia tridactyla,Pontine_and_reticulotegmental_nuclei_Vol.mm3,275.0,Ashwell
Myrmecophagia tridactyla,Total_brain_net_volume_Vol.mm3,59943.0,Ashwell
Nasalis larvatus,Amygdala_Vol.mm3,718.9,Stephan_collection
Nasalis larvatus,Area_striata_grey_matter_Vol.mm3,4609.0,Stephan_collection
Nasalis larvatus,Body_Mass.g,14000.0,Stephan_collection
Nasalis larvatus,Brain_Mass.mg,97000.0,Stephan_collection; Zilles
Nasalis larvatus,Bulbus_olfactorius_Vol.mm3,30.3,Stephan_collection
Nasalis larvatus,Bulbus_olfactorius_accessorius_Vol.mm3,0.0,Stephan_collection
Nasalis larvatus,CA1_Vol.mm3,546.36,Stephan_collection
Nasalis larvatus,CA2_Vol.mm3,69.39,Stephan_collection
Nasalis larvatus,CA3_Vol.mm3,370.1,Stephan_collection
Nasalis larvatus,Capsula_interna_Vol.mm3,564.0,Stephan_collection
Nasalis larvatus,Cerebellar_nuclei_total_Vol.mm3,340.36,Stephan_collection
Nasalis larvatus,Cerebellum_Vol.mm3,12113.0,Stephan_collection
Nasalis larvatus,Commissura_anterior_Vol.mm3,88.7,Stephan_collection
Nasalis larvatus,Complexus_centromedialis_Vol.mm3,219.8,Stephan_collection
Nasalis larvatus,Complexus_corticobasolateralis_Vol.mm3,499.1,Stephan_collection
Nasalis larvatus,Complexus_sensorius_trigeminalis_Vol.mm3,113.7,Stephan_collection
Nasalis larvatus,Complexus_vestibularis_Vol.mm3,171.0,Stephan_collection
Nasalis larvatus,Complexus_vestibularis_unilateral_Vol.mm3,86.2,Stephan_collection
Nasalis larvatus,Corpus_geniculatum_laterale_Vol.mm3,156.6,Stephan_collection; Zilles
Nasalis larvatus,Diencephalon_Vol.mm3,5310.0,Stephan_collection
Nasalis larvatus,Epithalamus_Vol.mm3,29.6,Stephan_collection
Nasalis larvatus,Facial_motor_nucleus_left_Vol.mm3,4.41,Sherwood
Nasalis larvatus,Fascia_dentata_Vol.mm3,205.69,Stephan_collection
Nasalis larvatus,FrontalCortex_grey_matter_Vol.mm3,8080.0,Zilles
Nasalis larvatus,FrontalCortex_white_matter_Vol.mm3,2700.0,Zilles
Nasalis larvatus,HP_HS_fibers_Vol.mm3,518.83,Stephan_collection
Nasalis larvatus,Hilus_Vol.mm3,142.29,Stephan_collection
Nasalis larvatus,Hippocampus_Vol.mm3,1965.93,Stephan_collection
Nasalis larvatus,Hippocampus_retrocommissuralis_Vol.mm3,1447.1,Stephan_collection
Nasalis larvatus,Hypoglossal_nucleus_left_Vol.mm3,2.18,Sherwood
Nasalis larvatus,Hypothalamus_Vol.mm3,671.0,Stephan_collection
Nasalis larvatus,Interpositus_cerebellar_nuclei_Vol.mm3,105.48,Stephan_collection
Nasalis larvatus,Lateral_cerebellar_nuclei_Vol.mm3,149.33,Stephan_collection
Nasalis larvatus,Lobus_piriformis_Vol.mm3,1268.0,Stephan_collection
Nasalis larvatus,Medial_cerebellar_nuclei_Vol.mm3,85.55,Stephan_collection
Nasalis larvatus,Medulla_oblongata_Vol.mm3,2945.09,Sherwood; Stephan_collection
Nasalis larvatus,Mesencephalon_Vol.mm3,1556.0,Stephan_collection
Nasalis larvatus,Middle_temporal_visual_area_Vol.mm3,364.9,Stephan_collection
Nasalis larvatus,Neocortex_Vol.mm3,62685.0,Stephan_collection
Nasalis larvatus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,55.8,Stephan_collection
Nasalis larvatus,Nucleus_subthalamicus_Vol.mm3,37.2,Stephan_collection
Nasalis larvatus,Nucleus_vestibularis_descendens_Vol.mm3,48.9,Stephan_collection
Nasalis larvatus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,25.2,Stephan_collection
Nasalis larvatus,Nucleus_vestibularis_lateralis_Vol.mm3,31.2,Stephan_collection
Nasalis larvatus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,14.8,Stephan_collection
Nasalis larvatus,Nucleus_vestibularis_medialis_Vol.mm3,66.9,Stephan_collection
Nasalis larvatus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,33.6,Stephan_collection
Nasalis larvatus,Nucleus_vestibularis_superior_Vol.mm3,23.7,Stephan_collection
Nasalis larvatus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,12.6,Stephan_collection
Nasalis larvatus,Pallidum_Vol.mm3,550.0,Stephan_collection
Nasalis larvatus,Prepiriform_cortex_Vol.mm3,196.3,Stephan_collection
Nasalis larvatus,Retrobulbar_cortex_Vol.mm3,14.6,Stephan_collection
Nasalis larvatus,Schizo_cortex_Vol.mm3,855.0,Stephan_collection
Nasalis larvatus,Septum_Vol.mm3,333.0,Stephan_collection
Nasalis larvatus,Striatum_Vol.mm3,3735.0,Stephan_collection
Nasalis larvatus,Subiculum_Vol.mm3,113.27,Stephan_collection
Nasalis larvatus,Substantia_innominata_Vol.mm3,58.1,Stephan_collection
Nasalis larvatus,Subthalamus_Vol.mm3,587.0,Stephan_collection
Nasalis larvatus,Telencephalon_Vol.mm3,70873.0,Stephan_collection
Nasalis larvatus,Thalamus_Vol.mm3,3036.0,Stephan_collection
Nasalis larvatus,Total_brain_net_volume_Vol.mm3,92797.0,Stephan_collection
Nasalis larvatus,Tractus_olfactorius_lateralis_Vol.mm3,26.6,Stephan_collection
Nasalis larvatus,Tractus_opticus_Vol.mm3,304.0,Stephan_collection
Nasalis larvatus,Trigeminal_motor_nucleus_left_Vol.mm3,2.82,Sherwood
Nasalis larvatus,Tuberculum_olfactorium_Vol.mm3,164.8,Stephan_collection
Nasalis larvatus,Ventral_pons_Vol.mm3,967.4,Stephan_collection
Nasalis larvatus,Ventricles_Vol.mm3,591.0,Stephan_collection
Nasua narica,CerebellarCortex_Vol.mm3,2781.0,Ashwell
Nasua narica,CerebellarHemisphere_Vol.mm3,1705.0,Ashwell
Nasua narica,CerebellarVermis_Vol.mm3,955.0,Ashwell
Nasua narica,Cerebellar_nuclei_total_Vol.mm3,143.0,Ashwell
Nasua narica,Cerebellum_Vol.mm3,3498.0,Ashwell
Nasua narica,Cerebellum_grey_matter_Vol.mm3,2940.0,Bush
Nasua narica,Cerebellum_white_matter_Vol.mm3,684.0,Ashwell; Bush
Nasua narica,FlocculonodularLobe_Vol.mm3,121.0,Ashwell
Nasua narica,Neocortex_grey_matter_Vol.mm3,12100.0,Bush
Nasua narica,Neocortex_white_matter_Vol.mm3,4800.0,Bush
Nasua narica,Pontine_and_reticulotegmental_nuclei_Vol.mm3,74.2,Ashwell
Nasua narica,Total_brain_net_volume_Vol.mm3,31486.0,Ashwell
Neomys fodiens,AccessoryOlfactoryBulb_Vol.mm3,0.101,Stephan_collection
Neomys fodiens,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.018,Stephan_collection
Neomys fodiens,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.034,Stephan_collection
Neomys fodiens,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.049,Stephan_collection
Neomys fodiens,Amygdala_Vol.mm3,8.6,Stephan_collection
Neomys fodiens,Body_Mass.g,15.2,Stephan_collection
Neomys fodiens,Brain_Mass.mg,320.0,Stephan_collection
Neomys fodiens,Bulbus_olfactorius_Vol.mm3,16.2,Stephan_collection
Neomys fodiens,Bulbus_olfactorius_accessorius_Vol.mm3,0.101,Stephan_collection
Neomys fodiens,Cerebellum_Vol.mm3,38.9,Stephan_collection
Neomys fodiens,Commissura_anterior_Vol.mm3,0.84,Stephan_collection
Neomys fodiens,Complexus_centromedialis_Vol.mm3,4.1,Stephan_collection
Neomys fodiens,Complexus_corticobasolateralis_Vol.mm3,4.4,Stephan_collection
Neomys fodiens,Complexus_sensorius_trigeminalis_Vol.mm3,9.66,Stephan_collection
Neomys fodiens,Complexus_vestibularis_Vol.mm3,2.31,Stephan_collection
Neomys fodiens,Corpus_pineal_Vol.mm3,0.027,Stephan_collection
Neomys fodiens,Corpus_subcommissurale_Vol.mm3,0.000418,Stephan_collection
Neomys fodiens,Corpus_subfornicale_Vol.mm3,0.0069,Stephan_collection
Neomys fodiens,Diencephalon_Vol.mm3,25.2,Stephan_collection
Neomys fodiens,Hippocampus_Vol.mm3,32.9,Stephan_collection
Neomys fodiens,Lobus_piriformis_Vol.mm3,36.0,Stephan_collection
Neomys fodiens,Medulla_oblongata_Vol.mm3,42.2,Stephan_collection
Neomys fodiens,Mesencephalon_Vol.mm3,17.3,Stephan_collection
Neomys fodiens,Neocortex_Vol.mm3,56.56,Stephan_collection
Neomys fodiens,Neocortex_grey_matter_Vol.mm3,50.19,Stephan_collection
Neomys fodiens,Neocortex_lamina_1_Vol.mm3,9.67,Stephan_collection
Neomys fodiens,Neocortex_laminae_2_6_Vol.mm3,40.52,Stephan_collection
Neomys fodiens,Neocortex_white_matter_Vol.mm3,6.371,Stephan_collection
Neomys fodiens,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.2,Stephan_collection
Neomys fodiens,Nucleus_habenularis_medialis_Vol.mm3,0.205,Stephan_collection
Neomys fodiens,Nucleus_septalis_triangularis_Vol.mm3,0.263,Stephan_collection
Neomys fodiens,Nucleus_tractus_olfactorius_Vol.mm3,0.24,Stephan_collection
Neomys fodiens,Nucleus_vestibularis_descendens_Vol.mm3,0.726,Stephan_collection
Neomys fodiens,Nucleus_vestibularis_lateralis_Vol.mm3,0.355,Stephan_collection
Neomys fodiens,Nucleus_vestibularis_medialis_Vol.mm3,0.961,Stephan_collection
Neomys fodiens,Nucleus_vestibularis_superior_Vol.mm3,0.269,Stephan_collection
Neomys fodiens,Palaeocortex_Vol.mm3,52.7,Stephan_collection
Neomys fodiens,Palaeocortex_plus_amygdala_Vol.mm3,36.0,Stephan_collection
Neomys fodiens,Prepiriform_cortex_Vol.mm3,12.4,Stephan_collection
Neomys fodiens,Retrobulbar_cortex_Vol.mm3,4.3,Stephan_collection
Neomys fodiens,Schizo_cortex_Vol.mm3,9.0,Stephan_collection
Neomys fodiens,Septum_Vol.mm3,6.42,Stephan_collection
Neomys fodiens,Striatum_Vol.mm3,18.7,Stephan_collection
Neomys fodiens,Substantia_innominata_Vol.mm3,1.7,Stephan_collection
Neomys fodiens,Telencephalon_Vol.mm3,175.0,Stephan_collection
Neomys fodiens,Total_brain_net_volume_Vol.mm3,299.0,Stephan_collection
Neomys fodiens,Tractus_olfactorius_lateralis_Vol.mm3,0.71,Stephan_collection
Neomys fodiens,Tuberculum_olfactorium_Vol.mm3,6.0,Stephan_collection
Neomys fodiens,Ventricles_Vol.mm3,1.63,Stephan_collection
Neovison vison,CerebellarCortex_Vol.mm3,836.0,Ashwell
Neovison vison,CerebellarHemisphere_Vol.mm3,391.0,Ashwell
Neovison vison,CerebellarVermis_Vol.mm3,392.0,Ashwell
Neovison vison,Cerebellar_nuclei_total_Vol.mm3,38.0,Ashwell
Neovison vison,Cerebellum_Vol.mm3,1060.0,Ashwell
Neovison vison,Cerebellum_white_matter_Vol.mm3,186.0,Ashwell
Neovison vison,FlocculonodularLobe_Vol.mm3,52.2,Ashwell
Neovison vison,Pontine_and_reticulotegmental_nuclei_Vol.mm3,34.4,Ashwell
Neovison vison,Total_brain_net_volume_Vol.mm3,10113.0,Ashwell
Nesogale dobsoni,AccessoryOlfactoryBulb_Vol.mm3,0.178,Stephan_collection
Nesogale dobsoni,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.019,Stephan_collection
Nesogale dobsoni,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.059,Stephan_collection
Nesogale dobsoni,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.1,Stephan_collection
Nesogale dobsoni,Amygdala_Vol.mm3,17.0,Stephan_collection
Nesogale dobsoni,Body_Mass.g,32.6,Stephan_collection
Nesogale dobsoni,Brain_Mass.mg,560.0,Stephan_collection
Nesogale dobsoni,Bulbus_olfactorius_Vol.mm3,53.6,Stephan_collection
Nesogale dobsoni,Bulbus_olfactorius_accessorius_Vol.mm3,0.178,Stephan_collection
Nesogale dobsoni,Cerebellum_Vol.mm3,57.3,Stephan_collection
Nesogale dobsoni,Commissura_anterior_Vol.mm3,1.4,Stephan_collection
Nesogale dobsoni,Complexus_centromedialis_Vol.mm3,6.8,Stephan_collection
Nesogale dobsoni,Complexus_corticobasolateralis_Vol.mm3,10.2,Stephan_collection
Nesogale dobsoni,Corpus_pineal_Vol.mm3,0.0356,Stephan_collection
Nesogale dobsoni,Corpus_subcommissurale_Vol.mm3,0.00095,Stephan_collection
Nesogale dobsoni,Corpus_subfornicale_Vol.mm3,0.0076,Stephan_collection
Nesogale dobsoni,Diencephalon_Vol.mm3,32.8,Stephan_collection
Nesogale dobsoni,Hippocampus_Vol.mm3,67.0,Stephan_collection
Nesogale dobsoni,Lobus_piriformis_Vol.mm3,93.5,Stephan_collection
Nesogale dobsoni,Medulla_oblongata_Vol.mm3,59.0,Stephan_collection
Nesogale dobsoni,Mesencephalon_Vol.mm3,37.9,Stephan_collection
Nesogale dobsoni,Neocortex_Vol.mm3,62.9,Stephan_collection
Nesogale dobsoni,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.7,Stephan_collection
Nesogale dobsoni,Nucleus_habenularis_medialis_Vol.mm3,0.242,Stephan_collection
Nesogale dobsoni,Nucleus_septalis_triangularis_Vol.mm3,0.28,Stephan_collection
Nesogale dobsoni,Nucleus_tractus_olfactorius_Vol.mm3,0.75,Stephan_collection
Nesogale dobsoni,Prepiriform_cortex_Vol.mm3,48.0,Stephan_collection
Nesogale dobsoni,Retrobulbar_cortex_Vol.mm3,10.2,Stephan_collection
Nesogale dobsoni,Schizo_cortex_Vol.mm3,16.3,Stephan_collection
Nesogale dobsoni,Septum_Vol.mm3,9.58,Stephan_collection
Nesogale dobsoni,Striatum_Vol.mm3,23.1,Stephan_collection
Nesogale dobsoni,Substantia_innominata_Vol.mm3,1.6,Stephan_collection
Nesogale dobsoni,Telencephalon_Vol.mm3,326.0,Stephan_collection
Nesogale dobsoni,Total_brain_net_volume_Vol.mm3,513.0,Stephan_collection
Nesogale dobsoni,Tractus_olfactorius_lateralis_Vol.mm3,2.4,Stephan_collection
Nesogale dobsoni,Tuberculum_olfactorium_Vol.mm3,13.0,Stephan_collection
Nesogale dobsoni,Ventricles_Vol.mm3,5.31,Stephan_collection
Nesogale talazaci,AccessoryOlfactoryBulb_Vol.mm3,0.369,Stephan_collection
Nesogale talazaci,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.084,Stephan_collection
Nesogale talazaci,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.102,Stephan_collection
Nesogale talazaci,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.183,Stephan_collection
Nesogale talazaci,Amygdala_Vol.mm3,25.8,Stephan_collection
Nesogale talazaci,Body_Mass.g,50.4,Stephan_collection
Nesogale talazaci,Brain_Mass.mg,790.0,Stephan_collection
Nesogale talazaci,Bulbus_olfactorius_Vol.mm3,74.3,Stephan_collection
Nesogale talazaci,Bulbus_olfactorius_accessorius_Vol.mm3,0.369,Stephan_collection
Nesogale talazaci,Cerebellum_Vol.mm3,92.3,Stephan_collection
Nesogale talazaci,Commissura_anterior_Vol.mm3,2.8,Stephan_collection
Nesogale talazaci,Complexus_centromedialis_Vol.mm3,12.4,Stephan_collection
Nesogale talazaci,Complexus_corticobasolateralis_Vol.mm3,13.4,Stephan_collection
Nesogale talazaci,Complexus_sensorius_trigeminalis_Vol.mm3,13.8,Stephan_collection
Nesogale talazaci,Complexus_vestibularis_Vol.mm3,3.49,Stephan_collection
Nesogale talazaci,Corpus_pineal_Vol.mm3,0.0894,Stephan_collection
Nesogale talazaci,Corpus_subcommissurale_Vol.mm3,0.00147,Stephan_collection
Nesogale talazaci,Corpus_subfornicale_Vol.mm3,0.0191,Stephan_collection
Nesogale talazaci,Diencephalon_Vol.mm3,43.8,Stephan_collection
Nesogale talazaci,Hippocampus_Vol.mm3,98.9,Stephan_collection
Nesogale talazaci,Lobus_piriformis_Vol.mm3,139.0,Stephan_collection
Nesogale talazaci,Medulla_oblongata_Vol.mm3,85.3,Stephan_collection
Nesogale talazaci,Mesencephalon_Vol.mm3,47.2,Stephan_collection
Nesogale talazaci,Neocortex_Vol.mm3,96.2,Stephan_collection
Nesogale talazaci,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.7,Stephan_collection
Nesogale talazaci,Nucleus_habenularis_medialis_Vol.mm3,0.381,Stephan_collection
Nesogale talazaci,Nucleus_septalis_triangularis_Vol.mm3,0.378,Stephan_collection
Nesogale talazaci,Nucleus_tractus_olfactorius_Vol.mm3,0.77,Stephan_collection
Nesogale talazaci,Nucleus_vestibularis_descendens_Vol.mm3,0.896,Stephan_collection
Nesogale talazaci,Nucleus_vestibularis_lateralis_Vol.mm3,0.691,Stephan_collection
Nesogale talazaci,Nucleus_vestibularis_medialis_Vol.mm3,1.54,Stephan_collection
Nesogale talazaci,Nucleus_vestibularis_superior_Vol.mm3,0.366,Stephan_collection
Nesogale talazaci,Palaeocortex_plus_amygdala_Vol.mm3,139.0,Stephan_collection
Nesogale talazaci,Prepiriform_cortex_Vol.mm3,71.6,Stephan_collection
Nesogale talazaci,Retrobulbar_cortex_Vol.mm3,14.5,Stephan_collection
Nesogale talazaci,Schizo_cortex_Vol.mm3,20.7,Stephan_collection
Nesogale talazaci,Septum_Vol.mm3,11.2,Stephan_collection
Nesogale talazaci,Striatum_Vol.mm3,31.2,Stephan_collection
Nesogale talazaci,Substantia_innominata_Vol.mm3,1.9,Stephan_collection
Nesogale talazaci,Telencephalon_Vol.mm3,472.0,Stephan_collection
Nesogale talazaci,Total_brain_net_volume_Vol.mm3,741.0,Stephan_collection
Nesogale talazaci,Tractus_olfactorius_lateralis_Vol.mm3,3.9,Stephan_collection
Nesogale talazaci,Tuberculum_olfactorium_Vol.mm3,18.5,Stephan_collection
Nesogale talazaci,Ventricles_Vol.mm3,6.02,Stephan_collection
Nycticebus coucang,AccessoryOlfactoryBulb_Vol.mm3,4.276,Stephan_collection
Nycticebus coucang,AccessoryOlfactoryBulb_layer_6_Vol.mm3,1.346,Stephan_collection
Nycticebus coucang,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,1.305,Stephan_collection
Nycticebus coucang,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,1.625,Stephan_collection
Nycticebus coucang,Amygdala_Vol.mm3,189.2,Stephan_collection
Nycticebus coucang,Area_striata_Vol.mm3,828.0,Stephan_collection
Nycticebus coucang,Area_striata_grey_matter_Vol.mm3,657.3333333333334,Bush; Stephan_collection; Zilles
Nycticebus coucang,Area_striata_lamina_1_Vol.mm3,93.8,Stephan_collection
Nycticebus coucang,Area_striata_laminae_2_6_Vol.mm3,603.0,Stephan_collection
Nycticebus coucang,Area_striata_white_matter_Vol.mm3,132.0,Stephan_collection
Nycticebus coucang,Body_Mass.g,800.0,Stephan_collection
Nycticebus coucang,Brain_Mass.mg,12500.0,Stephan_collection
Nycticebus coucang,Bulbus_olfactorius_Vol.mm3,159.3,Stephan_collection
Nycticebus coucang,Bulbus_olfactorius_accessorius_Vol.mm3,4.28,Stephan_collection
Nycticebus coucang,CA1_Vol.mm3,178.14,Stephan_collection
Nycticebus coucang,CA2_Vol.mm3,17.34,Stephan_collection
Nycticebus coucang,CA3_Vol.mm3,135.76,Stephan_collection
Nycticebus coucang,Cerebellar_nuclei_total_Vol.mm3,33.75,Stephan_collection
Nycticebus coucang,Cerebellum_Vol.mm3,1310.0,Stephan_collection
Nycticebus coucang,Cerebellum_grey_matter_Vol.mm3,1200.0,Bush
Nycticebus coucang,Cerebellum_white_matter_Vol.mm3,196.0,Bush
Nycticebus coucang,Commissura_anterior_Vol.mm3,22.9,Stephan_collection
Nycticebus coucang,Complexus_centromedialis_Vol.mm3,67.8,Stephan_collection
Nycticebus coucang,Complexus_corticobasolateralis_Vol.mm3,121.4,Stephan_collection
