Species,measure_class,Measure,Units,Value,Value_median,n_sources,n_teams,n_teams_primary,primary_used,Teams,roles,value_min,value_max
Amblysomus hottentotus,mass,Brain_Mass,g,0.812,0.812,1,1,0,False,HerculanoHouzel,secondary,0.812,0.812
Ametrida centurio,mass,Brain_Mass,g,0.29,0.29,1,1,0,False,Burger,secondary,0.29,0.29
Ammospermophilus harrisii,mass,Brain_Mass,g,2.405,2.405,1,1,0,False,Burger,secondary,2.405,2.405
Ammospermophilus insularis,mass,Brain_Mass,g,2.55,2.55,1,1,0,False,Burger,secondary,2.55,2.55
Ammospermophilus interpres,mass,Brain_Mass,g,2.5,2.5,1,1,0,False,Burger,secondary,2.5,2.5
Ammospermophilus leucurus,mass,Brain_Mass,g,2.25,2.25,1,1,0,False,Burger,secondary,2.25,2.25
Ammospermophilus nelsoni,mass,Brain_Mass,g,2.625,2.625,1,1,0,False,Burger,secondary,2.625,2.625
Ammotragus lervia,mass,Brain_Mass,g,209.0,209.0,1,1,0,False,Burger,secondary,209.0,209.0
Anoura caudifer,mass,Brain_Mass,g,0.4225,0.4225,1,1,0,False,Burger,secondary,0.4225,0.4225
Anoura geoffroyi,mass,Brain_Mass,g,0.583,0.583,1,1,0,False,Burger,secondary,0.583,0.583
Antechinomys laniger,mass,Brain_Mass,g,0.47,0.47,1,1,0,False,Burger,secondary,0.47,0.47
Antechinus agilis,mass,Brain_Mass,g,0.56,0.56,1,1,0,False,Burger,secondary,0.56,0.56
Antechinus bellus,mass,Brain_Mass,g,0.63,0.63,1,1,0,False,Burger,secondary,0.63,0.63
Antechinus flavipes,mass,Brain_Mass,g,0.64,0.64,1,1,0,False,Burger,secondary,0.64,0.64
Antechinus leo,mass,Brain_Mass,g,0.75,0.75,1,1,0,False,Burger,secondary,0.75,0.75
Antechinus minimus,mass,Brain_Mass,g,0.74,0.74,1,1,0,False,Burger,secondary,0.74,0.74
Antechinus stuartii,mass,Brain_Mass,g,0.76,0.76,1,1,0,False,Burger,secondary,0.76,0.76
Antechinus subtropicus,mass,Brain_Mass,g,0.72,0.72,1,1,0,False,Burger,secondary,0.72,0.72
Antechinus swainsonii,mass,Brain_Mass,g,1.09,1.09,1,1,0,False,Burger,secondary,1.09,1.09
Antidorcas marsupialis,mass,Brain_Mass,g,120.537,120.537,2,2,0,False,Burger; HerculanoHouzel,secondary,106.074,135.0
Antilocapra americana,mass,Brain_Mass,g,125.6,125.6,1,1,0,False,Burger,secondary,125.6,125.6
Antilope cervicapra,mass,Brain_Mass,g,110.8,110.8,1,1,0,False,Burger,secondary,110.8,110.8
Aonyx capensis,mass,Brain_Mass,g,94.6,94.6,1,1,0,False,Burger,secondary,94.6,94.6
Aonyx cinerea,mass,Brain_Mass,g,38.09,38.09,1,1,0,False,Burger,secondary,38.09,38.09
Aotus azarae,mass,Brain_Mass,g,20.7,20.7,1,1,0,False,Burger,secondary,20.7,20.7
Aotus lemurinus,mass,Brain_Mass,g,113.5,113.5,1,1,0,False,Burger,secondary,113.5,113.5
Aotus sp.,mass,Brain_Mass,g,16.35,16.35,1,1,0,False,MacLeod,secondary,16.35,16.35
Aotus trivirgatus,mass,Brain_Mass,g,17.43,17.43,11,5,2,True,Burger; Finlay; HerculanoHouzel; Lewitus; Stephan_collection,primary; secondary,15.73,18.2
Aplodontia rufa,mass,Brain_Mass,g,7.04,7.04,1,1,0,False,Burger,secondary,7.04,7.04
Apodemus agrarius,mass,Brain_Mass,g,0.2,0.2,1,1,0,False,Burger,secondary,0.2,0.2
Apodemus flavicollis,mass,Brain_Mass,g,0.7,0.7,1,1,0,False,Burger,secondary,0.7,0.7
Apodemus sylvaticus,mass,Brain_Mass,g,0.59,0.59,1,1,0,False,Burger,secondary,0.59,0.59
Arctictis binturong,mass,Brain_Mass,g,40.85,40.85,1,1,0,False,Burger,secondary,40.85,40.85
Arctocebus aureus,mass,Brain_Mass,g,5.8776,5.8776,1,1,0,False,Burger,secondary,5.8776,5.8776
Arctocebus calabarensis,mass,Brain_Mass,g,6.9214,6.9214,1,1,0,False,Burger,secondary,6.9214,6.9214
Arctocephalus australis,mass,Brain_Mass,g,307.5,307.5,1,1,0,False,Burger,secondary,307.5,307.5
Arctocephalus forsteri,mass,Brain_Mass,g,320.0,320.0,1,1,0,False,Burger,secondary,320.0,320.0
Arctocephalus galapagoensis,mass,Brain_Mass,g,291.25,291.25,1,1,0,False,Burger,secondary,291.25,291.25
Arctocephalus gazella,mass,Brain_Mass,g,340.0,340.0,1,1,0,False,Burger,secondary,340.0,340.0
Arctocephalus philippii,mass,Brain_Mass,g,415.0,415.0,1,1,0,False,Burger,secondary,415.0,415.0
Arctocephalus pusillus,mass,Brain_Mass,g,369.38,369.38,1,1,0,False,Burger,secondary,369.38,369.38
Arctocephalus tropicalis,mass,Brain_Mass,g,326.25,326.25,1,1,0,False,Burger,secondary,326.25,326.25
Arctogalidia trivirgata,mass,Brain_Mass,g,21.98,21.98,1,1,0,False,Burger,secondary,21.98,21.98
Arctonyx collaris,mass,Brain_Mass,g,49.4,49.4,1,1,0,False,Burger,secondary,49.4,49.4
Ardops nichollsi,mass,Brain_Mass,g,0.61,0.61,1,1,0,False,Burger,secondary,0.61,0.61
Artibeus cinereus,mass,Brain_Mass,g,0.4685,0.4685,1,1,0,False,Burger,secondary,0.4685,0.4685
Artibeus concolor,mass,Brain_Mass,g,0.633,0.633,1,1,0,False,Burger,secondary,0.633,0.633
Artibeus glaucus,mass,Brain_Mass,g,0.476,0.476,1,1,0,False,Burger,secondary,0.476,0.476
Artibeus jamaicensis,mass,Brain_Mass,g,0.9802,0.9802,1,1,0,False,Burger,secondary,0.9802,0.9802
Artibeus lituratus,mass,Brain_Mass,g,1.171,1.171,1,1,0,False,Burger,secondary,1.171,1.171
Artibeus phaeotis,mass,Brain_Mass,g,0.448,0.448,1,1,0,False,Burger,secondary,0.448,0.448
Artibeus toltecus,mass,Brain_Mass,g,0.544,0.544,1,1,0,False,Burger,secondary,0.544,0.544
Arvicanthis niloticus,mass,Brain_Mass,g,1.33,1.33,1,1,0,False,Burger,secondary,1.33,1.33
Arvicola amphibius,mass,Brain_Mass,g,1.64,1.64,1,1,0,False,Burger,secondary,1.64,1.64
Asellia tridens,mass,Brain_Mass,g,0.24,0.24,1,1,0,False,Burger,secondary,0.24,0.24
Aselliscus stoliczkanus,mass,Brain_Mass,g,0.15,0.15,1,1,0,False,Burger,secondary,0.15,0.15
Aselliscus tricuspidatus,mass,Brain_Mass,g,0.134,0.134,1,1,0,False,Burger,secondary,0.134,0.134
Atelerix albiventris,mass,Brain_Mass,g,2.24,2.24,1,1,0,False,Burger,secondary,2.24,2.24
Atelerix algirus,mass,Brain_Mass,g,3.375,3.375,5,2,1,True,Burger; Stephan_collection,primary; secondary,3.2,3.55
Ateles belzebuth,mass,Brain_Mass,g,112.7,112.7,1,1,0,False,Burger,secondary,112.7,112.7
Ateles chamek,mass,Brain_Mass,g,99.0,99.0,1,1,0,False,Burger,secondary,99.0,99.0
Ateles fusciceps,mass,Brain_Mass,g,113.6,113.6,1,1,0,False,Burger,secondary,113.6,113.6
Ateles geoffroyi,mass,Brain_Mass,g,107.2,107.2,6,3,2,True,Burger; Stephan_collection; Zilles,primary; secondary,104.96,108.0
Ateles hybridus,mass,Brain_Mass,g,103.0541,103.0541,1,1,0,False,Burger,secondary,103.0541,103.0541
Ateles marginatus,mass,Brain_Mass,g,97.0,97.0,1,1,0,False,Burger,secondary,97.0,97.0
Ateles paniscus,mass,Brain_Mass,g,108.73,108.73,2,2,0,False,Burger; Lewitus,secondary,108.5,108.96
Atelocynus microtis,mass,Brain_Mass,g,62.18,62.18,1,1,0,False,Burger,secondary,62.18,62.18
Atherurus africanus,mass,Brain_Mass,g,21.89,21.89,1,1,0,False,Burger,secondary,21.89,21.89
Atherurus macrourus,mass,Brain_Mass,g,31.57,31.57,1,1,0,False,Burger,secondary,31.57,31.57
Atilax paludinosus,mass,Brain_Mass,g,28.5,28.5,1,1,0,False,Burger,secondary,28.5,28.5
Avahi laniger,mass,Brain_Mass,g,9.84,9.84,8,4,2,True,Burger; Lewitus; Stephan_collection; Zilles,primary; secondary,9.6,10.65
Avahi occidentalis,mass,Brain_Mass,g,9.67,9.67,5,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,7.95,9.69
Axis axis,mass,Brain_Mass,g,219.0,219.0,2,2,0,False,Burger; Garwicz,secondary,219.0,219.0
Axis porcinus,mass,Brain_Mass,g,142.0,142.0,1,1,0,False,Burger,secondary,142.0,142.0
Babyrousa babyrussa,mass,Brain_Mass,g,127.0,127.0,1,1,0,False,Burger,secondary,127.0,127.0
Balaena mysticetus,mass,Brain_Mass,g,2738.0,2738.0,1,1,0,False,Burger,secondary,2738.0,2738.0
Balaenoptera acutorostrata,mass,Brain_Mass,g,2766.95,2766.95,2,2,0,False,AvelinodeSouza; Burger,secondary,2683.9,2850.0
Balaenoptera borealis,mass,Brain_Mass,g,4900.0,4900.0,1,1,0,False,Burger,secondary,4900.0,4900.0
Balaenoptera musculus,mass,Brain_Mass,g,3636.0,3636.0,1,1,0,False,Burger,secondary,3636.0,3636.0
Balaenoptera physalus,mass,Brain_Mass,g,5100.0,5100.0,1,1,0,False,Burger,secondary,5100.0,5100.0
Balionycteris maculata,mass,Brain_Mass,g,0.5107,0.5107,1,1,0,False,Burger,secondary,0.5107,0.5107
Barbastella barbastellus,mass,Brain_Mass,g,0.184,0.184,1,1,0,False,Burger,secondary,0.184,0.184
Bassaricyon alleni,mass,Brain_Mass,g,19.37,19.37,1,1,0,False,Burger,secondary,19.37,19.37
Bassaricyon gabbii,mass,Brain_Mass,g,19.3,19.3,1,1,0,False,Burger,secondary,19.3,19.3
Bassariscus astutus,mass,Brain_Mass,g,16.0,16.0,1,1,0,False,Burger,secondary,16.0,16.0
Bassariscus sumichrasti,mass,Brain_Mass,g,41.9,41.9,1,1,0,False,Burger,secondary,41.9,41.9
Bathyergus suillus,mass,Brain_Mass,g,3.765,3.765,2,2,0,False,Burger; Kverkova,secondary,3.75,3.78
Bdeogale crassicauda,mass,Brain_Mass,g,16.95,16.95,1,1,0,False,Burger,secondary,16.95,16.95
Beamys hindei,mass,Brain_Mass,g,1.11,1.11,1,1,0,False,Burger,secondary,1.11,1.11
Berylmys bowersi,mass,Brain_Mass,g,4.63,4.63,1,1,0,False,Burger,secondary,4.63,4.63
Bettongia gaimardi,mass,Brain_Mass,g,11.7,11.7,1,1,0,False,Burger,secondary,11.7,11.7
Bettongia lesueur,mass,Brain_Mass,g,10.5,10.5,1,1,0,False,Burger,secondary,10.5,10.5
Bettongia penicillata,mass,Brain_Mass,g,9.58,9.58,2,2,0,False,Burger; Karl,secondary,9.56,9.6
Bettongia tropica,mass,Brain_Mass,g,8.92,8.92,1,1,0,False,Burger,secondary,8.92,8.92
Bison bison,mass,Brain_Mass,g,458.0,458.0,1,1,0,False,Burger,secondary,458.0,458.0
Blarina brevicauda,mass,Brain_Mass,g,0.39,0.39,4,3,1,True,Burger; Finlay; HerculanoHouzel,primary; secondary,0.29,0.39
Bonobo,mass,Brain_Mass,g,332.42,332.42,1,1,1,True,Weaver,primary,332.42,332.42
Bos grunniens,mass,Brain_Mass,g,334.0,334.0,1,1,0,False,Burger,secondary,334.0,334.0
Bos taurus,mass,Brain_Mass,g,464.2,459.0,4,4,0,False,Burger; Garwicz; HerculanoHouzel; Lewitus,secondary,452.8,486.0
Bos taurus indicus,mass,Brain_Mass,g,462.0,462.0,1,1,0,False,Lewitus,secondary,462.0,462.0
Boselaphus tragocamelus,mass,Brain_Mass,g,271.75,271.75,1,1,0,False,Burger,secondary,271.75,271.75
Brachyphylla cavernarum,mass,Brain_Mass,g,1.278,1.278,1,1,0,False,Burger,secondary,1.278,1.278
Brachyteles arachnoides,mass,Brain_Mass,g,119.4,119.4,1,1,0,False,Burger,secondary,119.4,119.4
Bradypus tridactylus,mass,Brain_Mass,g,24.9,24.9,1,1,0,False,Burger,secondary,24.9,24.9
Bradypus variegatus,mass,Brain_Mass,g,16.03,16.03,1,1,0,False,Burger,secondary,16.03,16.03
Broken Hill/Kabwe,mass,Brain_Mass,g,1205.39,1205.39,1,1,1,True,Weaver,primary,1205.39,1205.39
Bunopithecus hoolock,mass,Brain_Mass,g,110.6804,110.6804,1,1,0,False,Burger,secondary,110.6804,110.6804
Burramys parvus,mass,Brain_Mass,g,1.0,1.0,1,1,0,False,Burger,secondary,1.0,1.0
C. apella,mass,Brain_Mass,g,66.5,66.5,1,1,1,True,Weaver,primary,66.5,66.5
C. atys,mass,Brain_Mass,g,99.7,99.7,1,1,1,True,Weaver,primary,99.7,99.7
Cabassous unicinctus,mass,Brain_Mass,g,23.68,23.68,1,1,0,False,Burger,secondary,23.68,23.68
Cacajao calvus,mass,Brain_Mass,g,74.3,74.3,1,1,0,False,Burger,secondary,74.3,74.3
Cacajao melanocephalus,mass,Brain_Mass,g,64.9,64.9,1,1,0,False,Burger,secondary,64.9,64.9
Caenolestes fuliginosus,mass,Brain_Mass,g,0.68,0.68,1,1,0,False,Burger,secondary,0.68,0.68
Callicebus caligatus,mass,Brain_Mass,g,17.25,17.25,1,1,0,False,Burger,secondary,17.25,17.25
Callicebus cupreus,mass,Brain_Mass,g,17.1,17.1,1,1,0,False,Burger,secondary,17.1,17.1
Callicebus discolor,mass,Brain_Mass,g,17.5288,17.5288,1,1,0,False,Burger,secondary,17.5288,17.5288
Callicebus lugens,mass,Brain_Mass,g,18.9725,18.9725,1,1,0,False,Burger,secondary,18.9725,18.9725
Callicebus medemi,mass,Brain_Mass,g,19.4359,19.4359,1,1,0,False,Burger,secondary,19.4359,19.4359
Callicebus moloch,mass,Brain_Mass,g,17.6,17.6,8,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,15.5,19.0
Callicebus regulus,mass,Brain_Mass,g,23.0,23.0,1,1,0,False,Burger,secondary,23.0,23.0
Callicebus torquatus,mass,Brain_Mass,g,19.1,19.1,1,1,0,False,Burger,secondary,19.1,19.1
Callimico goeldii,mass,Brain_Mass,g,11.0,11.0,6,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,10.95,11.4
Callithrix argentata,mass,Brain_Mass,g,8.0,8.0,1,1,0,False,Burger,secondary,8.0,8.0
Callithrix aurita,mass,Brain_Mass,g,7.2,7.2,1,1,0,False,Burger,secondary,7.2,7.2
Callithrix geoffroyi,mass,Brain_Mass,g,19.9,19.9,1,1,0,False,Burger,secondary,19.9,19.9
Callithrix humeralifera,mass,Brain_Mass,g,8.2,8.2,1,1,0,False,Burger,secondary,8.2,8.2
Callithrix jacchus,mass,Brain_Mass,g,7.75,7.75,10,5,2,True,Burger; Finlay; HerculanoHouzel; Lewitus; Stephan_collection,primary; secondary,7.6,7.9
Callithrix penicillata,mass,Brain_Mass,g,7.3,7.3,1,1,0,False,Burger,secondary,7.3,7.3
Callithrix pygmaea,mass,Brain_Mass,g,4.2917,4.2917,5,3,2,True,Burger; Stephan_collection; Zilles,primary; secondary,4.15,4.64
Callithrix sp.,mass,Brain_Mass,g,7.78,7.78,1,1,0,False,HerculanoHouzel,secondary,7.78,7.78
Callorhinus ursinus,mass,Brain_Mass,g,334.83,334.83,1,1,0,False,Burger,secondary,334.83,334.83
Callosciurus caniceps,mass,Brain_Mass,g,6.02,6.02,1,1,0,False,Burger,secondary,6.02,6.02
Callosciurus nigrovittatus,mass,Brain_Mass,g,4.44,4.44,1,1,0,False,Burger,secondary,4.44,4.44
Callosciurus notatus,mass,Brain_Mass,g,4.91,4.91,1,1,0,False,Burger,secondary,4.91,4.91
Callosciurus prevostii,mass,Brain_Mass,g,6.52,6.52,1,1,0,False,Burger,secondary,6.52,6.52
Caluromys derbianus,mass,Brain_Mass,g,3.4,3.4,1,1,0,False,Burger,secondary,3.4,3.4
Caluromys lanatus,mass,Brain_Mass,g,3.1,3.1,1,1,0,False,Burger,secondary,3.1,3.1
Caluromys philander,mass,Brain_Mass,g,3.5,3.5,1,1,0,False,Burger,secondary,3.5,3.5
Camelus bactrianus,mass,Brain_Mass,g,575.0,575.0,1,1,0,False,Burger,secondary,575.0,575.0
Camelus dromedarius,mass,Brain_Mass,g,762.0,762.0,2,2,0,False,Burger; Garwicz,secondary,762.0,762.0
Canis adustus,mass,Brain_Mass,g,50.8,50.8,1,1,0,False,Burger,secondary,50.8,50.8
Canis aureus,mass,Brain_Mass,g,72.2,72.2,1,1,0,False,Burger,secondary,72.2,72.2
Canis latrans,mass,Brain_Mass,g,85.3675,85.3675,2,2,0,False,Burger; Lewitus,secondary,84.5,86.235
Canis lupus,mass,Brain_Mass,g,130.0,130.0,1,1,0,False,Burger,secondary,130.0,130.0
Canis lupus familiaris,mass,Brain_Mass,g,70.2,70.2,1,1,0,False,Garwicz,secondary,70.2,70.2
Canis mesomelas,mass,Brain_Mass,g,54.8,54.8,1,1,0,False,Burger,secondary,54.8,54.8
Capra hircus,mass,Brain_Mass,g,110.5,110.5,2,2,0,False,Burger; Lewitus,secondary,106.0,115.0
Capra hircus domestica,mass,Brain_Mass,g,106.0,106.0,1,1,0,False,Lewitus,secondary,106.0,106.0
Capreolus capreolus,mass,Brain_Mass,g,92.7,92.7,1,1,0,False,Burger,secondary,92.7,92.7
Caracal caracal,mass,Brain_Mass,g,51.9,51.9,1,1,0,False,Burger,secondary,51.9,51.9
Cardioderma cor,mass,Brain_Mass,g,0.6725,0.6725,1,1,0,False,Burger,secondary,0.6725,0.6725
Carollia castanea,mass,Brain_Mass,g,0.4485,0.4485,1,1,0,False,Burger,secondary,0.4485,0.4485
Carollia perspicillata,mass,Brain_Mass,g,0.5087,0.5087,1,1,0,False,Burger,secondary,0.5087,0.5087
Casinycteris argynnis,mass,Brain_Mass,g,0.8648,0.8648,1,1,0,False,Burger,secondary,0.8648,0.8648
Castor canadensis,mass,Brain_Mass,g,46.6892,46.6892,3,2,0,False,Burger; Lewitus,secondary,41.1667,52.21
Castor fiber,mass,Brain_Mass,g,44.978,44.978,1,1,0,False,Burger,secondary,44.978,44.978
Catopuma temminckii,mass,Brain_Mass,g,68.03,68.03,1,1,0,False,Burger,secondary,68.03,68.03
Cavia aperea,mass,Brain_Mass,g,4.04,4.04,1,1,0,False,Burger,secondary,4.04,4.04
Cavia porcellus,mass,Brain_Mass,g,4.162,4.0,4,3,0,False,Burger; Garwicz; HerculanoHouzel,secondary,3.656,4.83
Cebus albifrons,mass,Brain_Mass,g,76.9714,76.9714,10,4,2,True,Burger; Lewitus; Stephan_collection; Zilles,primary; secondary,62.95,80.0
Cebus apella,mass,Brain_Mass,g,61.829,61.829,3,2,0,False,Burger; HerculanoHouzel,secondary,52.208,71.3
Cebus capucinus,mass,Brain_Mass,g,70.14,70.14,1,1,0,False,Burger,secondary,70.14,70.14
Cebus libidinosus,mass,Brain_Mass,g,64.6854,64.6854,1,1,0,False,Burger,secondary,64.6854,64.6854
Cebus nigritus,mass,Brain_Mass,g,67.066,67.066,1,1,0,False,Burger,secondary,67.066,67.066
Cebus olivaceus,mass,Brain_Mass,g,72.5,72.5,1,1,0,False,Burger,secondary,72.5,72.5
Cebus xanthosternos,mass,Brain_Mass,g,66.0874,66.0874,1,1,0,False,Burger,secondary,66.0874,66.0874
Cephalophus dorsalis,mass,Brain_Mass,g,92.897,92.897,1,1,0,False,Burger,secondary,92.897,92.897
Cephalophus leucogaster,mass,Brain_Mass,g,93.0,93.0,1,1,0,False,Burger,secondary,93.0,93.0
Cephalophus natalensis,mass,Brain_Mass,g,84.1,84.1,1,1,0,False,Burger,secondary,84.1,84.1
Cephalophus nigrifrons,mass,Brain_Mass,g,85.0,85.0,1,1,0,False,Burger,secondary,85.0,85.0
Cephalophus silvicultor,mass,Brain_Mass,g,170.0,170.0,1,1,0,False,Burger,secondary,170.0,170.0
Cephalophus zebra,mass,Brain_Mass,g,83.0,83.0,1,1,0,False,Burger,secondary,83.0,83.0
Cephalorhynchus commersonii,mass,Brain_Mass,g,725.0,725.0,1,1,0,False,Burger,secondary,725.0,725.0
Cephalorhynchus heavisidii,mass,Brain_Mass,g,763.0,763.0,1,1,0,False,Burger,secondary,763.0,763.0
Ceratotherium simum,mass,Brain_Mass,g,643.0,643.0,1,1,0,False,Burger,secondary,643.0,643.0
Cercartetus caudatus,mass,Brain_Mass,g,0.71,0.71,1,1,0,False,Burger,secondary,0.71,0.71
Cercartetus concinnus,mass,Brain_Mass,g,0.3,0.3,1,1,0,False,Burger,secondary,0.3,0.3
Cercartetus lepidus,mass,Brain_Mass,g,0.36,0.36,1,1,0,False,Burger,secondary,0.36,0.36
Cercartetus nanus,mass,Brain_Mass,g,0.43,0.43,1,1,0,False,Burger,secondary,0.43,0.43
Cercocebus agilis,mass,Brain_Mass,g,95.3,95.3,2,2,1,True,Burger; Zilles,primary; secondary,95.3,95.3
Cercocebus atys,mass,Brain_Mass,g,86.8,86.8,1,1,0,False,Burger,secondary,86.8,86.8
Cercocebus galeritus,mass,Brain_Mass,g,99.0704,99.0704,1,1,0,False,Burger,secondary,99.0704,99.0704
Cercocebus torquatus,mass,Brain_Mass,g,105.9883,105.9883,1,1,0,False,Burger,secondary,105.9883,105.9883
Cercopithecus albogularis,mass,Brain_Mass,g,70.0998,70.0998,1,1,0,False,Burger,secondary,70.0998,70.0998
Cercopithecus ascanius,mass,Brain_Mass,g,66.2,66.2,7,3,1,True,Burger; Stephan_collection; Zilles,primary; secondary,54.9,67.0
Cercopithecus campbelli,mass,Brain_Mass,g,54.4,54.4,1,1,0,False,Burger,secondary,54.4,54.4
Cercopithecus cephus,mass,Brain_Mass,g,76.0,76.0,1,1,0,False,Burger,secondary,76.0,76.0
Cercopithecus diana,mass,Brain_Mass,g,55.2,55.2,1,1,0,False,Burger,secondary,55.2,55.2
Cercopithecus doggetti,mass,Brain_Mass,g,65.3565,65.3565,1,1,0,False,Burger,secondary,65.3565,65.3565
Cercopithecus erythrotis,mass,Brain_Mass,g,65.4,65.4,1,1,0,False,Burger,secondary,65.4,65.4
Cercopithecus hamlyni,mass,Brain_Mass,g,65.9,65.9,1,1,0,False,Burger,secondary,65.9,65.9
Cercopithecus lhoesti,mass,Brain_Mass,g,74.2,74.2,1,1,0,False,Burger,secondary,74.2,74.2
Cercopithecus lowei,mass,Brain_Mass,g,51.2,51.2,1,1,0,False,Burger,secondary,51.2,51.2
Cercopithecus mitis,mass,Brain_Mass,g,73.925,73.925,9,4,2,True,Burger; Lewitus; Stephan_collection; Zilles,primary; secondary,67.0,76.0
Cercopithecus mona,mass,Brain_Mass,g,67.0,67.0,1,1,0,False,Burger,secondary,67.0,67.0
Cercopithecus neglectus,mass,Brain_Mass,g,60.9,60.9,1,1,0,False,Burger,secondary,60.9,60.9
Cercopithecus nictitans,mass,Brain_Mass,g,71.125,71.125,1,1,0,False,Burger,secondary,71.125,71.125
Cercopithecus petaurista,mass,Brain_Mass,g,55.0766,55.0766,1,1,0,False,Burger,secondary,55.0766,55.0766
Cercopithecus pogonias,mass,Brain_Mass,g,59.5648,59.5648,1,1,0,False,Burger,secondary,59.5648,59.5648
Cercopithecus wolfi,mass,Brain_Mass,g,61.45,61.45,1,1,0,False,Burger,secondary,61.45,61.45
Cerdocyon thous,mass,Brain_Mass,g,49.5,49.5,1,1,0,False,Burger,secondary,49.5,49.5
Cervus canadensis,mass,Brain_Mass,g,435.0,435.0,1,1,0,False,Garwicz,secondary,435.0,435.0
Cervus elaphus,mass,Brain_Mass,g,409.3,409.3,1,1,0,False,Burger,secondary,409.3,409.3
Cervus nippon,mass,Brain_Mass,g,200.0,200.0,1,1,0,False,Burger,secondary,200.0,200.0
Chaerephon jobensis,mass,Brain_Mass,g,0.36,0.36,1,1,0,False,Burger,secondary,0.36,0.36
Chaerephon plicatus,mass,Brain_Mass,g,0.385,0.385,1,1,0,False,Burger,secondary,0.385,0.385
Chaeropus ecaudatus,mass,Brain_Mass,g,2.4,2.4,1,1,0,False,Burger,secondary,2.4,2.4
Chaetodipus baileyi,mass,Brain_Mass,g,0.7,0.7,1,1,0,False,Burger,secondary,0.7,0.7
Chaetodipus californicus,mass,Brain_Mass,g,0.62,0.62,1,1,0,False,Burger,secondary,0.62,0.62
Chaetodipus fallax,mass,Brain_Mass,g,0.54,0.54,1,1,0,False,Burger,secondary,0.54,0.54
Chaetodipus formosus,mass,Brain_Mass,g,0.49,0.49,1,1,0,False,Burger,secondary,0.49,0.49
