status,genus,weighting,region,measure,stat,built,manual,diff,real_built,real_manual,tol
match,Rattus,weighted,Basal Ganglia,CBF,Mean,119.33,119.33,0,TRUE,TRUE,0.011
match,Rattus,weighted,Basal Ganglia,CBF,N,12,12,0,TRUE,TRUE,0
match,Rattus,weighted,Basal Ganglia,CBF,SD,19.36,19.36,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Basal Ganglia,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Basal Ganglia,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Basal Ganglia,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Basal Ganglia,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Basal Ganglia,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Basal Ganglia,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Basal Ganglia,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Basal Ganglia,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Basal Ganglia,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Basal Ganglia,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Basal Ganglia,CMRgl,CV,14.22,14.22,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Basal Ganglia,CMRgl,CVstar,14.31,14.31,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Basal Ganglia,CMRgl,Mean,71.95,71.95,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Basal Ganglia,CMRgl,N,42,42,0,TRUE,TRUE,0
match,Rattus,unweighted,Basal Ganglia,CMRgl,SD,10.23,10.23,0,TRUE,TRUE,0.011
match,Rattus,weighted,Basal Ganglia,CMRgl,CV,7.72,7.72,0,TRUE,TRUE,0.011
match,Rattus,weighted,Basal Ganglia,CMRgl,CVstar,7.73,7.73,0,TRUE,TRUE,0.011
match,Rattus,weighted,Basal Ganglia,CMRgl,Mean,71.74,71.74,0,TRUE,TRUE,0.011
match,Rattus,weighted,Basal Ganglia,CMRgl,N,307,307,0,TRUE,TRUE,0
match,Rattus,weighted,Basal Ganglia,CMRgl,SD,5.54,5.54,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cerebellum,CBF,CV,33.38,33.38,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cerebellum,CBF,CVstar,37.56,37.56,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cerebellum,CBF,Mean,116.5,116.5,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cerebellum,CBF,N,2,2,0,TRUE,TRUE,0
match,Rattus,unweighted,Cerebellum,CBF,SD,38.89,38.89,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cerebellum,CBF,CV,15.14,15.14,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cerebellum,CBF,CVstar,15.41,15.41,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cerebellum,CBF,Mean,112.57,112.57,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cerebellum,CBF,N,14,14,0,TRUE,TRUE,0
match,Rattus,weighted,Cerebellum,CBF,SD,17.04,17.04,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Cerebellum,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Cerebellum,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Cerebellum,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Cerebellum,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Cerebellum,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Cerebellum,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Cerebellum,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Cerebellum,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Cerebellum,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Cerebellum,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Cerebellum,CMRgl,CV,22.72,22.72,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cerebellum,CMRgl,CVstar,22.93,22.93,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cerebellum,CMRgl,Mean,53.95,53.95,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cerebellum,CMRgl,N,28,28,0,TRUE,TRUE,0
match,Rattus,unweighted,Cerebellum,CMRgl,SD,12.26,12.26,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cerebellum,CMRgl,CV,16.95,16.95,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cerebellum,CMRgl,CVstar,16.97,16.97,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cerebellum,CMRgl,Mean,54.85,54.85,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cerebellum,CMRgl,N,220,220,0,TRUE,TRUE,0
match,Rattus,weighted,Cerebellum,CMRgl,SD,9.3,9.3,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Cingulate Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Cingulate Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Cingulate Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Cingulate Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Cingulate Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Cingulate Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Cingulate Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Cingulate Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Cingulate Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Cingulate Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Cingulate Cortex,CMRgl,CV,14.73,14.73,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cingulate Cortex,CMRgl,CVstar,14.85,14.85,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cingulate Cortex,CMRgl,Mean,97.88,97.88,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cingulate Cortex,CMRgl,N,32,32,0,TRUE,TRUE,0
match,Rattus,unweighted,Cingulate Cortex,CMRgl,SD,14.42,14.42,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cingulate Cortex,CMRgl,CV,13.04,13.04,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cingulate Cortex,CMRgl,CVstar,13.05,13.05,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cingulate Cortex,CMRgl,Mean,97.93,97.93,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cingulate Cortex,CMRgl,N,248,248,0,TRUE,TRUE,0
match,Rattus,weighted,Cingulate Cortex,CMRgl,SD,12.77,12.77,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CBF,CV,25.67,25.67,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CBF,CVstar,27.8,27.8,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CBF,Mean,149.6,149.6,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CBF,N,3,3,0,TRUE,TRUE,0
match,Rattus,unweighted,Cortex,CBF,SD,38.4,38.4,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CBF,CV,32.4,32.4,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CBF,CVstar,32.66,32.66,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CBF,Mean,145.58,145.58,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CBF,N,32,32,0,TRUE,TRUE,0
match,Rattus,weighted,Cortex,CBF,SD,47.17,47.17,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CMRO2,CV,20.2,20.2,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CMRO2,CVstar,25.25,25.25,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CMRO2,Mean,464.3,464.3,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CMRO2,N,1,1,0,TRUE,TRUE,0
match,Rattus,unweighted,Cortex,CMRO2,SD,93.8,93.8,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CMRO2,CV,20.2,20.2,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CMRO2,CVstar,20.45,20.45,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CMRO2,Mean,464.3,464.3,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CMRO2,N,20,20,0,TRUE,TRUE,0
match,Rattus,weighted,Cortex,CMRO2,SD,93.8,93.8,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CMRgl,CV,15.67,15.67,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CMRgl,CVstar,15.75,15.75,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CMRgl,Mean,99.14,99.14,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Cortex,CMRgl,N,49,49,0,TRUE,TRUE,0
match,Rattus,unweighted,Cortex,CMRgl,SD,15.53,15.53,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CMRgl,CV,12.51,12.51,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CMRgl,CVstar,12.52,12.52,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CMRgl,Mean,98.91,98.91,0,TRUE,TRUE,0.011
match,Rattus,weighted,Cortex,CMRgl,N,360,360,0,TRUE,TRUE,0
match,Rattus,weighted,Cortex,CMRgl,SD,12.37,12.37,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Frontal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Frontal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Frontal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Frontal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Frontal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Frontal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Frontal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Frontal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Frontal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Frontal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Frontal Cortex,CMRgl,CV,14.62,14.62,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Frontal Cortex,CMRgl,CVstar,14.73,14.73,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Frontal Cortex,CMRgl,Mean,94.06,94.06,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Frontal Cortex,CMRgl,N,34,34,0,TRUE,TRUE,0
match,Rattus,unweighted,Frontal Cortex,CMRgl,SD,13.75,13.75,0,TRUE,TRUE,0.011
match,Rattus,weighted,Frontal Cortex,CMRgl,CV,13.56,13.56,0,TRUE,TRUE,0.011
match,Rattus,weighted,Frontal Cortex,CMRgl,CVstar,13.58,13.58,0,TRUE,TRUE,0.011
match,Rattus,weighted,Frontal Cortex,CMRgl,Mean,94.31,94.31,0,TRUE,TRUE,0.011
match,Rattus,weighted,Frontal Cortex,CMRgl,N,247,247,0,TRUE,TRUE,0
match,Rattus,weighted,Frontal Cortex,CMRgl,SD,12.79,12.79,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Hippocampus,CBF,CV,14.11,14.11,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Hippocampus,CBF,CVstar,14.82,14.82,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Hippocampus,CBF,Mean,92.6,92.6,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Hippocampus,CBF,N,5,5,0,TRUE,TRUE,0
match,Rattus,unweighted,Hippocampus,CBF,SD,13.07,13.07,0,TRUE,TRUE,0.011
match,Rattus,weighted,Hippocampus,CBF,CV,14.5,14.5,0,TRUE,TRUE,0.011
match,Rattus,weighted,Hippocampus,CBF,CVstar,14.62,14.62,0,TRUE,TRUE,0.011
match,Rattus,weighted,Hippocampus,CBF,Mean,94,94,0,TRUE,TRUE,0.011
match,Rattus,weighted,Hippocampus,CBF,N,30,30,0,TRUE,TRUE,0
match,Rattus,weighted,Hippocampus,CBF,SD,13.63,13.63,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Hippocampus,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Hippocampus,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Hippocampus,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Hippocampus,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Hippocampus,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Hippocampus,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Hippocampus,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Hippocampus,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Hippocampus,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Hippocampus,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Hippocampus,CMRgl,CV,15.83,15.83,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Hippocampus,CMRgl,CVstar,15.92,15.92,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Hippocampus,CMRgl,Mean,65.59,65.59,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Hippocampus,CMRgl,N,44,44,0,TRUE,TRUE,0
match,Rattus,unweighted,Hippocampus,CMRgl,SD,10.38,10.38,0,TRUE,TRUE,0.011
match,Rattus,weighted,Hippocampus,CMRgl,CV,13.26,13.26,0,TRUE,TRUE,0.011
match,Rattus,weighted,Hippocampus,CMRgl,CVstar,13.27,13.27,0,TRUE,TRUE,0.011
match,Rattus,weighted,Hippocampus,CMRgl,Mean,65.36,65.36,0,TRUE,TRUE,0.011
match,Rattus,weighted,Hippocampus,CMRgl,N,327,327,0,TRUE,TRUE,0
match,Rattus,weighted,Hippocampus,CMRgl,SD,8.67,8.67,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Occipital Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Occipital Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Occipital Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Occipital Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Occipital Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Occipital Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Occipital Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Occipital Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Occipital Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Occipital Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Occipital Cortex,CMRgl,CV,14.57,14.57,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Occipital Cortex,CMRgl,CVstar,14.67,14.67,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Occipital Cortex,CMRgl,Mean,94.25,94.25,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Occipital Cortex,CMRgl,N,37,37,0,TRUE,TRUE,0
match,Rattus,unweighted,Occipital Cortex,CMRgl,SD,13.74,13.74,0,TRUE,TRUE,0.011
match,Rattus,weighted,Occipital Cortex,CMRgl,CV,13.47,13.47,0,TRUE,TRUE,0.011
match,Rattus,weighted,Occipital Cortex,CMRgl,CVstar,13.48,13.48,0,TRUE,TRUE,0.011
match,Rattus,weighted,Occipital Cortex,CMRgl,Mean,94.2,94.2,0,TRUE,TRUE,0.011
match,Rattus,weighted,Occipital Cortex,CMRgl,N,276,276,0,TRUE,TRUE,0
match,Rattus,weighted,Occipital Cortex,CMRgl,SD,12.69,12.69,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Parietal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Parietal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Parietal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Parietal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Parietal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Parietal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Parietal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Parietal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Parietal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Parietal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Parietal Cortex,CMRgl,CV,15.51,15.51,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Parietal Cortex,CMRgl,CVstar,15.63,15.63,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Parietal Cortex,CMRgl,Mean,93.08,93.08,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Parietal Cortex,CMRgl,N,32,32,0,TRUE,TRUE,0
match,Rattus,unweighted,Parietal Cortex,CMRgl,SD,14.44,14.44,0,TRUE,TRUE,0.011
match,Rattus,weighted,Parietal Cortex,CMRgl,CV,13.1,13.1,0,TRUE,TRUE,0.011
match,Rattus,weighted,Parietal Cortex,CMRgl,CVstar,13.11,13.11,0,TRUE,TRUE,0.011
match,Rattus,weighted,Parietal Cortex,CMRgl,Mean,94.29,94.29,0,TRUE,TRUE,0.011
match,Rattus,weighted,Parietal Cortex,CMRgl,N,251,251,0,TRUE,TRUE,0
match,Rattus,weighted,Parietal Cortex,CMRgl,SD,12.35,12.35,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Sensorimotor Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Sensorimotor Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Sensorimotor Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Sensorimotor Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Sensorimotor Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Sensorimotor Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Sensorimotor Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Sensorimotor Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Sensorimotor Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Sensorimotor Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Sensorimotor Cortex,CMRgl,CV,12.05,12.05,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Sensorimotor Cortex,CMRgl,CVstar,12.13,12.13,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Sensorimotor Cortex,CMRgl,Mean,96.61,96.61,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Sensorimotor Cortex,CMRgl,N,38,38,0,TRUE,TRUE,0
match,Rattus,unweighted,Sensorimotor Cortex,CMRgl,SD,11.64,11.64,0,TRUE,TRUE,0.011
match,Rattus,weighted,Sensorimotor Cortex,CMRgl,CV,10.5,10.5,0,TRUE,TRUE,0.011
match,Rattus,weighted,Sensorimotor Cortex,CMRgl,CVstar,10.51,10.51,0,TRUE,TRUE,0.011
match,Rattus,weighted,Sensorimotor Cortex,CMRgl,Mean,96.09,96.09,0,TRUE,TRUE,0.011
match,Rattus,weighted,Sensorimotor Cortex,CMRgl,N,270,270,0,TRUE,TRUE,0
match,Rattus,weighted,Sensorimotor Cortex,CMRgl,SD,10.09,10.09,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Temporal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Temporal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Temporal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Temporal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Temporal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Temporal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Temporal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Temporal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Temporal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Temporal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Temporal Cortex,CMRgl,CV,18.31,18.31,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Temporal Cortex,CMRgl,CVstar,19.45,19.45,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Temporal Cortex,CMRgl,Mean,98.58,98.58,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Temporal Cortex,CMRgl,N,4,4,0,TRUE,TRUE,0
match,Rattus,unweighted,Temporal Cortex,CMRgl,SD,18.05,18.05,0,TRUE,TRUE,0.011
match,Rattus,weighted,Temporal Cortex,CMRgl,CV,13.92,13.92,0,TRUE,TRUE,0.011
match,Rattus,weighted,Temporal Cortex,CMRgl,CVstar,14.06,14.06,0,TRUE,TRUE,0.011
match,Rattus,weighted,Temporal Cortex,CMRgl,Mean,97.46,97.46,0,TRUE,TRUE,0.011
match,Rattus,weighted,Temporal Cortex,CMRgl,N,26,26,0,TRUE,TRUE,0
match,Rattus,weighted,Temporal Cortex,CMRgl,SD,13.57,13.57,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Thalamus,CBF,CV,11.17,11.17,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Thalamus,CBF,CVstar,11.86,11.86,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Thalamus,CBF,Mean,131,131,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Thalamus,CBF,N,4,4,0,TRUE,TRUE,0
match,Rattus,unweighted,Thalamus,CBF,SD,14.63,14.63,0,TRUE,TRUE,0.011
match,Rattus,weighted,Thalamus,CBF,CV,16.25,16.25,0,TRUE,TRUE,0.011
match,Rattus,weighted,Thalamus,CBF,CVstar,16.4,16.4,0,TRUE,TRUE,0.011
match,Rattus,weighted,Thalamus,CBF,Mean,129.92,129.92,0,TRUE,TRUE,0.011
match,Rattus,weighted,Thalamus,CBF,N,26,26,0,TRUE,TRUE,0
match,Rattus,weighted,Thalamus,CBF,SD,21.11,21.11,0,TRUE,TRUE,0.011
both_absent,Rattus,unweighted,Thalamus,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Thalamus,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Thalamus,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,unweighted,Thalamus,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,unweighted,Thalamus,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Thalamus,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Thalamus,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Thalamus,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Rattus,weighted,Thalamus,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Rattus,weighted,Thalamus,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Rattus,unweighted,Thalamus,CMRgl,CV,15.41,15.41,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Thalamus,CMRgl,CVstar,15.5,15.5,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Thalamus,CMRgl,Mean,89.44,89.44,0,TRUE,TRUE,0.011
match,Rattus,unweighted,Thalamus,CMRgl,N,44,44,0,TRUE,TRUE,0
match,Rattus,unweighted,Thalamus,CMRgl,SD,13.79,13.79,0,TRUE,TRUE,0.011
match,Rattus,weighted,Thalamus,CMRgl,CV,13.43,13.43,0,TRUE,TRUE,0.011
match,Rattus,weighted,Thalamus,CMRgl,CVstar,13.44,13.44,0,TRUE,TRUE,0.011
match,Rattus,weighted,Thalamus,CMRgl,Mean,89.8,89.8,0,TRUE,TRUE,0.011
match,Rattus,weighted,Thalamus,CMRgl,N,334,334,0,TRUE,TRUE,0
match,Rattus,weighted,Thalamus,CMRgl,SD,12.06,12.06,0,TRUE,TRUE,0.011
match,Rattus,unweighted,White Matter,CBF,CV,11.43,11.43,0,TRUE,TRUE,0.011
match,Rattus,unweighted,White Matter,CBF,CVstar,14.29,14.29,0,TRUE,TRUE,0.011
match,Rattus,unweighted,White Matter,CBF,Mean,35,35,0,TRUE,TRUE,0.011
