"file","identifier","id_type","table_label","url","readme","n_rows","n_cols","columns","citation","citation_short","first_author","year"
"10.1159%2F000155963_TablesI-VI.tsv","10.1159/000155963","DOI","TablesI-VI","https://doi.org/10.1159/000155963","",76,53,"code; group; Species; n_1_18; Body_weight; Brain_weight; Ventricles; Meninges_hypophysis_nerves_etc.; Total_brain_net_volume; Medulla_oblongata; Cerebellum; Mesencephalon; Diencephalon; Telencephalon; Bulbus_olfactorius; Bulbus_olfactorius_accessorius; Lobus_piriformis; Septum; Striatum; Schizo_cortex; Hippocampus; Neocortex; n_19_26; Epithalamus; Thalamus; Hypothalamus; Subthalamus; Pallidum; Nucleus_subthalamicus; Capsula_interna; Tractus_opticus; n_27_28; Area_striata; Corpus_geniculatum_laterale; n_29_34; Palaeocortex; Amygdala; Complexus_centromedialis; Nucleus_tractus_olfactorius; Complexus_corticobasolateralis; Nucleus_amygdalae_basalis_pars_magnocellularis; n_35_39; Complexus_vestibularis_unilateral; Nucleus_vestibularis_superior_unilateral; Nucleus_vestibularis_lateralis_unilateral; Nucleus_vestibularis_medialis_unilateral; Nucleus_vestibularis_descendens_unilateral; n_40_44; Nucleus_septalis_triangularis; Corpus_subfornicale; Nucleus_habenularis_medialis; Corpus_pineal; Corpus_subcommissurale","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableV.tsv","10.1159/000155963","DOI","TableV","https://doi.org/10.1159/000155963","",21,11,"species; group; Bulbus_olfactorius; Bulbus_olfactorius_accessorius; Lobus_piriformis; Septum; Striatum; Schizo_cortex; Hippocampus; Neocortex; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableVI.tsv","10.1159/000155963","DOI","TableVI","https://doi.org/10.1159/000155963","",27,11,"species; group; Bulbus_olfactorius; Bulbus_olfactorius_accessorius; Lobus_piriformis; Septum; Striatum; Schizo_cortex; Hippocampus; Neocortex; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableVII.tsv","10.1159/000155963","DOI","TableVII","https://doi.org/10.1159/000155963","",10,11,"species; group; Epithalamus; Thalamus; Hypothalamus; Subthalamus; Pallidum; Nucleus_subthalamicus; Capsula_interna; Tractus_opticus; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableVIII.tsv","10.1159/000155963","DOI","TableVIII","https://doi.org/10.1159/000155963","",27,11,"species; group; Epithalamus; Thalamus; Hypothalamus; Subthalamus; Pallidum; Nucleus_subthalamicus; Capsula_interna; Tractus_opticus; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableX.tsv","10.1159/000155963","DOI","TableX","https://doi.org/10.1159/000155963","",10,9,"species; group; Palaeocortex; Amygdala; Complexus_centromedialis; Nucleus_tractus_olfactorius; Complexus_corticobasolateralis; Nucleus_amygdalae_basalis_pars_magnocellularis; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableXI.tsv","10.1159/000155963","DOI","TableXI","https://doi.org/10.1159/000155963","",18,9,"species; group; Palaeocortex; Amygdala; Complexus_centromedialis; Nucleus_tractus_olfactorius; Complexus_corticobasolateralis; Nucleus_amygdalae_basalis_pars_magnocellularis; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableXII.tsv","10.1159/000155963","DOI","TableXII","https://doi.org/10.1159/000155963","",10,8,"species; group; Complexus_vestibularis_unilateral; Nucleus_vestibularis_superior_unilateral; Nucleus_vestibularis_lateralis_unilateral; Nucleus_vestibularis_medialis_unilateral; Nucleus_vestibularis_descendens_unilateral; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableXIII.tsv","10.1159/000155963","DOI","TableXIII","https://doi.org/10.1159/000155963","",27,8,"species; group; Complexus_vestibularis_unilateral; Nucleus_vestibularis_superior_unilateral; Nucleus_vestibularis_lateralis_unilateral; Nucleus_vestibularis_medialis_unilateral; Nucleus_vestibularis_descendens_unilateral; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableXIV.tsv","10.1159/000155963","DOI","TableXIV","https://doi.org/10.1159/000155963","",26,8,"species; group; Nucleus_septalis_triangularis; Corpus_subfornicale; Nucleus_habenularis_medialis; Corpus_pineal; Corpus_subcommissurale; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableXV.tsv","10.1159/000155963","DOI","TableXV","https://doi.org/10.1159/000155963","",20,8,"species; group; Nucleus_septalis_triangularis; Corpus_subfornicale; Nucleus_habenularis_medialis; Corpus_pineal; Corpus_subcommissurale; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000155963_TableXVI.tsv","10.1159/000155963","DOI","TableXVI","https://doi.org/10.1159/000155963","",21,8,"species; group; Nucleus_septalis_triangularis; Corpus_subfornicale; Nucleus_habenularis_medialis; Corpus_pineal; Corpus_subcommissurale; source","Stephan, H., Frahm, H., & Baron, G. (1981). New and revised data on volumes of brain structures in insectivores and primates. Folia Primatol (Basel), 35(1), 1-29. https://doi.org/10.1159/000155963","Stephan et al. (1981)","Stephan","1981"
"10.1159%2F000156211_Table1.tsv","10.1159/000156211","DOI","Table1","https://doi.org/10.1159/000156211","",48,5,"code; Species; n; body_weight_g; ventral_pons_mm3","Matano, S., Stephan, H., & Baron, G. (1985). Volume comparisons in the cerebellar complex of primates. I. Ventral pons. Folia Primatol (Basel), 44(3-4), 171-181. https://doi.org/10.1159/000156211","Matano et al. (1985)","Matano","1985"
"10.1159%2F000156212_Table1.tsv","10.1159/000156212","DOI","Table1","https://doi.org/10.1159/000156212","",56,8,"code; Species; n; body_weight_g; TCN_mm3; MCN_mm3; ICN_mm3; LCN_mm3","Matano, S., Baron, G., Stephan, H., & Frahm, H. D. (1985). Volume comparisons in the cerebellar complex of primates. II. Cerebellar nuclei. Folia Primatol (Basel), 44(3-4), 182-203. https://doi.org/10.1159/000156212","Matano et al. (1985)","Matano","1985"
"10.1159%2F000319019_SupplementaryTable1.tsv","10.1159/000319019","DOI","SupplementaryTable1","https://doi.org/10.1159/000319019","",57,11,"Species; Case; cord mass (g); body mass (g); # cells; % neurons; # neurons; # non-neurons; length (mm); sex; age (years)","Burish, M. J., Peebles, J. K., Baldwin, M. K., Tavares, L., Kaas, J. H., & Herculano-Houzel, S. (2010). Cellular scaling rules for primate spinal cords. Brain Behav Evol, 76(1), 45-59. https://doi.org/10.1159/000319019","Burish et al. (2010)","Burish","2010"
"10.1159%2F000319019_Table1.tsv","10.1159/000319019","DOI","Table1","https://doi.org/10.1159/000319019","",12,11,"Species; n; MSC; LSC; %NSC; NSC; OSC; DN; DO; MBD; MSC%","Burish, M. J., Peebles, J. K., Baldwin, M. K., Tavares, L., Kaas, J. H., & Herculano-Houzel, S. (2010). Cellular scaling rules for primate spinal cords. Brain Behav Evol, 76(1), 45-59. https://doi.org/10.1159/000319019","Burish et al. (2010)","Burish","2010"
"10.1159%2F000323671_SupplementaryTable1.tsv","10.1159/000323671","DOI","SupplementaryTable1","https://doi.org/10.1159/000323671","10.1159%2F000323671.ReadMe.md",26,10,"species; catalogue_number; frontal_white_left_cm3; frontal_grey_left_cm3; frontal_white_right_cm3; frontal_grey_right_cm3; frontal_white_total_cm3; frontal_grey_total_cm3; total_brain_volume_cm3; source","Smaers, J. B., Steele, J., Case, C. R., Cowper, A., Amunts, K., & Zilles, K. (2011). Primate prefrontal cortex evolution: human brains are the extreme of a lateralized ape trend. Brain Behav Evol, 77(2), 67-78. https://doi.org/10.1159/000323671","Smaers et al. (2011)","Smaers","2011"
"10.1159%2F000323671_SupplementaryTable2.tsv","10.1159/000323671","DOI","SupplementaryTable2","https://doi.org/10.1159/000323671","10.1159%2F000323671.ReadMe.md",26,9,"species; catalogue_number; sec5_white_left_cm3; sec5_grey_left_cm3; sec5_white_right_cm3; sec5_grey_right_cm3; sec5_white_total_cm3; sec5_grey_total_cm3; source","Smaers, J. B., Steele, J., Case, C. R., Cowper, A., Amunts, K., & Zilles, K. (2011). Primate prefrontal cortex evolution: human brains are the extreme of a lateralized ape trend. Brain Behav Evol, 77(2), 67-78. https://doi.org/10.1159/000323671","Smaers et al. (2011)","Smaers","2011"
"10.1159%2F000346495_Table1.tsv","10.1159/000346495","DOI","Table1","https://doi.org/10.1159/000346495","",19,4,"species; corpus_geniculatum_laterale_mm3; brain_weight_mg; source","de Sousa, A. A., Sherwood, C. C., Hof, P. R., & Zilles, K. (2013). Lamination of the lateral geniculate nucleus of catarrhine primates. Brain Behav Evol, 81(2), 93-108. https://doi.org/10.1159/000346495","deSousa et al. (2013)","deSousa","2013"
"10.1159%2F000437413_Table1.tsv","10.1159/000437413","DOI","Table1","https://doi.org/10.1159/000437413","",40,15,"Species; Order; Cerebral cortex Mass, g; Cerebral cortex Mass, g SD; Cerebral cortex N, n; Cerebral cortex N, n SD; Cerebral cortex O, n; Cerebral cortex O, n SD; Cerebral cortex N/mg; Cerebral cortex N/mg SD; Cerebral cortex O/mg; Cerebral cortex O/mg SD; Cerebral cortex O/N; Cerebral cortex O/N SD; Cerebral cortex Source","Herculano-Houzel, S., Catania, K., Manger, P. R., & Kaas, J. H. (2015). Mammalian brains are made of these: A dataset of the numbers and densities of neuronal and nonneuronal cells in the brain of glires, primates, scandentia, eulipotyphlans, afrotherians and artiodactyls, and their relationship with body mass. Brain Behav Evol, 86(3-4), 145-163. https://doi.org/10.1159/000437413","HerculanoHouzel et al. (2015)","HerculanoHouzel","2015"
"10.1159%2F000437413_Table2.tsv","10.1159/000437413","DOI","Table2","https://doi.org/10.1159/000437413","",41,15,"Species; Order; Cerebellum Mass, g; Cerebellum Mass, g SD; Cerebellum N, n; Cerebellum N, n SD; Cerebellum O, n; Cerebellum O, n SD; Cerebellum N/mg; Cerebellum N/mg SD; Cerebellum O/mg; Cerebellum O/mg SD; Cerebellum O/N; Cerebellum O/N SD; Cerebellum Source","Herculano-Houzel, S., Catania, K., Manger, P. R., & Kaas, J. H. (2015). Mammalian brains are made of these: A dataset of the numbers and densities of neuronal and nonneuronal cells in the brain of glires, primates, scandentia, eulipotyphlans, afrotherians and artiodactyls, and their relationship with body mass. Brain Behav Evol, 86(3-4), 145-163. https://doi.org/10.1159/000437413","HerculanoHouzel et al. (2015)","HerculanoHouzel","2015"
"10.1159%2F000437413_Table3.tsv","10.1159/000437413","DOI","Table3","https://doi.org/10.1159/000437413","",40,15,"Species; Order; RoB Mass, g; RoB Mass, g SD; RoB N, n; RoB N, n SD; RoB O, n; RoB O, n SD; RoB N/mg; RoB N/mg SD; RoB O/mg; RoB O/mg SD; RoB O/N; RoB O/N SD; RoB Source","Herculano-Houzel, S., Catania, K., Manger, P. R., & Kaas, J. H. (2015). Mammalian brains are made of these: A dataset of the numbers and densities of neuronal and nonneuronal cells in the brain of glires, primates, scandentia, eulipotyphlans, afrotherians and artiodactyls, and their relationship with body mass. Brain Behav Evol, 86(3-4), 145-163. https://doi.org/10.1159/000437413","HerculanoHouzel et al. (2015)","HerculanoHouzel","2015"
"10.1159%2F000437413_Table4.tsv","10.1159/000437413","DOI","Table4","https://doi.org/10.1159/000437413","",29,16,"Species; Order; Olfactory bulb n; Olfactory bulb Mass, g; Olfactory bulb Mass, g SD; Olfactory bulb N, n; Olfactory bulb N, n SD; Olfactory bulb O, n; Olfactory bulb O, n SD; Olfactory bulb N/mg; Olfactory bulb N/mg SD; Olfactory bulb O/mg; Olfactory bulb O/mg SD; Olfactory bulb O/N; Olfactory bulb O/N SD; Olfactory bulb Source","Herculano-Houzel, S., Catania, K., Manger, P. R., & Kaas, J. H. (2015). Mammalian brains are made of these: A dataset of the numbers and densities of neuronal and nonneuronal cells in the brain of glires, primates, scandentia, eulipotyphlans, afrotherians and artiodactyls, and their relationship with body mass. Brain Behav Evol, 86(3-4), 145-163. https://doi.org/10.1159/000437413","HerculanoHouzel et al. (2015)","HerculanoHouzel","2015"
"10.1159%2F000437413_Table5.tsv","10.1159/000437413","DOI","Table5","https://doi.org/10.1159/000437413","",39,14,"Species; Order; Whole brain n; Body mass, g; Body mass, g SD; Brain mass, g; Brain mass, g SD; Whole brain Neurons; Whole brain Neurons SD; Whole brain Other cells; Whole brain Other cells SD; Whole brain % Neurons; Whole brain % Neurons SD; Whole brain Source","Herculano-Houzel, S., Catania, K., Manger, P. R., & Kaas, J. H. (2015). Mammalian brains are made of these: A dataset of the numbers and densities of neuronal and nonneuronal cells in the brain of glires, primates, scandentia, eulipotyphlans, afrotherians and artiodactyls, and their relationship with body mass. Brain Behav Evol, 86(3-4), 145-163. https://doi.org/10.1159/000437413","HerculanoHouzel et al. (2015)","HerculanoHouzel","2015"
"10.1159%2F000452856_TableS1.tsv","10.1159/000452856","DOI","TableS1","https://doi.org/10.1159/000452856","",10,44,"Species; MBD; MBR; MCX; MHP; MCB; MROB; MD+S; MMES; MMES+D+S; MP+M; MOB; NBR; NCX; NGM; NHP; NCB; NROB; ND+S; NMES; NMES+D+S; NP+M; NOB; DNCX; DNGM; DNHP; DNCB; DNROB; DND + S; DNMES; DNMES+D+S; DNP+M; DNOB; O/NBR; O/NCX; O/NGM; O/NHP; O/NCB; O/NROB; O/ND+S; O/NMES; O/NMES+D+S; O/NP+M; O/NOB","Dos Santos, S. E., Porfirio, J., da Cunha, F. B., Manger, P. R., Tavares, W., Pessoa, L., Raghanti, M. A., Sherwood, C. C., & Herculano-Houzel, S. (2017). Cellular Scaling Rules for the Brains of Marsupials: Not as ""Primitive"" as Expected. Brain Behav Evol. https://doi.org/10.1159/000452856","DosSantos et al. (2017)","DosSantos","2017"
"10.1186%2F1741-7007-5-18_TableS1.tsv","10.1186/1741-7007-5-18","DOI","TableS1","https://doi.org/10.1186/1741-7007-5-18","",14,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS10.tsv","10.1186/1741-7007-5-18","DOI","TableS10","https://doi.org/10.1186/1741-7007-5-18","",13,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS11.tsv","10.1186/1741-7007-5-18","DOI","TableS11","https://doi.org/10.1186/1741-7007-5-18","",7,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS12.tsv","10.1186/1741-7007-5-18","DOI","TableS12","https://doi.org/10.1186/1741-7007-5-18","",23,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS13.tsv","10.1186/1741-7007-5-18","DOI","TableS13","https://doi.org/10.1186/1741-7007-5-18","",25,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS14.tsv","10.1186/1741-7007-5-18","DOI","TableS14","https://doi.org/10.1186/1741-7007-5-18","",19,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS15.tsv","10.1186/1741-7007-5-18","DOI","TableS15","https://doi.org/10.1186/1741-7007-5-18","",30,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS16.tsv","10.1186/1741-7007-5-18","DOI","TableS16","https://doi.org/10.1186/1741-7007-5-18","",22,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS17.tsv","10.1186/1741-7007-5-18","DOI","TableS17","https://doi.org/10.1186/1741-7007-5-18","",16,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS18.tsv","10.1186/1741-7007-5-18","DOI","TableS18","https://doi.org/10.1186/1741-7007-5-18","",18,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS19.tsv","10.1186/1741-7007-5-18","DOI","TableS19","https://doi.org/10.1186/1741-7007-5-18","",21,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS2.tsv","10.1186/1741-7007-5-18","DOI","TableS2","https://doi.org/10.1186/1741-7007-5-18","",20,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS20.tsv","10.1186/1741-7007-5-18","DOI","TableS20","https://doi.org/10.1186/1741-7007-5-18","",17,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS21.tsv","10.1186/1741-7007-5-18","DOI","TableS21","https://doi.org/10.1186/1741-7007-5-18","",17,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS22.tsv","10.1186/1741-7007-5-18","DOI","TableS22","https://doi.org/10.1186/1741-7007-5-18","",29,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS23.tsv","10.1186/1741-7007-5-18","DOI","TableS23","https://doi.org/10.1186/1741-7007-5-18","",18,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS3.tsv","10.1186/1741-7007-5-18","DOI","TableS3","https://doi.org/10.1186/1741-7007-5-18","",17,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS4.tsv","10.1186/1741-7007-5-18","DOI","TableS4","https://doi.org/10.1186/1741-7007-5-18","",8,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS5.tsv","10.1186/1741-7007-5-18","DOI","TableS5","https://doi.org/10.1186/1741-7007-5-18","",15,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS6.tsv","10.1186/1741-7007-5-18","DOI","TableS6","https://doi.org/10.1186/1741-7007-5-18","",11,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS7.tsv","10.1186/1741-7007-5-18","DOI","TableS7","https://doi.org/10.1186/1741-7007-5-18","",25,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS8.tsv","10.1186/1741-7007-5-18","DOI","TableS8","https://doi.org/10.1186/1741-7007-5-18","",13,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1186%2F1741-7007-5-18_TableS9.tsv","10.1186/1741-7007-5-18","DOI","TableS9","https://doi.org/10.1186/1741-7007-5-18","",12,12,"table; structure; subregion; species_printed; species; is_average; measure; value; sd; units; n_areas; reference","Karbowski, J. (2007). Global and regional brain metabolic scaling and its functional consequences. BMC Biol, 5, 18. https://doi.org/10.1186/1741-7007-5-18","Karbowski et al. (2007)","Karbowski","2007"
"10.1242%2Fjeb.124826_TableS1.tsv","10.1242/jeb.124826","DOI","TableS1","https://doi.org/10.1242/jeb.124826","",60,15,"Species; Common_name; Family; Clade; Suborder; N_individuals; Body_mass_g; Body_mass_ref; Body_mass_ref_short; Brain_volume_ml; Foramen_radius_cm; Lumen_radius_cm; Shear_stress_dyne_cm2; Total_QICA_cm3_s; Total_Q_per_Vbr_cm3_s_ml","Seymour, R. S., Angove, S. E., Snelling, E. P., & Cassey, P. (2015). Scaling of cerebral blood perfusion in primates and marsupials. J Exp Biol, 218(Pt 16), 2631-2640. https://doi.org/10.1242/jeb.124826","Seymour et al. (2015)","Seymour","2015"
"10.1371%2Fjournal.pbio.1002000_TableS1.tsv","10.1371/journal.pbio.1002000","DOI","TableS1","https://doi.org/10.1371/journal.pbio.1002000","",104,41,"species_sci; Species; Body_weight; Brain_weight_g; Neonate_brain_weight_g; Neocortex_mm^3; GI; Ventricle_mm^3; Maximum_lifespan_yrs; Age_at_first_breeding_F_mnths; Age_at_first_breeding_days; Female_sexual_maturity_days; Male_sexual_maturity_days; Gestation_days; Litter_size; Litters_per_year; Inter-litter_interval_days; Weaning_period_days; Weight_at_birth_g; Weight_at_weaning_g; Juvenility_primates_years; Juvenility_days; Max_home_range_ha; % Fruit and seeds; Activity_timing; Diet_breadth; Trophic_level; Population_group_size; Social_group_size; Adult_head_body_length_mm; Age_at_eye_opening_days; Altricial_precocial; Basal_metabolic_rate; Dispersal_age_days; Habitat_breadth; Social_system; Glia_neuron_ratio; Neuronal_density; Glial_cell_density; Neurogenic_period_days; Phylo_rank","Lewitus, E., Kelava, I., Kalinka, A. T., Tomancak, P., & Huttner, W. B. (2014). An adaptive threshold in mammalian neocortical evolution. PLoS Biol, 12(11), e1002000. https://doi.org/10.1371/journal.pbio.1002000","Lewitus et al. (2014)","Lewitus","2014"
"10.1371%2Fjournal.pbio.1002000_TableS8.tsv","10.1371/journal.pbio.1002000","DOI","TableS8","https://doi.org/10.1371/journal.pbio.1002000","10.1371%2Fjournal.pbio.1002000_TableS8.ReadMe.md",25,4,"species_sci; Species; Neuronal_number; GI","Lewitus, E., Kelava, I., Kalinka, A. T., Tomancak, P., & Huttner, W. B. (2014). An adaptive threshold in mammalian neocortical evolution. PLoS Biol, 12(11), e1002000. https://doi.org/10.1371/journal.pbio.1002000","Lewitus et al. (2014)","Lewitus","2014"
