"Species","Variable","Value","Source"
"Cebuella pygmaea","Family","Callitrichidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA linear density","29","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA primary processes","4.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA total processes","11.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA total length","162.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","ILA complexity","3441.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Cebuella pygmaea","phylo2_sci","Platyrrhine","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","Family","Cercopithecidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","ILA Subpial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","ILA linear density","30.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","ILA primary processes","2.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","ILA total processes","14.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","ILA total length","540","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","ILA complexity","14434.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercocebus agilis","phylo2_sci","Cercopithecid","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","Family","Cercopithecidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA linear density","26.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA primary processes","2.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA total processes","11.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA total length","354.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","ILA complexity","7398.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Cercopithecus kandti","phylo2_sci","Cercopithecid","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","Suborder","Strepsirrhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","Family","Cheirogaleidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA linear density","39.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA primary processes","1.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA total processes","5.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA total length","134.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","ILA complexity","1425.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Cheirogaleus medius","phylo2_sci","Strepsirrhine","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","Family","Cercopithecidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","ILA linear density","46.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Chlorocebus sabaeus","phylo2_sci","Cercopithecid","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","Order","Xenarthra","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","Family","Megalonychidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA linear density","21.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA primary processes","2","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA total processes","5.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA total length","169.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","ILA complexity","1798.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Choloepus didactylus","phylo1_sci","Xenarthra","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","Order","Chiroptera","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","Suborder","Megachiroptera","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","Family","Pteropodidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA linear density","14","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA primary processes","5","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA total processes","9.800000000000001","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA total length","213.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","ILA complexity","1026.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Epomops franqueti","phylo1_sci","Laurasiatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","Family","Cercopithecidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA linear density","39.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA primary processes","2.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA total processes","16.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA total length","288.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","ILA complexity","11638.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Erythrocebus patas","phylo2_sci","Cercopithecid","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","Order","Carnivora","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","Suborder","Feliformia","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","Family","Felidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA linear density","14.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA primary processes","1.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA total processes","4","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA total length","131.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","ILA complexity","1273.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","phylo1_sci","Laurasiatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Felis catus","phylo2_sci","Carnivora","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","Order","Chiroptera","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","Suborder","Microchiroptera","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","Family","Phyllostomidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA linear density","21","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA primary processes","3","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA total processes","6.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA total length","106.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","ILA complexity","470.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Glossophaga soricina","phylo1_sci","Laurasiatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","Family","Hominidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA Subpial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA linear density","35.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA primary processes","4.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA total processes","21.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA total length","404","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","ILA complexity","9488.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Gorilla gorilla gorilla","phylo2_sci","Hominid","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","Order","Artiodactyla","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","Suborder","Whippomorpha","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","Family","Hippopotamidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA Pial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA Pial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA linear density","17.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA primary processes","2.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA total processes","5","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA total length","205","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","ILA complexity","1485.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","phylo1_sci","Laurasiatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Hippopotamus amphibius","phylo2_sci","Artiodactyla","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","Family","Hominidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","ILA Subpial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","ILA linear density","32.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","ILA primary processes","5.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","ILA total processes","27.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","ILA total length","593.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","ILA complexity","25220.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Homo sapiens","phylo2_sci","Hominid","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","Family","Hominidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA Subpial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA linear density","36.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA primary processes","3.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA total processes","22.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA total length","415.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","ILA complexity","21675.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Hylobates muelleri","phylo2_sci","Hominid","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","Suborder","Strepsirrhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","Family","Lemuridae","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA linear density","23","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA primary processes","2.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA total processes","6.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA total length","199.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","ILA complexity","1793.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Lemur catta","phylo2_sci","Strepsirrhine","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","Order","Proboscidea","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","Family","Elephantidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA linear density","25.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA primary processes","1.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA total processes","4.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA total length","139","Falcone et al. 2019 (interlaminar astrocytes)"
"Loxodonta africana","ILA complexity","1162","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","Family","Cercopithecidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA linear density","42.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA primary processes","2","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA total processes","15","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA total length","282.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","ILA complexity","13157.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca fascicularis","phylo2_sci","Cercopithecid","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","Family","Cercopithecidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA linear density","39.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA primary processes","4.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA total processes","20.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA total length","389.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","ILA complexity","7674.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Macaca mulatta","phylo2_sci","Cercopithecid","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","Infraclass","Metatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","Order","Diprotodontia","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","Suborder","Macropodidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA Pial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA Pial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA Subpial Ventral","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA linear density","11.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA primary processes","1.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA total processes","4.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA total length","79.09999999999999","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","ILA complexity","660.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus parma","phylo1_sci","Marsupialia","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","Infraclass","Metatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","Order","Diprotodontia","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","Suborder","Macropodidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","ILA Pial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","ILA Pial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","ILA Subpial Ventral","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","ILA primary processes","1.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","ILA total processes","4.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","ILA total length","87.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","ILA complexity","878.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Macropus rufus","phylo1_sci","Marsupialia","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
