"Species","Variable","Value","Source"
"Eulemur mongoz","Juvenility_primates_years","1.75","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Juvenility_days","763.5416667","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Max_home_range_ha","70","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","% Fruit and seeds","65","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Activity_timing","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Diet_breadth","4","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Trophic_level","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Population_group_size","4","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Social_group_size","2.7","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Adult_head_body_length_mm","354.85","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Altricial_precocial","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Basal_metabolic_rate","940","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Habitat_breadth","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Glia_neuron_ratio","0.59","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Neuronal_density","234423","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Glial_cell_density","138038","Lewitus et al. 2014 (glia, gyrification & life history)"
"Eulemur mongoz","Phylo_rank","46","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Body_weight","2264.25","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Brain_weight_g","23.05","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Neonate_brain_weight_g","8.77","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","GI","1.325","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Maximum_lifespan_yrs","30","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Age_at_first_breeding_F_mnths","29.72","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Age_at_first_breeding_days","903.9833333","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Female_sexual_maturity_days","595","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Male_sexual_maturity_days","912","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Gestation_days","135.3333333","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Litter_size","1.133333333","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Litters_per_year","0.9","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Inter-litter_interval_days","433.6666667","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Weaning_period_days","139.6666667","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Weight_at_birth_g","63.516","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Weight_at_weaning_g","1080","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Juvenility_primates_years","1.35","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Juvenility_days","764.3166666","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Max_home_range_ha","35","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","% Fruit and seeds","54","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Activity_timing","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Diet_breadth","4","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Trophic_level","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Population_group_size","15","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Social_group_size","16.45","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Adult_head_body_length_mm","425","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Age_at_eye_opening_days","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Altricial_precocial","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Basal_metabolic_rate","651.4","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Habitat_breadth","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Glia_neuron_ratio","0.85","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Neuronal_density","70795","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Glial_cell_density","60256","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lemur catta","Phylo_rank","47","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Body_weight","3344.857","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Brain_weight_g","49.825","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Neonate_brain_weight_g","10.59","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Neocortex_mm^3","15293","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","GI","1.315","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Ventricle_mm^3","299","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Maximum_lifespan_yrs","13","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Age_at_first_breeding_F_mnths","23.3","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Age_at_first_breeding_days","708.7083333","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Female_sexual_maturity_days","604","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Male_sexual_maturity_days","608","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Gestation_days","119.5","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Litter_size","2.1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Litters_per_year","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Inter-litter_interval_days","365","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Weaning_period_days","109.25","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Weight_at_birth_g","88.2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Weight_at_weaning_g","2696.5","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Juvenility_days","599.4583333","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Max_home_range_ha","25.8","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","% Fruit and seeds","73.90000000000001","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Activity_timing","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Diet_breadth","4","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Trophic_level","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Population_group_size","3.5","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Social_group_size","2.8","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Adult_head_body_length_mm","547.35","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Altricial_precocial","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Basal_metabolic_rate","603.6","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Habitat_breadth","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Social_system","3","Lewitus et al. 2014 (glia, gyrification & life history)"
"Varecia variegata","Phylo_rank","48","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Body_weight","821.8933","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Brain_weight_g","7.5","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Neocortex_mm^3","3282","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","GI","1.135","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Ventricle_mm^3","76.5","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Age_at_first_breeding_F_mnths","19.5","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Age_at_first_breeding_days","593.125","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Female_sexual_maturity_days","595","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Gestation_days","163","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Litter_size","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Litters_per_year","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Inter-litter_interval_days","365","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Weaning_period_days","121","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Weight_at_birth_g","27","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Weight_at_weaning_g","250","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Juvenility_days","472.125","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Activity_timing","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Diet_breadth","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Trophic_level","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Social_group_size","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Altricial_precocial","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Habitat_breadth","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Lepilemur ruficaudatus","Phylo_rank","49","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Body_weight","1008.4285","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Brain_weight_g","13.54","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Neocortex_mm^3","6683","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","GI","1.265","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Ventricle_mm^3","127","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Maximum_lifespan_yrs","26","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Age_at_first_breeding_F_mnths","24.55","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Age_at_first_breeding_days","746.7291667","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Female_sexual_maturity_days","547","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Male_sexual_maturity_days","547","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Gestation_days","186","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Litter_size","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Litters_per_year","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Inter-litter_interval_days","304","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Weaning_period_days","142.25","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Weight_at_birth_g","40.55","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Juvenility_primates_years","1.09","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Juvenility_days","604.4791667","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Max_home_range_ha","12","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","% Fruit and seeds","65","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Activity_timing","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Diet_breadth","4","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Trophic_level","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Social_group_size","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Adult_head_body_length_mm","320","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Altricial_precocial","2","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Basal_metabolic_rate","347.82","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Habitat_breadth","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Social_system","1","Lewitus et al. 2014 (glia, gyrification & life history)"
"Perodicticus potto","Phylo_rank","50","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Body_weight","281.44","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Brain_weight_g","6.633333333","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Neonate_brain_weight_g","2.69","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Neocortex_mm^3","3524","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","GI","1.285","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Ventricle_mm^3","51.6","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Maximum_lifespan_yrs","16.4","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Age_at_first_breeding_F_mnths","18","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Age_at_first_breeding_days","547.5","Lewitus et al. 2014 (glia, gyrification & life history)"
"Loris tardigradus","Female_sexual_maturity_days","380","Lewitus et al. 2014 (glia, gyrification & life history)"
