folder,n_files,paper_pdf,supp_pdf,n_frozen,frozen_files,n_derived,derived_files,n_registry_rows,registry_items,source_urls
Stephan_etal_1981,54,1,0,17,Stephan-1981-New and revised data.xlsx; Stephan_etal_1981_TableIII_snapshot.xlsx; Stephan_etal_1981_TableII_snapshot.xlsx; Stephan_etal_1981_TableIV_snapshot.xlsx; Stephan_etal_1981_TableIX_snapshot.xlsx; Stephan_etal_1981_TableI_snapshot.xlsx; Stephan_etal_1981_TableVIII_snapshot.xlsx; Stephan_etal_1981_TableVII_snapshot.xlsx; Stephan_etal_1981_TableVI_snapshot.xlsx; Stephan_etal_1981_TableV_snapshot.xlsx; Stephan_etal_1981_TableXIII_snapshot.xlsx; Stephan_etal_1981_TableXII_snapshot.xlsx; Stephan_etal_1981_TableXIV_snapshot.xlsx; Stephan_etal_1981_TableXI_snapshot.xlsx; Stephan_etal_1981_TableXVI_snapshot.xlsx; Stephan_etal_1981_TableXV_snapshot.xlsx; Stephan_etal_1981_TableX_snapshot.xlsx,17,Stephan_etal_1981_TableIV.csv; Stephan_etal_1981_TableXVI.csv; Stephan_etal_1981_TableI.csv; Stephan_etal_1981_TableVIII.csv; Stephan_etal_1981_TableXIII.csv; Stephan_etal_1981_crosstable_QA.csv; Stephan_etal_1981_TableX.csv; Stephan_etal_1981_TableXI.csv; Stephan_etal_1981_TableXII.csv; Stephan_etal_1981_TableIII.csv; Stephan_etal_1981_TableVI.csv; Stephan_etal_1981_TableXIV.csv; Stephan_etal_1981_TableXV.csv; Stephan_etal_1981_TableVII.csv; Stephan_etal_1981_TableII.csv; Stephan_etal_1981_TableV.csv; Stephan_etal_1981_TableIX.csv,16,Stephan_etal_1981_TableI; Stephan_etal_1981_TableII; Stephan_etal_1981_TableIII; Stephan_etal_1981_TableIV; Stephan_etal_1981_TableIX; Stephan_etal_1981_TableV; Stephan_etal_1981_TableVI; Stephan_etal_1981_TableVII; Stephan_etal_1981_TableVIII; Stephan_etal_1981_TableX; Stephan_etal_1981_TableXI; Stephan_etal_1981_TableXII; Stephan_etal_1981_TableXIII; Stephan_etal_1981_TableXIV; Stephan_etal_1981_TableXV; Stephan_etal_1981_TableXVI,
Stephan_etal_1982,7,1,0,1,Stephan_etal_1982_Table1_snapshot.xlsx,2,Stephan_etal_1982_Table1.csv; Stephan_etal_1982_exportMSexcel.xlsx,1,Stephan_etal_1982_Table1,
Stephan_etal_1984,6,1,0,1,Stephan_etal_1984_Table1_snapshot.xlsx,1,Stephan_etal_1984_Table1.csv,1,Stephan_etal_1984_Table1,
Stephan_etal_1987,12,1,0,3,Stephan_etal_1987_Table1_snapshot.csv; Stephan_etal_1987_Table1_snapshot.xlsx; Stephan_etal_1987_Table2_snapshot.csv,2,Stephan_etal_1987_Table1.csv; Stephan_etal_1987_Table2.csv,1,Stephan_etal_1987_Table1,
Stephan_etal_1988,7,1,0,1,Stephan_etal_1988_Table1_snapshot.xlsx,2,stephan_etal_1988.xlsx; Stephan_etal_1988_Table1.csv,1,Stephan_etal_1988_TABLE1,
Stephan_etal_1991,3,0,1,3,stephan_etal_1991_Insectivora book tables (1).xlsx; stephan_etal_1991_Insectivora book tables.pdf; stephan_etal_1991_Insectivora book tables.xlsx,0,,25,Stephan_etal_1991_Table10; Stephan_etal_1991_Table13; Stephan_etal_1991_Table16; Stephan_etal_1991_Table19; Stephan_etal_1991_Table2; Stephan_etal_1991_Table22; Stephan_etal_1991_Table25; Stephan_etal_1991_Table28; Stephan_etal_1991_Table31; Stephan_etal_1991_Table34; Stephan_etal_1991_Table37; Stephan_etal_1991_Table40; Stephan_etal_1991_Table43; Stephan_etal_1991_Table46; Stephan_etal_1991_Table49; Stephan_etal_1991_Table5; Stephan_etal_1991_Table52; Stephan_etal_1991_Table55; Stephan_etal_1991_Table58; Stephan_etal_1991_Table61; Stephan_etal_1991_Table64; Stephan_etal_1991_Table65; Stephan_etal_1991_Table68; Stephan_etal_1991_Table71; Stephan_etal_1991_Table8,
Stimpson_etal_2015,9,1,0,6,Stimpson_Table_S1_revision.docx; Stimpson_Table_S2_revision.docx; Stimpson_etal_2015_TableS1.csv; Stimpson_etal_2015_TableS1_snapshot.xlsx; Stimpson_etal_2015_TableS2.csv; Stimpson_etal_2015_TableS2_snapshot.xlsx,0,,2,Stimpson_etal_2015_TableS1; Stimpson_etal_2015_TableS2,
Todorov_etal_2019,10,1,0,3,rspb20191712_si_001.zip; rspb20191712_si_001/dimorph_tree.txt; rspb20191712_si_001/dimorphdata.csv,1,Todorov_etal_2019_rspb20191712si001.csv,1,Todorov_etal_2019_rspb20191712si001,
Turner_etal_2016,8,1,0,1,Turner_etal_2016_Table1_snapshot.xlsx,3,Turner_etal_2016_Table1.csv; Turner_etal_2016.xls; Turner_etal_2016.csv,1,Turner_etal_2016_Table1,
Upham_etal_2019,8,0,0,1,tree-pruner-c6bf9145-c340-4f1b-af34-80a6cca23c8c.zip,1,Upham_etal_2019_DNAonlyMCC.csv,2,Upham_etal_2019_Completed100; Upham_etal_2019_DNAonlyMCC,
VanEssen_Drury_1997,6,1,0,1,VanEssen_Drury_1997_Table1_snapshot.xlsx,1,VanEssen_Drury_1997_Table1.csv,1,VanEssen_Drury_1997_Table1,
Veilleux_Kirk_2014,11,2,0,2,Veilleux_Kirk_2014_SupplementalTable1.csv; Veilleux_Kirk_2014_SupplementalTable1_snapshot.csv,0,,1,Veilleux_Kirk_2014_SupplementalTable1,https://doi.org/10.1159/000357830
Walhovd_etal_2011,8,1,0,1,Walhovd_etal_2011_normative_snapshot.csv,2,Walhovd_etal_2011_analysis.csv; Walhovd_etal_2011_derived.csv,0,,
Weaver__2001,16,1,0,3,Weaver__2001_NotesforTableA-15_snapshot.csv; Weaver__2001_TableA-11_snapshot.csv; Weaver__2001_TableA-15_snapshot.csv,3,Weaver__2001_TableA-15.csv; Weaver__2001_NotesforTableA-15.csv; Weaver__2001_TableA-11.csv,3,Weaver__2001_NotesforTableA-15; Weaver__2001_TableA-11; Weaver__2001_TableA-15,
Weaver__2005,2,1,0,0,,0,,0,,
Weibel_etal_2004,9,1,0,1,Weibel_etal_2004_Tables_snapshot.xlsx,2,Weibel_etal_2004_Table1.csv; Weibel_etal_2004_TableA.1.csv,2,Weibel_etal_2004_Table1; Weibel_etal_2004_TableA.1,
Wilman_etal_2014,8,1,0,3,MamFuncDat.txt; MamFuncDatSources.txt; Wilman_etal_2014_MamFuncDat_snapshot.xlsx,1,Wilman_etal_2014_MamFuncDat.csv,1,Wilman_etal_2014_MamFuncDat,
Wimberly_etal_2021,7,1,0,2,Wimberly_etal_2021_MammalGait_snapshot.xlsx; mammal_gait.txt,1,Wimberly_etal_2021_MammalGait.csv,1,Wimberly_etal_2021_MammalGait,
Winkler_Bryant_2021,6,1,0,1,Winkler_Bryant_2021_Figure1_snapshot.xlsx,1,Winkler_Bryant_2021_Figure1.csv,2,Winkler_Bryant_2021_Figure1,
Young_etal_2013,8,1,0,1,Young_etal_2013_Table1_snapshot.xlsx,3,Young_etal_2013.txt; Young_etal_2013_Table1.csv; Young_etal_2013.xlsx,4,Young_etal_2013_Table1; Young_etal_2013_b_Table1,
Young_etal_2013_b,7,2,0,1,Young_etal_2013_b_Table1_snapshot.xlsx,1,Young_etal_2013_b_Table1.csv,4,Young_etal_2013_Table1; Young_etal_2013_b_Table1,
Zilles_Rehkämper_1988,7,1,0,2,Zilles_Rehkämper_1988_Table12-2.csv; Zilles_Rehkämper_1988_Table12-2_snapshot.xlsx,1,zilles_rehkamper_1988.xlsx,2,Zilles_Rehkämper_1988_Table12-2; Zilles_Rehkämper_1988_Table12-3,
Zilles_etal_2013,6,1,0,1,Zilles_etal_2013_Table1_snapshot.xlsx,1,Zilles_etal_2013_Table1.csv,2,Zilles_etal_2013_Table1,
deJager_etal_2022,7,1,0,0,,3,deJager_etal_2022_calibration_check.csv; deJager_etal_2022_calibration.csv; deJager_etal_2022_Table1.csv,1,deJager_etal_2022_Table1,
deMagalhaes_etal_2024,3,1,0,1,anage_data.txt,0,,1,deMagalhães_etal_2024_anagedata.txt,
deSousa_etal_2009,12,1,0,2,deSousa_etal_2009_Table1_snapshot.xlsx; deSousa_etal_2009_Table2_snapshot.csv,2,deSousa_etal_2009_Table1.csv; deSousa_etal_2009_Table2.csv,2,deSousa_etal_2009_Table1; deSousa_etal_2009_Table2,https://doi.org/10.1093/cercor/bhp158
deSousa_etal_2010,18,1,0,5,1-s2.0-S0047248410000023-mmc1.xls; 1-s2.0-S0047248410000023-mmc2.doc; Sup Table 2 Species Means_corrected.xlsx; deSousa_etal_2010_SupTable2_snapshot.xlsx; deSousa_etal_2010_Table1_snapshot.xlsx,4,deSousa_etal_2010.xlsx; deSousa_etal_2010_SupTable2.csv; deSousa_etal_2010_V1LGN.csv; deSousa_etal_2010_Table1.csv,2,deSousa_etal_2010_SupTable2; deSousa_etal_2010_Table1,https://doi.org/10.1016/j.jhevol.2009.11.011
deSousa_etal_2013,8,1,0,2,deSousa_etal_2013_Table1_snapshot.csv; deSousa_etal_2013_Table1_snapshot.xlsx,1,deSousa_etal_2013_Table1.csv,1,deSousa_etal_2013_Table1,
deSousa_etal_2022,9,1,0,4,1-s2.0-S0149763422000392-mmc1.docx; 1-s2.0-S0149763422000392-mmc3.xlsx; 1-s2.0-S0149763422000392-mmc4.xlsx; acuityblind.csv,1,deSousa_etal_2022_acuityblind.csv.csv,1,deSousa_etal_2022_acuityblind.csv,
handoff,0,0,0,0,,0,,0,,
