"species_sci","Species","MSW3_ID","Family","Diet_Inv","Diet_Vend","Diet_Vect","Diet_Vfish","Diet_Vunk","Diet_Scav","Diet_Fruit","Diet_Nect","Diet_Seed","Diet_PlantO","Diet_dominant","Diet_breadth","Trophic_guild","Diet_Certainty","ForStrat_Value","ForStrat_stratum","ForStrat_Certainty","Activity_Nocturnal","Activity_Crepuscular","Activity_Diurnal","Activity_pattern","Activity_Certainty","BodyMass.g","BodyMass_SpecLevel"
"Crocidura lepidura","Crocidura lepidura","3399","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura leucodon","Crocidura leucodon","3400","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",9.82,"1"
"Crocidura levicula","Crocidura levicula","3401","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",1.77,"1"
"Crocidura littoralis","Crocidura littoralis","3402","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",16,"1"
"Crocidura longipes","Crocidura longipes","3403","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",19.3,"1"
"Crocidura ludia","Crocidura ludia","3404","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5.15,"1"
"Crocidura kivuana","Crocidura kivuana","3405","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",9,"1"
"Crocidura gmelini","Crocidura gmelini","3406","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura foxi","Crocidura foxi","3407","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",19,"1"
"Crocidura fuliginosa","Crocidura fuliginosa","3408","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",12,"1"
"Crocidura fulvastra","Crocidura fulvastra","3409","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",12.67,"1"
"Crocidura fumosa","Crocidura fumosa","3410","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14.5,"1"
"Crocidura fuscomurina","Crocidura fuscomurina","3411","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",3.92,"1"
"Crocidura hirta","Crocidura hirta","3412","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",15.8,"1"
"Crocidura glassi","Crocidura glassi","3413","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura hilliana","Crocidura hilliana","3414","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura goliath","Crocidura goliath","3415","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",54.84,"1"
"Crocidura gracilipes","Crocidura gracilipes","3416","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.7,"1"
"Crocidura grandiceps","Crocidura grandiceps","3417","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",23,"1"
"Crocidura grandis","Crocidura grandis","3418","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura grassei","Crocidura grassei","3419","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",13.5,"1"
"Crocidura grayi","Crocidura grayi","3420","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.3,"1"
"Crocidura greenwoodi","Crocidura greenwoodi","3421","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura harenna","Crocidura harenna","3422","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",8.5,"1"
"Crocidura foetida","Crocidura foetida","3423","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Solisorex pearsoni","Solisorex pearsoni","3424","Soricidae",70,0,10,0,0,20,0,0,0,0,"Invertebrates",3,"Faunivore","D2","G","Ground","A","1","0","0","Nocturnal","ABC",10.3,"2"
"Suncus lixus","Suncus lixus","3425","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",4.9,"1"
"Suncus hosei","Suncus hosei","3426","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7.64,"2"
"Suncus fellowesgordoni","Suncus fellowesgordoni","3427","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7.64,"2"
"Suncus varilla","Suncus varilla","3428","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5,"1"
"Suncus malayanus","Suncus malayanus","3429","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5,"1"
"Suncus megalura","Suncus megalura","3430","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5.38,"1"
"Suncus mertensi","Suncus mertensi","3431","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7.95,"1"
"Suncus montanus","Suncus montanus","3432","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",18,"1"
"Suncus murinus","Suncus murinus","3433","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",60.71,"1"
"Suncus etruscus","Suncus etruscus","3434","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",2.13,"1"
"Suncus stoliczkanus","Suncus stoliczkanus","3435","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",9.43,"1"
"Suncus infinitesimus","Suncus infinitesimus","3436","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",3,"1"
"Suncus zeylanicus","Suncus zeylanicus","3437","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",29.8,"1"
"Suncus remyi","Suncus remyi","3438","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",1.75,"1"
"Suncus aequatorius","Suncus aequatorius","3439","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",7.15,"0"
"Suncus dayi","Suncus dayi","3440","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",9.43,"1"
"Suncus ater","Suncus ater","3441","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",11.1,"1"
"Suncus madagascariensis","Suncus madagascariensis","3442","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",3.5,"1"
"Diplomesodon pulchellum","Diplomesodon pulchellum","3443","Soricidae",50,0,50,0,0,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",11,"1"
"Feroculus feroculus","Feroculus feroculus","3444","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",36,"1"
"Paracrocidura graueri","Paracrocidura graueri","3445","Soricidae",70,0,10,0,0,20,0,0,0,0,"Invertebrates",3,"Faunivore","D2","G","Ground","A","1","0","0","Nocturnal","ABC",11.68,"2"
"Paracrocidura maxima","Paracrocidura maxima","3446","Soricidae",70,0,10,0,0,20,0,0,0,0,"Invertebrates",3,"Faunivore","D2","G","Ground","A","1","0","0","Nocturnal","ABC",11.68,"2"
"Paracrocidura schoutedeni","Paracrocidura schoutedeni","3447","Soricidae",70,0,10,0,0,20,0,0,0,0,"Invertebrates",3,"Faunivore","D2","G","Ground","A","1","0","0","Nocturnal","ABC",13,"1"
"Ruwenzorisorex suncoides","Ruwenzorisorex suncoides","3448","Soricidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",18.2,"1"
"ScutisorexÃsomereni","Scutisorex somereni","3449","Soricidae",0,0,0,0,100,0,0,0,0,0,"Vertebrates (unknown)",1,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",91.5,"1"
"Sylvisorex konganensis","Sylvisorex konganensis","3450","Soricidae",60,0,0,0,20,20,0,0,0,0,"Invertebrates",3,"Faunivore","D1","S","Scansorial","A","1","1","1","Cathemeral","ABC",5.15,"1"
"Sylvisorex isabellae","Sylvisorex isabellae","3451","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",9.99,"2"
"Sylvisorex pluvialis","Sylvisorex pluvialis","3452","Soricidae",60,0,0,0,20,20,0,0,0,0,"Invertebrates",3,"Faunivore","D1","S","Scansorial","A","1","1","1","Cathemeral","ABC",5.83,"0"
"Sylvisorex oriundus","Sylvisorex oriundus","3453","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",9.99,"2"
"Sylvisorex ollula","Sylvisorex ollula","3454","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",13.2,"1"
"Sylvisorex lunaris","Sylvisorex lunaris","3455","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",18.5,"1"
"Sylvisorex johnstoni","Sylvisorex johnstoni","3456","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",3.17,"1"
"Sylvisorex vulcanorum","Sylvisorex vulcanorum","3457","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",3.5,"1"
"Sylvisorex granti","Sylvisorex granti","3458","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",3.8,"1"
"Sylvisorex camerunensis","Sylvisorex camerunensis","3459","Soricidae",60,0,0,0,20,20,0,0,0,0,"Invertebrates",3,"Faunivore","D1","S","Scansorial","A","1","1","1","Cathemeral","ABC",5.83,"0"
"Sylvisorex howelli","Sylvisorex howelli","3460","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",4.32,"1"
"Sylvisorex morio","Sylvisorex morio","3461","Soricidae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","1","1","1","Cathemeral","ABC",9.99,"2"
"Sorex caecutiens","Sorex caecutiens","3462","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","D1",5.38,"1"
"Sorex raddei","Sorex raddei","3463","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",10,"1"
"Sorex alpinus","Sorex alpinus","3464","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7.8,"1"
"Sorex minutus","Sorex minutus","3465","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",4.5,"1"
"Sorex maritimensis","Sorex maritimensis","3466","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",6.05,"0"
"Sorex kozlovi","Sorex kozlovi","3467","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.05,"0"
"Sorex isodon","Sorex isodon","3468","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",9.35,"1"
"Sorex hosonoi","Sorex hosonoi","3469","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",3.25,"1"
"Sorex granarius","Sorex granarius","3470","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6.28,"1"
"Sorex gracillimus","Sorex gracillimus","3471","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",5.06,"1"
"Sorex daphaenodon","Sorex daphaenodon","3472","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6.79,"1"
"Sorex cylindricauda","Sorex cylindricauda","3473","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6.05,"0"
"Sorex cansulus","Sorex cansulus","3474","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6.05,"0"
"Sorex buchariensis","Sorex buchariensis","3475","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",4.61,"2"
"Sorex bedfordiae","Sorex bedfordiae","3476","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6.6,"1"
"Sorex antinorii","Sorex antinorii","3477","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",6.05,"0"
"Sorex araneus","Sorex araneus","3478","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",10,"1"
"Sorex arcticus","Sorex arcticus","3479","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",8.15,"1"
"Sorex arunchi","Sorex arunchi","3480","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",6.05,"0"
"Sorex asper","Sorex asper","3481","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7.95,"1"
"Sorex averini","Sorex averini","3482","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",6.05,"0"
"Sorex roboratus","Sorex roboratus","3483","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",9.12,"1"
"Sorex coronatus","Sorex coronatus","3484","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",9.6,"1"
"Sorex satunini","Sorex satunini","3485","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7.47,"2"
"Sorex sinalis","Sorex sinalis","3486","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",9.43,"1"
"Sorex tundrensis","Sorex tundrensis","3487","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7.73,"1"
"Sorex shinto","Sorex shinto","3488","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6,"1"
"Sorex unguiculatus","Sorex unguiculatus","3489","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",9.9,"1"
"Sorex volnuchini","Sorex volnuchini","3490","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",4.61,"2"
"Sorex yukonicus","Sorex yukonicus","3491","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",6.05,"0"
"Sorex samniticus","Sorex samniticus","3492","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",8.25,"1"
"Sorex excelsus","Sorex excelsus","3493","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6.79,"2"
"Sorex lyelli","Sorex lyelli","3494","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",5,"1"
"Sorex jacksoni","Sorex jacksoni","3495","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",3.5,"1"
"Sorex hoyi","Sorex hoyi","3496","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",2.58,"1"
"Sorex tenellus","Sorex tenellus","3497","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",3.75,"1"
"Sorex haydeni","Sorex haydeni","3498","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",3.5,"1"
"Sorex dispar","Sorex dispar","3499","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",5,"1"
"Sorex macrodon","Sorex macrodon","3500","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7,"1"
"Sorex leucogaster","Sorex leucogaster","3501","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",4.83,"2"
"Sorex cinereus","Sorex cinereus","3502","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",4.66,"1"
"Sorex longirostris","Sorex longirostris","3503","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",3.58,"1"
"Sorex vagrans","Sorex vagrans","3504","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",5.9,"1"
"Sorex camtschatica","Sorex camtschatica","3505","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6.05,"0"
"Sorex bendirii","Sorex bendirii","3506","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",16.1,"1"
"Sorex veraepacis","Sorex veraepacis","3507","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7.5,"1"
"Sorex bairdi","Sorex bairdi","3508","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",8.33,"1"
"Sorex gaspensis","Sorex gaspensis","3509","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",2.89,"1"
"Sorex fumeus","Sorex fumeus","3510","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7.7,"1"
"Sorex alaskanus","Sorex alaskanus","3511","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14,"1"
"Sorex ugyunak","Sorex ugyunak","3512","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",3.6,"1"
"Sorex palustris","Sorex palustris","3513","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",13.45,"1"
"Sorex pribilofensis","Sorex pribilofensis","3514","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","D1",6.05,"0"
"Sorex preblei","Sorex preblei","3515","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",3.1,"1"
"Sorex sonomae","Sorex sonomae","3516","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",8.3,"1"
"Sorex portenkoi","Sorex portenkoi","3517","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",4.83,"2"
"Sorex pacificus","Sorex pacificus","3518","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",6.71,"1"
"Sorex ornatus","Sorex ornatus","3519","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",4.99,"1"
"Sorex orizabae","Sorex orizabae","3520","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",6.05,"0"
"Sorex oreopolus","Sorex oreopolus","3521","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7,"1"
"Sorex milleri","Sorex milleri","3522","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",7,"1"
"Sorex nanus","Sorex nanus","3523","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",2.4,"1"
"Sorex monticolus","Sorex monticolus","3524","Soricidae",70,0,0,0,0,30,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",5.25,"1"
