Table 1
Literature Cited (Acoustic communication data references)				
"Barnes, K. P., Belthoff, J.R. (2008) Probability of detection of Flammulated Owls using nocturnal broadcast surveys, Journal of Field Ornithology 79, 321-328."				
"Barnett, K. E., Cocroft, R. B., and Fleishman, L. J. (1999) Possible communication by substrate vibration in a chameleon, Copeia, 225-228."				
"Bartholomew, P. (2000) ""Aneides lugubris"" (On-line), Animal Diversity Web."				
"Batko, K. (2013) ""Arizona elegans"" (On-line), Animal Diversity Web."				
"Bauer, A. M. (2013) Geckos: the animal answer guide, The Johns Hopkins University Press, Baltimore."				
"Baumhofer, E. (2017) ""Lemur catta"" (On-line), Animal Diversity Web."				
"Beatson, K. (2011) ""Galeopterus variegates"" (On-line), Animal Diversity Web."				
"Bee, M. A., Kozich, C.E., Blackwell, K.J., Gerhardt, H.C. (2008) Individual Variation in Advertisement Calls of Territorial Male Green Frogs, Rana clamitans: Implications for Individual Discrimination, ethology 107, 65-84."				
"Bell, B. (2010) The Threatened Leiopelmatid Frogs of New Zealand: Natural History Integrates with Conservation, Herpetological Conservation and Biology 5, 515-528."				
"Berces, M., Moore, P. . (2011) ""Atheris squamigera"" (On-line), Animal Diversity Web. ."				
"Berg, R. (1999) ""Corvus corax"" (On-line), Animal Diversity Web."				
"Bergmann, P. J., and Russell, A. P. (2007) Systematics and biogeography of the widespread Neotropical gekkonid genus Thecadactylus (Squamata), with the description of a new cryptic species, Zoological Journal of the Linnean Society 149, 339-370."				
"Beukema, W. (2013) Saurodactylus mauritanicus (Duméril & Bibron, 1836). In Moroccoherps. Amphibians and Reptiles of Morocco and Western Sahara. (Martínez, G., León, R., Jiménez-Robles, O., González De la Vega, J. P., Gabari, V., Rebollo, B., Sánchez-Tójar, A., Fernández-Cardenete, J. R., Gállego, J., Ed.)."				
"Bianchi, E. (2007) ""Dendrocopos leucotos"" (On-line), Animal Diversity Web."				
"Bignotte-Giro, I., Fong, A., Lopez-Iborra, G.M. (2018) Acoustic niche partitioning in five Cuban frogs of the genus Eleutherodactylus, Amphibia-Reptilia."				
"Birkett, K., Weidman, K.,  Woo, Y. (2014) ""Vespertilionidae"" (On-line), Animal Diversity Web. ."				
"Bleach, I. T., Beckmann, C., Both, C., Brown, G. P., and Shine, R. (2015) Noisy neighbours at the frog pond: effects of invasive cane toads on the calling behaviour of native Australian frogs, Behavioral Ecology and Sociobiology 69, 675-683."				
"Bobinsky, A. (2004) ""Herpetotheres cachinnans"" (On-line), Animal Diversity Web."				
"Boeckle, M., Preininger, D., Hodi, W. (2009) Communication in Noisy Environments i: Acoustic Signals of Staurois Latopalmatus Boulenger 1887, Herpetologica 65, 154-165."				
"Bohme, W., and Ziegler, T. (2009) A review of iguanian and anguimorph lizard genitalia (Squamata: Chamaeleonidae; Varanoidea, Shinisauridae, Xenosauridae, Anguidae) and their phylogenetic significance: comparisons with molecular data sets, Journal of Zoological Systematics and Evolutionary Research 47, 189-202."				
"Borowski, A. (2009) ""Galea musteloides"" (On-line), Animal Diversity Web."				
"Bosch, A. (2003) ""Chelydra serpentina"" (On-line), Animal Diversity Web."				
"Bosch, M., and Marquez, R. (2000) Acoustical interference in the advertisement calls of the midwife toads (Alytes obstetricans and Alytes cisternasii), Behaviour 137, 249-263."				
"Bouchard, K. (2009a) ""Cordylus cataphractus"" (On-line), Animal Diversity Web."				
"Boucher, E. (2007) ""Daubentonia madagascariensis"" (On-line), Animal Diversity Web. ."				
"Boyd, T. (2006) ""Nomascus leucogenys"" (On-line), Animal Diversity Web."				
"Brammer, E. (2018) ""Archilochus alexandri"" (On-line), Animal Diversity Web."				
"Branch, L. C. (1993) Social-Organization and Mating System of the Plains Viscacha (Lagostomus-Maximus), J Zool 229, 473-491."				
"Brandt, Y., and Allen, J. R. (2004) Persistence of individually distinctive display patterns in fatigued side-blotched lizards (Uta stansburiana), Behavioral Ecology and Sociobiology 55, 257-265."				
"Brazil, E., Martina, S.L. (2014) ""Empidonax traillii"" (On-line), Animal Diversity Web."				
"Breitmeyer, E. (2004) ""Mimus polyglottos"" (On-line), Animal Diversity Web."				
"Bricklin, R. (2004) ""Platanista minor"" (On-line), Animal Diversity Web."				
"Brillet, C. (1993) Behavioural cues in sex recognition by two species of nocturnal lizards: Eublepharis macularius and Paroedura pictus, Amphibia Reptilia, 14, 71- 82."				
"Brown, D. (2014) ""Icteria virens"" (On-line), Animal Diversity Web."				
"Brown, J. (2001) ""Troglodytes aedon"" (On-line), Animal Diversity Web."				
"Brusso, K. (2013) ""Rhacodactylus ciliatus"" (On-line), Animal Diversity Web."				
"Bruton, M. N. (1977) Feeding, social behaviour and temperature preferences in Agama atra Daudin (Reptilia, Agamidae), Afican Zoology 12, 183-199."				
"Burns, A. (2013) ""Craseonycteris thonglongyai"" (On-line), Animal Diversity Web."				
"Burns, L., Hutzley, V.,  Laubach, Z. . (2014) ""Phyllostomidae"" (On-line), Animal Diversity Web."				
"Burrowes, P. A. (2000) Parental care and sexual selection in the Puerto Rican cave-dwelling frog, Eleutherodactylus cooki, Herpetologica 56, 375-386."				
"Calcutt, M. (2006) ""Fregata magnificens"" (On-line), Animal Diversity Web."				
"Caldart, V. M., Iop, S., and Cechin, S. Z. (2011) Vocalizations of Crossodactylus schmidti Gallardo, 1961 (Anura, Hylodidae): advertisement call and aggressive call, North-Western Journal of Zoology 7, 118-124."				
"Cale, K. (2012) ""Phoca vitulina"" (On-line), Animal Diversity Web."				
"Camfield, A. (2004a) ""Motacillidae"" (On-line), Animal Diversity Web."				
"Camfield, A. (2004b) ""Philepittidae"" (On-line), Animal Diversity Web."				
"Campbell, J. A., Brodie, E. D., Caviedes-Solis, I. W., De Oca, A. N. M., Luja, V. H., Flores-Villela, O., Garcia-Vazquez, U. O., Sarker, G. C., Wostl, E., and Smith, E. N. (2018) Systematics of the frogs allocated to Sarcohyla bistincta sensu lato (Cope, 1877), with description of a new species from Western Mexico, Zootaxa 4422, 366-384."				
"Cantrell, J. (2004) ""Bubo bubo"" (On-line), Animal Diversity Web."				
"Carroll, A. (2004) ""Junco hyemalis"" (On-line), Animal Diversity Web."				
"Cartmell, E., Sewell, J. . (2009) ""Orthogeomys cavator"" (On-line), Animal Diversity Web."				
"Casanova, M. (2017) ""Bipes biporus"" (On-line), Animal Diversity Web."				
"Case, S. M. (1990) Dewlap and other variation in the lizards Anolis distichus and A. brevirostris (Reptilia: Iguanidae), Biological Journal of the Linnean Society 40, 373-393."				
"Cason, M. (2009) ""Tachyglossus aculeatus"" (On-line), Animal Diversity Web."				
"Cavendish, M. (2008) Exploring Mammals, Marshall Cavendish Corporation, New York."				
"Chabert, T., Colin, A., Aubin, T., Shacks, V., Bourquin, S. L., Elsey, R. M., Acosta, J. G., and Mathevon, N. (2015) Size does matter: crocodile mothers react more to the voice of smaller offspring, Scientific Reports 5."				
"Champagne, A. (2006) ""Mesocricetus auratus"" (On-line), Animal Diversity Web."				
"Channing, A., and Vences, M. (1999) The advertisement call, breeding biology, description of the tadpole and taxonomic status of Bufo dombensis, a little-known dwarf toad from southern Africa, South African Journal of Zoology 34, 74-79."				
"Charlton, B. D., Huang, Y., Swaisgood, R. (2009) Vocal discrimination of potential mates by female giant pandas (Ailuropoda melanoleuca), Biology Letters."				
"Charlton, B. D., Ellis, W.A.H., McKinnon, A.J., Brumm, J., Nilsson, K., Fitch, W.T. (2011) Perception of male caller identity in koalas (Phascolarctos cinereus): acoustic analysis and playback experiments, Plos one 6, e20329."				
"Charron, S. (2002) ""Choeronycteris mexicana"" (On-line), Animal Diversity Web."				
"Chartier, K. (2004) ""Microcavia australis"" (On-line), Animal Diversity Web."				
"Chiarello, A., (Ed.) (2008) Sloth ecology: An overview of field studies. The University Press of Florida."				
"Chick, J. (2013) ""Dromiciops gliroides"" (On-line), Animal Diversity Web."				
"Chow, J. (2000) ""Sturnus vulgaris"" (On-line), Animal Diversity Web."				
"Chuang, M. F., Kam, Y.C., Bee, M.A. (2016) Quantitative description of the vocal repertoire of the territorial olive frog Babina adenopleura from Taiwan, Bioacoustics 25, 1-18."				
"Chumchal, M. (2000) ""Colinus virginianus"" (On-line), Animal Diversity Web."				
"Claw, F., Vences, M. (2005) A new arboreal microhylid frog of the genus Anodonthyla from south-eastern Madagascar, Spixiana 28, 181-189."				
"Clement, C. (2015) ""Equus caballus"" (On-line), Animal Diversity Web."				
"Cloud, T. L. (2013) Cryptic diversity, evolution, and biogeography of caribbean croaking geckos (Genus: Aristelliger), In Eberly College of Science, The Pennsylvania State University."				
"Clowser, W. (2017) ""Contopus virens"" (On-line), Animal Diversity Web."				
"Cocroft, R. B., McDiarmid, R.W., Jaslow, A.P., Ruiz-Carranza, P.M. (1990) Vocalizations of eight species of Atelopus (Anura: Bufonidae) with comments on communication in the genus, Copeia 1990, 631-643."				
"Cody, M. L., Stabler, E., Castellanos, H. M. S., and Taylor, C. E. (2016) Structure, syntax and "" small- world"" organization in the complex songs of California Thrashers (Toxostoma redivivum), Bioacoustics-the International Journal of Animal Sound and Its Recording 25, 41-54."				
"Coffey, K., Robinson, A. . (2012) ""Dispholidus typus"" (On-line), Animal Diversity Web."				
"Conner, D. A. (1983) Acoustic communication in pikas (Ochotona princeps), University of Colorado."				
"Connolly, F. (2000) ""Dipodomys heermanni"" (On-line), Animal Diversity Web."				
"Cooper, L. (2011) ""Acrochordus granulatus"" (On-line), Animal Diversity Web."				
"Cooper, W. E., McGuire, J.A. (1993) Progesterone induces bright orange throat coloration in female Petrosaurus mearnsi. Amphibia-Reptilia 14, 213-221."				
"Copron, B. (2001) ""Calypte costae"" (On-line), Animal Diversity Web."				
"Costello, D. (1966) The World of the Porcupine, J.B. Lippincott Company, New Yorl."				
"Cox, J. M., Marinier, S. L., and Alexander, A. J. (1988) Auditory Communication in the Cane Rat (Thryonomys swinderianus), J Zool 216, 141-167."				
"Crawford, C. (2011) ""Anolis carolinensis"" (On-line), Animal Diversity Web."				
"Cresca, J. (2004) ""Epomophorus gambianus"" (On-line), Animal Diversity Web."				
"Crookston, C. (2019) ""Bolitoglossa"" (On-line), Animal Diversity Web."				
"Crovo, J. A., Zeyl, J. N., and Johnston, C. E. (2016) Hearing and Sound Production in the Aquatic Salamander, Amphiuma means, Herpetologica 72, 167-173."				
"Crozier, G. (1999) ""Gopherus agassizii"" (On-line), Animal Diversity Web."				
"Cruz, M. (2011) ""Kannabateomys amblyonyx"" (On-line), Animal Diversity Web."				
"Cunningham, A. (2004) ""Plectrophenax nivalis"" (On-line), Animal Diversity Web."				
"Cusick, P. (2004) ""Hoplomys gymnurus"" (On-line), Animal Diversity Web."				
"Dakota, A. (2009a) ""Cinclus cinclus"" (On-line), Animal Diversity Web. ."				
"Dakota, A. (2009b) ""Ficedula hypoleuca"" (On-line), Animal Diversity Web."				
"Dakota, A. (2009c) ""Troglodytes troglodytes"" (On-line), Animal Diversity Web."				
"Dasilva, K. B., Kramer, D. L., and Weary, D. M. (1994) Context-Specific Alarm Calls of the Eastern Chipmunk, Tamias striatus, Canadian Journal of Zoology-Revue Canadienne De Zoologie 72, 1087-1092."				
"Davieau, D. (2008) ""Polihierax semitorquatus"" (On-line), Animal Diversity Web."				
"Day, C. (2012) ""Zootoca vivipara"" (On-line), Animal Diversity Web."				
"de Andrade, F. S., Haga, I. A., and Giaretta, A. A. (2017) A reassessment of the advertisement call of Ischnocnema parva (Anura: Brachycephalidae), North-Western Journal of Zoology 13, 271-277."				
"de Carvalho, T. R., Martins, L. B., and Giaretta, A. A. (2015a) The complex vocalization of Scinax cardosoi (Anura: Hylidae), with comments on advertisement calls in the S. ruber Clade, Phyllomedusa 14, 127-137."				
"de Carvalho, T. R., Teixeira, B. F. V., Duellman, W. E., and Giaretta, A. A. (2015b) Scinax cruentommus (Anura: Hylidae) in the upper Rio Negro drainage, Amazonas state, Brazil, with the redescription of its advertisement call, Phyllomedusa 14, 139-146."				
"de Guia, N. (2001) ""Sphyrapicus varius"" (On-line), Animal Diversity Web."				
"de la Riva, A. (2013) ""Myrmecobius fasciatus"" (On-line), Animal Diversity Web."				
"de la Riva, I., Marquez, R., Bosch, J. (1995) Advertisement Calls of Eight Bolivian Hylids (Amphibia, Anura) Journal of Herpetology 29, 113-118."				
"de la Torre, M. P., Briefer, E. F., Reader, T., and McElligott, A. G. (2015) Acoustic analysis of cattle (Bos taurus) mother-offspring contact calls from a source-filter theory perspective, Applied Animal Behaviour Science 163, 58-68."				
"Decker, J. (2000) ""Dasyprocta punctata"" (On-line), Animal Diversity Web."				
"Del Pino, E. M., Avila, M. E., Perez, O. D., Benitez, M. S., Alarcon, I., Noboa, V., and Moya, I. M. (2004) Development of the dendrobatid frog Colostethus machalilla, International Journal of Developmental Biology 48, 663-670."				
"D'Elia, G. (1999) ""Myocastor coypus"" (On-line), Animal Diversity Web. "				
"Derbridge, J. J., Posthumu, E. E., Chen, H. L., Koprowski, J. L. (2015) Solenodon paradoxus (Soricomorpha: Solenodontidae), Mammalian Speices, 47(927), 100-106."				
"Dewey, T. (2005) ""Parus carolinensis"" (On-line), Animal Diversity Web."				
"Dewey, T. (2008) ""Homo sapiens"" (On-line), Animal Diversity Web."				
"Dewey, T. (2009a) ""Anous minutus"" (On-line), Animal Diversity Web."				
"Dewey, T. (2009b) ""Sterna caspia"" (On-line), Animal Diversity Web. "				
"Dewey, T. (2009c) ""Pheucticus ludovicianus"" (On-line), Animal Diversity Web."				
"Dewey, T. (2009d) ""Ammodramus savannarum"" (On-line), Animal Diversity Web."				
"Dewey, T. (2009e) ""Spizella passerina"" (On-line), Animal Diversity Web. "				
"Dewey, T. (2009f) ""Spizella pusilla"" (On-line), Animal Diversity Web."				
"Dewey, T. (2009g) ""Loxia curvirostra"" (On-line), Animal Diversity Web."				
"Dewey, T. (2009h) ""Tyrannus tyrannus"" (On-line), Animal Diversity Web."				
"Dewey, T. (2009i) ""Pelecanoides urinatrix"" (On-line), Animal Diversity Web."				
"Dewey, T. (2009j) ""Fulmarus glacialis"" (On-line), Animal Diversity Web."				
"Dewey, T. (2011) ""Cardinalis cardinalis"" (On-line), Animal Diversity Web."				
"Dexheimer, T. (2006) ""Sturnella magna"" (On-line), Animal Diversity Web."				
"Diaz, K. (2011) ""Strix aluco"" (On-line), Animal Diversity Web."				
"Dickerson, A. (2001) ""Momotus momota"" (On-line), Animal Diversity Web."				
"Diesel, R., Baurle, G., and Vogel, P. (1995) Cave Breeding and Froglet Transport - a Novel Pattern of Anuran Brood Care in the Jamaican Frog, Eleutherodactylus cundalli, Copeia, 354-360."				
"Diogo, R. (2009) The Head and Neck Muscles of the Philippine Colugo (Dermoptera: Cynocephalus volans), With a Comparison to Tree-Shrews, Primates, and Other Mammals, Journal of Morphology 270, 14-51."				
"DiPonzio, S. (2013) ""Rhyacotriton olympicus"" (On-line), Animal Diversity Web."				
"Dostine, P. L., Reynolds, S. J., Griffiths, A. D., and Gillespie, G. R. (2013) Factors influencing detection probabilities of frogs in the monsoonal tropics of northern Australia: implications for the design of monitoring studies, Wildlife Research 40, 393-402."				
"Dulal, D. (2017) ""Ceratotherium simum"" (On-line), Animal Diversity Web."				
"Dunlop, R. A., Cato, D.H., Noad, M.J. (2008) Non‐song acoustic communication in migrating humpback whales (Megaptera novaeangliae), Marine Mammal Science 24, 613-629."				
"Duszynski, R. (2006) ""Caprimulgus vociferus"" (On-line), Animal Diversity Web."				
"Eisenberg, J. F., (1974) The function and motivational basis of hystricomorph vocalizations, In: Rowlands, I. W., Weir, B. J. (Ed.) The biology of Hystricomorph rodents, Symposium of the Zoological Society of London, 34, 211-247."				
"Eisenberg, J. F., (Ed.) (1975) The Behavior Patterns of Desert Rodents, Vol. 28, Springer, Dordrecht."				
"Eisenberg, J. F. (1978) Communication mechanisms in New World primates with special references to vocalizations in the Black Spider Monkey (Ateles fusciceps robustus)."				
"Emerson, S. B., Boyd, S. K. (1999) ''Mating vocalizations of female frogs: control and evolutionary mechanisms.'' Brain, Behavior and Evolution, 53(4), 187-197."				
"Erickson, C. (2004) ""Certhia americana"" (On-line), Animal Diversity Web."				
"Esmailka, L. (2005) ""Nycteris thebaica"" (On-line), Animal Diversity Web."				
"Esser, K. H., Condon, C. J., Suga, N., and Kanwal, J. S. (1997) Syntax processing by auditory cortical neurons in the FM-FM area of the mustached bat Pteronotus parnellii, Proceedings of the National Academy of Sciences of the United States of America 94, 14019-14024."				
"Essian, D. (2014) ""Fringilla montifringilla"" (On-line), Animal Diversity Web."				
"Eugenyin, P., Yu, Z.L. (1999) Social Behavior and Communication in Rock Agama Laudakia caucasia, Russian Journal of Herpetology 6, 215-230."				
"Fahey, B. (2011) ""Synaptomys cooperi"" (On-line), Animal Diversity Web."				
"Falcao, F., Ugarte-Nunes, J.A., Faria, D., Caselli, C.B. (2015) Unravelling the calls of discrete hunters: acoustic structure of echolocation calls of furipterid bats (Chiroptera, Furipteridae), Bioacoustics 24, 175-183."				
"Falls, J. B. (1988) Does Song Deter Territorial Intrusion in White-Throated Sparrows (Zonotrichia albicollis), Canadian Journal of Zoology-Revue Canadienne De Zoologie 66, 206-211."				
"Fan, M., Stuart-Fox, D., and Cadena, V. (2014) Cyclic Colour Change in the Bearded Dragon Pogona vitticeps under Different Photoperiods, Plos One 9."				
"Farabaugh, S. M., Linzenbold, A., & Dooling, R. J. (1994) Vocal plasticity in Budgerigars (Melopsittacus undulatus): evidence for social factors in the learning of contact calls, Journal of Comparative Psychology 108, 81-92."				
"Farmer, A. (2008) ""Cathartes aura"" (On-line), Animal Diversity Web."				
"Farmer, K., Wright, E. . (2012) ""Varanus bengalensis"" (On-line), Animal Diversity Web."				
"Feddersen-Petersen, D. U. (2000) Vocalization of European wolves (Canis lupus lupus L.) and various dog breeds (Canis lupus f. fam.), Archiv Fur Tierzucht-Archives of Animal Breeding 43, 387-397."				
"Fei, L., Ye, C.Y., Jiang, J.P. (2012) Colored atlas of chinese amphibians and their distributions, Sichuan Publishing Group, Chengdu, Sichuan."				
"Feng, A. S., Narins, P.M., Xu, C.H., Lin, W.Y., Yu, Z.L., Qiu, Q., Xu, Z.M., Shen, J.X. (2006) Ultrasonic communication in frogs, Nature 440, 333-336."				
"Fenner, A. L., and Bull, C. M. (2010) The use of scats as social signals in a solitary, endangered scincid lizard, Tiliqua adelaidensis, Wildlife Research 37, 582-587."				
"Fenton, M. B., Jacobs, D.S., Richardson, E.J., Taylor, P.J. (2004) Individual signatures in the frequency-modulated sweep calls of African large-eared, free-tailed bats Otomops martiensseni (Chiroptera: Molossidae), J Zool 262, 11-19."				
"Fenton, M. B., Belwood, J. J., Fullard, J. H., and Kunz, T. H. (1976) Responses of Myotis lucifugus (Chiroptera:Vespertilionidae) to Calls of Conspecifics and to Other Sounds, Canadian Journal of Zoology-Revue Canadienne De Zoologie 54, 1443-1448."				
"Ferrara, C. R., Vogt, R.C., Giles, J.C., Kuchling, G. , (Ed.) (2014a) Chelonian Vocal Communication, Springer, Dordrecht."				
"Ferrara, C. R., Vogt, R. C., Sousa-Lima, R. S., Tardio, B. M. R., and Bernardes, V. C. D. (2014b) Sound Communication and Social Behavior in an Amazonian River Turtle (Podocnemis expansa), Herpetologica 70, 149-156."				
"Forsman, A., and Hagman, M. (2006) Calling is an honest indicator of paternal genetic quality in poison frogs, Evolution 60, 2148-2157."				
"Foster, J. (2001) ""Mniotilta varia"" (On-line), Animal Diversity Web."				
"Fukuyama, K., Kusano, T. (1992) Factors affecting breeding activity in a stream-breeding frog, Buergeria buergeri, J Herpetol 26, 88-91."				
"Francescoli, G., Quirici, V., and Sobrero, R. (2012) Patterns of variation in the tympanic bulla of tuco-tucos (Rodentia, Ctenomyidae, Ctenomys), Acta Theriologica 57, 153-163."				
"Francis, C. (2007) ""Taphozous mauritianus"" (On-line), Animal Diversity Web. ."				
"Frankenberg, E. (1982) Vocal Behavior of the Mediterranean House Gecko, Hemidactylus turcicus, Copeia, 770-775."				
"Frankenberg, E., Werner, Y.L. (1992) Vocal communication in the Reptilia-facts and questions, Acta zool. lilloana 41, 45-62."				
"Frens, K. (2009) ""Hydrochoerus hydrochaeris"" (On-line), Animal Diversity Web. ."				
"Frens, K. (2011) ""Peramelemorphia"" (On-line), Animal Diversity Web."				
"Freund, K. (2011) ""Propithecus verreauxi"" (On-line), Animal Diversity Web. ."				
"Frysinger, J. (2001) ""Cyanocitta cristata"" (On-line), Animal Diversity Web."				
"Galanti, A. (2002) ""Zonotrichia albicollis"" (On-line), Animal Diversity Web."				
"Galeotti, P., Sacchi, R., Fasola, M., and Ballasina, D. (2005) Do mounting vocalisations in tortoises have a communication function? A comparative analysis, Herpetological Journal 15, 61-71."				
"Galetka, B. (2013) ""Vombatus ursinus"" (On-line), Animal Diversity Web."				
"Gasparella, L. (2004) ""Contopus sordidulus"" (On-line), Animal Diversity Web."				
"Gearty, W. (2012) ""Tapirus indicus"" (On-line), Animal Diversity Web. ."				
"Genest, H., Dubost, G. (1974) Pair living in the mara (Dolichotis paragonum), Mammalia 38, 155-162."				
"Gentry, B. (2011) ""Leptodeira septentrionalis"" (On-line), Animal Diversity Web."				
"Gerhardt, H. C. (1974) Behavioral isolation of the treefrog Hyla cinerea and Hyla andersonii, The American Midland Naturalist 91, 424-433."				
"Gerlach, J., Gerlach R. (2010) Reproduction in the tree frog Tachycnemis seyhellensis, Phelsuma, 18, 82-89."				
"Gerster, K. (2017) ""Hemitheconyx caudicinctus"" (On-line), Animal Diversity Web."				
"Giacoma, C., Zugolaro, C., and Beani, L. (1997) The advertisement calls of the green toad (Bufo viridis): Variability and role in mate choice, Herpetologica 53, 454-464."				
"Giaretta, A. A., Bokermann, W. C. A., and Haddad, C. F. B. (1993) A Review of the Genus Megaelosia (Anura, Leptodactylidae) with a Description of a New Species, Journal of Herpetology 27, 276-285."				
"Gillam, E. H., McCracken, G.F. (2007) Variability in the echolocation of Tadarida brasiliensis: effects of geography and local acoustic environment, Animal Behaviour 74, 277-286."				
"Gillam, E. H., and Chaverri, G. (2012) Strong individual signatures and weaker group signatures in contact calls of Spix's disc-winged bat, Thyroptera tricolor, Animal Behaviour 83, 269-276."				
"Gillilland, M. (2013) ""Nerodia sipedon"" (On-line), Animal Diversity Web."				
"Given, M. F. (2005) Vocalizations and reproductive behavior of male pickerel frogs, Rana palustris, Journal of Herpetology 39, 223-233."				
"Glaw, F., Vences, M. (2007) Field Guide to the Amphibians and Reptiles of Madagascar, Vences and Glaw Verlag, K?ln. ."				
"Glueckert, E. (2007) ""Paradipus ctenodactylus"" (On-line), Animal Diversity Web. ."				
"Gluesenkamp, A. G., and Acosta, N. (2001) Sexual dimorphism in Osornophryne guacamayo with notes on natural history and reproduction in the species, Journal of Herpetology 35, 148-151."				
"Glyshaw, P. (2011) ""Notoryctes typhlops"" (On-line), Animal Diversity Web. ."				
"Goetting, A., Testerman, M. (2011) ""Callisaurus draconoides"" (On-line), Animal Diversity Web."				
"Gomez, E. (2000) ""Melospiza melodia"" (On-line), Animal Diversity Web."				
"Good, G. (2008) ""Buteo lagopus"" (On-line), Animal Diversity Web."				
"Goulet, M. (2007) ""Falco mexicanus"" (On-line), Animal Diversity Web. ."				
