source,species,weighting,region,measure,stat,built,manual,status,diff
weights_compilation,Homo,unweighted,White Matter,CMRgl,Mean,19.15,19.15,match,
weights_compilation,Homo,unweighted,White Matter,CMRgl,SD,5.36,5.36,match,
weights_compilation,Homo,unweighted,White Matter,CMRgl,CV,27.99,27.99,match,
weights_compilation,Homo,unweighted,White Matter,CMRgl,CVstar,28.53,28.53,match,
weights_compilation,Homo,unweighted,Whole Brain,CBF,N,35.0,35.0,match,
weights_compilation,Homo,unweighted,Whole Brain,CBF,Mean,53.06,53.06,match,
weights_compilation,Homo,unweighted,Whole Brain,CBF,SD,7.04,7.04,match,
weights_compilation,Homo,unweighted,Whole Brain,CBF,CV,13.27,13.27,match,
weights_compilation,Homo,unweighted,Whole Brain,CBF,CVstar,13.36,13.36,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRO2,N,37.0,37.0,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRO2,Mean,156.92,156.92,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRO2,SD,18.64,18.64,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRO2,CV,11.88,11.88,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRO2,CVstar,11.96,11.96,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRgl,N,22.0,22.0,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRgl,Mean,29.31,29.31,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRgl,SD,4.42,4.42,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRgl,CV,15.07,15.07,match,
weights_compilation,Homo,unweighted,Whole Brain,CMRgl,CVstar,15.24,15.24,match,
weights_compilation,Homo,weighted,Auditory Cortex,CMRgl,N,45.0,45.0,match,
weights_compilation,Homo,weighted,Auditory Cortex,CMRgl,Mean,40.56,40.56,match,
weights_compilation,Homo,weighted,Auditory Cortex,CMRgl,SD,5.87,5.87,match,
weights_compilation,Homo,weighted,Auditory Cortex,CMRgl,CV,14.47,14.47,match,
weights_compilation,Homo,weighted,Auditory Cortex,CMRgl,CVstar,14.55,14.55,match,
weights_compilation,Homo,weighted,Basal Ganglia,CBF,N,52.0,52.0,match,
weights_compilation,Homo,weighted,Basal Ganglia,CBF,Mean,43.54,43.54,match,
weights_compilation,Homo,weighted,Basal Ganglia,CBF,SD,7.46,7.46,match,
weights_compilation,Homo,weighted,Basal Ganglia,CBF,CV,17.13,17.13,match,
weights_compilation,Homo,weighted,Basal Ganglia,CBF,CVstar,17.21,17.21,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRO2,N,133.0,133.0,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRO2,Mean,156.16,156.16,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRO2,SD,28.11,28.11,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRO2,CV,18.0,18.0,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRO2,CVstar,18.03,18.03,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRgl,N,372.0,372.0,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRgl,Mean,37.63,37.63,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRgl,SD,6.93,6.93,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRgl,CV,18.42,18.42,match,
weights_compilation,Homo,weighted,Basal Ganglia,CMRgl,CVstar,18.43,18.43,match,
weights_compilation,Homo,weighted,Cerebellum,CBF,N,73.0,73.0,match,
weights_compilation,Homo,weighted,Cerebellum,CBF,Mean,56.99,56.99,match,
weights_compilation,Homo,weighted,Cerebellum,CBF,SD,11.68,11.68,match,
weights_compilation,Homo,weighted,Cerebellum,CBF,CV,20.5,20.5,match,
weights_compilation,Homo,weighted,Cerebellum,CBF,CVstar,20.57,20.57,match,
weights_compilation,Homo,weighted,Cerebellum,CMRO2,N,92.0,92.0,match,
weights_compilation,Homo,weighted,Cerebellum,CMRO2,Mean,180.09,180.09,match,
weights_compilation,Homo,weighted,Cerebellum,CMRO2,SD,31.66,31.66,match,
weights_compilation,Homo,weighted,Cerebellum,CMRO2,CV,17.58,17.58,match,
weights_compilation,Homo,weighted,Cerebellum,CMRO2,CVstar,17.63,17.63,match,
weights_compilation,Homo,weighted,Cerebellum,CMRgl,N,299.0,299.0,match,
weights_compilation,Homo,weighted,Cerebellum,CMRgl,Mean,33.91,33.91,match,
weights_compilation,Homo,weighted,Cerebellum,CMRgl,SD,6.06,6.06,match,
weights_compilation,Homo,weighted,Cerebellum,CMRgl,CV,17.87,17.87,match,
weights_compilation,Homo,weighted,Cerebellum,CMRgl,CVstar,17.89,17.89,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRO2,N,49.0,49.0,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRO2,Mean,132.9,132.9,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRO2,SD,29.67,29.67,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRO2,CV,22.32,22.32,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRO2,CVstar,22.44,22.44,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRgl,N,110.0,110.0,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRgl,Mean,39.19,39.19,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRgl,SD,6.52,6.52,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRgl,CV,16.64,16.64,match,
weights_compilation,Homo,weighted,Cingulate Cortex,CMRgl,CVstar,16.68,16.68,match,
weights_compilation,Homo,weighted,Cortex,CBF,N,125.0,125.0,match,
weights_compilation,Homo,weighted,Cortex,CBF,Mean,43.98,43.98,match,
weights_compilation,Homo,weighted,Cortex,CBF,SD,6.9,6.9,match,
weights_compilation,Homo,weighted,Cortex,CBF,CV,15.69,15.69,match,
weights_compilation,Homo,weighted,Cortex,CBF,CVstar,15.72,15.72,match,
weights_compilation,Homo,weighted,Cortex,CMRO2,N,169.0,169.0,match,
weights_compilation,Homo,weighted,Cortex,CMRO2,Mean,143.74,143.74,match,
weights_compilation,Homo,weighted,Cortex,CMRO2,SD,21.86,21.86,match,
weights_compilation,Homo,weighted,Cortex,CMRO2,CV,15.21,15.21,match,
weights_compilation,Homo,weighted,Cortex,CMRO2,CVstar,15.23,15.23,match,
weights_compilation,Homo,weighted,Cortex,CMRgl,N,650.0,650.0,match,
weights_compilation,Homo,weighted,Cortex,CMRgl,Mean,36.78,36.78,match,
weights_compilation,Homo,weighted,Cortex,CMRgl,SD,6.88,6.88,match,
weights_compilation,Homo,weighted,Cortex,CMRgl,CV,18.7,18.7,match,
weights_compilation,Homo,weighted,Cortex,CMRgl,CVstar,18.71,18.71,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRO2,N,240.0,240.0,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRO2,Mean,149.07,149.07,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRO2,SD,24.43,24.43,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRO2,CV,16.39,16.39,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRO2,CVstar,16.41,16.41,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRgl,N,550.0,550.0,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRgl,Mean,37.34,37.34,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRgl,SD,7.53,7.53,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRgl,CV,20.17,20.17,match,
weights_compilation,Homo,weighted,Frontal Cortex,CMRgl,CVstar,20.18,20.18,match,
weights_compilation,Homo,weighted,Hippocampus,CBF,N,40.0,40.0,match,
weights_compilation,Homo,weighted,Hippocampus,CBF,Mean,48.96,48.96,match,
weights_compilation,Homo,weighted,Hippocampus,CBF,SD,8.54,8.54,match,
weights_compilation,Homo,weighted,Hippocampus,CBF,CV,17.44,17.44,match,
weights_compilation,Homo,weighted,Hippocampus,CBF,CVstar,17.55,17.55,match,
weights_compilation,Homo,weighted,Hippocampus,CMRO2,N,14.0,14.0,match,
weights_compilation,Homo,weighted,Hippocampus,CMRO2,Mean,137.05,137.05,match,
weights_compilation,Homo,weighted,Hippocampus,CMRO2,SD,24.6,24.6,match,
weights_compilation,Homo,weighted,Hippocampus,CMRO2,CV,17.95,17.95,match,
weights_compilation,Homo,weighted,Hippocampus,CMRO2,CVstar,18.27,18.27,match,
weights_compilation,Homo,weighted,Hippocampus,CMRgl,N,106.0,106.0,match,
weights_compilation,Homo,weighted,Hippocampus,CMRgl,Mean,29.25,29.25,match,
weights_compilation,Homo,weighted,Hippocampus,CMRgl,SD,4.79,4.79,match,
weights_compilation,Homo,weighted,Hippocampus,CMRgl,CV,16.38,16.38,match,
weights_compilation,Homo,weighted,Hippocampus,CMRgl,CVstar,16.42,16.42,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRO2,N,240.0,240.0,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRO2,Mean,165.2,165.2,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRO2,SD,30.57,30.57,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRO2,CV,18.5,18.5,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRO2,CVstar,18.52,18.52,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRgl,N,442.0,442.0,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRgl,Mean,38.01,38.01,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRgl,SD,7.51,7.51,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRgl,CV,19.76,19.76,match,
weights_compilation,Homo,weighted,Occipital Cortex,CMRgl,CVstar,19.77,19.77,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRO2,N,219.0,219.0,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRO2,Mean,148.41,148.41,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRO2,SD,25.39,25.39,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRO2,CV,17.11,17.11,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRO2,CVstar,17.13,17.13,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRgl,N,537.0,537.0,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRgl,Mean,37.15,37.15,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRgl,SD,7.06,7.06,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRgl,CV,19.01,19.01,match,
weights_compilation,Homo,weighted,Parietal Cortex,CMRgl,CVstar,19.01,19.01,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRO2,N,101.0,101.0,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRO2,Mean,152.69,152.69,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRO2,SD,26.85,26.85,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRO2,CV,17.59,17.59,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRO2,CVstar,17.63,17.63,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRgl,N,113.0,113.0,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRgl,Mean,36.79,36.79,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRgl,SD,6.6,6.6,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRgl,CV,17.94,17.94,match,
weights_compilation,Homo,weighted,Sensorimotor Cortex,CMRgl,CVstar,17.98,17.98,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRO2,N,158.0,158.0,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRO2,Mean,148.91,148.91,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRO2,SD,25.57,25.57,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRO2,CV,17.17,17.17,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRO2,CVstar,17.2,17.2,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRgl,N,520.0,520.0,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRgl,Mean,34.23,34.23,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRgl,SD,6.23,6.23,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRgl,CV,18.2,18.2,match,
weights_compilation,Homo,weighted,Temporal Cortex,CMRgl,CVstar,18.21,18.21,match,
weights_compilation,Homo,weighted,Thalamus,CBF,N,114.0,114.0,match,
weights_compilation,Homo,weighted,Thalamus,CBF,Mean,54.15,54.15,match,
weights_compilation,Homo,weighted,Thalamus,CBF,SD,11.7,11.7,match,
weights_compilation,Homo,weighted,Thalamus,CBF,CV,21.61,21.61,match,
weights_compilation,Homo,weighted,Thalamus,CBF,CVstar,21.66,21.66,match,
weights_compilation,Homo,weighted,Thalamus,CMRO2,N,102.0,102.0,match,
weights_compilation,Homo,weighted,Thalamus,CMRO2,Mean,161.66,161.66,match,
weights_compilation,Homo,weighted,Thalamus,CMRO2,SD,31.52,31.52,match,
weights_compilation,Homo,weighted,Thalamus,CMRO2,CV,19.5,19.5,match,
weights_compilation,Homo,weighted,Thalamus,CMRO2,CVstar,19.54,19.54,match,
weights_compilation,Homo,weighted,Thalamus,CMRgl,N,406.0,406.0,match,
weights_compilation,Homo,weighted,Thalamus,CMRgl,Mean,37.41,37.41,match,
weights_compilation,Homo,weighted,Thalamus,CMRgl,SD,6.95,6.95,match,
weights_compilation,Homo,weighted,Thalamus,CMRgl,CV,18.58,18.58,match,
weights_compilation,Homo,weighted,Thalamus,CMRgl,CVstar,18.59,18.59,match,
weights_compilation,Homo,weighted,White Matter,CBF,N,172.0,172.0,match,
weights_compilation,Homo,weighted,White Matter,CBF,Mean,23.62,23.62,match,
weights_compilation,Homo,weighted,White Matter,CBF,SD,5.01,5.01,match,
weights_compilation,Homo,weighted,White Matter,CBF,CV,21.22,21.22,match,
weights_compilation,Homo,weighted,White Matter,CBF,CVstar,21.25,21.25,match,
weights_compilation,Homo,weighted,White Matter,CMRO2,N,146.0,146.0,match,
weights_compilation,Homo,weighted,White Matter,CMRO2,Mean,75.68,75.68,match,
weights_compilation,Homo,weighted,White Matter,CMRO2,SD,12.01,12.01,match,
weights_compilation,Homo,weighted,White Matter,CMRO2,CV,15.87,15.87,match,
weights_compilation,Homo,weighted,White Matter,CMRO2,CVstar,15.9,15.9,match,
weights_compilation,Homo,weighted,White Matter,CMRgl,N,158.0,158.0,match,
weights_compilation,Homo,weighted,White Matter,CMRgl,Mean,18.06,18.06,match,
weights_compilation,Homo,weighted,White Matter,CMRgl,SD,3.55,3.55,match,
weights_compilation,Homo,weighted,White Matter,CMRgl,CV,19.65,19.65,match,
weights_compilation,Homo,weighted,White Matter,CMRgl,CVstar,19.68,19.68,match,
weights_compilation,Homo,weighted,Whole Brain,CBF,N,335.0,335.0,match,
weights_compilation,Homo,weighted,Whole Brain,CBF,Mean,53.25,53.25,match,
weights_compilation,Homo,weighted,Whole Brain,CBF,SD,9.14,9.14,match,
weights_compilation,Homo,weighted,Whole Brain,CBF,CV,17.16,17.16,match,
weights_compilation,Homo,weighted,Whole Brain,CBF,CVstar,17.18,17.18,match,
weights_compilation,Homo,weighted,Whole Brain,CMRO2,N,358.0,358.0,match,
weights_compilation,Homo,weighted,Whole Brain,CMRO2,Mean,155.44,155.44,match,
weights_compilation,Homo,weighted,Whole Brain,CMRO2,SD,27.19,27.19,match,
weights_compilation,Homo,weighted,Whole Brain,CMRO2,CV,17.49,17.49,match,
weights_compilation,Homo,weighted,Whole Brain,CMRO2,CVstar,17.5,17.5,match,
weights_compilation,Homo,weighted,Whole Brain,CMRgl,N,216.0,216.0,match,
weights_compilation,Homo,weighted,Whole Brain,CMRgl,Mean,29.98,29.98,match,
weights_compilation,Homo,weighted,Whole Brain,CMRgl,SD,5.28,5.28,match,
weights_compilation,Homo,weighted,Whole Brain,CMRgl,CV,17.61,17.61,match,
weights_compilation,Homo,weighted,Whole Brain,CMRgl,CVstar,17.63,17.63,match,
weights_compilation,Lepus,unweighted,Basal Ganglia,CMRgl,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Basal Ganglia,CMRgl,Mean,58.7,58.7,match,
weights_compilation,Lepus,unweighted,Basal Ganglia,CMRgl,SD,8.0,8.0,match,
weights_compilation,Lepus,unweighted,Basal Ganglia,CMRgl,CV,13.63,13.63,match,
weights_compilation,Lepus,unweighted,Basal Ganglia,CMRgl,CVstar,17.04,17.04,match,
weights_compilation,Lepus,unweighted,Cortex,CMRgl,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Cortex,CMRgl,Mean,77.42,77.42,match,
weights_compilation,Lepus,unweighted,Cortex,CMRgl,SD,17.9,17.9,match,
weights_compilation,Lepus,unweighted,Cortex,CMRgl,CV,23.12,23.12,match,
weights_compilation,Lepus,unweighted,Cortex,CMRgl,CVstar,28.9,28.9,match,
weights_compilation,Lepus,unweighted,Hippocampus,CMRgl,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Hippocampus,CMRgl,Mean,58.1,58.1,match,
weights_compilation,Lepus,unweighted,Hippocampus,CMRgl,SD,5.6,5.6,match,
weights_compilation,Lepus,unweighted,Hippocampus,CMRgl,CV,9.64,9.64,match,
weights_compilation,Lepus,unweighted,Hippocampus,CMRgl,CVstar,12.05,12.05,match,
weights_compilation,Lepus,unweighted,Occipital Cortex,CMRgl,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Occipital Cortex,CMRgl,Mean,76.4,76.4,match,
weights_compilation,Lepus,unweighted,Occipital Cortex,CMRgl,SD,19.7,19.7,match,
weights_compilation,Lepus,unweighted,Occipital Cortex,CMRgl,CV,25.79,25.79,match,
weights_compilation,Lepus,unweighted,Occipital Cortex,CMRgl,CVstar,32.23,32.23,match,
weights_compilation,Lepus,unweighted,Parietal Cortex,CMRgl,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Parietal Cortex,CMRgl,Mean,73.1,73.1,match,
weights_compilation,Lepus,unweighted,Parietal Cortex,CMRgl,SD,17.4,17.4,match,
weights_compilation,Lepus,unweighted,Parietal Cortex,CMRgl,CV,23.8,23.8,match,
weights_compilation,Lepus,unweighted,Parietal Cortex,CMRgl,CVstar,29.75,29.75,match,
weights_compilation,Lepus,unweighted,Sensorimotor Cortex,CMRgl,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Sensorimotor Cortex,CMRgl,Mean,82.65,82.65,match,
weights_compilation,Lepus,unweighted,Sensorimotor Cortex,CMRgl,SD,15.3,15.3,match,
weights_compilation,Lepus,unweighted,Sensorimotor Cortex,CMRgl,CV,18.51,18.51,match,
weights_compilation,Lepus,unweighted,Sensorimotor Cortex,CMRgl,CVstar,23.14,23.14,match,
weights_compilation,Lepus,unweighted,Thalamus,CMRgl,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Thalamus,CMRgl,Mean,89.7,89.7,match,
weights_compilation,Lepus,unweighted,Thalamus,CMRgl,SD,9.4,9.4,match,
weights_compilation,Lepus,unweighted,Thalamus,CMRgl,CV,10.48,10.48,match,
weights_compilation,Lepus,unweighted,Thalamus,CMRgl,CVstar,13.1,13.1,match,
weights_compilation,Lepus,unweighted,White Matter,CMRgl,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,White Matter,CMRgl,Mean,26.1,26.1,match,
weights_compilation,Lepus,unweighted,White Matter,CMRgl,SD,5.6,5.6,match,
weights_compilation,Lepus,unweighted,White Matter,CMRgl,CV,21.46,21.46,match,
weights_compilation,Lepus,unweighted,White Matter,CMRgl,CVstar,26.82,26.82,match,
weights_compilation,Lepus,unweighted,Whole Brain,CBF,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Whole Brain,CBF,Mean,48.0,48.0,match,
weights_compilation,Lepus,unweighted,Whole Brain,CBF,SD,18.5,18.5,match,
weights_compilation,Lepus,unweighted,Whole Brain,CBF,CV,38.54,38.54,match,
weights_compilation,Lepus,unweighted,Whole Brain,CBF,CVstar,48.18,48.18,match,
weights_compilation,Lepus,unweighted,Whole Brain,CMRO2,N,1.0,1.0,match,
weights_compilation,Lepus,unweighted,Whole Brain,CMRO2,Mean,205.4,205.4,match,
weights_compilation,Lepus,unweighted,Whole Brain,CMRO2,SD,17.9,17.9,match,
weights_compilation,Lepus,unweighted,Whole Brain,CMRO2,CV,8.71,8.71,match,
weights_compilation,Lepus,unweighted,Whole Brain,CMRO2,CVstar,10.89,10.89,match,
weights_compilation,Lepus,weighted,Basal Ganglia,CMRgl,N,5.0,5.0,match,
weights_compilation,Lepus,weighted,Basal Ganglia,CMRgl,Mean,58.7,58.7,match,
weights_compilation,Lepus,weighted,Basal Ganglia,CMRgl,SD,8.0,8.0,match,
weights_compilation,Lepus,weighted,Basal Ganglia,CMRgl,CV,13.63,13.63,match,
weights_compilation,Lepus,weighted,Basal Ganglia,CMRgl,CVstar,14.31,14.31,match,
weights_compilation,Lepus,weighted,Cortex,CMRgl,N,5.0,5.0,match,
weights_compilation,Lepus,weighted,Cortex,CMRgl,Mean,77.42,77.42,match,
weights_compilation,Lepus,weighted,Cortex,CMRgl,SD,17.9,17.9,match,
weights_compilation,Lepus,weighted,Cortex,CMRgl,CV,23.12,23.12,match,
weights_compilation,Lepus,weighted,Cortex,CMRgl,CVstar,24.28,24.28,match,
weights_compilation,Lepus,weighted,Hippocampus,CMRgl,N,5.0,5.0,match,
weights_compilation,Lepus,weighted,Hippocampus,CMRgl,Mean,58.1,58.1,match,
weights_compilation,Lepus,weighted,Hippocampus,CMRgl,SD,5.6,5.6,match,
weights_compilation,Lepus,weighted,Hippocampus,CMRgl,CV,9.64,9.64,match,
weights_compilation,Lepus,weighted,Hippocampus,CMRgl,CVstar,10.12,10.12,match,
weights_compilation,Lepus,weighted,Occipital Cortex,CMRgl,N,5.0,5.0,match,
weights_compilation,Lepus,weighted,Occipital Cortex,CMRgl,Mean,76.4,76.4,match,
weights_compilation,Lepus,weighted,Occipital Cortex,CMRgl,SD,19.7,19.7,match,
weights_compilation,Lepus,weighted,Occipital Cortex,CMRgl,CV,25.79,25.79,match,
weights_compilation,Lepus,weighted,Occipital Cortex,CMRgl,CVstar,27.07,27.07,match,
weights_compilation,Lepus,weighted,Parietal Cortex,CMRgl,N,5.0,5.0,match,
weights_compilation,Lepus,weighted,Parietal Cortex,CMRgl,Mean,73.1,73.1,match,
weights_compilation,Lepus,weighted,Parietal Cortex,CMRgl,SD,17.4,17.4,match,
weights_compilation,Lepus,weighted,Parietal Cortex,CMRgl,CV,23.8,23.8,match,
weights_compilation,Lepus,weighted,Parietal Cortex,CMRgl,CVstar,24.99,24.99,match,
weights_compilation,Lepus,weighted,Sensorimotor Cortex,CMRgl,N,5.0,5.0,match,
weights_compilation,Lepus,weighted,Sensorimotor Cortex,CMRgl,Mean,82.65,82.65,match,
weights_compilation,Lepus,weighted,Sensorimotor Cortex,CMRgl,SD,15.3,15.3,match,
weights_compilation,Lepus,weighted,Sensorimotor Cortex,CMRgl,CV,18.51,18.51,match,
weights_compilation,Lepus,weighted,Sensorimotor Cortex,CMRgl,CVstar,19.44,19.44,match,
