Species,Domain,Standardized_Term,Value,source,team,dependency_group
Pan troglodytes,Locomotion,Intermembral_index,106,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Intermembral_index,106,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Intermembral_index,106,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Intermembral_index,106,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Intermembral_index,106,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo sp.,Locomotion,Intermembral_index,139,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Intermembral_index,139,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Intermembral_index,139,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Intermembral_index,139,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Intermembral_index,139,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galagoides demidoff,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galagoides thomasi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galago senegalensis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galago matschiei,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Loris tardigradus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Loris tardigradus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Nycticebus coucang,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Nycticebus coucang,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Perodicticus potto,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Daubentonia madagascariensis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cheirogaleus major,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cheirogaleus medius,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Microcebus murinus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Mirza coquereli,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur coronatus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur macaco,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur mongoz,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hapalemur griseus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lemur catta,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata rubra,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lepilemur edwardsi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Avahi occidentalis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus diadema,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus diadema,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius dentatus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius tarsier,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callimico goeldii,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callimico goeldii,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callithrix pygmaea,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callithrix pygmaea,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Leontopithecus rosalia,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus fuscicollis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus fuscicollis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus geoffroyi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus labiatus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus midas,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callicebus brunneus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callicebus torquatus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cacajao calvus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Chiropotes satanus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pithecia pithecia,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pithecia pithecia,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus olivaceus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus olivaceus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri boliviensis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri oerstedii,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri oerstedii,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri sciureus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta caraya,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta pigra,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta seniculus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta seniculus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles belzebuth,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lagothrix lagothricha,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Chlorocebus aethiops,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Chlorocebus aethiops,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus ascanius,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus campbelli,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus campbelli lowei,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus campbelli lowei,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus diana,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus mitis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus nictitans,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus petaurista,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Erythrocebus patas,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lophocebus albigena,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Papio anubis,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercocebus atys,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca fascicularis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca fascicularis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca fuscata,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca mulatta,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus angolensis palliatus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus angolensis palliatus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus angolensis palliatus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Piliocolobus badius,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Piliocolobus badius,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus polykomos,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus vellerosus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus vellerosus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Procolobus verus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Presbytis melalophos,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Presbytis siamensis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pygathrix cinerea,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pygathrix nemaeus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus delacouri,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus francoisi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus francoisi,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus leucocephalus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus obscurus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates agilis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates agilis,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates lar,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates lar,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates pileatus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Nomascus nasutus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Symphalangus syndactylus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Symphalangus syndactylus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Gorilla gorilla,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan paniscus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan paniscus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Arboreal_terrestrial,T,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo sp.,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Arboreal_terrestrial,A,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles fusciceps,Handedness,Handedness_index_mean,0.063,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Ateles geoffroyi,Handedness,Handedness_index_mean,0.061,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Ateles hybridus,Handedness,Handedness_index_mean,-0.377,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Cercocebus torquatus,Handedness,Handedness_index_mean,-0.029,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Cercopithecus diana,Handedness,Handedness_index_mean,0.178,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Cercopithecus neglectus,Handedness,Handedness_index_mean,-0.258,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Gorilla gorilla,Handedness,Handedness_index_mean,0.248,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Homo sapiens,Handedness,Handedness_index_mean,0.761,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Hylobates lar,Handedness,Handedness_index_mean,-0.011,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Hylobates moloch,Handedness,Handedness_index_mean,-0.115,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Leontopithecus chrysomelas,Handedness,Handedness_index_mean,0.151,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Leontopithecus chrysopygus,Handedness,Handedness_index_mean,0.039,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Leontopithecus rosalia,Handedness,Handedness_index_mean,0.022,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca fascicularis,Handedness,Handedness_index_mean,-0.036,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca nemestrina,Handedness,Handedness_index_mean,0.035,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca silenus,Handedness,Handedness_index_mean,-0.051,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca sylvanus,Handedness,Handedness_index_mean,-0.025,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca tonkeana,Handedness,Handedness_index_mean,-0.057,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Mandrillus sphinx,Handedness,Handedness_index_mean,0.034,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Nomascus gabriellae,Handedness,Handedness_index_mean,-0.173,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Nomascus leucogenys,Handedness,Handedness_index_mean,-0.031,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pan paniscus,Handedness,Handedness_index_mean,0.044,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pan troglodytes,Handedness,Handedness_index_mean,0.133,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Papio anubis,Handedness,Handedness_index_mean,0.108,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Papio hamadryas,Handedness,Handedness_index_mean,0.066,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pithecia pithecia,Handedness,Handedness_index_mean,-0.385,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pongo sp.,Handedness,Handedness_index_mean,-0.225,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pygathrix cinerea,Handedness,Handedness_index_mean,0.165,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Rhinopithecus roxellana,Handedness,Handedness_index_mean,-0.319,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Saimiri sciureus,Handedness,Handedness_index_mean,-0.119,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Sapajus apella,Handedness,Handedness_index_mean,-0.028,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Sapajus flavius,Handedness,Handedness_index_mean,-0.13,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Sapajus xanthosternos,Handedness,Handedness_index_mean,0.089,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Semnopithecus entellus,Handedness,Handedness_index_mean,-0.184,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Symphalangus syndactylus,Handedness,Handedness_index_mean,-0.048,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Theropithecus gelada,Handedness,Handedness_index_mean,0.053,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Trachypithecus auratus,Handedness,Handedness_index_mean,-0.256,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Trachypithecus hatinhensis,Handedness,Handedness_index_mean,-0.248,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Ateles fusciceps,Handedness,Handedness_strength_mean,0.798,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Ateles geoffroyi,Handedness,Handedness_strength_mean,0.829,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Ateles hybridus,Handedness,Handedness_strength_mean,0.917,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Cercocebus torquatus,Handedness,Handedness_strength_mean,0.665,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Cercopithecus diana,Handedness,Handedness_strength_mean,0.755,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Cercopithecus neglectus,Handedness,Handedness_strength_mean,0.621,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Gorilla gorilla,Handedness,Handedness_strength_mean,0.541,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Homo sapiens,Handedness,Handedness_strength_mean,0.9429999999999999,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Hylobates lar,Handedness,Handedness_strength_mean,0.614,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Hylobates moloch,Handedness,Handedness_strength_mean,0.799,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Leontopithecus chrysomelas,Handedness,Handedness_strength_mean,0.514,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Leontopithecus chrysopygus,Handedness,Handedness_strength_mean,0.35,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Leontopithecus rosalia,Handedness,Handedness_strength_mean,0.502,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca fascicularis,Handedness,Handedness_strength_mean,0.6840000000000001,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca nemestrina,Handedness,Handedness_strength_mean,0.527,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca silenus,Handedness,Handedness_strength_mean,0.467,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca sylvanus,Handedness,Handedness_strength_mean,0.67,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Macaca tonkeana,Handedness,Handedness_strength_mean,0.543,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Mandrillus sphinx,Handedness,Handedness_strength_mean,0.389,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Nomascus gabriellae,Handedness,Handedness_strength_mean,0.618,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Nomascus leucogenys,Handedness,Handedness_strength_mean,0.555,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
