source,Domain,Standardized_Term,Species,Value
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Okapia johnstoni,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Bison bison,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Mungos mungo,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Ursus maritimus,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Panthera leo,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Oryx gazella,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Giraffa camelopardalis,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Procyon lotor,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Chrysocyon brachyurus,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Tachyglossus aculeatus,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Vicugna pacos,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Panthera onca,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Gait,Crocuta crocuta,LSLC
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ateles geoffroyi,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ateles fusciceps,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Trichosurus vulpecula,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Daubentonia madagascariensis,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Lemur catta,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Pygathrix nemaeus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Priodontes maximus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Hapalemur griseus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Cyclopes didactylus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Varecia variegata,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ateles paniscus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Macaca fascicularis,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Macaca mulatta,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Propithecus coquereli,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Cebus capucinus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Eulemur mongoz,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Rhinopithecus roxellana,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Trachypithecus phayrei,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Saimiri sciureus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Aotus nancymaae,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Potos flavus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Leontopithecus rosalia,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Caluromys philander,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Papio ursinus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Alouatta seniculus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Mandrillus sphinx,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Loris tardigradus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Nycticebus pygmaeus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Cheirogaleus medius,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Philander opossum,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Pseudocheirus peregrinus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Bradypus variegatus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Acrobates pygmaeus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Orycteropus afer,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Choloepus didactylus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Pan troglodytes,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Monodelphis domestica,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Phascolarctos cinereus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Hippopotamus amphibius,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Mesocricetus auratus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Petaurus breviceps,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Chiropotes satanas,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ornithorhynchus anatinus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Gorilla gorilla,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Oreotragus oreotragus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Isoodon macrourus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Dasyurus maculatus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Mus musculus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Tupaia tana,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Muscardinus avellanarius,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Castor canadensis,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Dasypus novemcinctus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Rattus norvegicus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Apodemus agrarius,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Sciurus griseus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Didelphis virginiana,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Micromys minutus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Talpa europaea,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Vulpes vulpes,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Tragelaphus strepsiceros,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Thallomys paedulcus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Odocoileus virginianus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Moschus leucogaster,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Myrmecobius fasciatus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Bos taurus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Erethizon dorsatum,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Pithecia pithecia,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Apodemus flavicollis,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Cervus elaphus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Hydrochoerus hydrochaeris,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ovis aries,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Cryptoprocta ferox,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Myrmecophaga tridactyla,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Mellivora capensis,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ammotragus lervia,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Tapirus indicus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Tapirus terrestris,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Myodes glareolus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Sus scrofa,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Mephitis mephitis,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Equus asinus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Zaglossus bruijni,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Canis aureus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Paradoxurus hermaphroditus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Equus caballus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Equus burchelli,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Pecari tajacu,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Leptailurus serval,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Muntiacus muntjak,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Cephalophus silvicultor,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Capra aegagrus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Camelus dromedarius,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Nasua nasua,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Cephalophus natalensis,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Vombatus ursinus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Dendrolagus goodfellowi,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Tapirus bairdii,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Felis catus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ovis canadensis,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Saiga tatarica,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Nanger granti,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Camelus bactrianus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ceratotherium simum,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Kobus ellipsiprymnus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Moschiola meminna,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ailurus fulgens,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Panthera tigris,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ailuropoda melanoleuca,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Caracal caracal,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Leopardus pardalis,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Aepyceros melampus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Elephas maximus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Alcelaphus buselaphus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Canis lupus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Acinonyx jubatus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Connochaetes taurinus,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Lasiorhinus krefftii,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ursus americanus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Antilocapra americana,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Cuon alpinus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Lama glama,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Loxodonta africana,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Lynx rufus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ursus arctos,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Bubalus bubalis,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Okapia johnstoni,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Bison bison,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Mungos mungo,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Ursus maritimus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Panthera leo,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Oryx gazella,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Giraffa camelopardalis,unguligrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Chrysocyon brachyurus,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Tachyglossus aculeatus,plantigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Panthera onca,digitigrade
Wimberly_etal_2021_mammalgait.txt,Gait,Foot_Posture,Crocuta crocuta,digitigrade
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Caluromys philander,1.15402168831365
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Acrobates pygmaeus,1.46311620781614
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Choloepus didactylus,1.16745710622922
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eira barbara,1.31805406764601
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Micromys minutus,1.36527966118353
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Glaucomys volans,1.41481405296438
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Microsciurus flaviventer,1.39151305970536
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Petaurista leucogenys,1.63042790406195
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Sciurillus pusillus,1.05509170923132
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Sciurus igniventris,1.76932881551122
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Sciurus vulgaris,1.36056602293838
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tamias sibiricus,1.48235863288788
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tamias striatus,1.02614009593832
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tamiasciurus hudsonicus,1.16010264004331
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tupaia minor,1.16912339604188
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tupaia tana,0.673597909201366
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Galeopterus variegatus,1.24539319229782
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Galagoides demidoff,1.40614065804908
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Galagoides thomasi,1.53051572202163
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Galago senegalensis,1.03969242563174
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Galago matschiei,1.55376177629077
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Loris tardigradus,1.40106786758068
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Loris tardigradus,1.2386009825967
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Nycticebus coucang,1.49154515081169
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Nycticebus coucang,1.3118276431273
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Perodicticus potto,1.40937422547883
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Daubentonia madagascariensis,1.24022837119808
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cheirogaleus major,1.33520401122236
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cheirogaleus medius,1.49653172902369
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Microcebus murinus,1.37713994283633
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Mirza coquereli,1.55871076469281
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur coronatus,1.32285696027778
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur fulvus,1.30441240377472
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur fulvus,0.963240690783893
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur fulvus,0.923385313248525
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur fulvus,1.13824289941948
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur macaco,1.43123180445711
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur mongoz,1.43236716092924
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur rubriventer,0.969736905647942
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur rubriventer,1.0158239700924
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur rubriventer,0.941428800508233
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Eulemur rubriventer,1.06773236703401
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Hapalemur griseus,1.15600589287313
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Lemur catta,1.35877626253505
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Varecia variegata rubra,1.49699401198051
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Varecia variegata,1.40007561095226
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Varecia variegata,1.02204135552313
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Lepilemur edwardsi,1.15243525834186
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Avahi occidentalis,1.14885486473691
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Propithecus diadema,0.422365483073509
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Propithecus diadema,0.548153076997243
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Propithecus verreauxi,1.37244158736962
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Propithecus verreauxi verreauxi,1.00425154506567
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Propithecus verreauxi verreauxi,0.971287708335438
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Propithecus verreauxi verreauxi,0.873376471896216
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tarsius bancanus,0.861711959324643
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tarsius bancanus,1.00743328732766
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tarsius bancanus,0.471393486810094
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tarsius dentatus,1.10856520816426
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Tarsius tarsier,0.904363612551585
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Carlito syrichta,1.05168775175858
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Carlito syrichta,1.05876776435606
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Carlito syrichta,0.984301599047729
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Callimico goeldii,1.56568356541191
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Callimico goeldii,1.23783848230913
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Callithrix pygmaea,1.32325697190067
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Callithrix pygmaea,1.22865832658758
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Leontopithecus rosalia,1.64214160038655
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saguinus fuscicollis,1.11825939911062
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saguinus fuscicollis,1.68794192463035
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saguinus geoffroyi,1.1706981366311
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saguinus labiatus,1.63379907179792
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saguinus midas,1.38602395226123
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saguinus mystax,1.11906615148242
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saguinus mystax,1.45292642084593
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saguinus mystax,0.603777419267949
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Callicebus brunneus,0.9954182990798069
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Callicebus torquatus,1.29137383119401
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cacajao calvus,1.86810866495463
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Chiropotes satanus,0.565419018216477
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pithecia pithecia,0.746032664714785
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pithecia pithecia,0.687435750503355
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Sapajus apella,1.83687468245124
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Sapajus apella,1.72195921899077
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Sapajus apella,0.572553670038598
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cebus capucinus,1.17177927393802
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cebus capucinus,1.02033299817418
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cebus capucinus,0.996761565305023
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cebus capucinus,0.856631621709061
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cebus olivaceus,1.7365976046442
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cebus olivaceus,1.85590101661237
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saimiri boliviensis,1.03218172597006
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saimiri oerstedii,0.798357325771174
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saimiri oerstedii,1.63124668194915
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Saimiri sciureus,1.52127517730103
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Alouatta caraya,1.60859743143501
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Alouatta palliata,1.18941283574095
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Alouatta palliata,1.02435269982441
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Alouatta palliata,0.769977746756403
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Alouatta palliata,0.866746465060363
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Alouatta pigra,0.230466836328381
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Alouatta seniculus,0.600482908245825
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Alouatta seniculus,1.2507418086443
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Ateles belzebuth,1.80198696987699
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Ateles geoffroyi,1.29373888903011
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Ateles geoffroyi,1.59346219516623
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Ateles geoffroyi,1.08219553003877
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Ateles geoffroyi,1.33620994116696
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Ateles paniscus,1.76983447403569
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Ateles paniscus,1.24664005984697
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Ateles paniscus,1.49855655449966
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Lagothrix lagothricha,1.67997850986382
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Chlorocebus aethiops,1.47520015673735
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Chlorocebus aethiops,0.880131209732712
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercopithecus ascanius,1.30149934390842
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercopithecus campbelli,0.863629884719384
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercopithecus campbelli lowei,1.30031419276679
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercopithecus campbelli lowei,1.33315983861591
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercopithecus diana,1.11068369147808
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercopithecus mitis,1.11414224879738
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercopithecus nictitans,1.01907599999383
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercopithecus petaurista,1.07339249913053
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Erythrocebus patas,0.509101870244824
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Lophocebus albigena,1.15397234190199
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Papio anubis,0.164594459315598
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Cercocebus atys,0.643896378966053
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Macaca fascicularis,1.23184052217936
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Macaca fascicularis,1.03618623761807
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Macaca fuscata,0.80440397625966
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Macaca mulatta,1.02674163828187
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus angolensis palliatus,1.36153853780977
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus angolensis palliatus,1.24280524484049
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus angolensis palliatus,1.28738289862955
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Piliocolobus badius,1.27618355697741
