Species,measure_class,Measure,Team,role,Value
Ovis aries,gait,Duty_Factor,Wimberly,primary,68
Ovis aries,gait,Foot_Posture,Wimberly,primary,unguligrade
Ovis aries,gait,Gait,Wimberly,primary,LSDC
Ovis aries,gait,Phase,Wimberly,primary,28
Ovis canadensis,gait,Duty_Factor,Wimberly,primary,59.44028095
Ovis canadensis,gait,Foot_Posture,Wimberly,primary,unguligrade
Ovis canadensis,gait,Gait,Wimberly,primary,LSLC
Ovis canadensis,gait,Phase,Wimberly,primary,21.6864
Pan paniscus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pan paniscus,handedness,Handedness_index_mean,Caspar,primary,0.044
Pan paniscus,handedness,Handedness_strength_mean,Caspar,primary,0.529
Pan paniscus,locomotion,Intermembral_index,Granatosky,primary,102
Pan paniscus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.64480703854916
Pan paniscus,vocalization,VocalRepertoire,ManyPrimates,secondary,38
Pan paniscus,vocalization,VocalRepertoire,Schniter,primary,11
Pan troglodytes,locomotion,Arboreal_terrestrial,Granatosky,primary,T
Pan troglodytes,dexterity,Dexterity,Heffner,primary,6
Pan troglodytes,dexterity,Dexterity,Iwaniuk,secondary,6
Pan troglodytes,gait,Duty_Factor,Wimberly,primary,62.77777778
Pan troglodytes,manipulation,Extractive_foraging,Heldstab,primary,1
Pan troglodytes,gait,Foot_Posture,Wimberly,primary,plantigrade
Pan troglodytes,gait,Gait,Wimberly,primary,LSDC
Pan troglodytes,handedness,Handedness_index_mean,Caspar,primary,0.133
Pan troglodytes,handedness,Handedness_strength_mean,Caspar,primary,0.507
Pan troglodytes,locomotion,Intermembral_index,Granatosky,primary,106
Pan troglodytes,locomotion,Locomotor_diversity_index,Granatosky,primary,0.375029668019445
Pan troglodytes,manipulation,Manipulation_complexity,Heldstab,primary,4.38
Pan troglodytes,gait,Phase,Wimberly,primary,48.05556
Pan troglodytes,manipulation,Tool_use,Heldstab,primary,1
Pan troglodytes,vocalization,VocalRepertoire,ManyPrimates,secondary,29
Pan troglodytes,vocalization,VocalRepertoire,Schniter,primary,12
Panthera leo,gait,Duty_Factor,Wimberly,primary,68
Panthera leo,gait,Foot_Posture,Wimberly,primary,digitigrade
Panthera leo,gait,Gait,Wimberly,primary,LSLC
Panthera leo,gait,Phase,Wimberly,primary,15
Panthera onca,gait,Duty_Factor,Wimberly,primary,64.09999999999999
Panthera onca,gait,Foot_Posture,Wimberly,primary,digitigrade
Panthera onca,gait,Gait,Wimberly,primary,LSLC
Panthera onca,gait,Phase,Wimberly,primary,10.256
Panthera tigris,gait,Duty_Factor,Wimberly,primary,64.41289317
Panthera tigris,gait,Foot_Posture,Wimberly,primary,digitigrade
Panthera tigris,gait,Gait,Wimberly,primary,LSLC
Panthera tigris,gait,Phase,Wimberly,primary,20.32129476
Papio anubis,locomotion,Arboreal_terrestrial,Granatosky,primary,T
Papio anubis,dexterity,Dexterity,Heffner,primary,6
Papio anubis,handedness,Handedness_index_mean,Caspar,primary,0.108
Papio anubis,handedness,Handedness_strength_mean,Caspar,primary,0.527
Papio anubis,locomotion,Intermembral_index,Granatosky,primary,97
Papio anubis,locomotion,Locomotor_diversity_index,Granatosky,primary,0.164594459315598
Papio anubis,vocalization,VocalRepertoire,ManyPrimates,secondary,6
Papio hamadryas,handedness,Handedness_index_mean,Caspar,primary,0.066
Papio hamadryas,handedness,Handedness_strength_mean,Caspar,primary,0.408
Papio ursinus,gait,Duty_Factor,Wimberly,primary,64.76190475999999
Papio ursinus,gait,Foot_Posture,Wimberly,primary,plantigrade
Papio ursinus,gait,Gait,Wimberly,primary,DSDC
Papio ursinus,gait,Phase,Wimberly,primary,56.90476
Paradoxurus hermaphroditus,gait,Duty_Factor,Wimberly,primary,74.45999999999999
Paradoxurus hermaphroditus,gait,Foot_Posture,Wimberly,primary,digitigrade
Paradoxurus hermaphroditus,gait,Gait,Wimberly,primary,LSLC
Paradoxurus hermaphroditus,gait,Phase,Wimberly,primary,24.12
Paraechinus,dexterity,Dexterity,Heffner,primary,2
Pecari tajacu,gait,Duty_Factor,Wimberly,primary,65.17137097
Pecari tajacu,gait,Foot_Posture,Wimberly,primary,unguligrade
Pecari tajacu,gait,Gait,Wimberly,primary,LSLC
Pecari tajacu,gait,Phase,Wimberly,primary,23.79032
Perodicticus potto,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Perodicticus potto,locomotion,Intermembral_index,Granatosky,primary,88
Perodicticus potto,locomotion,Locomotor_diversity_index,Granatosky,primary,1.40937422547883
Perodicticus potto,vocalization,VocalRepertoire,Schniter,primary,5
Petaurista leucogenys,locomotion,Locomotor_diversity_index,Granatosky,primary,1.63042790406195
Petaurus breviceps,gait,Duty_Factor,Wimberly,primary,61.5
Petaurus breviceps,gait,Foot_Posture,Wimberly,primary,plantigrade
Petaurus breviceps,gait,Gait,Wimberly,primary,LSDC
Petaurus breviceps,gait,Phase,Wimberly,primary,45
Phascolarctos cinereus,gait,Duty_Factor,Wimberly,primary,69.69869844
Phascolarctos cinereus,gait,Foot_Posture,Wimberly,primary,plantigrade
Phascolarctos cinereus,gait,Gait,Wimberly,primary,LSDC
Phascolarctos cinereus,gait,Phase,Wimberly,primary,45.50568
Philander opossum,gait,Duty_Factor,Wimberly,primary,62.83527778
Philander opossum,gait,Foot_Posture,Wimberly,primary,plantigrade
Philander opossum,gait,Gait,Wimberly,primary,DSDC
Philander opossum,gait,Phase,Wimberly,primary,54.058
Phocoena phocoena,dexterity,Dexterity,Heffner,primary,1
Piliocolobus badius,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Piliocolobus badius,locomotion,Intermembral_index,Granatosky,primary,79
Piliocolobus badius,locomotion,Locomotor_diversity_index,Granatosky,primary,1.27618355697741
Piliocolobus badius,vocalization,VocalRepertoire,Schniter,primary,17
Pithecia pithecia,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pithecia pithecia,gait,Duty_Factor,Wimberly,primary,65.78083963
Pithecia pithecia,manipulation,Extractive_foraging,Heldstab,primary,0
Pithecia pithecia,gait,Foot_Posture,Wimberly,primary,plantigrade
Pithecia pithecia,gait,Gait,Wimberly,primary,LSDC
Pithecia pithecia,handedness,Handedness_index_mean,Caspar,primary,-0.385
Pithecia pithecia,handedness,Handedness_strength_mean,Caspar,primary,0.9340000000000001
Pithecia pithecia,locomotion,Intermembral_index,Granatosky,primary,75
Pithecia pithecia,locomotion,Locomotor_diversity_index,Granatosky,primary,0.746032664714785
Pithecia pithecia,manipulation,Manipulation_complexity,Heldstab,primary,1.86
Pithecia pithecia,gait,Phase,Wimberly,primary,28.91843349
Pithecia pithecia,manipulation,Tool_use,Heldstab,primary,0
Pongo pygmaeus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pongo pygmaeus,dexterity,Dexterity,Heffner,primary,6
Pongo pygmaeus,locomotion,Intermembral_index,Granatosky,primary,139
Pongo pygmaeus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.38150120846112
Pongo pygmaeus,vocalization,VocalRepertoire,ManyPrimates,secondary,23
Pongo pygmaeus,vocalization,VocalRepertoire,Schniter,primary,10
Pongo sp.,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pongo sp.,manipulation,Extractive_foraging,Heldstab,primary,1
Pongo sp.,handedness,Handedness_index_mean,Caspar,primary,-0.225
Pongo sp.,handedness,Handedness_strength_mean,Caspar,primary,0.487
Pongo sp.,locomotion,Intermembral_index,Granatosky,primary,139
Pongo sp.,locomotion,Locomotor_diversity_index,Granatosky,primary,2.03067787197455
Pongo sp.,manipulation,Manipulation_complexity,Heldstab,primary,3.89
Pongo sp.,manipulation,Tool_use,Heldstab,primary,1
Pongo sp.,vocalization,VocalRepertoire,ManyPrimates,secondary,17
Potorous apicalis,dexterity,Dexterity,Heffner,primary,2
Potorous tridactylus,dexterity,Dexterity,Iwaniuk,secondary,2
Potos flavus,dexterity,Dexterity,Heffner,primary,3
Potos flavus,dexterity,Dexterity,Iwaniuk,secondary,3
Potos flavus,gait,Duty_Factor,Wimberly,primary,51.15862271
Potos flavus,gait,Foot_Posture,Wimberly,primary,plantigrade
Potos flavus,gait,Gait,Wimberly,primary,DSDC
Potos flavus,gait,Phase,Wimberly,primary,58.32665589
Presbytis melalophos,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Presbytis melalophos,locomotion,Intermembral_index,Granatosky,primary,78
Presbytis melalophos,locomotion,Locomotor_diversity_index,Granatosky,primary,1.35929449357798
Presbytis siamensis,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Presbytis siamensis,locomotion,Intermembral_index,Granatosky,primary,80
Presbytis siamensis,locomotion,Locomotor_diversity_index,Granatosky,primary,0.914285581467099
Priodontes maximus,gait,Duty_Factor,Wimberly,primary,59.11835749
Priodontes maximus,gait,Foot_Posture,Wimberly,primary,digitigrade
Priodontes maximus,gait,Gait,Wimberly,primary,DSDC
Priodontes maximus,gait,Phase,Wimberly,primary,64.79469
Procavia capensis,dexterity,Dexterity,Heffner,primary,2
Procolobus verus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Procolobus verus,locomotion,Intermembral_index,Granatosky,primary,80
Procolobus verus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.27276673020437
Procyon lotor,dexterity,Dexterity,Heffner,primary,3
Procyon lotor,dexterity,Dexterity,Iwaniuk,secondary,3
Procyon lotor,gait,Duty_Factor,Wimberly,primary,71
Procyon lotor,gait,Gait,Wimberly,primary,LSLC
Procyon lotor,gait,Phase,Wimberly,primary,14
Propithecus coquereli,gait,Duty_Factor,Wimberly,primary,63.27471447
Propithecus coquereli,gait,Foot_Posture,Wimberly,primary,plantigrade
Propithecus coquereli,gait,Gait,Wimberly,primary,DSDC
Propithecus coquereli,gait,Phase,Wimberly,primary,62.88913796
Propithecus coquereli,vocalization,VocalRepertoire,ManyPrimates,secondary,6
Propithecus diadema,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Propithecus diadema,locomotion,Intermembral_index,Granatosky,primary,64
Propithecus diadema,locomotion,Locomotor_diversity_index,Granatosky,primary,0.422365483073509
Propithecus verreauxi,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Propithecus verreauxi,manipulation,Extractive_foraging,Heldstab,primary,0
Propithecus verreauxi,locomotion,Intermembral_index,Granatosky,primary,59
Propithecus verreauxi,locomotion,Locomotor_diversity_index,Granatosky,primary,1.37244158736962
Propithecus verreauxi,manipulation,Manipulation_complexity,Heldstab,primary,1.44
Propithecus verreauxi,manipulation,Tool_use,Heldstab,primary,0
Propithecus verreauxi verreauxi,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Propithecus verreauxi verreauxi,locomotion,Intermembral_index,Granatosky,primary,59
Propithecus verreauxi verreauxi,locomotion,Locomotor_diversity_index,Granatosky,primary,1.00425154506567
Pseudocheirus peregrinus,gait,Duty_Factor,Wimberly,primary,58.14084615
Pseudocheirus peregrinus,gait,Foot_Posture,Wimberly,primary,plantigrade
Pseudocheirus peregrinus,gait,Gait,Wimberly,primary,DSDC
Pseudocheirus peregrinus,gait,Phase,Wimberly,primary,53.17378571
Pteropus edulis,dexterity,Dexterity,Heffner,primary,1
Pteropus vampyrus,gait,Duty_Factor,Wimberly,primary,73.19434535000001
Pteropus vampyrus,gait,Gait,Wimberly,primary,LSDC
Pteropus vampyrus,gait,Phase,Wimberly,primary,29.84214946
Pygathrix cinerea,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pygathrix cinerea,gait,Duty_Factor,Wimberly,primary,66.18556425
Pygathrix cinerea,gait,Gait,Wimberly,primary,DSDC
Pygathrix cinerea,handedness,Handedness_index_mean,Caspar,primary,0.165
Pygathrix cinerea,handedness,Handedness_strength_mean,Caspar,primary,0.499
Pygathrix cinerea,locomotion,Locomotor_diversity_index,Granatosky,primary,1.01677920543083
Pygathrix cinerea,gait,Phase,Wimberly,primary,64.50219231
Pygathrix nemaeus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pygathrix nemaeus,gait,Duty_Factor,Wimberly,primary,63.20615207
Pygathrix nemaeus,gait,Foot_Posture,Wimberly,primary,plantigrade
Pygathrix nemaeus,gait,Gait,Wimberly,primary,DSDC
Pygathrix nemaeus,locomotion,Intermembral_index,Granatosky,primary,94
Pygathrix nemaeus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.09113888121898
Pygathrix nemaeus,gait,Phase,Wimberly,primary,64.94111999
Rattus norvegicus,dexterity,Dexterity,Heffner,primary,3
Rattus norvegicus,dexterity,Dexterity,Iwaniuk,secondary,3
Rattus norvegicus,gait,Duty_Factor,Wimberly,primary,62
Rattus norvegicus,gait,Foot_Posture,Wimberly,primary,plantigrade
Rattus norvegicus,gait,Gait,Wimberly,primary,LSDC
Rattus norvegicus,gait,Phase,Wimberly,primary,36
Rhinolophus,dexterity,Dexterity,Heffner,primary,1
Rhinopithecus roxellana,gait,Duty_Factor,Wimberly,primary,69.43838721
Rhinopithecus roxellana,gait,Foot_Posture,Wimberly,primary,plantigrade
Rhinopithecus roxellana,gait,Gait,Wimberly,primary,DSDC
Rhinopithecus roxellana,handedness,Handedness_index_mean,Caspar,primary,-0.319
Rhinopithecus roxellana,handedness,Handedness_strength_mean,Caspar,primary,0.729
Rhinopithecus roxellana,gait,Phase,Wimberly,primary,62.15191445
Saguinus bicolor,manipulation,Extractive_foraging,Heldstab,primary,0
Saguinus bicolor,manipulation,Manipulation_complexity,Heldstab,primary,1
Saguinus bicolor,manipulation,Tool_use,Heldstab,primary,0
Saguinus fuscicollis,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Saguinus fuscicollis,locomotion,Intermembral_index,Granatosky,primary,79
Saguinus fuscicollis,locomotion,Locomotor_diversity_index,Granatosky,primary,1.11825939911062
Saguinus fuscicollis,vocalization,VocalRepertoire,Schniter,primary,16
Saguinus geoffroyi,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Saguinus geoffroyi,locomotion,Intermembral_index,Granatosky,primary,76
Saguinus geoffroyi,locomotion,Locomotor_diversity_index,Granatosky,primary,1.1706981366311
Saguinus imperator,manipulation,Extractive_foraging,Heldstab,primary,1
Saguinus imperator,manipulation,Manipulation_complexity,Heldstab,primary,1.62
Saguinus imperator,manipulation,Tool_use,Heldstab,primary,0
Saguinus imperator,vocalization,VocalRepertoire,ManyPrimates,secondary,33
Saguinus labiatus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Saguinus labiatus,manipulation,Extractive_foraging,Heldstab,primary,0
Saguinus labiatus,locomotion,Intermembral_index,Granatosky,primary,73
Saguinus labiatus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.63379907179792
Saguinus labiatus,manipulation,Manipulation_complexity,Heldstab,primary,2.27
Saguinus labiatus,manipulation,Tool_use,Heldstab,primary,0
Saguinus midas,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Saguinus midas,locomotion,Intermembral_index,Granatosky,primary,77
Saguinus midas,locomotion,Locomotor_diversity_index,Granatosky,primary,1.38602395226123
Saguinus midas,vocalization,VocalRepertoire,ManyPrimates,secondary,33
Saguinus mystax,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Saguinus mystax,locomotion,Intermembral_index,Granatosky,primary,74
Saguinus mystax,locomotion,Locomotor_diversity_index,Granatosky,primary,1.11906615148242
Saguinus oedipus,dexterity,Dexterity,Heffner,primary,4
Saguinus oedipus,dexterity,Dexterity,Iwaniuk,secondary,4
Saguinus oedipus,manipulation,Extractive_foraging,Heldstab,primary,0
Saguinus oedipus,manipulation,Manipulation_complexity,Heldstab,primary,1.7
Saguinus oedipus,manipulation,Tool_use,Heldstab,primary,0
Saguinus oedipus,vocalization,VocalRepertoire,Schniter,primary,14
Saiga tatarica,gait,Duty_Factor,Wimberly,primary,66.59090909
Saiga tatarica,gait,Foot_Posture,Wimberly,primary,unguligrade
Saiga tatarica,gait,Gait,Wimberly,primary,LSLC
Saiga tatarica,gait,Phase,Wimberly,primary,21.36364
Saimiri boliviensis,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Saimiri boliviensis,locomotion,Locomotor_diversity_index,Granatosky,primary,1.03218172597006
Saimiri boliviensis boliviensis,dexterity,Dexterity,Heffner,primary,5
Saimiri boliviensis boliviensis,dexterity,Dexterity,Iwaniuk,secondary,5
Saimiri oerstedii,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Saimiri oerstedii,locomotion,Intermembral_index,Granatosky,primary,80
Saimiri oerstedii,locomotion,Locomotor_diversity_index,Granatosky,primary,0.798357325771174
Saimiri sciureus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Saimiri sciureus,gait,Duty_Factor,Wimberly,primary,54.255435
Saimiri sciureus,manipulation,Extractive_foraging,Heldstab,primary,1
Saimiri sciureus,gait,Foot_Posture,Wimberly,primary,plantigrade
Saimiri sciureus,gait,Gait,Wimberly,primary,DSDC
Saimiri sciureus,handedness,Handedness_index_mean,Caspar,primary,-0.119
Saimiri sciureus,handedness,Handedness_strength_mean,Caspar,primary,0.757
Saimiri sciureus,locomotion,Intermembral_index,Granatosky,primary,80
Saimiri sciureus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.52127517730103
Saimiri sciureus,manipulation,Manipulation_complexity,Heldstab,primary,1.94
Saimiri sciureus,gait,Phase,Wimberly,primary,58.76699956
Saimiri sciureus,manipulation,Tool_use,Heldstab,primary,0
Saimiri sciureus,vocalization,VocalRepertoire,ManyPrimates,secondary,21
Saimiri sciureus,vocalization,VocalRepertoire,Schniter,primary,21
Sapajus apella,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Sapajus apella,dexterity,Dexterity,Heffner,primary,5
Sapajus apella,dexterity,Dexterity,Iwaniuk,secondary,5
Sapajus apella,gait,Duty_Factor,Wimberly,primary,65.5979992
Sapajus apella,manipulation,Extractive_foraging,Heldstab,primary,1
Sapajus apella,gait,Gait,Wimberly,primary,LSDC
Sapajus apella,handedness,Handedness_index_mean,Caspar,primary,-0.028
Sapajus apella,handedness,Handedness_strength_mean,Caspar,primary,0.6870000000000001
Sapajus apella,locomotion,Intermembral_index,Granatosky,primary,81
Sapajus apella,locomotion,Locomotor_diversity_index,Granatosky,primary,1.83687468245124
Sapajus apella,manipulation,Manipulation_complexity,Heldstab,primary,2.54
Sapajus apella,gait,Phase,Wimberly,primary,49.53562611
Sapajus apella,manipulation,Tool_use,Heldstab,primary,1
Sapajus apella,vocalization,VocalRepertoire,ManyPrimates,secondary,31
Sapajus flavius,handedness,Handedness_index_mean,Caspar,primary,-0.13
Sapajus flavius,handedness,Handedness_strength_mean,Caspar,primary,0.769
Sapajus xanthosternos,handedness,Handedness_index_mean,Caspar,primary,0.089
Sapajus xanthosternos,handedness,Handedness_strength_mean,Caspar,primary,0.677
Sarcophilus harrisii,gait,Duty_Factor,Wimberly,primary,62.315
Sarcophilus harrisii,gait,Gait,Wimberly,primary,LSLC
Sarcophilus harrisii,gait,Phase,Wimberly,primary,20.12
Scalopus aquaticus,dexterity,Dexterity,Heffner,primary,1
Sciurillus pusillus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.05509170923132
Sciurus griseus,gait,Duty_Factor,Wimberly,primary,66.29291980000001
Sciurus griseus,gait,Foot_Posture,Wimberly,primary,plantigrade
Sciurus griseus,gait,Gait,Wimberly,primary,LSDC
Sciurus griseus,gait,Phase,Wimberly,primary,35.32612782
Sciurus hudsonius,dexterity,Dexterity,Heffner,primary,3
Sciurus igniventris,locomotion,Locomotor_diversity_index,Granatosky,primary,1.76932881551122
Sciurus niger,gait,Duty_Factor,Wimberly,primary,67.06451810999999
Sciurus niger,gait,Gait,Wimberly,primary,LSDC
Sciurus niger,gait,Phase,Wimberly,primary,26.26435189
Sciurus vulgaris,locomotion,Locomotor_diversity_index,Granatosky,primary,1.36056602293838
Semnopithecus entellus,handedness,Handedness_index_mean,Caspar,primary,-0.184
Semnopithecus entellus,handedness,Handedness_strength_mean,Caspar,primary,0.5600000000000001
Semnopithecus entellus,vocalization,VocalRepertoire,Schniter,primary,16
Setonix brachyurus,dexterity,Dexterity,Heffner,primary,3
Setonix brachyurus,dexterity,Dexterity,Iwaniuk,secondary,3
Spermophilus tridecemlineatus,dexterity,Dexterity,Heffner,primary,3
Sus scrofa,dexterity,Dexterity,Heffner,primary,1
Sus scrofa,gait,Duty_Factor,Wimberly,primary,70.80209895
Sus scrofa,gait,Foot_Posture,Wimberly,primary,unguligrade
Sus scrofa,gait,Gait,Wimberly,primary,LSLC
Sus scrofa,gait,Phase,Wimberly,primary,25.74963
Symphalangus syndactylus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Symphalangus syndactylus,manipulation,Extractive_foraging,Heldstab,primary,0
Symphalangus syndactylus,handedness,Handedness_index_mean,Caspar,primary,-0.048
Symphalangus syndactylus,handedness,Handedness_strength_mean,Caspar,primary,0.482
Symphalangus syndactylus,locomotion,Intermembral_index,Granatosky,primary,147
Symphalangus syndactylus,locomotion,Locomotor_diversity_index,Granatosky,primary,0.6390318596501769
Symphalangus syndactylus,manipulation,Manipulation_complexity,Heldstab,primary,3.08
Symphalangus syndactylus,manipulation,Tool_use,Heldstab,primary,0
Symphalangus syndactylus,vocalization,VocalRepertoire,ManyPrimates,secondary,9
Tachyglossus aculeatus,dexterity,Dexterity,Heffner,primary,2
Tachyglossus aculeatus,gait,Duty_Factor,Wimberly,primary,67
Tachyglossus aculeatus,gait,Foot_Posture,Wimberly,primary,plantigrade
Tachyglossus aculeatus,gait,Gait,Wimberly,primary,LSLC
Tachyglossus aculeatus,gait,Phase,Wimberly,primary,13
Tadarida cynocephala,dexterity,Dexterity,Heffner,primary,1
Talpa europaea,gait,Duty_Factor,Wimberly,primary,63.66
Talpa europaea,gait,Foot_Posture,Wimberly,primary,plantigrade
Talpa europaea,gait,Gait,Wimberly,primary,DSDC
Talpa europaea,gait,Phase,Wimberly,primary,33.33
Tamias sibiricus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.48235863288788
Tamias striatus,dexterity,Dexterity,Heffner,primary,3
Tamias striatus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.02614009593832
Tamiasciurus hudsonicus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.16010264004331
Tapirus,dexterity,Dexterity,Heffner,primary,1
Tapirus bairdii,gait,Duty_Factor,Wimberly,primary,65.0060024
Tapirus bairdii,gait,Foot_Posture,Wimberly,primary,digitigrade
Tapirus bairdii,gait,Gait,Wimberly,primary,LSLC
Tapirus bairdii,gait,Phase,Wimberly,primary,21.96879
Tapirus indicus,gait,Duty_Factor,Wimberly,primary,61
Tapirus indicus,gait,Foot_Posture,Wimberly,primary,digitigrade
Tapirus indicus,gait,Gait,Wimberly,primary,LSDC
Tapirus indicus,gait,Phase,Wimberly,primary,26
Tapirus terrestris,gait,Duty_Factor,Wimberly,primary,70
Tapirus terrestris,gait,Foot_Posture,Wimberly,primary,digitigrade
Tapirus terrestris,gait,Gait,Wimberly,primary,LSDC
Tapirus terrestris,gait,Phase,Wimberly,primary,26
Tarsius,dexterity,Dexterity,Heffner,primary,4
Tarsius bancanus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Tarsius bancanus,locomotion,Intermembral_index,Granatosky,primary,52
Tarsius bancanus,locomotion,Locomotor_diversity_index,Granatosky,primary,0.861711959324643
Tarsius dentatus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Tarsius dentatus,locomotion,Intermembral_index,Granatosky,primary,55
Tarsius dentatus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.10856520816426
Tarsius tarsier,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Tarsius tarsier,locomotion,Intermembral_index,Granatosky,primary,55
Tarsius tarsier,locomotion,Locomotor_diversity_index,Granatosky,primary,0.904363612551585
Thallomys paedulcus,gait,Duty_Factor,Wimberly,primary,71.875
Thallomys paedulcus,gait,Foot_Posture,Wimberly,primary,plantigrade
Thallomys paedulcus,gait,Gait,Wimberly,primary,LSDC
Thallomys paedulcus,gait,Phase,Wimberly,primary,31.885
Theropithecus gelada,manipulation,Extractive_foraging,Heldstab,primary,0
Theropithecus gelada,handedness,Handedness_index_mean,Caspar,primary,0.053
Theropithecus gelada,handedness,Handedness_strength_mean,Caspar,primary,0.257
Theropithecus gelada,manipulation,Manipulation_complexity,Heldstab,primary,4.17
Theropithecus gelada,manipulation,Tool_use,Heldstab,primary,0
Theropithecus gelada,vocalization,VocalRepertoire,Schniter,primary,22
Trachypithecus auratus,handedness,Handedness_index_mean,Caspar,primary,-0.256
Trachypithecus auratus,handedness,Handedness_strength_mean,Caspar,primary,0.984
Trachypithecus auratus,vocalization,VocalRepertoire,ManyPrimates,secondary,5
Trachypithecus delacouri,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Trachypithecus delacouri,gait,Duty_Factor,Wimberly,primary,60.89086618
Trachypithecus delacouri,gait,Gait,Wimberly,primary,DSDC
Trachypithecus delacouri,locomotion,Intermembral_index,Granatosky,primary,77
Trachypithecus delacouri,locomotion,Locomotor_diversity_index,Granatosky,primary,0.880966134812287
Trachypithecus delacouri,gait,Phase,Wimberly,primary,59.72837684
Trachypithecus francoisi,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Trachypithecus francoisi,locomotion,Locomotor_diversity_index,Granatosky,primary,1.27772088326507
Trachypithecus francoisi,vocalization,VocalRepertoire,ManyPrimates,secondary,15
Trachypithecus hatinhensis,gait,Duty_Factor,Wimberly,primary,60.93216843
Trachypithecus hatinhensis,gait,Gait,Wimberly,primary,DSDC
Trachypithecus hatinhensis,handedness,Handedness_index_mean,Caspar,primary,-0.248
Trachypithecus hatinhensis,handedness,Handedness_strength_mean,Caspar,primary,0.8169999999999999
Trachypithecus hatinhensis,gait,Phase,Wimberly,primary,61.45227488
Trachypithecus johnii,vocalization,VocalRepertoire,Schniter,primary,16
Trachypithecus leucocephalus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Trachypithecus leucocephalus,locomotion,Intermembral_index,Granatosky,primary,80
Trachypithecus leucocephalus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.11352363236587
Trachypithecus obscurus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Trachypithecus obscurus,locomotion,Intermembral_index,Granatosky,primary,83
Trachypithecus obscurus,locomotion,Locomotor_diversity_index,Granatosky,primary,0.930549435609321
Trachypithecus phayrei,gait,Duty_Factor,Wimberly,primary,63.83
Trachypithecus phayrei,gait,Foot_Posture,Wimberly,primary,plantigrade
Trachypithecus phayrei,gait,Gait,Wimberly,primary,DSDC
Trachypithecus phayrei,gait,Phase,Wimberly,primary,61.25
Trachypithecus poliocephalus,gait,Duty_Factor,Wimberly,primary,60.99488998
Trachypithecus poliocephalus,gait,Gait,Wimberly,primary,DSDC
Trachypithecus poliocephalus,gait,Phase,Wimberly,primary,64.09781361
Tragelaphus strepsiceros,gait,Duty_Factor,Wimberly,primary,62.67948718
Tragelaphus strepsiceros,gait,Foot_Posture,Wimberly,primary,unguligrade
Tragelaphus strepsiceros,gait,Gait,Wimberly,primary,LSDC
Tragelaphus strepsiceros,gait,Phase,Wimberly,primary,32.03419
Trichosurus vulpecula,dexterity,Dexterity,Heffner,primary,3
Trichosurus vulpecula,dexterity,Dexterity,Iwaniuk,secondary,3
Trichosurus vulpecula,gait,Duty_Factor,Wimberly,primary,56.55711
Trichosurus vulpecula,gait,Foot_Posture,Wimberly,primary,plantigrade
Trichosurus vulpecula,gait,Gait,Wimberly,primary,DSDC
Trichosurus vulpecula,gait,Phase,Wimberly,primary,66.97199999999999
Tupaia belangeri,dexterity,Dexterity,Heffner,primary,3
Tupaia belangeri,dexterity,Dexterity,Iwaniuk,secondary,3
