"Species"	"Reference"	"n"	"Anesthesia"	"Mode"	"Region"	"CMRgl_umol_100g_min"	"CMRgl_SD"	"CMRO2_umol_100g_min"	"CMRO2_SD"	"CBF_ml_100g_min"	"CBF_SD"	"source"
"Homo"	"(Schapiro et al., 1990)"	13	"none"	"PET"	"Temporal Cortex"	46	6.6	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Tedeschi et al., 1995)"	11	"none"	"PET"	"Temporal Cortex"	33.2	3	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Tommasino et al., 1995)"	10	"none"	"PET"	"Temporal Cortex"	30.3	4.6	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Volkow et al., 1992)"	11	"none"	"PET"	"Temporal Cortex"	35.8	4	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Yoshii et a l, 1988)"	30	"none"	"PET"	"Temporal Cortex"	40	10.5	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Yoshii et al., 1988)"	46	"none"	"PET"	"Temporal Cortex"	34.4	7.2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"Present Study"	5	"none"	"PET"	"Temporal Cortex"	31	7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(De Voider et al., 1997)"	3	"none"	"PET"	"Temporal Cortex"	36.4	6.1	153.3	25.4	NA	NA	"Kaufman__2004"
"Homo"	"(Fukuyama et al., 1994)"	9	"none"	"PET"	"Temporal Cortex"	37.5	3.2	117.7	31.6	NA	NA	"Kaufman__2004"
"Homo"	"(Sasaki et al., 1986)"	7	"none"	"PET"	"Temporal Cortex"	35.3	3.5	161.9	18.4	NA	NA	"Kaufman__2004"
"Homo"	"(Yamaki et al., 1996)"	20	"none"	"PET"	"Temporal Cortex"	27.8	2.2	129.5	17.9	NA	NA	"Kaufman__2004"
"Homo"	"(Bums and Tyrrell, 1992)"	4	"none"	"PET"	"Temporal Cortex"	NA	NA	139.7	6.3	NA	NA	"Kaufman__2004"
"Homo"	"(Ishii et al., 1996a)"	15	"none"	"PET"	"Temporal Cortex"	NA	NA	169.2	32.1	NA	NA	"Kaufman__2004"
"Homo"	"(Ishii et al., 1996b)"	14	"none"	"PET"	"Temporal Cortex"	NA	NA	141.5	20.5	NA	NA	"Kaufman__2004"
"Homo"	"(Kaisti et al., 2003)"	8	"none"	"PET"	"Temporal Cortex"	NA	NA	193.3	24.1	NA	NA	"Kaufman__2004"
"Homo"	"(Kaisti et al., 2003)"	8	"Sevoflurane"	"PET"	"Temporal Cortex"	NA	NA	143.3	19.2	NA	NA	"Kaufman__2004"
"Homo"	"(Langsjo et al., 2003)"	10	"none"	"PET"	"Temporal Cortex"	NA	NA	167.4	17.4	NA	NA	"Kaufman__2004"
"Homo"	"(Perlmutter et al., 1987)"	32	"none"	"PET"	"Temporal Cortex"	NA	NA	129	32.6	NA	NA	"Kaufman__2004"
"Homo"	"(Tohgi et al., 1998)"	6	"none"	"PET"	"Temporal Cortex"	NA	NA	147.3	17.9	NA	NA	"Kaufman__2004"
"Homo"	"(Wessen et al., 1997)"	6	"none"	"PET"	"Temporal Cortex"	NA	NA	213	35	NA	NA	"Kaufman__2004"
"Homo"	"(Yamaguchi et al., 1986)"	14	"none"	"PET"	"Temporal Cortex"	NA	NA	151.8	20.6	NA	NA	"Kaufman__2004"
"Homo"	"(Yamaguchi et al., 1992a)"	10	"none"	"PET"	"Temporal Cortex"	NA	NA	157.1	22.8	NA	NA	"Kaufman__2004"
"Papio"	"(Kiyosawa et al., 1989)"	9	"Phencyclidine"	"PET"	"Temporal Cortex"	30.5	5	NA	NA	NA	NA	"Kaufman__2004"
"Papio"	"(Meguro et al., 1999)"	8	"Phencyclidine"	"PET"	"Temporal Cortex"	43.5	9.4	NA	NA	NA	NA	"Kaufman__2004"
"Papio"	"(Millien et al., 2002)"	10	"Phencyclidine"	"PET"	"Temporal Cortex"	42	10.4	NA	NA	NA	NA	"Kaufman__2004"
"Papio"	"(Yamaguchi et al., 1990)"	4	"Phencyclidine"	"PET"	"Temporal Cortex"	27.4	5.2	NA	NA	NA	NA	"Kaufman__2004"
"Papio"	"Present Study"	2	"N 20"	"PET"	"Temporal Cortex"	45.6	6.8	NA	NA	NA	NA	"Kaufman__2004"
"M mulatta"	"(Cross et at., 2000)"	6	"none"	"PET"	"Temporal Cortex"	35.2	7.2	NA	NA	NA	NA	"Kaufman__2004"
"M mulatta"	"(Noda et al., 2002)"	6	"none"	"PET"	"Temporal Cortex"	36	7.3	NA	NA	NA	NA	"Kaufman__2004"
"M mulatta"	"(Enlundetal., 1997)"	4	"Ketamine"	"PET"	"Temporal Cortex"	NA	NA	241.5	29.5	NA	NA	"Kaufman__2004"
"M fascic"	"(Kuge et al., 2001)"	4	"Sevoflurane"	"PET"	"Temporal Cortex"	34.7	11.5	NA	NA	NA	NA	"Kaufman__2004"
"M fascic"	"(Lyons et al., 1996)"	3	"none"	"Sokoloff"	"Temporal Cortex"	38	3.5	NA	NA	NA	NA	"Kaufman__2004"
"Saimiri"	"(Delgado-Zygmunt et al., 1993)"	4	"Fentanyl, N 20"	"Sokoloff"	"Temporal Cortex"	57	4	NA	NA	NA	NA	"Kaufman__2004"
"Felis"	"(Petitjean et al., 1982)"	4	"none"	"Sokoloff"	"Temporal Cortex"	46	16	NA	NA	NA	NA	"Kaufman__2004"
"Felis"	"(Triolo et al., 1990)"	6	"N 20"	"Sokoloff"	"Temporal Cortex"	39.2	4.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Bassant et al., 1996)"	7	"none"	"Sokoloff"	"Temporal Cortex"	112	7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Bassant et al., 1996)"	8	"none"	"Sokoloff"	"Temporal Cortex"	86	11	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Otori et al., 2003)"	6	"none"	"Sokoloff"	"Temporal Cortex"	80.3	23.7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Walker et al., 1999)"	5	"none"	"Sokoloff"	"Temporal Cortex"	116	4.6	NA	NA	NA	NA	"Kaufman__2004"
