"Species"	"Reference"	"n"	"Anesthesia"	"Mode"	"Region"	"CMRgl_umol_100g_min"	"CMRgl_SD"	"CMRO2_umol_100g_min"	"CMRO2_SD"	"CBF_ml_100g_min"	"CBF_SD"	"source"
"Rattus"	"(Crane and Porrino, 1989)"	6	"none"	"PET"	"Sensorimotor Cortex"	95	1	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Crane and Porrino, 1989)"	6	"none"	"PET"	"Sensorimotor Cortex"	105	3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Crosby et al., 1982)"	8	"none"	"PET"	"Sensorimotor Cortex"	97	5.7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Crosby et al., 1984)"	5	"none"	"PET"	"Sensorimotor Cortex"	88	4.5	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Crosby et al., 1984)"	5	"N 20"	"PET"	"Sensorimotor Cortex"	95	8.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Dam et al., 1990)"	5	"none"	"PET"	"Sensorimotor Cortex"	98	20.1	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Dow-Edwards et al., 1986)"	4	"none"	"PET"	"Sensorimotor Cortex"	113	4	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Duelli et al., 2000)"	5	"none"	"PET"	"Sensorimotor Cortex"	87.8	2.8	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Eintrei et al., 1999)"	6	"none"	"PET"	"Sensorimotor Cortex"	101	7.3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Fomai and Orzi, 2001)"	5	"none"	"PET"	"Sensorimotor Cortex"	84	8	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Freedland et al., 2002)"	5	"none"	"PET"	"Sensorimotor Cortex"	103.5	11.2	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Frietsch et al., 2000)"	12	"none"	"PET"	"Sensorimotor Cortex"	90	6	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Frietsch et al., 2000)"	12	"Isoflurane"	"PET"	"Sensorimotor Cortex"	33	4	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Grome and McCulloch, 1983)"	6	"none"	"PET"	"Sensorimotor Cortex"	90	12.7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Hakim et al., 1983)"	7	"none"	"PET"	"Sensorimotor Cortex"	116	15.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Ingvar et al., 1980)"	10	"N 20"	"PET"	"Sensorimotor Cortex"	69	9.5	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Ingvar and Siesjo, 1982)"	6	"none"	"PET"	"Sensorimotor Cortex"	72	2.4	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Ingvar and Siesjo, 1982)"	10	"N 20"	"PET"	"Sensorimotor Cortex"	64	9.5	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Kadekaro et al., 1983)"	7	"none"	"PET"	"Sensorimotor Cortex"	102	7.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Katsumata et al., 2001)"	5	"none"	"PET"	"Sensorimotor Cortex"	92.8	8.5	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Knapp et al., 2002)"	8	"none"	"PET"	"Sensorimotor Cortex"	96.1	7.6	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Lenzetal., 1998)"	6	"none"	"PET"	"Sensorimotor Cortex"	81	10	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(MacNeill and Bryan, 1988)"	10	"none"	"PET"	"Sensorimotor Cortex"	95	6.3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Maekawa et al., 1986)"	6	"none"	"PET"	"Sensorimotor Cortex"	80	9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Nehlig et al., 1985)"	6	"none"	"PET"	"Sensorimotor Cortex"	112	7.3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(O rietal., 1986)"	6	"none"	"PET"	"Sensorimotor Cortex"	89	12.2	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Orzi et al., 1983)"	5	"none"	"PET"	"Sensorimotor Cortex"	90	15.7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Poindessous-Jazat et a l, 1998)"	7	"none"	"PET"	"Sensorimotor Cortex"	104	9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Poindessous-Jazat et al., 1998)"	5	"none"	"PET"	"Sensorimotor Cortex"	94.7	12	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Sakurada et al., 1978)"	5	"N 20"	"PET"	"Sensorimotor Cortex"	80	3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Savaki et al., 1983)"	7	"none"	"PET"	"Sensorimotor Cortex"	95	10.6	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Schwartz and Crosby, 1985)"	6	"none"	"PET"	"Sensorimotor Cortex"	101	9.8	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"("	NA	NA	"Sokoloff"	"Sensorimotor Cortex"	1977	10	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Soncrant et al., 1992)"	16	"none"	"PET"	"Sensorimotor Cortex"	93.5	12	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Wechsler et al., 1979)"	5	"none"	"PET"	"Sensorimotor Cortex"	118	17.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Grome and McCulloch, 1981)"	16	"none"	"PET"	"Sensorimotor Cortex"	93	4	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Whitlow et al., 2002)"	5	"none"	"PET"	"Sensorimotor Cortex"	101.6	8.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Walker et al., 1999)"	5	"none"	"PET"	"Sensorimotor Cortex"	117.7	8.2	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Bouilleret et al., 2000)"	4	"none"	"PET"	"Sensorimotor Cortex"	121	9	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Jay et al., 1985)"	8	"none"	"PET"	"Sensorimotor Cortex"	88	11.3	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Niwa et al., 2002)"	6	"none"	"PET"	"Sensorimotor Cortex"	132	14	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Niwa et al., 2002)"	6	"none"	"PET"	"Sensorimotor Cortex"	129	20	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Yamaguchi et al., 1992b)"	6	"none"	"PET"	"Sensorimotor Cortex"	82.1	9.8	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Zocchi et a l, 2001)"	4	"none"	"PET"	"Sensorimotor Cortex"	86	4	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Zocchi et al., 2001)"	6	"none"	"PET"	"Sensorimotor Cortex"	65	6	NA	NA	NA	NA	"Kaufman__2004"
