"file","package"
"Bauernfeind_etal_2013_Table1_compare_to_Bauernfeind_2013_csv.R","readr"
"Bauernfeind_etal_2013_Table1_compare_to_Bauernfeind_2013_csv.R","dplyr"
"Bauernfeind_etal_2013_Table1_compare_to_Bauernfeind_2013_csv.R","tidyr"
"Bauernfeind_etal_2013_Table1_compare_to_Bauernfeind_2013_csv.R","stringr"
"Burish_etal_2010_SupplementaryTable1.R","rJava"
"Burish_etal_2010_SupplementaryTable1.R","tabulapdf"
"Burish_etal_2010_SupplementaryTable1.R","dplyr"
"Burish_etal_2010_SupplementaryTable1.R","readxl"
"Burish_etal_2010_Table1.R","rJava"
"Burish_etal_2010_Table1.R","tabulapdf"
"Burish_etal_2010_Table1.R","tidyverse"
"Burish_etal_2010_Table1.R","stringr"
"Burish_etal_2010_Table1.R","readxl"
"Bush_Allman_2004_a_Table2.R","rvest"
"Bush_Allman_2004_a_Table2.R","readxl"
"Caspar_etal_2022_Table1.R","readxl"
"Caspar_etal_2022_Table1.R","zoo"
"Caspar_etal_2022_Table1.R","tidyr"
"Caspar_etal_2022_Table1.R","rstudioapi"
"Changizi__2001_Figure3.R","rstudioapi"
"Changizi__2001_Figure3.R","readxl"
"DeCasien_Higham_2019_SupplementaryData1-BrainRegion.R","readxl"
"DeCasien_Higham_2019_SupplementaryData1-BrainRegion.R","readr"
"DeCasien_Higham_2019_SupplementaryData1-BrainRegion.R","dplyr"
"DeCasien_Higham_2019_SupplementaryData1-BrainRegion.R","tidyr"
"DeCasien_Higham_2019_SupplementaryData1-BrainRegion.R","stringr"
"DeCasien_Higham_2019_SupplementaryData1-BrainRegion.R","purrr"
"DosSantos_etal_2017_TableS1.R","readr"
"DosSantos_etal_2017_TableS1.R","rstudioapi"
"DosSantos_etal_2017_TableS1.R","readxl"
"DosSantos_etal_2020_Table1.R","rJava"
"DosSantos_etal_2020_Table1.R","tabulapdf"
"DosSantos_etal_2020_Table1.R","tidyverse"
"DosSantos_etal_2020_Table1.R","readxl"
"DosSantos_etal_2020_Table1_check.R","dplyr"
"DosSantos_etal_2020_Table1_check.R","tidyr"
"DosSantos_etal_2020_Table1_check.R","readr"
"DosSantos_etal_2020_Table1_check.R","readxl"
"DosSantos_etal_2020_Table1_check.R","stringr"
"DosSantos_etal_2020_unpublished.R","tidyr"
"DosSantos_etal_2020_unpublished.R","dplyr"
"DosSantos_etal_2020_unpublished.R","readxl"
"DosSantos_etal_2020_unpublished.R","readr"
"DosSantos_etal_2020_unpublished.R","rstudioapi"
"Eagleman_Vaughn_2021_TABLE1.R","rJava"
"Eagleman_Vaughn_2021_TABLE1.R","tabulapdf"
"Eagleman_Vaughn_2021_TABLE1.R","tidyverse"
"Eagleman_Vaughn_2021_TABLE1.R","stringr"
"Eagleman_Vaughn_2021_TABLE1.R","readxl"
"Falcone_etal_2019_TABLE1.R","readr"
"Falcone_etal_2019_TABLE1.R","tidyverse"
"Falcone_etal_2019_TABLE1.R","rstudioapi"
"Falcone_etal_2019_TABLE1.R","readxl"
"Falcone_etal_2019_TABLE2.R","readr"
"Falcone_etal_2019_TABLE2.R","tidyverse"
"Falcone_etal_2019_TABLE2.R","rstudioapi"
"Falcone_etal_2019_TABLE2.R","readxl"
"Finlay_etal_2006_Table6.1.R","readxl"
"Finlay_etal_2006_Table6.1.R","rstudioapi"
"Frahm_Zilles_1994_Table1.R","readxl"
"Frahm_Zilles_1994_Table1.R","readr"
"Frahm_Zilles_1994_Table1.R","dplyr"
"Frahm_Zilles_1994_Table1.R","stringr"
"Frahm_Zilles_1994_Table1_compare_to_Frahm_1994_csv.R","readxl"
"Frahm_Zilles_1994_Table1_compare_to_Frahm_1994_csv.R","readr"
"Frahm_Zilles_1994_Table1_compare_to_Frahm_1994_csv.R","dplyr"
"Frahm_Zilles_1994_Table1_compare_to_Frahm_1994_csv.R","tidyr"
"Frahm_Zilles_1994_Table1_compare_to_Frahm_1994_csv.R","stringr"
"Frahm_etal_1982_Table2.R","readxl"
"Frahm_etal_1982_Table2.R","readr"
"Frahm_etal_1982_Table2.R","dplyr"
"Frahm_etal_1982_Table2.R","stringr"
"Frahm_etal_1982_Table2_compare_to_Frahm_1982_csv.R","readxl"
"Frahm_etal_1982_Table2_compare_to_Frahm_1982_csv.R","readr"
"Frahm_etal_1982_Table2_compare_to_Frahm_1982_csv.R","dplyr"
"Frahm_etal_1982_Table2_compare_to_Frahm_1982_csv.R","tidyr"
"Frahm_etal_1982_Table2_compare_to_Frahm_1982_csv.R","stringr"
"Frahm_etal_1984_Table1.R","readxl"
"Frahm_etal_1984_Table1.R","readr"
"Frahm_etal_1984_Table1.R","dplyr"
"Frahm_etal_1984_Table1.R","stringr"
"Frahm_etal_1984_Table1_compare_to_Frahm_1984_csv.R","readxl"
"Frahm_etal_1984_Table1_compare_to_Frahm_1984_csv.R","readr"
"Frahm_etal_1984_Table1_compare_to_Frahm_1984_csv.R","dplyr"
"Frahm_etal_1984_Table1_compare_to_Frahm_1984_csv.R","tidyr"
"Frahm_etal_1984_Table1_compare_to_Frahm_1984_csv.R","stringr"
"Frahm_etal_1997_Table1.R","readxl"
"Frahm_etal_1997_Table1.R","readr"
"Frahm_etal_1997_Table1.R","dplyr"
"Frahm_etal_1997_Table1.R","stringr"
"Frahm_etal_1997_Table1_compare_to_Frahm_1997_csv.R","readxl"
"Frahm_etal_1997_Table1_compare_to_Frahm_1997_csv.R","readr"
"Frahm_etal_1997_Table1_compare_to_Frahm_1997_csv.R","dplyr"
"Frahm_etal_1997_Table1_compare_to_Frahm_1997_csv.R","tidyr"
"Frahm_etal_1997_Table1_compare_to_Frahm_1997_csv.R","stringr"
"Frahm_etal_1998_Table1.R","readxl"
"Frahm_etal_1998_Table1.R","readr"
"Frahm_etal_1998_Table1.R","dplyr"
"Frahm_etal_1998_Table1.R","stringr"
"Frahm_etal_1998_Table1_compare_to_Frahm_1998_csv.R","readxl"
"Frahm_etal_1998_Table1_compare_to_Frahm_1998_csv.R","readr"
"Frahm_etal_1998_Table1_compare_to_Frahm_1998_csv.R","dplyr"
"Frahm_etal_1998_Table1_compare_to_Frahm_1998_csv.R","tidyr"
"Frahm_etal_1998_Table1_compare_to_Frahm_1998_csv.R","stringr"
"Garwicz_etal_2009_TableS1.R","rJava"
"Garwicz_etal_2009_TableS1.R","tabulapdf"
"Garwicz_etal_2009_TableS1.R","dplyr"
"Garwicz_etal_2009_TableS1.R","tidyr"
"Garwicz_etal_2009_TableS1.R","stringr"
"Garwicz_etal_2009_TableS1.R","readxl"
"Heffner_Masterton_1975_TableI.R","readxl"
"Heffner_Masterton_1975_TableI.R","rstudioapi"
"Herculano-Houze-2015_Table1.R","rvest"
"Herculano-Houze-2015_Table1.R","tidyverse"
"Herculano-Houze-2015_Table2.R","rJava"
"Herculano-Houze-2015_Table2.R","tabulapdf"
"Herculano-Houze-2015_Table2.R","tidyverse"
"Herculano-Houze-2015_Table2.R","dplyr"
"Herculano-Houze-2015_Table2.R","tidyr"
"Herculano-Houze-2015_Table2.R","readxl"
"Herculano-Houze-2015_Table2.R","pdftools"
"HerculanoHouzel_etal_2015_Table1.R","readxl"
"HerculanoHouzel_etal_2015_Table1.R","tidyr"
"HerculanoHouzel_etal_2015_Table1.R","rstudioapi"
"HerculanoHouzel_etal_2015_Table2.R","readxl"
"HerculanoHouzel_etal_2015_Table2.R","tidyr"
"HerculanoHouzel_etal_2015_Table2.R","rstudioapi"
"HerculanoHouzel_etal_2015_Table3.R","readxl"
"HerculanoHouzel_etal_2015_Table3.R","tidyr"
"HerculanoHouzel_etal_2015_Table3.R","rstudioapi"
"HerculanoHouzel_etal_2015_Table4.R","readxl"
"HerculanoHouzel_etal_2015_Table4.R","tidyr"
"HerculanoHouzel_etal_2015_Table4.R","rstudioapi"
"HerculanoHouzel_etal_2015_Table5.R","readxl"
"HerculanoHouzel_etal_2015_Table5.R","tidyr"
"HerculanoHouzel_etal_2015_Table5.R","rstudioapi"
"HerculanoHouzel_etal_2020_TABLE1.R","rJava"
"HerculanoHouzel_etal_2020_TABLE1.R","tabulapdf"
"HerculanoHouzel_etal_2020_TABLE1.R","tidyverse"
"HerculanoHouzel_etal_2020_TABLE1.R","readxl"
"HerculanoHouzel_etal_2020_TABLE2.R","rJava"
"HerculanoHouzel_etal_2020_TABLE2.R","tabulapdf"
"HerculanoHouzel_etal_2020_TABLE2.R","tidyverse"
"HerculanoHouzel_etal_2020_TABLE2.R","readxl"
"Iwaniuk_etal_1999_References.R","readr"
"Iwaniuk_etal_1999_Table1.R","readxl"
"Iwaniuk_etal_1999_Table1.R","tidyr"
"Iwaniuk_etal_1999_Table1.R","rstudioapi"
"Iwaniuk_etal_2001_Table1.R","readxl"
"Iwaniuk_etal_2001_Table1.R","rstudioapi"
"Iwaniuk_etal_2001_Table2.R","readxl"
"Iwaniuk_etal_2001_Table2.R","rstudioapi"
"Iwaniuk_etal_2001_Table3.R","readxl"
"Iwaniuk_etal_2001_Table3.R","rstudioapi"
"Iwaniuk_etal_2001_Table4.R","readxl"
"Iwaniuk_etal_2001_Table4.R","rstudioapi"
"JardimMesseder_etal_2017_Table1.R","readxl"
"JardimMesseder_etal_2017_Table1.R","tidyr"
"JardimMesseder_etal_2017_Table1.R","dplyr"
"JardimMesseder_etal_2017_Table1.R","rstudioapi"
"Karbowski__2007_energetics_table_from_xlsx.R","readxl"
"Karbowski__2007_energetics_table_from_xlsx.R","readr"
"Karbowski__2007_energetics_table_from_xlsx.R","dplyr"
"Karbowski__2007_energetics_table_from_xlsx.R","tidyr"
"Karbowski__2007_energetics_table_from_xlsx.R","stringr"
"Karl_etal_2024_TABLE1.R","rJava"
"Karl_etal_2024_TABLE1.R","tabulapdf"
"Karl_etal_2024_TABLE1.R","tidyverse"
"Karl_etal_2024_TABLE1.R","dplyr"
"Karl_etal_2024_TABLE1.R","tidyr"
"Karl_etal_2024_TABLE1.R","readxl"
"Kaufman__2004_energetics_compare_to_Kaufman_csv.R","readr"
"Kaufman__2004_energetics_compare_to_Kaufman_csv.R","dplyr"
"Kaufman__2004_energetics_compare_to_Kaufman_csv.R","tidyr"
"Kaufman__2004_energetics_compare_to_Kaufman_csv.R","stringr"
"Kverkova_etal_2018_Table1.R","readxl"
"Kverkova_etal_2018_Table1.R","tidyverse"
"Kverkova_etal_2018_Table1.R","rstudioapi"
"Kverkova_etal_2018_TableS1.R","readxl"
"Kverkova_etal_2018_TableS1.R","zoo"
"Kverkova_etal_2018_TableS1.R","tidyverse"
"Kverkova_etal_2018_TableS1.R","dplyr"
"Kverkova_etal_2018_TableS1.R","tidyr"
"Kverkova_etal_2018_TableS1.R","rstudioapi"
"Kverkova_etal_2018_TableS5.R","docxtractr"
"Kverkova_etal_2018_TableS5.R","tidyr"
"Kverkova_etal_2018_TableS5.R","rstudioapi"
"Kverkova_etal_2018_TableS5.R","readxl"
"MacLarnon__1996_Table1.R","dplyr"
"MacLarnon__1996_Table1.R","readxl"
"MacLarnon__1996_Table1.R","rstudioapi"
"MacLarnon__1996_Table1.R","tidyr"
"MacLarnon__1996_Table1.R","stringr"
"Matano__2001_TABLE2.R","tidyverse"
"Matano__2001_TABLE2.R","readxl"
"Matano_etal_1985_a_Table1.R","readxl"
"Matano_etal_1985_a_Table1.R","readr"
"Matano_etal_1985_a_Table1.R","dplyr"
"Matano_etal_1985_a_Table1.R","stringr"
"Matano_etal_1985_a_Table1_compare_to_Matano_1985a_csv.R","readxl"
"Matano_etal_1985_a_Table1_compare_to_Matano_1985a_csv.R","readr"
"Matano_etal_1985_a_Table1_compare_to_Matano_1985a_csv.R","dplyr"
"Matano_etal_1985_a_Table1_compare_to_Matano_1985a_csv.R","tidyr"
"Matano_etal_1985_a_Table1_compare_to_Matano_1985a_csv.R","stringr"
"Matano_etal_1985_b_Table1.R","readxl"
"Matano_etal_1985_b_Table1.R","readr"
"Matano_etal_1985_b_Table1.R","dplyr"
"Matano_etal_1985_b_Table1.R","stringr"
"Matano_etal_1985_b_Table1_compare_to_Matano_1985b_csv.R","readxl"
"Matano_etal_1985_b_Table1_compare_to_Matano_1985b_csv.R","readr"
"Matano_etal_1985_b_Table1_compare_to_Matano_1985b_csv.R","dplyr"
"Matano_etal_1985_b_Table1_compare_to_Matano_1985b_csv.R","tidyr"
"Matano_etal_1985_b_Table1_compare_to_Matano_1985b_csv.R","stringr"
"Powell_etal_2017_Dataset1.R","readxl"
"Powell_etal_2017_Dataset1.R","rstudioapi"
"Rilling_Insel_1998_Table1.R","dplyr"
"Rilling_Insel_1998_Table1.R","readxl"
"Rilling_Insel_1998_Table1.R","readr"
"Rilling_Insel_1998_Table1.R","stringr"
"Sherwood_etal_2004_TABLEI.R","tidyverse"
"Sherwood_etal_2004_TABLEI.R","readxl"
"Sherwood_etal_2004_I.R","tidyverse"
"Sherwood_etal_2004_I.R","readxl"
"Sherwood_etal_2005_Table1.R","tidyverse"
"Smaers_etal_2011_SupplementaryTable_extract.R","readxl"
"Smaers_etal_2011_SupplementaryTable_extract.R","readr"
"Smaers_etal_2011_compare_to_public_tsv.R","readr"
"Smaers_etal_2011_compare_to_public_tsv.R","dplyr"
"Smaers_etal_2011_compare_to_public_tsv.R","stringr"
"Smaers_etal_2011_compare_to_public_tsv.R","tidyr"
"Smaers_etal_2017_TableS1part1.R","readxl"
"Smaers_etal_2017_TableS1part1.R","readr"
"Smaers_etal_2017_TableS1part1.R","dplyr"
"Smaers_etal_2017_TableS1part1.R","stringr"
"Smaers_etal_2017_TableS1part2.R","readxl"
"Smaers_etal_2017_TableS1part2.R","readr"
"Smaers_etal_2017_TableS1part2.R","dplyr"
"Smaers_etal_2017_TableS1part2.R","stringr"
"Smaers_etal_2017_TableS1part1_compare_to_Smaers_csv.R","readxl"
"Smaers_etal_2017_TableS1part1_compare_to_Smaers_csv.R","readr"
"Smaers_etal_2017_TableS1part1_compare_to_Smaers_csv.R","dplyr"
"Smaers_etal_2017_TableS1part1_compare_to_Smaers_csv.R","tidyr"
"Smaers_etal_2017_TableS1part1_compare_to_Smaers_csv.R","stringr"
"Smaers_etal_2017_TableS1part2_compare_to_Brodmann_csv.R","readxl"
"Smaers_etal_2017_TableS1part2_compare_to_Brodmann_csv.R","readr"
"Smaers_etal_2017_TableS1part2_compare_to_Brodmann_csv.R","dplyr"
"Smaers_etal_2017_TableS1part2_compare_to_Brodmann_csv.R","tidyr"
"Smaers_etal_2017_TableS1part2_compare_to_Brodmann_csv.R","stringr"
"Stephan_etal_1970.R","tidyverse"
"Stephan_etal_1981_Table1.R","readxl"
"Stephan_etal_1981_Table1.R","readr"
"Stephan_etal_1981_Table1.R","dplyr"
"Stephan_etal_1981_Table1.R","stringr"
"Stephan_etal_1981_Table1_compare_to_Stephan_1981_csv.R","readxl"
"Stephan_etal_1981_Table1_compare_to_Stephan_1981_csv.R","readr"
"Stephan_etal_1981_Table1_compare_to_Stephan_1981_csv.R","dplyr"
"Stephan_etal_1981_Table1_compare_to_Stephan_1981_csv.R","tidyr"
"Stephan_etal_1981_Table1_compare_to_Stephan_1981_csv.R","stringr"
"Stephan_etal_1982_Table1.R","readxl"
"Stephan_etal_1982_Table1.R","readr"
"Stephan_etal_1982_Table1.R","dplyr"
"Stephan_etal_1982_Table1.R","stringr"
"Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R","readxl"
"Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R","readr"
"Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R","dplyr"
"Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R","tidyr"
"Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R","stringr"
"Stephan_etal_1984_Table1.R","readxl"
"Stephan_etal_1984_Table1.R","readr"
"Stephan_etal_1984_Table1.R","dplyr"
"Stephan_etal_1984_Table1.R","stringr"
"Stephan_etal_1984_Table1_compare_to_Stephan_1984_csv.R","readxl"
"Stephan_etal_1984_Table1_compare_to_Stephan_1984_csv.R","readr"
"Stephan_etal_1984_Table1_compare_to_Stephan_1984_csv.R","dplyr"
"Stephan_etal_1984_Table1_compare_to_Stephan_1984_csv.R","tidyr"
"Stephan_etal_1984_Table1_compare_to_Stephan_1984_csv.R","stringr"
"Stephan_etal_1987_Table1.R","readxl"
"Stephan_etal_1987_Table1.R","readr"
"Stephan_etal_1987_Table1.R","dplyr"
"Stephan_etal_1987_Table1.R","stringr"
"Stephan_etal_1987_Table1_compare_to_Stephan1987_AMY_vs_Barger2007_AC_csv.R","readxl"
"Stephan_etal_1987_Table1_compare_to_Stephan1987_AMY_vs_Barger2007_AC_csv.R","readr"
"Stephan_etal_1987_Table1_compare_to_Stephan1987_AMY_vs_Barger2007_AC_csv.R","dplyr"
"Stephan_etal_1987_Table1_compare_to_Stephan1987_AMY_vs_Barger2007_AC_csv.R","tidyr"
"Stephan_etal_1987_Table1_compare_to_Stephan1987_AMY_vs_Barger2007_AC_csv.R","stringr"
"Stimpson_etal_2015_TableS1.R","tidyverse"
"Stimpson_etal_2015_TableS1.R","readxl"
"Stimpson_etal_2015_TableS2.R","tidyverse"
"Stimpson_etal_2015_TableS2.R","readxl"
"Zilles__Rehkamper_1988_Table12-2.R","readxl"
"Zilles__Rehkamper_1988_Table12-2.R","readr"
"Zilles__Rehkamper_1988_Table12-2.R","dplyr"
"Zilles__Rehkamper_1988_Table12-2.R","stringr"
"Zilles__Rehkamper_1988_Table12-2_compare_to_Zilles_1988_csv.R","readxl"
"Zilles__Rehkamper_1988_Table12-2_compare_to_Zilles_1988_csv.R","readr"
"Zilles__Rehkamper_1988_Table12-2_compare_to_Zilles_1988_csv.R","dplyr"
"Zilles__Rehkamper_1988_Table12-2_compare_to_Zilles_1988_csv.R","tidyr"
"Zilles__Rehkamper_1988_Table12-2_compare_to_Zilles_1988_csv.R","stringr"
"split_Stephan_primates.R","readxl"
"split_Stephan_primates.R","dplyr"
"split_Stephan_primates.R","stringr"
"split_Stephan_primates.R","writexl"
"EvoM1Gen_NoEstimates.R","tidyverse"
"EvoM1Gen_NoEstimates.R","readxl"
"EvoM1_read_ILAs.R","tidyverse"
"EvoM1_read_ILAs.R","readxl"
"EvoM1_read_ILAs.R","writexl"
"EvoM1_read_cellcounts_data.R","tidyverse"
"EvoM1_read_cellcounts_data.R","writexl"
"EvoM1_read_dexterity_corticospinal.R","tidyverse"
"EvoM1_read_dexterity_corticospinal.R","readxl"
"EvoM1_read_dexterity_corticospinal.R","writexl"
"EvoM1_read_dexterity_corticospinal_eco.R","tidyverse"
"EvoM1_read_dexterity_corticospinal_eco.R","readxl"
"EvoM1_read_dexterity_corticospinal_eco.R","writexl"
"EvoM1_read_gyrification_etc.R","tidyverse"
"EvoM1_read_gyrification_etc.R","readxl"
"EvoM1_read_gyrification_etc.R","writexl"
"energetics_comparison.R","readr"
"energetics_comparison.R","readxl"
"energetics_comparison.R","dplyr"
"energetics_comparison.R","tidyr"
"energetics_comparison.R","stringr"
"energetics_merged.R","tidyverse"
"__file_list.R","openxlsx"
"cellcounts_imputations_diagnostic.R","naniar"
"cellcounts_imputations_diagnostic.R","DataExplorer"
"cellcounts_imputations_diagnostic.R","misty"
"cellcounts_imputations_diagnostic.R","mice"
"cellcounts_imputations_diagnostic.R","psych"
"cellcounts_imputations_diagnostic.R","tidyverse"
"archive_split_by_reference.R","tidyverse"
"cellcounts_compiled.R","tidyverse"
"cellcounts_compiled.R","readxl"
"cellcounts_compiled.R","taxizedb"
"standardized_term.R","tidyverse"
"_audit_missing_structures.R","tidyverse"
"crosspub_value_match.R","readr"
"crosspub_value_match.R","dplyr"
"crosspub_value_match.R","tidyr"
"crosspub_value_match.R","stringr"
"crosspub_value_match.R","purrr"
"volumes_compiled.R","tidyverse"
"volumes_compiled.R","readxl"
"check_Zilles_Rehkamper_1988_provenance.R","readr"
"check_Zilles_Rehkamper_1988_provenance.R","dplyr"
"check_Zilles_Rehkamper_1988_provenance.R","stringr"
"check_Zilles_Rehkamper_1988_provenance.R","purrr"
"build_variable_catalog.R","readr"
"build_variable_catalog.R","dplyr"
"build_variable_catalog.R","stringr"
"build_variable_catalog.R","purrr"
"build_variable_catalog.R","tidyr"
"resolve_taxonomy.R","readr"
"resolve_taxonomy.R","dplyr"
"resolve_taxonomy.R","stringr"
"resolve_taxonomy.R","xml2"
"resolve_taxonomy.R","rentrez"
"resolve_taxonomy.R","taxize"
"deSousa_etal_2010_Table1_compare_to_deSousa_2010_csv.R","readxl"
"deSousa_etal_2010_Table1_compare_to_deSousa_2010_csv.R","readr"
"deSousa_etal_2010_Table1_compare_to_deSousa_2010_csv.R","dplyr"
"deSousa_etal_2010_Table1_compare_to_deSousa_2010_csv.R","tidyr"
"deSousa_etal_2010_Table1_compare_to_deSousa_2010_csv.R","stringr"
"deSousa_etal_2010_SupTable2.R","readxl"
"deSousa_etal_2010_Table1.R","readxl"
"deSousa_etal_2010_Table1.R","readr"
"deSousa_etal_2010_Table1.R","dplyr"
"deSousa_etal_2010_Table1.R","stringr"
"deSousa_etal_2013_Table1_compare_to_deSousa_2013_csv.R","readxl"
"deSousa_etal_2013_Table1_compare_to_deSousa_2013_csv.R","readr"
"deSousa_etal_2013_Table1_compare_to_deSousa_2013_csv.R","dplyr"
"deSousa_etal_2013_Table1_compare_to_deSousa_2013_csv.R","tidyr"
"deSousa_etal_2013_Table1_compare_to_deSousa_2013_csv.R","stringr"
"deSousa_etal_2013_Table1.R","readxl"
"deSousa_etal_2013_Table1.R","readr"
"deSousa_etal_2013_Table1.R","dplyr"
"deSousa_etal_2013_Table1.R","stringr"
